feature,bin,episodes,clusters,continuation,reversal,neutral_timeout,ambiguous,continuation_rate,continuation_rate_ci_low,continuation_rate_ci_high,reversal_rate,neutral_rate,continuation_given_directional,continuation_given_directional_ci_low,continuation_given_directional_ci_high,continuation_mean_r,reversal_mean_r,support_gate
severity,MID,19,19,5,6,8,0,0.2631578947368421,0.11806412346782508,0.487915508978151,0.3157894736842105,0.42105263157894735,0.45454545454545453,0.21271271622459764,0.719908462590678,-0.5939934063157896,-0.41046027526315787,False
severity,MID_HIGH,15,15,0,0,15,0,0.0,0.0,0.20388330103584862,0.0,1.0,,,,-0.5285750226666666,-0.142929282,False
severity,HIGH,14,14,6,3,5,0,0.42857142857142855,0.21380798904474121,0.6740935542034926,0.21428571428571427,0.35714285714285715,0.6666666666666666,0.3542021355803963,0.879416181613089,-0.02934350285714284,-0.5235348264285714,False
initial_shock_spread_ratio,LOW,5,5,1,1,3,0,0.2,0.03622410863243014,0.6244653702374747,0.2,0.6,0.5,0.09453120573423074,0.9054687942657693,-0.51646938,-0.5917850399999999,False
initial_shock_spread_ratio,MID_LOW,4,4,1,1,2,0,0.25,0.04558726080970055,0.6993581574175981,0.25,0.5,0.5,0.09453120573423074,0.9054687942657693,-0.4088580825,-0.29643705750000005,False
initial_shock_spread_ratio,MID,7,7,1,0,6,0,0.14285714285714285,0.02567962434474355,0.5131278292743189,0.0,0.8571428571428571,1.0,0.20654931437723745,1.0,-0.6515313857142856,-0.4743696171428571,False
initial_shock_spread_ratio,MID_HIGH,14,14,2,6,6,0,0.14285714285714285,0.040093921271464966,0.39941379496970353,0.42857142857142855,0.42857142857142855,0.25,0.071479212752109,0.5907245696898311,-0.6463582828571427,0.10532807285714292,False
initial_shock_spread_ratio,HIGH,18,18,6,1,11,0,0.3333333333333333,0.1627877475083369,0.5625053270405489,0.05555555555555555,0.6111111111111112,0.8571428571428571,0.4868721707256811,0.9743203756552565,-0.0998774561111111,-0.626750238888889,False
confirmation_delay_ms,LOW,0,0,0,0,0,0,,,,,,,,,,,False
confirmation_delay_ms,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
confirmation_delay_ms,MID,0,0,0,0,0,0,,,,,,,,,,,False
confirmation_delay_ms,MID_HIGH,0,0,0,0,0,0,,,,,,,,,,,False
confirmation_delay_ms,HIGH,48,48,11,9,28,0,0.22916666666666666,0.13307826266911232,0.3653926409000346,0.1875,0.5833333333333334,0.55,0.34208534245034233,0.7418021417443759,-0.40886060625,-0.35983691729166667,True
repeat_count,LOW,0,0,0,0,0,0,,,,,,,,,,,False
repeat_count,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
repeat_count,MID,16,16,4,3,9,0,0.25,0.10182067491213048,0.49498316535508774,0.1875,0.5625,0.5714285714285714,0.2504583645276572,0.8417801447485302,-0.350865958125,-0.353470808125,False
repeat_count,MID_HIGH,11,11,2,2,7,0,0.18181818181818182,0.05136768974608513,0.4769805619608442,0.18181818181818182,0.6363636363636364,0.5,0.15003898915214947,0.8499610108478506,-0.7072875018181818,-0.30513700363636365,False
repeat_count,HIGH,21,21,5,4,12,0,0.23809523809523808,0.10628013022636468,0.4509117368295075,0.19047619047619047,0.5714285714285714,0.5555555555555556,0.26665129349549305,0.8112214789023355,-0.2967281547619048,-0.3933396219047619,True
repeat_direction_balance,LOW,3,3,2,0,1,0,0.6666666666666666,0.2076596008020477,0.9385080552796037,0.0,0.3333333333333333,1.0,0.34238022750665303,1.0,0.37898892,-0.8160342266666666,False
repeat_direction_balance,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
repeat_direction_balance,MID,5,5,1,3,1,0,0.2,0.03622410863243014,0.6244653702374747,0.6,0.2,0.25,0.04558726080970055,0.6993581574175981,-0.659179566,0.20485057600000003,False
repeat_direction_balance,MID_HIGH,18,18,4,2,12,0,0.2222222222222222,0.09000928108601694,0.45214584316212625,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.299993315138392,0.9032285888942195,-0.3640416888888888,-0.36530303611111115,False
repeat_direction_balance,HIGH,22,22,4,4,14,0,0.18181818181818182,0.07306884583422052,0.38516607437126543,0.18181818181818182,0.6363636363636364,0.5,0.21521606221387757,0.7847839377861224,-0.4960739831818182,-0.4214939809090909,True
origin_recross_available,LOW,9,9,2,2,5,0,0.2222222222222222,0.06322510711784671,0.5474110308930111,0.2222222222222222,0.5555555555555556,0.5,0.15003898915214947,0.8499610108478506,-0.5784200933333334,-0.18121513888888888,False
origin_recross_available,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
origin_recross_available,MID,0,0,0,0,0,0,,,,,,,,,,,False
origin_recross_available,MID_HIGH,0,0,0,0,0,0,,,,,,,,,,,False
origin_recross_available,HIGH,39,39,9,7,23,0,0.23076923076923078,0.1264580412514285,0.3833625722834177,0.1794871794871795,0.5897435897435898,0.5625,0.331785563988119,0.7690134759450765,-0.3697314938461538,-0.4010573276923076,True
usd_factor_alignment,LOW,0,0,0,0,0,0,,,,,,,,,,,False
usd_factor_alignment,MID_LOW,5,5,0,1,4,0,0.0,0.0,0.43448246478317476,0.2,0.8,0.0,0.0,0.7934506856227626,-0.9989786839999999,0.21602390600000004,False
usd_factor_alignment,MID,13,13,4,3,6,0,0.3076923076923077,0.12680703655710515,0.5763065681945096,0.23076923076923078,0.46153846153846156,0.5714285714285714,0.2504583645276572,0.8417801447485302,-0.4606654115384616,-0.6071052384615385,False
usd_factor_alignment,MID_HIGH,0,0,0,0,0,0,,,,,,,,,,,False
usd_factor_alignment,HIGH,30,30,7,5,18,0,0.23333333333333334,0.11792388144489496,0.40928326158122164,0.16666666666666666,0.6,0.5833333333333334,0.31951131254954973,0.8067396863412435,-0.28805884433333323,-0.34866411533333336,True
directional_range_position,LOW,9,9,5,1,3,0,0.5555555555555556,0.26665129349549305,0.8112214789023355,0.1111111111111111,0.3333333333333333,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.3510443355555556,-0.7397989144444446,False
directional_range_position,MID_LOW,10,10,1,2,7,0,0.1,0.017876213095072896,0.4041500267952385,0.2,0.7,0.3333333333333333,0.06149194472039621,0.7923403991979522,-0.49230914600000003,-0.43975364299999986,False
directional_range_position,MID,14,14,2,5,7,0,0.14285714285714285,0.040093921271464966,0.39941379496970353,0.35714285714285715,0.5,0.2857142857142857,0.08221892400405678,0.6410655481673808,-0.6905191521428572,0.0716787021428572,False
directional_range_position,MID_HIGH,7,7,1,1,5,0,0.14285714285714285,0.02567962434474355,0.5131278292743189,0.14285714285714285,0.7142857142857143,0.5,0.09453120573423074,0.9054687942657693,-0.5961740728571429,-0.18008190285714282,False
directional_range_position,HIGH,8,8,2,0,6,0,0.25,0.071479212752109,0.5907245696898311,0.0,0.75,1.0,0.34238022750665303,1.0,-0.5026412525,-0.744921735,False
spread_atr_percentile,LOW,36,36,10,6,20,0,0.2777777777777778,0.1584833794013461,0.43992489997397105,0.16666666666666666,0.5555555555555556,0.625,0.38641040545502714,0.8151876744113636,-0.30141626666666665,-0.3993266263888889,True
spread_atr_percentile,MID_LOW,12,12,1,3,8,0,0.08333333333333333,0.014865094404917095,0.35387991114111694,0.25,0.6666666666666666,0.25,0.04558726080970055,0.6993581574175981,-0.731193625,-0.24136779,False
spread_atr_percentile,MID,0,0,0,0,0,0,,,,,,,,,,,False
spread_atr_percentile,MID_HIGH,0,0,0,0,0,0,,,,,,,,,,,False
spread_atr_percentile,HIGH,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity_percentile,LOW,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity_percentile,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity_percentile,MID,0,0,0,0,0,0,,,,,,,,,,,False
tick_activity_percentile,MID_HIGH,8,8,2,1,5,0,0.25,0.071479212752109,0.5907245696898311,0.125,0.625,0.6666666666666666,0.2076596008020477,0.9385080552796037,-0.412169175,-0.25358543375,False
tick_activity_percentile,HIGH,40,40,9,8,23,0,0.225,0.12316091323540743,0.37503096742310027,0.2,0.575,0.5294117647058824,0.30963235060004424,0.7383489355759056,-0.4081988925,-0.3810872139999999,True
atr_percentile,LOW,0,0,0,0,0,0,,,,,,,,,,,False
atr_percentile,MID_LOW,0,0,0,0,0,0,,,,,,,,,,,False
atr_percentile,MID,0,0,0,0,0,0,,,,,,,,,,,False
atr_percentile,MID_HIGH,8,8,0,0,8,0,0.0,0.0,0.32440756488388023,0.0,1.0,,,,-0.6063144300000001,-0.51918394375,False
atr_percentile,HIGH,40,40,11,9,20,0,0.275,0.16108016247667337,0.42834955806210573,0.225,0.5,0.55,0.34208534245034233,0.7418021417443759,-0.3693698415,-0.327967512,True
