episode_id,market_cluster_id,symbol,timestamp_msc,server_day,server_hour,session,day_of_week,shock_direction,target_msc,quote_msc,processing_msc,spread_atr_ratio,tick_activity,atr14_m5,spread_atr_threshold,tick_activity_threshold,atr_threshold,quantile_history_n,quantile_ready,low_spread_atr,high_tick_activity,high_atr,high_movement_filter,direction_label,selected_outcome_r,continuation_result,reversal_result,continuation_first_touch_msc,reversal_first_touch_msc,continuation_stressed_r,reversal_stressed_r,continuation_mfe,continuation_mae,max_abs_move_price,max_abs_move_atr,analysis_eligible,exclusion_reason,ema20_distance_m1,ema50_distance_m1,ema20_slope_m1,ema50_slope_m1,ema_alignment_m1,ema_alignment_m5,ema_alignment_m15,shock_alignment_m5,shock_alignment_m15,return_1m,return_5m,return_15m,shock_pre_momentum_5m,trend_efficiency_15m,daily_range_position,atr14_m1,atr14_m15,realized_vol_1m,realized_vol_5m,realized_vol_15m,short_long_vol_ratio,shock_pre_vol_ratio,volatility_percentile,entry_spread,spread_prevol_ratio,quote_age_ms,severity,initial_shock_spread_ratio,confirmation_delay_ms,repeat_count,repeat_direction_balance,origin_recross_available,usd_factor_alignment
ts15g_economic_path_r3_202503_AUDUSD_mh_108,3360,AUDUSD,1741584713000,2025-03-10,5,TOKYO,Monday,LONG,1741584773000,1741584778181,1741584778203,1.793062282433,29.0,0.000344580263,,,,81,False,False,False,False,False,NEUTRAL_TIMEOUT,0.3764881,TIMEOUT,TIMEOUT,1741585613763.0,1741585613763.0,-1.0639881,0.3764881,0.0,0.00083,0.00083,2.4087276293012754,True,,0.927921006925,0.947316335145,0.199599096406,0.072077257183,1.0,1.0,1.0,1.0,1.0,-7.915682e-06,4.7495409e-05,0.000372107757,4.7495409e-05,0.288343558282,0.853608247423,0.000117118073,0.000579655334,7.915682e-06,0.000126963086,0.000112180401,0.070562077617,0.093143399228,0.0234375,0.00021,3.912022767629,22.0,1.0,0.023809523809,250.0,0.0,0.0,0.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_109,3372,AUDUSD,1741589627750,2025-03-10,6,TOKYO,Monday,SHORT,1741589687750,1741589687998,1741589688879,2.077599285664,65.0,0.00032585358,,,,82,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.2172619,TIMEOUT,TIMEOUT,1741590540187.0,1741590540187.0,-0.2172619,-0.45535714,0.00014,0.00026,0.00026,0.7979043839260566,True,,0.91249548261,1.450846945436,0.452843311161,0.236939803469,1.0,-1.0,1.0,1.0,-1.0,-0.000158510006,-0.000126810015,0.000467750959,0.000126810015,0.337142857143,0.525773195876,0.00010589145,0.000586386652,0.000158510006,8.3121023e-05,0.000120646266,1.313840957894,0.128719819807,0.1875,0.00022,2.831836035738,881.0,1.0,0.045454545455,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_11,734,AUDUSD,1741129758500,2025-03-04,23,OTHER,Tuesday,SHORT,1741129818500,1741129818714,1741129818861,1.263500914231,133.0,0.000422695029,,,,8,False,False,False,False,False,REVERSAL,1.125,SL_FIRST,TP_FIRST,1741129906628.0,1741130481057.0,-1.09375,1.125,0.0,0.00097,0.00097,2.294798692794658,True,,-0.00360948987,-0.256003105765,-0.178575164961,-0.099510790674,-1.0,1.0,1.0,-1.0,-1.0,0.000376013541,0.000111989249,5.5993057e-05,-0.000111989249,0.035897435897,0.837623762376,0.000174119383,0.000793377825,0.000376013541,0.000184182747,0.000143331264,2.623388161908,0.336271405437,0.0703125,0.00022,3.698985459808,147.0,1.0,0.086956521739,250.0,7.0,-1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_110,3375,AUDUSD,1741592648500,2025-03-10,7,TOKYO,Monday,SHORT,1741592708500,1741592710102,1741592710334,2.837236825326,32.0,0.000259650699,,,,83,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.24728261,TIMEOUT,TIMEOUT,1741593564154.0,1741593564154.0,-0.24728261,-0.42119565,0.0,0.00044,0.00044,1.6945843076663545,True,,-0.77232941709,-0.510393388502,0.061867341144,0.058715307331,1.0,-1.0,1.0,1.0,-1.0,-0.000158526339,-0.000103044979,-0.000166451997,0.000103044979,0.108808290155,0.476288659794,8.4589343e-05,0.000538470308,0.000158526339,9.9185149e-05,0.000122402581,1.295122524852,0.406025771374,0.375,0.00024,3.248206170984,232.0,1.0,0.130434782609,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_111,3378,AUDUSD,1741593914250,2025-03-10,8,LONDON,Monday,LONG,1741593974250,1741593981643,1741593981930,2.140173955533,72.0,0.000255135642,,,,84,False,False,False,False,False,NEUTRAL_TIMEOUT,0.53804348,TIMEOUT,SL_FIRST,1741594817689.0,1741594354903.0,0.53804348,-1.0951087,0.00059,0.00026,0.00059,2.3124954058751226,True,,-0.954569266847,-1.313154019035,-0.418959143606,-0.199620277908,-1.0,-1.0,1.0,-1.0,1.0,1.5857662e-05,-6.3428132e-05,-0.000459762834,-6.3428132e-05,0.322222222222,0.426804123711,0.000102795382,0.000523100473,1.5857662e-05,0.000196571892,0.000136726579,0.11598082665,0.050132601949,0.6875,0.00022,2.205834485796,287.0,1.0,0.022727272727,250.0,0.0,0.0,0.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_112,3383,AUDUSD,1741594986250,2025-03-10,8,LONDON,Monday,SHORT,1741595046250,1741595046284,1741595046357,1.528023607938,38.0,0.000287049317,,,,85,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.22017045,TIMEOUT,TIMEOUT,1741595886479.0,1741595886479.0,-0.22017045,-0.43607955,0.0,0.0003,0.0003,1.0451165783474063,True,,1.67840222582,3.073769797879,0.70427259518,0.434924353674,1.0,-1.0,1.0,1.0,-1.0,-0.000182119796,0.000221755832,0.001109271243,-0.000221755832,0.46357615894,0.746391752577,0.000137432432,0.000549419572,0.000182119796,0.000134294309,0.000215646755,0.844528339316,0.032875071374,0.9453125,0.00021,1.380752997728,73.0,1.0,0.023809523809,250.0,0.0,0.0,1.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_113,3388,AUDUSD,1741597372250,2025-03-10,9,LONDON,Monday,SHORT,1741597432250,1741597434140,1741597434954,2.110840638543,76.0,0.000258947454,,,,86,False,False,False,False,False,NEUTRAL_TIMEOUT,0.45108696,SL_FIRST,TIMEOUT,1741598221835.0,1741598272530.0,-1.08423913,0.45108696,0.0,0.00092,0.00092,3.5528443542835526,True,,1.22000754865,2.452951942022,0.615276536232,0.381784109147,1.0,1.0,1.0,-1.0,-1.0,-7.1243395e-05,0.000213760644,0.000292942851,-0.000213760644,0.193717277487,0.822680412371,0.000104223879,0.000518990145,7.1243395e-05,0.000106857775,0.000128922795,0.552605109692,0.067600905166,0.6875,0.00022,2.974439827294,814.0,1.0,0.020833333333,250.0,0.0,0.0,1.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_114,3392,AUDUSD,1741598573000,2025-03-10,9,LONDON,Monday,LONG,1741598633000,1741598633061,1741598633542,2.076005881797,53.0,0.000263388743,,,,87,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.32386364,TIMEOUT,TIMEOUT,1741599473206.0,1741599473206.0,-0.32386364,-0.34659091,0.0,0.00033,0.00033,1.25290092598984,True,,0.777439144713,3.608088565885,0.831327421051,0.663040941875,1.0,1.0,1.0,1.0,1.0,3.9541164e-05,-1.5816028e-05,0.001060244114,-1.5816028e-05,0.683673469388,0.894265232975,0.000105972725,0.000515759452,3.9541164e-05,6.2265746e-05,0.000122634213,0.322431753005,0.0,0.6875,0.00022,2.736663128611,481.0,1.0,0.0,250.0,0.0,0.0,1.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_115,3399,AUDUSD,1741600812250,2025-03-10,10,LONDON,Monday,SHORT,1741600872250,1741600872606,1741600872703,2.23118577667,76.0,0.000246263447,,,,88,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.00679348,TIMEOUT,TIMEOUT,1741601712772.0,1741601712772.0,-0.64809783,-0.00679348,0.0,0.00061,0.00061,2.477022097396371,True,,-1.081013318866,-0.982105805833,-0.310185149211,-0.096707637691,1.0,1.0,1.0,-1.0,-1.0,-0.000174108486,-0.000229500284,-0.000498502525,0.000229500284,0.417218543046,0.79211469534,0.0001030842,0.000490293485,0.000174108486,8.4571114e-05,9.6150401e-05,1.810793134416,0.107600416921,0.109375,0.00023,4.949619178331,97.0,1.0,0.021739130435,250.0,2.0,-1.0,0.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_116,3415,AUDUSD,1741601919250,2025-03-10,10,LONDON,Monday,SHORT,1741601979250,1741601979555,1741601979747,1.629564368849,77.0,0.00025929876,,,,89,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.32244318,TIMEOUT,TIMEOUT,1741602820121.0,1741602820121.0,-0.33380682,-0.32244318,0.00036,0.00024,0.00036,1.3883598980573608,True,,0.927889526542,1.335650721403,0.136346396907,0.101290068058,1.0,1.0,1.0,-1.0,-1.0,0.0,6.3283629e-05,3.1641314e-05,-6.3283629e-05,0.024390243903,0.924731182796,0.000141142016,0.000493553142,0.0,0.000135274802,0.000109955345,0.0,0.395550893121,0.265625,0.00023,3.032556847266,192.0,1.0,0.142857142857,250.0,2.0,0.0,1.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_117,3430,AUDUSD,1741603817500,2025-03-10,10,LONDON,Monday,SHORT,1741603877500,1741603877627,1741603879667,,,,,,,0,False,False,False,False,False,NEUTRAL_TIMEOUT,,INVALID_PATH,INVALID_PATH,,,,,0.0,0.0,0.0,,False,FEATURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts15g_economic_path_r3_202503_AUDUSD_mh_118,3458,AUDUSD,1741605241500,2025-03-10,11,LONDON,Monday,SHORT,1741605301500,1741605301594,1741605301831,1.270962016168,125.0,0.000350648187,,,,90,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.27827381,TIMEOUT,TIMEOUT,1741606141778.0,1741606141778.0,-0.27827381,-0.40922619,0.00023,0.00031,0.00031,0.8840770079327402,True,,-0.347701589142,-0.478711172332,-0.178182955248,-0.080073573968,-1.0,1.0,1.0,-1.0,-1.0,-1.5827293e-05,-0.000197823155,-0.000648713671,0.000197823155,0.336065573771,0.820788530466,0.000165229171,0.000534861822,1.5827293e-05,0.000114616066,0.000167727748,0.094362994741,0.168175941104,0.6953125,0.00021,1.765847381583,237.0,1.0,0.09090909091,250.0,1.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_119,3475,AUDUSD,1741606428750,2025-03-10,11,LONDON,Monday,LONG,1741606488750,1741606489361,1741606489815,1.467480447028,92.0,0.000353228543,,,,91,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.03869048,TIMEOUT,TIMEOUT,1741607329502.0,1741607329502.0,-0.63392857,-0.03869048,0.0,0.00053,0.00053,1.5004449965981372,True,,0.671398937112,0.285471976258,0.160974277125,0.010147637981,-1.0,1.0,1.0,1.0,1.0,-6.3308669e-05,-8.7048387e-05,0.000356185964,-8.7048387e-05,0.333333333333,0.817204301075,0.000156731219,0.000535294657,6.3308669e-05,3.7285852e-05,0.000104550371,0.605532706285,0.063961044494,0.03125,0.00023,2.942208046707,454.0,2.0,0.02380952381,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_12,815,AUDUSD,1741131569250,2025-03-04,23,OTHER,Tuesday,LONG,1741131629250,1741131630304,1741131630607,1.066818903216,65.0,0.000493637291,,,,9,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.04017857,TIMEOUT,TIMEOUT,1741132469588.0,1741132469588.0,-0.04017857,-0.64732143,0.00019,0.00029,0.00029,0.5874758760881377,True,,1.116360516568,3.482848797145,0.352481266611,0.43021059954,1.0,1.0,1.0,1.0,1.0,0.000207417572,0.000231353138,0.000239331787,0.000231353138,0.095541401274,0.978826376286,0.00021559423,0.000869266932,0.000207417572,0.000203165652,0.000200532378,1.034334573636,0.0,0.46875,0.00023,2.055875959111,303.0,1.0,0.0,250.0,0.0,0.0,0.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_120,3493,AUDUSD,1741607995750,2025-03-10,11,LONDON,Monday,SHORT,1741608055750,1741608058823,1741608059972,,,,,,,0,False,False,False,False,False,NEUTRAL_TIMEOUT,,INVALID_PATH,INVALID_PATH,,,,,0.0,0.0,0.0,,False,FEATURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts15g_economic_path_r3_202503_AUDUSD_mh_121,3506,AUDUSD,1741613189750,2025-03-10,13,OVERLAP,Monday,SHORT,1741613249750,1741613249987,1741613249996,1.995446403246,75.0,0.000322155387,,,,92,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.0611413,TIMEOUT,TIMEOUT,1741614090379.0,1741614090379.0,-0.0611413,-0.59375,0.00011,0.00026,0.00026,0.8070639526508988,True,,0.402128312808,0.820731586825,0.028091081224,0.063945213196,1.0,1.0,1.0,-1.0,-1.0,0.0,0.000252940434,-0.000244975049,-0.000252940434,0.22962962963,0.918397626113,0.000110251019,0.000544316455,0.0,7.9514875e-05,8.3969184e-05,0.0,0.166583037277,0.0,0.00022,3.664826820101,9.0,1.0,0.043478260869,250.0,0.0,0.0,0.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_122,3513,AUDUSD,1741615441750,2025-03-10,14,OVERLAP,Monday,SHORT,1741615501750,1741615501813,1741615501858,1.58633326044,212.0,0.000313311777,,,,93,False,False,False,False,False,NEUTRAL_TIMEOUT,0.38988095,TIMEOUT,TIMEOUT,1741616343301.0,1741616343301.0,-1.0625,0.38988095,0.0,0.00084,0.00084,2.6810355105164145,True,,-4.130444854897,-4.828391132952,-0.292906122387,-0.186385954452,-1.0,1.0,1.0,-1.0,-1.0,-0.000996606874,-0.000672423161,-0.00096498382,0.000672423161,0.5,0.632047477745,0.00014498845,0.000512083598,0.000996606874,0.000455971286,0.000269414288,3.69916117019,1.005250321409,1.0,0.00023,5.137946087192,45.0,1.0,0.204545454546,250.0,9.0,0.111111111111,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_123,3556,AUDUSD,1741622030750,2025-03-10,15,OVERLAP,Monday,SHORT,1741622090750,1741622092116,1741622095304,,,,,,,0,False,False,False,False,False,NEUTRAL_TIMEOUT,,INVALID_PATH,INVALID_PATH,,,,,0.0,0.0,0.0,,False,FEATURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts15g_economic_path_r3_202503_AUDUSD_mh_124,3561,AUDUSD,1741623010750,2025-03-10,16,NEW_YORK,Monday,LONG,1741623070750,1741623071178,1741623072603,,,,,,,0,False,False,False,False,False,NEUTRAL_TIMEOUT,,INVALID_PATH,INVALID_PATH,,,,,0.0,0.0,0.0,,False,FEATURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts15g_economic_path_r3_202503_AUDUSD_mh_125,3580,AUDUSD,1741625254000,2025-03-10,16,NEW_YORK,Monday,SHORT,1741625314000,1741625314107,1741625314902,1.412916039907,101.0,0.000317326635,,,,94,False,False,False,False,False,NEUTRAL_TIMEOUT,0.24553571,TIMEOUT,TIMEOUT,1741626154076.0,1741626154076.0,0.24553571,-0.93303571,0.00032,0.00032,0.00032,1.0084246473669,True,,-2.235245733182,-2.923292010723,-0.618696454944,-0.310252226485,-1.0,1.0,1.0,-1.0,-1.0,-0.000174027228,-0.000593150318,-0.001043709374,0.000593150318,0.568965517242,0.698863636364,0.000148628789,0.000530657714,0.000174027228,0.000168318769,0.000153606467,1.132942064643,0.850405623098,0.7265625,0.00021,2.747464320785,795.0,1.0,0.295454545454,250.0,1.0,1.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_126,3605,AUDUSD,1741627957750,2025-03-10,17,NEW_YORK,Monday,SHORT,1741628017750,1741628017812,1741628019098,,,,,,,0,False,False,False,False,False,NEUTRAL_TIMEOUT,,INVALID_PATH,INVALID_PATH,,,,,0.0,0.0,0.0,,False,FEATURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ts15g_economic_path_r3_202503_AUDUSD_mh_127,3617,AUDUSD,1741629603500,2025-03-10,18,NEW_YORK,Monday,LONG,1741629663500,1741629663676,1741629664073,1.340364104347,161.0,0.000366087303,,,,95,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.26766304,TIMEOUT,TIMEOUT,1741630503667.0,1741630503667.0,-0.38722826,-0.26766304,0.0,0.00065,0.00065,1.7755327613752285,True,,0.811239142387,-0.326253851887,0.104976070432,-0.110428330179,-1.0,-1.0,1.0,-1.0,1.0,0.000261523893,0.000388347981,0.000324933926,0.000388347981,0.177489177489,0.390625,0.000164134506,0.000565280824,0.000261523893,0.000128916383,0.000152974175,1.709595055868,0.182374178091,0.40625,0.00022,2.674821278671,397.0,1.0,0.068181818182,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_128,3650,AUDUSD,1741640428000,2025-03-10,21,OTHER,Monday,SHORT,1741640488000,1741640488487,1741640488682,1.811544310674,82.0,0.000290556657,,,,96,False,False,False,False,False,NEUTRAL_TIMEOUT,-0.00679348,TIMEOUT,SL_FIRST,1741641328081.0,1741640876606.0,-0.00679348,-1.08423913,0.00057,0.00046,0.00057,1.961751645566324,True,,-5.355837492502,-8.19618094555,-1.611605303332,-0.9415564717,-1.0,-1.0,-1.0,1.0,1.0,-0.000461405066,-0.000914647547,-0.002058766978,0.000914647547,0.890034364261,0.031413612565,0.000121443345,0.000553448117,0.000461405066,0.000240763879,0.000199661847,2.310932570384,0.0,1.0,0.00022,1.904001184757,195.0,1.0,0.0,250.0,0.0,0.0,1.0,1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_129,3671,AUDUSD,1741645971750,2025-03-10,22,OTHER,Monday,LONG,1741646031750,1741646031784,1741646032606,1.350410782668,121.0,0.000365132965,,,,97,False,False,False,False,False,NEUTRAL_TIMEOUT,0.05113636,TIMEOUT,TIMEOUT,1741646873773.0,1741646873773.0,-0.72159091,0.05113636,0.0,0.00064,0.00064,1.7527861391534454,True,,2.63847140876,3.929717122018,0.879632250166,0.483642102847,1.0,-1.0,-1.0,-1.0,-1.0,0.00035024876,-3.1834714e-05,0.00183220266,-3.1834714e-05,0.589743589743,0.255271084337,0.000162913391,0.000644036825,0.00035024876,0.000284842273,0.000241509869,1.450246156021,0.195398649159,0.8828125,0.00022,1.432923427167,822.0,1.0,0.130434782609,250.0,0.0,0.0,1.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_13,941,AUDUSD,1741164007000,2025-03-05,8,LONDON,Wednesday,SHORT,1741164067000,1741164067071,1741164067176,1.717914575102,55.0,0.000321342475,,,,10,False,False,False,False,False,NEUTRAL_TIMEOUT,0.50426136,SL_FIRST,TIMEOUT,1741164842948.0,1741164908624.0,-1.08664773,0.50426136,0.0,0.00088,0.00088,2.7385113032443034,True,,-0.344065422148,0.109990598473,0.084113557343,0.089632111452,1.0,1.0,1.0,-1.0,-1.0,-6.3938108e-05,0.00019983294,-3.1969565e-05,-0.00019983294,0.025974025974,0.468715697036,0.000128062247,0.000659573951,6.3938108e-05,8.4211686e-05,0.000101324438,0.631023561502,0.584470038978,0.2109375,0.00022,3.214585214382,105.0,1.0,0.190476190476,250.0,1.0,1.0,1.0,-1.0
ts15g_economic_path_r3_202503_AUDUSD_mh_130,3679,AUDUSD,1741647161000,2025-03-10,22,OTHER,Monday,LONG,1741647221000,1741647221126,1741647225235,,,,,,,0,False,False,False,False,False,NEUTRAL_TIMEOUT,,INVALID_PATH,INVALID_PATH,,,,,0.0,0.0,0.0,,False,FEATURE_UNAVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
