feature,bin,episodes,clusters,clean_count,clean_rate,clean_rate_cluster_bootstrap_low,clean_rate_cluster_bootstrap_high,relative_risk
spread_efficiency_interaction,Q3,539,538,14,0.025974025974025976,0.012962962962962963,0.03903345724907063,0.3724785852445427
spread_efficiency_interaction,Q4,539,531,2,0.0037105751391465678,0.0,0.009225974680269469,0.053211226463506095
spread_efficiency_interaction,Q5,539,518,1,0.0018552875695732839,0.0,0.0056179775280898875,0.026605613231753047
flow_efficiency_interaction,Q1,540,521,36,0.06666666666666667,0.047019037308631134,0.08772733474316119,0.9560283687943262
flow_efficiency_interaction,Q2,952,924,60,0.06302521008403361,0.04844050872725014,0.07774383354773756,0.9038083318433755
flow_efficiency_interaction,Q3,126,126,7,0.05555555555555555,0.019642857142857153,0.10317460317460317,0.7966903073286051
flow_efficiency_interaction,Q4,539,531,45,0.08348794063079777,0.06150697281747686,0.10590811965811964,1.197252595428887
flow_efficiency_interaction,Q5,539,526,40,0.07421150278293136,0.05107943061481853,0.09683426443202979,1.064224529270122
return_5s_dir_atr,Q1,540,534,56,0.1037037037037037,0.07998946016669897,0.12964207696185515,1.4871552403467294
return_5s_dir_atr,Q2,539,536,53,0.09833024118738404,0.07318384217361727,0.12165067109002123,1.4100975012829113
return_5s_dir_atr,Q3,539,536,29,0.05380333951762523,0.03710575139146568,0.07242682304418895,0.7715627837208384
return_5s_dir_atr,Q4,539,531,23,0.04267161410018553,0.0260707635009311,0.05998936188320196,0.6119291043303201
return_5s_dir_atr,Q5,539,477,27,0.05009276437847866,0.0331143572903619,0.06766438822219473,0.7183515572573322
return_10s_dir_atr,Q1,540,534,59,0.10925925925925926,0.08463279303434082,0.13703703703703704,1.56682427107959
return_10s_dir_atr,Q2,539,535,47,0.08719851576994433,0.06420372579481774,0.10956878357967047,1.2504638218923931
return_10s_dir_atr,Q3,539,533,32,0.059369202226345084,0.04170533403095225,0.07928261977573903,0.8513796234160975
return_10s_dir_atr,Q4,539,533,21,0.03896103896103896,0.024074074074074074,0.05545286506469501,0.5587178778668139
return_10s_dir_atr,Q5,539,483,29,0.05380333951762523,0.034082324455205815,0.07308616699305678,0.7715627837208384
return_30s_dir_atr,Q1,540,532,56,0.1037037037037037,0.07845504679144386,0.13266147353637714,1.4871552403467294
return_30s_dir_atr,Q2,539,533,49,0.09090909090909091,0.06511330675029249,0.11461357113571136,1.3036750483558994
return_30s_dir_atr,Q3,539,534,28,0.05194805194805195,0.03521619253762111,0.06998158379373849,0.7449571704890854
return_30s_dir_atr,Q4,539,532,27,0.05009276437847866,0.030599458564679105,0.06858525733525733,0.7183515572573322
return_30s_dir_atr,Q5,539,493,28,0.05194805194805195,0.033793167903394185,0.07157008086253368,0.7449571704890854
return_60s_dir_atr,Q1,540,531,43,0.07962962962962963,0.058926633383980895,0.10281319551850313,1.1419227738376674
return_60s_dir_atr,Q2,539,534,50,0.09276437847866419,0.07056317288659296,0.11959518655947224,1.3302806615876523
return_60s_dir_atr,Q3,539,535,37,0.0686456400742115,0.049077847027053034,0.09160462322085068,0.9844076895748628
return_60s_dir_atr,Q4,539,528,29,0.05380333951762523,0.03614601442415271,0.07357990012484392,0.7715627837208384
return_60s_dir_atr,Q5,539,501,29,0.05380333951762523,0.03541005107181323,0.07308223609884354,0.7715627837208384
return_120s_dir_atr,Q1,540,533,42,0.07777777777777778,0.056027905059270376,0.098426195419026,1.1153664302600472
return_120s_dir_atr,Q2,539,534,39,0.07235621521335807,0.05203995259861182,0.09426987060998152,1.0376189160383689
return_120s_dir_atr,Q3,539,530,40,0.07421150278293136,0.05404692005697807,0.09436152187307455,1.064224529270122
return_120s_dir_atr,Q4,539,534,35,0.06493506493506493,0.04625136920654481,0.08720690486025058,0.9311964631113565
return_120s_dir_atr,Q5,539,503,32,0.059369202226345084,0.039351480973964376,0.07843510252475938,0.8513796234160975
return_300s_dir_atr,Q1,540,534,35,0.06481481481481481,0.04444048162030734,0.0865561694290976,0.9294720252167059
return_300s_dir_atr,Q2,539,530,46,0.08534322820037106,0.059866288634533936,0.11123040768506619,1.2238582086606402
return_300s_dir_atr,Q3,539,529,33,0.061224489795918366,0.041775092936802975,0.07962962962962963,0.8779852366478506
return_300s_dir_atr,Q4,539,527,48,0.08905380333951762,0.063677544881589,0.11524163568773234,1.2770694351241463
return_300s_dir_atr,Q5,539,512,26,0.04823747680890538,0.03162646327871349,0.06575366543770898,0.6917459440255792
return_900s_dir_atr,Q1,540,530,38,0.07037037037037037,0.047924099406739924,0.09066107003491476,1.0091410559495666
return_900s_dir_atr,Q2,539,527,37,0.0686456400742115,0.048542478919212984,0.09167883020056705,0.9844076895748628
return_900s_dir_atr,Q3,539,535,29,0.05380333951762523,0.03525046382189239,0.07400903676319573,0.7715627837208384
return_900s_dir_atr,Q4,539,524,56,0.1038961038961039,0.0794805701610253,0.13080024440198962,1.4899143409781708
return_900s_dir_atr,Q5,539,525,28,0.05194805194805195,0.03525046382189239,0.07235621521335807,0.7449571704890854
accel_10s_vs_prev30s,Q1,540,535,45,0.08333333333333333,0.06290186212090093,0.1070110701107011,1.1950354609929077
accel_10s_vs_prev30s,Q2,539,533,48,0.08905380333951762,0.06690851048392948,0.11317254174397032,1.2770694351241463
accel_10s_vs_prev30s,Q3,539,532,33,0.061224489795918366,0.042630127808699236,0.08444402565082247,0.8779852366478506
accel_10s_vs_prev30s,Q4,539,531,31,0.0575139146567718,0.03873876633986928,0.0776494224008036,0.8247740101843445
accel_10s_vs_prev30s,Q5,539,494,31,0.0575139146567718,0.03775593921666548,0.07863587347232207,0.8247740101843445
return_30s_vs_prev30s,Q1,540,533,50,0.09259259259259259,0.06839186691312385,0.11613448247742145,1.3278171788810085
return_30s_vs_prev30s,Q2,539,537,48,0.08905380333951762,0.0657040905910918,0.11349374883179997,1.2770694351241463
return_30s_vs_prev30s,Q3,539,533,29,0.05380333951762523,0.037037037037037035,0.07470009764262797,0.7715627837208384
return_30s_vs_prev30s,Q4,539,531,33,0.061224489795918366,0.04151427304662188,0.0835694112048334,0.8779852366478506
return_30s_vs_prev30s,Q5,539,500,28,0.05194805194805195,0.03464706536238328,0.07281648258283771,0.7449571704890854
direction_consistency_30s,Q1,568,557,51,0.0897887323943662,0.06604719764011799,0.11745709255595019,1.287608630506443
direction_consistency_30s,Q2,509,502,41,0.08055009823182711,0.056741230942451086,0.103515625,1.155122685281946
direction_consistency_30s,Q3,545,534,32,0.05871559633027523,0.04200724922937322,0.08014571948998178,0.8420066367362873
direction_consistency_30s,Q4,551,539,33,0.05989110707803993,0.041476973363254954,0.07880627437079049,0.8588639610765725
direction_consistency_30s,Q5,519,505,31,0.05973025048169557,0.03699920737858481,0.07935662571303202,0.8565572090353789
spread_5s_atr,Q1,540,538,151,0.2796296296296296,0.2437085137085137,0.3133741258741259,4.010007880220646
spread_5s_atr,Q2,539,537,31,0.0575139146567718,0.03888888888888889,0.07778524617711308,0.8247740101843445
spread_5s_atr,Q3,539,532,5,0.00927643784786642,0.0018603801928654994,0.01855287569573284,0.13302806615876525
spread_5s_atr,Q4,539,531,1,0.0018552875695732839,0.0,0.006535942640759784,0.026605613231753047
spread_5s_atr,Q5,539,520,0,0.0,0.0,0.0,0.0
spread_10s_atr,Q1,540,539,150,0.2777777777777778,0.2428063801278087,0.3188700970343037,3.9834515366430256
spread_10s_atr,Q2,539,537,32,0.059369202226345084,0.04081632653061224,0.079490057400574,0.8513796234160975
spread_10s_atr,Q3,539,532,5,0.00927643784786642,0.0018587360594795538,0.018486059860598605,0.13302806615876525
spread_10s_atr,Q4,539,531,1,0.0018552875695732839,0.0,0.0055816597786131125,0.026605613231753047
spread_10s_atr,Q5,539,521,0,0.0,0.0,0.0,0.0
spread_30s_atr,Q1,540,538,150,0.2777777777777778,0.2400012025012025,0.31539888682745826,3.9834515366430256
spread_30s_atr,Q2,539,537,32,0.059369202226345084,0.04170246491599459,0.07756597390373164,0.8513796234160975
spread_30s_atr,Q3,539,533,5,0.00927643784786642,0.0018603801928654994,0.01846808902469801,0.13302806615876525
spread_30s_atr,Q4,539,531,1,0.0018552875695732839,0.0,0.005628517823639775,0.026605613231753047
spread_30s_atr,Q5,539,523,0,0.0,0.0,0.0,0.0
ticks_5s,Q1,604,603,15,0.024834437086092714,0.013245033112582781,0.03811262396626141,0.35613639566013805
ticks_5s,Q2,566,563,19,0.03356890459363958,0.019538188277087035,0.047876734937675844,0.4813923765130441
ticks_5s,Q3,507,498,19,0.03747534516765286,0.02357341361741547,0.055399408284023656,0.5374123966595324
ticks_5s,Q4,539,521,42,0.07792207792207792,0.05622984168476084,0.10158766833905465,1.1174357557336279
ticks_5s,Q5,480,459,93,0.19375,0.15605749486652978,0.22885547693920333,2.7784574468085106
ticks_10s,Q1,611,603,11,0.01800327332242226,0.00820952868852459,0.028008972772277225,0.2581746004109064
ticks_10s,Q2,612,606,17,0.027777777777777776,0.01639344262295082,0.04241435562805873,0.39834515366430256
ticks_10s,Q3,486,475,17,0.03497942386831276,0.02040616578994498,0.05279461237817246,0.5016198231328255
ticks_10s,Q4,474,464,39,0.08227848101265822,0.058823529411764705,0.10772669491525423,1.1799084298410987
ticks_10s,Q5,513,496,104,0.20272904483430798,0.1702167363129845,0.23870842903742592,2.907220770602629
ticks_30s,Q1,568,553,3,0.00528169014084507,0.0,0.012313655659793558,0.07574168414743782
ticks_30s,Q2,514,505,15,0.029182879377431907,0.015609009502923977,0.04488028067129629,0.4184949085189171
ticks_30s,Q3,552,539,19,0.034420289855072464,0.019963702359346643,0.05045045045045045,0.49360160345359233
ticks_30s,Q4,538,529,42,0.07806691449814127,0.05772294429340288,0.09806197371123435,1.119512773866962
ticks_30s,Q5,524,516,109,0.20801526717557253,0.1723795062695925,0.2444990991322253,2.983027448432678
ticks_60s,Q1,545,528,3,0.005504587155963303,0.0,0.012951581433559251,0.07893812219402693
ticks_60s,Q2,556,543,9,0.01618705035971223,0.005400301380517208,0.02534299304841214,0.2321291902648094
ticks_60s,Q3,521,514,22,0.04222648752399232,0.026844375317139894,0.06148235641517791,0.6055457998121452
ticks_60s,Q4,536,526,30,0.055970149253731345,0.03727695322271325,0.07664294398792552,0.8026357573832963
ticks_60s,Q5,538,530,124,0.23048327137546468,0.1960694483191519,0.2632190957190957,3.3052281895119826
ticks_120s,Q1,559,539,2,0.0035778175313059034,0.0,0.008960573476702509,0.05130742587447189
ticks_120s,Q2,526,512,9,0.017110266159695818,0.007568239101792977,0.030360531309297913,0.24536849769436128
ticks_120s,Q3,536,523,14,0.026119402985074626,0.014855404818230097,0.040213882163034675,0.3745633534455382
ticks_120s,Q4,541,533,35,0.06469500924214418,0.04516561420231145,0.08525180641908921,0.9277539623235143
ticks_120s,Q5,534,527,128,0.2397003745318352,0.20279425688541372,0.2752252780442739,3.437405370945892
tick_ratio_5s_prev5s,Q1,539,534,37,0.0686456400742115,0.04642314005696905,0.09125648476946124,0.9844076895748628
tick_ratio_5s_prev5s,Q2,681,668,63,0.09251101321585903,0.07204884990354589,0.11234571495109454,1.3266472959040208
tick_ratio_5s_prev5s,Q3,320,316,41,0.128125,0.0877742946708464,0.165625,1.8373670212765953
tick_ratio_5s_prev5s,Q4,587,573,36,0.06132879045996593,0.04244134094315692,0.07993900093421992,0.8794809525535539
tick_ratio_5s_prev5s,Q5,426,399,11,0.025821596244131457,0.010544335085062797,0.0415249411990081,0.37029267805414046
tick_ratio_30s_prev30s,Q1,539,537,31,0.0575139146567718,0.03906798405017549,0.0762081784386617,0.8247740101843445
tick_ratio_30s_prev30s,Q2,540,529,49,0.09074074074074075,0.06832562017856778,0.11656423290203327,1.3012608353033885
tick_ratio_30s_prev30s,Q3,539,532,61,0.11317254174397032,0.08727550330710182,0.13928235200805567,1.6229424071369358
tick_ratio_30s_prev30s,Q4,537,526,32,0.0595903165735568,0.04036340497737557,0.08239700374531835,0.854550497246325
tick_ratio_30s_prev30s,Q5,539,517,15,0.027829313543599257,0.014760147601476014,0.04251793767937679,0.39908419847629567
range_30s_atr,Q1,539,536,67,0.12430426716141002,0.09814814814814815,0.15158569085690857,1.7825760865274543
range_30s_atr,Q2,538,534,31,0.05762081784386617,0.040701204901759436,0.07814323690058358,0.8263070473779957
range_30s_atr,Q3,539,535,39,0.07235621521335807,0.049995541822845754,0.09521170457030394,1.0376189160383689
range_30s_atr,Q4,538,526,19,0.03531598513011153,0.02057561851556265,0.050234938007518014,0.5064462548445781
range_30s_atr,Q5,539,481,32,0.059369202226345084,0.03996007604562738,0.08056756756756754,0.8513796234160975
range_60s_atr,Q1,540,537,57,0.10555555555555556,0.0823814006605142,0.13346320346320345,1.5137115839243498
range_60s_atr,Q2,539,535,39,0.07235621521335807,0.050323886850662886,0.09665427509293681,1.0376189160383689
range_60s_atr,Q3,539,535,33,0.061224489795918366,0.04073710815194839,0.08341450216450216,0.8779852366478506
range_60s_atr,Q4,539,532,31,0.0575139146567718,0.03745318352059925,0.07806691449814127,0.8247740101843445
range_60s_atr,Q5,539,488,28,0.05194805194805195,0.033801259715893865,0.07235466686347457,0.7449571704890854
range_180s_atr,Q1,540,535,43,0.07962962962962963,0.057564693670641626,0.10351201478743069,1.1419227738376674
range_180s_atr,Q2,539,528,43,0.07977736549165121,0.05425382407504638,0.10425890623138329,1.144041368965381
range_180s_atr,Q3,539,535,44,0.08163265306122448,0.06015231951603445,0.11132796365138371,1.170646982197134
range_180s_atr,Q4,539,527,31,0.0575139146567718,0.039140800883848914,0.07635720331809717,0.8247740101843445
range_180s_atr,Q5,539,515,27,0.05009276437847866,0.033143516084722484,0.06895140578534738,0.7183515572573322
range_300s_atr,Q1,540,533,44,0.08148148148148149,0.05898350696214145,0.10576156546881453,1.1684791174152875
range_300s_atr,Q2,539,531,45,0.08348794063079777,0.05925925925925926,0.10614525139664804,1.197252595428887
range_300s_atr,Q3,539,534,34,0.06307977736549165,0.04456621445469029,0.08341450216450216,0.9045908498796036
range_300s_atr,Q4,539,531,37,0.0686456400742115,0.04868913857677903,0.0897548727638686,0.9844076895748628
range_300s_atr,Q5,539,513,28,0.05194805194805195,0.035580524344569285,0.0732744740231859,0.7449571704890854
range_900s_atr,Q1,540,530,46,0.08518518518518518,0.06088560885608856,0.11214137231995602,1.2215918045705279
range_900s_atr,Q2,539,522,33,0.061224489795918366,0.040773144871468915,0.08310640061114104,0.8779852366478506
range_900s_atr,Q3,539,528,47,0.08719851576994433,0.06111111111111111,0.10884684347892305,1.2504638218923931
range_900s_atr,Q4,539,529,34,0.06307977736549165,0.04428044280442804,0.08180071862907683,0.9045908498796036
range_900s_atr,Q5,539,525,28,0.05194805194805195,0.03511702200355337,0.07336504438512631,0.7449571704890854
range_1800s_atr,Q1,540,522,38,0.07037037037037037,0.04850310656294053,0.09208982255263728,1.0091410559495666
range_1800s_atr,Q2,539,534,49,0.09090909090909091,0.06793378183898878,0.11819576975806725,1.3036750483558994
range_1800s_atr,Q3,539,528,39,0.07235621521335807,0.05185185185185185,0.09436152187307455,1.0376189160383689
range_1800s_atr,Q4,539,524,41,0.07606679035250463,0.05544792947929479,0.09957207207207205,1.090830142501875
range_1800s_atr,Q5,539,531,21,0.03896103896103896,0.024184942507251495,0.05773369444598568,0.5587178778668139
range_3600s_atr,Q1,540,532,35,0.06481481481481481,0.04423763022160608,0.08624673427063131,0.9294720252167059
range_3600s_atr,Q2,539,527,46,0.08534322820037106,0.06105180735263915,0.10794803492706506,1.2238582086606402
range_3600s_atr,Q3,539,526,33,0.061224489795918366,0.04021583647496056,0.08089831447765025,0.8779852366478506
range_3600s_atr,Q4,539,530,38,0.07050092764378478,0.051556580576234974,0.09285490133870378,1.0110133028066157
range_3600s_atr,Q5,539,527,36,0.06679035250463822,0.04632612146450071,0.08964011717115357,0.9578020763431097
realized_abs_30s_atr,Q1,539,535,35,0.06493506493506493,0.04460966542750929,0.08582089552238806,0.9311964631113565
realized_abs_30s_atr,Q2,538,536,44,0.08178438661710037,0.06111111111111111,0.10261194029850747,1.1728229059558648
realized_abs_30s_atr,Q3,539,530,34,0.06307977736549165,0.04460966542750929,0.08178438661710037,0.9045908498796036
realized_abs_30s_atr,Q4,538,526,36,0.06691449814126393,0.04667546049924325,0.08906237092110697,0.9595823776002529
realized_abs_30s_atr,Q5,539,486,39,0.07235621521335807,0.05027932960893855,0.0943813702120664,1.0376189160383689
realized_abs_60s_atr,Q1,540,534,36,0.06666666666666667,0.047230955031472475,0.08850152905198776,0.9560283687943262
realized_abs_60s_atr,Q2,539,529,36,0.06679035250463822,0.0470692066307388,0.08688448134481344,0.9578020763431097
realized_abs_60s_atr,Q3,539,529,31,0.0575139146567718,0.03734656158460036,0.07606679035250463,0.8247740101843445
realized_abs_60s_atr,Q4,539,529,42,0.07792207792207792,0.057564693670641626,0.09807032410604061,1.1174357557336279
realized_abs_60s_atr,Q5,539,500,43,0.07977736549165121,0.05652852723835711,0.10443791989332786,1.144041368965381
realized_abs_180s_atr,Q1,540,528,24,0.044444444444444446,0.02927590386456931,0.06139825756474424,0.6373522458628841
realized_abs_180s_atr,Q2,539,527,30,0.055658627087198514,0.03910614525139665,0.07786128537954634,0.7981683969525913
realized_abs_180s_atr,Q3,539,535,45,0.08348794063079777,0.06098771000112752,0.1070110701107011,1.197252595428887
realized_abs_180s_atr,Q4,539,520,39,0.07235621521335807,0.049903136531365314,0.09575145107794358,1.0376189160383689
realized_abs_180s_atr,Q5,539,521,50,0.09276437847866419,0.06678438661710037,0.11588785046728972,1.3302806615876523
realized_abs_300s_atr,Q1,540,522,23,0.04259259259259259,0.025925925925925925,0.060844801223241575,0.6107959022852639
realized_abs_300s_atr,Q2,539,532,23,0.04267161410018553,0.027699575748068018,0.05953770430520653,0.6119291043303201
realized_abs_300s_atr,Q3,539,532,44,0.08163265306122448,0.060826741554708366,0.10185185185185185,1.170646982197134
realized_abs_300s_atr,Q4,539,517,43,0.07977736549165121,0.059740022712524335,0.10268134427684114,1.144041368965381
realized_abs_300s_atr,Q5,539,526,55,0.10204081632653061,0.07820527936525551,0.126873387711621,1.4633087277464176
range_position_900s_dir,Q1,540,533,42,0.07777777777777778,0.05591542983406987,0.1009270294656324,1.1153664302600472
range_position_900s_dir,Q2,539,528,34,0.06307977736549165,0.041634656606362,0.08536023709455899,0.9045908498796036
range_position_900s_dir,Q3,540,527,33,0.06111111111111111,0.04325106084195745,0.08125959170867124,0.8763593380614656
range_position_900s_dir,Q4,538,525,33,0.06133828996282528,0.040892193308550186,0.08217010740689078,0.8796171794668987
range_position_900s_dir,Q5,539,526,46,0.08534322820037106,0.061278544875199153,0.10760667903525047,1.2238582086606402
distance_high_900s_dir_atr,Q1,540,531,28,0.05185185185185185,0.03336270871985158,0.07137618540406815,0.7435776201733647
distance_high_900s_dir_atr,Q2,539,534,35,0.06493506493506493,0.045871559633027525,0.08622336441533987,0.9311964631113565
distance_high_900s_dir_atr,Q3,539,529,50,0.09276437847866419,0.06882268951194184,0.11546738889197136,1.3302806615876523
distance_high_900s_dir_atr,Q4,539,531,31,0.0575139146567718,0.03888888888888889,0.07933579335793357,0.8247740101843445
distance_high_900s_dir_atr,Q5,539,533,44,0.08163265306122448,0.05931148216862503,0.10589639920766288,1.170646982197134
distance_low_900s_dir_atr,Q1,540,533,32,0.05925925925925926,0.0397349882589735,0.07865637002197619,0.8498029944838454
distance_low_900s_dir_atr,Q2,539,527,32,0.059369202226345084,0.03910614525139665,0.07886430526152732,0.8513796234160975
distance_low_900s_dir_atr,Q3,539,534,45,0.08348794063079777,0.05947955390334572,0.10691746005857848,1.197252595428887
distance_low_900s_dir_atr,Q4,539,533,30,0.055658627087198514,0.03544457787291808,0.0760741084951122,0.7981683969525913
distance_low_900s_dir_atr,Q5,539,529,49,0.09090909090909091,0.06718864468864469,0.11731843575418995,1.3036750483558994
atr14_m5_slope_3bars,Q1,540,519,40,0.07407407407407407,0.05354793329240843,0.0963392523458885,1.0622537431048067
atr14_m5_slope_3bars,Q2,539,531,44,0.08163265306122448,0.06105180735263915,0.10556569124036776,1.170646982197134
atr14_m5_slope_3bars,Q3,539,529,42,0.07792207792207792,0.056673277863777086,0.10169525596354863,1.1174357557336279
atr14_m5_slope_3bars,Q4,539,526,35,0.06493506493506493,0.04468503459157665,0.08730162151350455,0.9311964631113565
atr14_m5_slope_3bars,Q5,539,524,27,0.05009276437847866,0.030540982085798512,0.06767577193372977,0.7183515572573322
abs_return_10s_atr,Q1,540,538,63,0.11666666666666667,0.09057301293900184,0.145559163059163,1.6730496453900707
abs_return_10s_atr,Q2,539,534,43,0.07977736549165121,0.05762081784386617,0.10494109857367505,1.144041368965381
abs_return_10s_atr,Q3,539,534,31,0.0575139146567718,0.03984680758785201,0.07879473488909045,0.8247740101843445
abs_return_10s_atr,Q4,539,532,21,0.03896103896103896,0.024184942507251495,0.05767715104566883,0.5587178778668139
abs_return_10s_atr,Q5,539,481,30,0.055658627087198514,0.035849056603773584,0.07472592479103893,0.7981683969525913
shock_to_range_60s,Q1,540,537,43,0.07962962962962963,0.05762081784386617,0.1027031259627431,1.1419227738376674
shock_to_range_60s,Q2,539,535,45,0.08348794063079777,0.059643125156341195,0.10740740740740741,1.197252595428887
shock_to_range_60s,Q3,539,531,44,0.08163265306122448,0.05925925925925926,0.10308447940519214,1.170646982197134
shock_to_range_60s,Q4,539,530,27,0.05009276437847866,0.03248630953409228,0.06996849543967136,0.7183515572573322
