episodes,positives,positive_rate,average_precision,roc_auc,recall,precision,f2,balanced_accuracy,accuracy,selected,model,feature_group,with_symbol,fold,train_episodes,train_positives,train_clusters,validation_clusters,cluster_overlap
404,6,0.01485148514851485,0.14307494537636034,0.8312395309882747,0.3333333333333333,0.05714285714285714,0.1694915254237288,0.6252093802345059,0.9084158415841584,35,LOGISTIC,B_PRICE_LAGS,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.27178910638740433,0.9096506300114547,0.9444444444444444,0.2125,0.5592105263157895,0.8910366552119129,0.8423645320197044,80,LOGISTIC,B_PRICE_LAGS,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.2009524767088849,0.8615274234693878,0.5625,0.1956521739130435,0.4090909090909091,0.7340561224489797,0.8921568627450981,46,TREE,B_PRICE_LAGS,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.20200565563468792,0.9181122448979592,0.7,0.175,0.4375,0.8079081632653061,0.9104477611940298,40,TREE,B_PRICE_LAGS,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.11587869952043747,0.8134422110552765,0.3333333333333333,0.25,0.3125,0.6591289782244556,0.9752475247524752,8,TREE,B_PRICE_LAGS,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.19284349830270692,0.8956901489117983,0.7222222222222222,0.21666666666666667,0.49242424242424243,0.8005441008018328,0.8719211822660099,60,TREE,B_PRICE_LAGS,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.2133355789523485,0.8502869897959184,0.375,0.1935483870967742,0.3157894736842105,0.6556122448979591,0.9142156862745098,31,LIGHTGBM,B_PRICE_LAGS,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.22352354287621284,0.910204081632653,0.5,0.16129032258064516,0.352112676056338,0.7168367346938775,0.9228855721393034,31,LIGHTGBM,B_PRICE_LAGS,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.16359702389114153,0.9082914572864322,0.3333333333333333,0.2,0.29411764705882354,0.6566164154103853,0.9702970297029703,10,LIGHTGBM,B_PRICE_LAGS,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.22962180703723473,0.909077892325315,0.4444444444444444,0.17391304347826086,0.3389830508474576,0.6732531500572738,0.8817733990147784,46,LIGHTGBM,B_PRICE_LAGS,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.15022290674430905,0.8651147959183673,0.4375,0.14,0.30701754385964913,0.6639030612244898,0.8725490196078431,50,LOGISTIC,C_SPREAD_ACTIVITY,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.2706782407370021,0.8589285714285714,0.4,0.09302325581395349,0.24096385542168675,0.6502551020408163,0.8880597014925373,43,LOGISTIC,C_SPREAD_ACTIVITY,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.13406383899540217,0.8165829145728644,0.3333333333333333,0.0625,0.17857142857142858,0.6289782244556114,0.9158415841584159,32,LOGISTIC,C_SPREAD_ACTIVITY,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.25811595116805375,0.9073596792668956,0.8333333333333334,0.2,0.5102040816326531,0.8393470790378007,0.8448275862068966,75,LOGISTIC,C_SPREAD_ACTIVITY,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.16164446511742525,0.7962372448979591,0.375,0.17647058823529413,0.30612244897959184,0.6517857142857143,0.9068627450980392,34,TREE,C_SPREAD_ACTIVITY,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.18948685265351933,0.9048469387755103,0.6,0.125,0.3409090909090909,0.7464285714285714,0.8855721393034826,48,TREE,C_SPREAD_ACTIVITY,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.155836561099719,0.9430485762144054,0.6666666666666666,0.19047619047619047,0.4444444444444444,0.8119765494137353,0.9529702970297029,21,TREE,C_SPREAD_ACTIVITY,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.20489789551689408,0.9099369988545247,0.8888888888888888,0.21621621621621623,0.547945205479452,0.8697021764032073,0.8522167487684729,74,TREE,C_SPREAD_ACTIVITY,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.23746724697435717,0.8641581632653061,0.1875,0.12,0.16853932584269662,0.565688775510204,0.9142156862745098,25,LIGHTGBM,C_SPREAD_ACTIVITY,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.2867150311170854,0.8999999999999999,0.5,0.18518518518518517,0.373134328358209,0.721938775510204,0.9328358208955224,27,LIGHTGBM,C_SPREAD_ACTIVITY,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.19166661978750613,0.8932160804020101,0.3333333333333333,0.2857142857142857,0.3225806451612903,0.6603852596314908,0.9777227722772277,7,LIGHTGBM,C_SPREAD_ACTIVITY,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.24843750533448683,0.9221076746849943,0.4444444444444444,0.21621621621621623,0.3669724770642202,0.6848510882016037,0.9039408866995073,37,LIGHTGBM,C_SPREAD_ACTIVITY,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.134399659152863,0.8550701530612246,0.4375,0.1320754716981132,0.29914529914529914,0.6600765306122449,0.8651960784313726,53,LOGISTIC,D_MARKET_STRUCTURE,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.2535338214194822,0.8683673469387756,0.4,0.10256410256410256,0.25316455696202533,0.6553571428571429,0.8980099502487562,39,LOGISTIC,D_MARKET_STRUCTURE,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.07489410225159993,0.8174204355108878,0.3333333333333333,0.08695652173913043,0.2127659574468085,0.640284757118928,0.9381188118811881,23,LOGISTIC,D_MARKET_STRUCTURE,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.24227837033727853,0.9063573883161512,0.7777777777777778,0.20588235294117646,0.5,0.8193012600229095,0.8571428571428571,68,LOGISTIC,D_MARKET_STRUCTURE,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.2433734690357081,0.8058035714285714,0.625,0.22727272727272727,0.46296296296296297,0.7691326530612245,0.9019607843137255,44,TREE,D_MARKET_STRUCTURE,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.19091279157945823,0.9081632653061225,0.6,0.16216216216216217,0.38961038961038963,0.7604591836734693,0.9129353233830846,37,TREE,D_MARKET_STRUCTURE,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.19378749905065693,0.946608040201005,0.5,0.2727272727272727,0.42857142857142855,0.7399497487437185,0.9727722772277227,11,TREE,D_MARKET_STRUCTURE,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.21108673927379595,0.9106529209621994,0.8888888888888888,0.21621621621621623,0.547945205479452,0.8697021764032073,0.8522167487684729,74,TREE,D_MARKET_STRUCTURE,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.2334875573293362,0.8761160714285714,0.25,0.16,0.2247191011235955,0.5982142857142857,0.9191176470588235,25,LIGHTGBM,D_MARKET_STRUCTURE,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.3511530818629809,0.9025510204081633,0.5,0.20833333333333334,0.390625,0.7257653061224489,0.9402985074626866,24,LIGHTGBM,D_MARKET_STRUCTURE,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.13646708683473388,0.9041038525963149,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5770519262981575,0.9752475247524752,6,LIGHTGBM,D_MARKET_STRUCTURE,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.2685602679140686,0.9236827033218785,0.5,0.23684210526315788,0.4090909090909091,0.7126288659793815,0.9064039408866995,38,LIGHTGBM,D_MARKET_STRUCTURE,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.16253011718378896,0.8706951530612244,0.5,0.1702127659574468,0.36036036036036034,0.7002551020408163,0.8848039215686274,47,LOGISTIC,E_FULL,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.21550871967538637,0.8704081632653061,0.4,0.09523809523809523,0.24390243902439024,0.6515306122448979,0.8905472636815921,42,LOGISTIC,E_FULL,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.0843580110469731,0.8182579564489113,0.3333333333333333,0.05714285714285714,0.1694915254237288,0.6252093802345059,0.9084158415841584,35,LOGISTIC,E_FULL,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.23265712643891467,0.9083619702176403,0.6666666666666666,0.17142857142857143,0.4225352112676056,0.7585910652920962,0.8423645320197044,70,LOGISTIC,E_FULL,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.2398763930123163,0.792251275510204,0.625,0.22727272727272727,0.46296296296296297,0.7691326530612245,0.9019607843137255,44,TREE,E_FULL,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.18983816471378662,0.9058673469387755,0.6,0.16216216216216217,0.38961038961038963,0.7604591836734693,0.9129353233830846,37,TREE,E_FULL,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.19413074847857456,0.9472361809045227,0.5,0.2727272727272727,0.42857142857142855,0.7399497487437185,0.9727722772277227,11,TREE,E_FULL,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.21151070761749297,0.9110824742268041,0.8888888888888888,0.21621621621621623,0.547945205479452,0.8697021764032073,0.8522167487684729,74,TREE,E_FULL,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.21652499313935455,0.8762755102040817,0.375,0.23076923076923078,0.3333333333333333,0.6619897959183674,0.9264705882352942,26,LIGHTGBM,E_FULL,False,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.3748138461022182,0.8989795918367347,0.5,0.19230769230769232,0.3787878787878788,0.7232142857142857,0.9353233830845771,26,LIGHTGBM,E_FULL,False,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.14814708954855835,0.9061976549413736,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5770519262981575,0.9752475247524752,6,LIGHTGBM,E_FULL,False,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.26673173826891916,0.92024627720504,0.5555555555555556,0.2702702702702703,0.45871559633027525,0.7429839633447881,0.9137931034482759,37,LIGHTGBM,E_FULL,False,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.15373988444354486,0.8604910714285715,0.5,0.16326530612244897,0.35398230088495575,0.6977040816326531,0.8799019607843137,49,LOGISTIC,E_FULL,True,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.1931372769556722,0.8711734693877551,0.5,0.125,0.3125,0.7053571428571428,0.900497512437811,40,LOGISTIC,E_FULL,True,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.07344466223443721,0.8153266331658292,0.3333333333333333,0.07142857142857142,0.19230769230769232,0.6340033500837521,0.9257425742574258,28,LOGISTIC,E_FULL,True,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.23685208954135814,0.9083619702176404,0.6111111111111112,0.1864406779661017,0.4198473282442748,0.7436998854524628,0.8645320197044335,59,LOGISTIC,E_FULL,True,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.24312660614104606,0.828125,0.625,0.22727272727272727,0.46296296296296297,0.7691326530612245,0.9019607843137255,44,TREE,E_FULL,True,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.18465841828464202,0.8674744897959183,0.6,0.16216216216216217,0.38961038961038963,0.7604591836734693,0.9129353233830846,37,TREE,E_FULL,True,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.19413074847857456,0.9472361809045227,0.5,0.2727272727272727,0.42857142857142855,0.7399497487437185,0.9727722772277227,11,TREE,E_FULL,True,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.21151070761749297,0.9110824742268041,0.8888888888888888,0.21621621621621623,0.547945205479452,0.8697021764032073,0.8522167487684729,74,TREE,E_FULL,True,4,2290,170,2156,381,0
408,16,0.0392156862745098,0.22014094720994737,0.8732461734693877,0.25,0.14814814814814814,0.21978021978021978,0.5956632653061225,0.9142156862745098,27,LIGHTGBM,E_FULL,True,1,1076,138,1014,381,0
402,10,0.024875621890547265,0.3099503104090242,0.8992346938775511,0.5,0.18518518518518517,0.373134328358209,0.721938775510204,0.9328358208955224,27,LIGHTGBM,E_FULL,True,2,1484,154,1395,380,0
404,6,0.01485148514851485,0.11828391185534042,0.896147403685092,0.16666666666666666,0.14285714285714285,0.16129032258064516,0.5757956448911223,0.9727722772277227,7,LIGHTGBM,E_FULL,True,3,1886,164,1775,381,0
406,18,0.04433497536945813,0.2451446851213017,0.922823596792669,0.5,0.23684210526315788,0.4090909090909091,0.7126288659793815,0.9064039408866995,38,LIGHTGBM,E_FULL,True,4,2290,170,2156,381,0
