breakout_time,signal_time,direction,breakout_hour,signal_hour,body_pips,range_pips,body_to_range,breakout_close_location,body_vs_avg,slow_slope_pips,prior_touches,retest_delay_bars,retest_close_location,expectancy_r,win,hold_bars
2025-07-04 23:10:00,2025-07-07 02:10:00,buy,23,2,9.300000000001774,9.999999999999432,0.9300000000002302,0.9800000000001876,6.326530612247088,0.36536045159323294,37,36,0.9428571428568644,-1.15,0.0,10
2025-07-04 23:25:00,2025-07-07 02:10:00,buy,23,2,5.400000000000205,10.300000000000864,0.5242718446601701,0.9223300970872902,2.3946784922395934,0.03315602025111275,39,33,0.9428571428568644,-1.15,0.0,10
2025-07-04 23:35:00,2025-07-07 02:10:00,buy,23,2,2.7999999999991587,5.800000000002115,0.4827586206893341,0.879310344827544,1.072796934865596,0.1070446186162144,41,31,0.9428571428568644,-1.15,0.0,10
2025-07-04 23:50:00,2025-07-07 02:10:00,buy,23,2,8.29999999999984,17.10000000000207,0.4853801169589963,0.9824561403507955,2.7257799671591854,0.0819473982829777,43,28,0.9428571428568644,-1.15,0.0,10
2025-07-04 23:55:00,2025-07-07 00:30:00,sell,23,0,7.30000000000075,9.000000000000341,0.8111111111111637,0.8666666666666667,2.1533923303837113,0.000863441289311595,44,7,0.6153846153846875,-2.4699999999999998,0.0,6
2025-07-07 01:35:00,2025-07-07 02:10:00,buy,1,2,3.3999999999991815,4.699999999999704,0.7234042553190203,0.7234042553190203,0.9756097560973621,0.5662830714811662,47,7,0.9428571428568644,-1.15,0.0,10
2025-07-07 02:05:00,2025-07-07 02:10:00,buy,2,2,3.6999999999977717,4.4999999999987494,0.8222222222219555,0.9777777777776655,1.2563667232591904,0.22129296421269373,51,1,0.9428571428568644,-1.15,0.0,10
2025-07-07 08:10:00,2025-07-07 09:05:00,buy,8,9,7.099999999999795,8.699999999998909,0.8160919540230673,0.9195402298849898,2.976939203354188,3.5731193251052673,3,11,0.6890756302520487,-1.15,0.0,11
2025-07-07 08:40:00,2025-07-07 09:05:00,buy,8,9,6.299999999998818,8.099999999998886,0.7777777777777388,0.9753086419751873,2.6359832635979408,3.6091354044629043,7,5,0.6890756302520487,-1.15,0.0,11
2025-07-07 09:05:00,2025-07-07 09:20:00,buy,9,9,8.199999999999363,11.899999999999977,0.6890756302520487,0.6890756302520487,2.645161290322477,2.968871007831808,10,3,0.5844155844154358,1.05,1.0,16
2025-07-07 09:20:00,2025-07-07 09:40:00,buy,9,9,4.4999999999987494,7.699999999999818,0.5844155844154358,0.5844155844154358,1.2765957446805767,3.1031570094853578,12,4,0.47169811320714244,1.05,1.0,15
2025-07-07 15:00:00,2025-07-07 15:55:00,buy,15,15,6.499999999999773,11.599999999998545,0.5603448275862576,0.6724137931035581,3.2828282828287505,2.884897450059043,3,11,0.4313725490195423,1.05,1.0,4
2025-07-07 19:30:00,2025-07-07 20:35:00,buy,19,20,24.800000000001887,25.499999999999545,0.9725490196079345,0.9725490196079345,8.239202657807105,3.705856220759074,1,13,0.356321839080456,1.05,1.0,8
2025-07-08 00:00:00,2025-07-08 00:15:00,buy,0,0,2.2999999999996135,3.6000000000001364,0.6388888888887573,0.9722222222220906,1.2849162011171897,1.2587625211295972,2,3,0.2982456140349303,-1.81,0.0,13
2025-07-08 14:40:00,2025-07-08 15:10:00,buy,14,15,5.89999999999975,6.19999999999834,0.9516129032260209,1.0,2.97229219143592,3.090391484437305,3,6,0.7999999999999402,1.05,1.0,11
2025-07-09 05:40:00,2025-07-09 06:40:00,buy,5,6,5.60000000000116,5.89999999999975,0.9491525423731182,0.9661016949155726,1.4953271028040007,2.2527683701753176,2,12,0.0,-1.15,0.0,20
2025-07-09 15:55:00,2025-07-09 16:30:00,sell,15,16,3.100000000000591,7.400000000001228,0.4189189189189293,0.7702702702703637,0.8647140864716265,1.305481020648358,1,7,0.7721518987341909,1.0,1.0,7
2025-07-09 18:30:00,2025-07-09 18:40:00,sell,18,18,3.999999999999204,5.60000000000116,0.7142857142854243,0.7678571428570975,1.4545454545452854,0.7274383354740621,15,2,0.976190476191024,1.05,1.0,7
2025-07-09 18:40:00,2025-07-09 18:45:00,sell,18,18,3.8000000000010914,4.199999999997317,0.9047619047627425,0.976190476191024,1.3148788927340642,0.7681818572677912,17,1,0.3392857142857415,1.05,1.0,6
2025-07-09 19:00:00,2025-07-09 19:25:00,sell,19,19,5.700000000001637,7.800000000000296,0.7307692307694129,0.7307692307694129,2.1388367729840088,0.858590396018144,20,5,0.41666666666627195,1.05,1.0,9
2025-07-10 18:30:00,2025-07-10 18:40:00,buy,18,18,8.899999999999864,9.399999999999409,0.9468085106383429,0.9787234042552162,2.2617534942820314,0.7515457131660241,8,2,0.7384615384615922,-1.15,0.0,4
2025-07-11 05:45:00,2025-07-11 07:55:00,buy,5,7,3.099999999997749,6.999999999999318,0.44285714285686445,0.8999999999999188,0.747889022918604,5.131601874299463,3,26,0.8421052631579341,-1.15,0.0,4
