period_id,variant,mfe_1r_bucket,mfe_13r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,light_or_wave1,mfe_ge_1r,mfe_lt_1_3r,10,6,0.6,107.61000000000001,141.65,-34.04,4.161280846063455,4.33,0.433,4.063751503573197,21.319999999999993,0.21319999999999995,5.04737335834897,0,0.0,3,0.3,7,0.7,1.21726,0.43220000000000003,1.0,1.0,1.0,0.0,0.0
full2025_validation,light_or_wave1,mfe_lt_1r,mfe_lt_1_3r,61,4,0.06557377049180328,-726.8299999999999,24.650000000000002,-751.48,0.032801937509980304,-30.136699999999987,-0.49404426229508175,0.032902252743726344,726.8299999999999,7.2683,-1.0,12,0.19672131147540983,0,0.0,49,0.8032786885245902,0.41418688524590164,0.5903557377049181,0.3770491803278688,0.11475409836065574,0.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,mfe_ge_1r,mfe_ge_1_3r,14,14,1.0,443.0600000000001,443.0600000000001,0,inf,18.3179,1.3084214285714286,inf,0.0,0.0,inf,0,0.0,14,1.0,0,0.0,1.3194428571428571,0.33589285714285716,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1_exhaustion,mfe_ge_1r,mfe_lt_1_3r,7,5,0.7142857142857143,115.84,128.06,-12.219999999999999,10.479541734860884,4.6975,0.6710714285714285,10.108978088035679,7.129999999999999,0.07129999999999999,16.246844319775597,0,0.0,3,0.42857142857142855,4,0.5714285714285714,1.2564999999999997,0.3838142857142857,1.0,1.0,1.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,mfe_lt_1r,mfe_lt_1_3r,46,4,0.08695652173913043,-514.75,24.540000000000003,-539.29,0.045504274138218774,-21.180899999999994,-0.46045434782608685,0.04617178986048943,514.75,5.1475,-1.0,9,0.1956521739130435,0,0.0,37,0.8043478260869565,0.4286804347826088,0.5717173913043478,0.3695652173913043,0.13043478260869565,0.0,0.0,0.0
full2025_validation,one_light_or_wave1,mfe_ge_1r,mfe_ge_1_3r,10,10,1.0,287.61,287.61,0,inf,11.8523,1.18523,inf,0.0,0.0,inf,0,0.0,9,0.9,1,0.1,1.31679,0.30973,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_or_wave1,mfe_ge_1r,mfe_lt_1_3r,8,5,0.625,102.39000000000001,135.32000000000002,-32.93,4.10932280595202,4.094,0.51175,3.9387696504199265,20.709999999999994,0.20709999999999995,4.9439884113954635,0,0.0,3,0.375,5,0.625,1.2245374999999998,0.46106249999999993,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_or_wave1,mfe_lt_1r,mfe_lt_1_3r,35,4,0.11428571428571428,-388.6,24.610000000000003,-413.2099999999999,0.05955809394738754,-15.905599999999998,-0.45444571428571423,0.060557914818468006,388.6,3.8860000000000006,-1.0,6,0.17142857142857143,0,0.0,29,0.8285714285714286,0.40819999999999995,0.6017971428571428,0.42857142857142855,0.08571428571428572,0.0,0.0,0.0
full2025_validation,one_light_wave1_diag,mfe_ge_1r,mfe_ge_1_3r,9,9,1.0,288.37,288.37,0,inf,11.798,1.310888888888889,inf,0.0,0.0,inf,0,0.0,9,1.0,0,0.0,1.3169111111111111,0.41001111111111116,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_wave1_diag,mfe_ge_1r,mfe_lt_1_3r,7,5,0.7142857142857143,115.84,128.06,-12.219999999999999,10.479541734860884,4.6975,0.6710714285714285,10.108978088035679,7.129999999999999,0.07129999999999999,16.246844319775597,0,0.0,3,0.42857142857142855,4,0.5714285714285714,1.2564999999999997,0.3838142857142857,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_wave1_diag,mfe_lt_1r,mfe_lt_1_3r,19,2,0.10526315789473684,-220.28,16.02,-236.30000000000004,0.0677951756242065,-9.0317,-0.4753526315789474,0.06955876747468297,220.28,2.2028,-1.0,4,0.21052631578947367,0,0.0,15,0.7894736842105263,0.3873157894736843,0.6192263157894736,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0
full2025_validation,one_wave1_only,mfe_ge_1r,mfe_ge_1_3r,5,5,1.0,127.64999999999999,127.64999999999999,0,inf,5.2955,1.0591,inf,0.0,0.0,inf,0,0.0,4,0.8,1,0.2,1.3113800000000002,0.2124,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_wave1_only,mfe_ge_1r,mfe_lt_1_3r,4,2,0.5,6.460000000000001,27.67,-21.21,1.3045733144743046,0.3276000000000001,0.08190000000000003,1.3649732620320858,20.71,0.2071,0.3119266055045872,0,0.0,0,0.0,4,1.0,1.168975,0.509425,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_wave1_only,mfe_lt_1r,mfe_lt_1_3r,29,2,0.06896551724137931,-319.03000000000003,8.59,-327.62,0.026219400524998472,-13.262900000000002,-0.4573413793103449,0.025718063615661497,319.03000000000003,3.1903,-1.0,4,0.13793103448275862,0,0.0,25,0.8620689655172413,0.37930344827586204,0.5638758620689657,0.3448275862068966,0.10344827586206896,0.0,0.0,0.0
full2025_validation,wave1_diag,mfe_ge_1r,mfe_ge_1_3r,40,40,1.0,1151.8499999999997,1151.8499999999997,0,inf,51.3285,1.2832124999999999,inf,0.0,0.0,inf,0,0.0,39,0.975,1,0.025,1.3236574999999997,0.4846150000000001,1.0,1.0,1.0,1.0,0.025
full2025_validation,wave1_diag,mfe_ge_1r,mfe_lt_1_3r,38,20,0.5263157894736842,186.52,366.64,-180.12,2.035531867643793,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8342197234462847,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_diag,mfe_lt_1r,mfe_lt_1_3r,240,17,0.07083333333333333,-2483.2599999999998,128.93999999999997,-2612.2,0.049360692136896096,-110.13729999999995,-0.45890541666666645,0.04952203093487246,2490.0699999999997,24.900699999999997,-0.9972651371246591,30,0.125,0,0.0,210,0.875,0.3833966666666668,0.5958699999999998,0.3333333333333333,0.09583333333333334,0.0,0.0,0.0
full2025_validation,wave1_only,mfe_ge_1r,mfe_ge_1_3r,6,6,1.0,159.06,159.06,0,inf,6.6076999999999995,1.1012833333333332,inf,0.0,0.0,inf,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1.3115166666666667,0.2571666666666667,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_only,mfe_ge_1r,mfe_lt_1_3r,6,3,0.5,24.15,56.05,-31.9,1.7570532915360502,1.0712,0.17853333333333332,1.7865482047140027,20.1,0.201,1.2014925373134326,0,0.0,0,0.0,6,1.0,1.1682333333333335,0.5429166666666667,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_only,mfe_lt_1r,mfe_lt_1_3r,39,2,0.05128205128205128,-445.31000000000006,8.59,-453.90000000000003,0.01892487332011456,-18.7155,-0.47988461538461535,0.018362915407854986,445.31000000000006,4.453100000000001,-1.0,6,0.15384615384615385,0,0.0,33,0.8461538461538461,0.3836769230769231,0.5664615384615382,0.3333333333333333,0.10256410256410256,0.0,0.0,0.0
q1_quick,base,mfe_ge_1r,mfe_ge_1_3r,12,12,1.0,334.5,334.5,0,inf,14.489600000000001,1.2074666666666667,inf,0.0,0.0,inf,0,0.0,11,0.9166666666666666,1,0.08333333333333333,1.3149916666666668,0.4242916666666667,1.0,1.0,1.0,1.0,0.0
q1_quick,base,mfe_ge_1r,mfe_lt_1_3r,10,3,0.3,-3.1199999999999974,62.69,-65.81,0.952590791672998,-0.18970000000000042,-0.018970000000000042,0.9337732160312803,65.81,0.6581,-0.047409208327001934,1,0.1,2,0.2,7,0.7,1.16409,0.47378,1.0,1.0,1.0,0.0,0.0
q1_quick,base,mfe_lt_1r,mfe_lt_1_3r,85,11,0.12941176470588237,-893.28,74.85999999999999,-968.14,0.07732352758898504,-38.022499999999994,-0.4473235294117646,0.08014457376624823,907.16,9.071599999999998,-0.9846995017416994,15,0.17647058823529413,0,0.0,70,0.8235294117647058,0.3916082352941177,0.607644705882353,0.35294117647058826,0.10588235294117647,0.0,0.0,0.0
q1_quick,light,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,130.35,130.35,0,inf,5.218500000000001,1.3046250000000001,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.3046250000000001,0.5226500000000001,1.0,1.0,1.0,1.0,0.0
q1_quick,light,mfe_ge_1r,mfe_lt_1_3r,2,1,0.5,29.029999999999998,32.62,-3.59,9.086350974930362,1.1499,0.57495,8.801221166892807,3.59,0.0359,8.086350974930362,0,0.0,1,0.5,1,0.5,1.28005,0.49934999999999996,1.0,1.0,1.0,0.0,0.0
q1_quick,light,mfe_lt_1r,mfe_lt_1_3r,12,1,0.08333333333333333,-134.81,11.0,-145.81,0.07544064193128043,-5.518499999999999,-0.45987499999999987,0.0778986415359166,134.81,1.3481,-1.0,2,0.16666666666666666,0,0.0,10,0.8333333333333334,0.48458333333333337,0.5573583333333334,0.4166666666666667,0.25,0.0,0.0,0.0
q1_quick,light_and_wave1,mfe_ge_1r,mfe_lt_1_3r,1,0,0.0,-3.74,0,-3.74,0.0,-0.1474,-0.1474,0.0,3.74,0.0374,-1.0,0,0.0,0,0.0,1,1.0,1.2628,0.4744,1.0,1.0,1.0,0.0,0.0
q1_quick,light_and_wave1,mfe_lt_1r,mfe_lt_1_3r,1,0,0.0,-25.27,0,-25.27,0.0,-1.037,-1.037,0.0,25.27,0.25270000000000004,-1.0,1,1.0,0,0.0,0,0.0,0.5648,1.037,1.0,0.0,0.0,0.0,0.0
q1_quick,light_or_wave1,mfe_ge_1r,mfe_ge_1_3r,6,6,1.0,160.77,160.77,0,inf,6.6003,1.10005,inf,0.0,0.0,inf,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1.3102833333333332,0.3888666666666667,1.0,1.0,1.0,1.0,0.0
q1_quick,light_or_wave1,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.62,32.62,0,inf,1.2973,1.2973,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.2973,0.5243,1.0,1.0,1.0,0.0,0.0
q1_quick,light_or_wave1,mfe_lt_1r,mfe_lt_1_3r,20,2,0.1,-228.52999999999997,14.26,-242.79,0.058733885250628115,-9.3602,-0.46801000000000004,0.05984331056649257,228.52999999999997,2.2853,-1.0,4,0.2,0,0.0,16,0.8,0.45630499999999996,0.5750050000000001,0.45,0.2,0.0,0.0,0.0
q1_quick,light_or_wave1_exhaustion,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,128.63,128.63,0,inf,5.218500000000001,1.3046250000000001,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.3046250000000001,0.5226500000000001,1.0,1.0,1.0,1.0,0.0
q1_quick,light_or_wave1_exhaustion,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.62,32.62,0,inf,1.2973,1.2973,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.2973,0.5243,1.0,1.0,1.0,0.0,0.0
q1_quick,light_or_wave1_exhaustion,mfe_lt_1r,mfe_lt_1_3r,17,2,0.11764705882352941,-186.66,14.15,-200.80999999999997,0.07046461829590162,-7.6705,-0.4512058823529412,0.07207577755464963,186.66,1.8665999999999998,-1.0,3,0.17647058823529413,0,0.0,14,0.8235294117647058,0.4861176470588235,0.5574529411764706,0.47058823529411764,0.23529411764705882,0.0,0.0,0.0
q1_quick,one_light_or_wave1,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,98.52,98.52,0,inf,3.9968,0.9992,inf,0.0,0.0,inf,0,0.0,3,0.75,1,0.25,1.3145499999999999,0.42157500000000003,1.0,1.0,1.0,1.0,0.0
q1_quick,one_light_or_wave1,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.62,32.62,0,inf,1.2973,1.2973,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.2973,0.5243,1.0,1.0,1.0,0.0,0.0
q1_quick,one_light_or_wave1,mfe_lt_1r,mfe_lt_1_3r,12,2,0.16666666666666666,-128.4,14.22,-142.62,0.09970551114850652,-5.249299999999999,-0.43744166666666656,0.10193153239465536,128.4,1.284,-1.0,2,0.16666666666666666,0,0.0,10,0.8333333333333334,0.37707500000000005,0.6071416666666666,0.4166666666666667,0.08333333333333333,0.0,0.0,0.0
q1_quick,one_light_wave1_diag,mfe_ge_1r,mfe_ge_1_3r,3,3,1.0,97.19,97.19,0,inf,3.918,1.306,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,1.306,0.6655666666666668,1.0,1.0,1.0,1.0,0.0
q1_quick,one_light_wave1_diag,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.62,32.62,0,inf,1.2973,1.2973,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.2973,0.5243,1.0,1.0,1.0,0.0,0.0
q1_quick,one_light_wave1_diag,mfe_lt_1r,mfe_lt_1_3r,6,1,0.16666666666666666,-51.39999999999999,10.71,-62.11,0.1724360006440187,-2.0958000000000006,-0.3493000000000001,0.18196721311475408,51.39999999999999,0.5139999999999999,-1.0,0,0.0,0,0.0,6,1.0,0.3584666666666667,0.5270166666666666,0.3333333333333333,0.0,0.0,0.0,0.0
q1_quick,one_wave1_only,mfe_ge_1r,mfe_ge_1_3r,2,2,1.0,34.01,34.01,0,inf,1.3818,0.6909,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3216,0.12129999999999999,1.0,1.0,1.0,1.0,0.0
q1_quick,one_wave1_only,mfe_lt_1r,mfe_lt_1_3r,10,1,0.1,-107.19999999999999,3.15,-110.35,0.028545536927956503,-4.4198,-0.44198000000000004,0.028487273046995203,107.19999999999999,1.0719999999999998,-1.0,2,0.2,0,0.0,8,0.8,0.34515,0.5671599999999999,0.3,0.1,0.0,0.0,0.0
q1_quick,wave1_diag,mfe_ge_1r,mfe_ge_1_3r,12,12,1.0,334.5,334.5,0,inf,14.489600000000001,1.2074666666666667,inf,0.0,0.0,inf,0,0.0,11,0.9166666666666666,1,0.08333333333333333,1.3149916666666668,0.4242916666666667,1.0,1.0,1.0,1.0,0.0
q1_quick,wave1_diag,mfe_ge_1r,mfe_lt_1_3r,10,3,0.3,-3.1199999999999974,62.69,-65.81,0.952590791672998,-0.18970000000000042,-0.018970000000000042,0.9337732160312803,65.81,0.6581,-0.047409208327001934,1,0.1,2,0.2,7,0.7,1.16409,0.47378,1.0,1.0,1.0,0.0,0.0
q1_quick,wave1_diag,mfe_lt_1r,mfe_lt_1_3r,85,11,0.12941176470588237,-893.28,74.85999999999999,-968.14,0.07732352758898504,-38.022499999999994,-0.4473235294117646,0.08014457376624823,907.16,9.071599999999998,-0.9846995017416994,15,0.17647058823529413,0,0.0,70,0.8235294117647058,0.3916082352941177,0.607644705882353,0.35294117647058826,0.10588235294117647,0.0,0.0,0.0
q1_quick,wave1_only,mfe_ge_1r,mfe_ge_1_3r,2,2,1.0,33.98,33.98,0,inf,1.3818,0.6909,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3216,0.12129999999999999,1.0,1.0,1.0,1.0,0.0
q1_quick,wave1_only,mfe_lt_1r,mfe_lt_1_3r,12,1,0.08333333333333333,-138.91,3.15,-142.05999999999997,0.02217372941010841,-5.7153,-0.476275,0.02217317661551096,138.91,1.3890999999999998,-1.0,3,0.25,0,0.0,9,0.75,0.36075833333333335,0.5805916666666665,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0
