feature,near_miss_group,m15_wave1_impulse_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,m15_wave1_body_efficiency_bucket,m15_wave1_overlap_bucket,m15_wave1_break_quality,m15_wave1_speed_bucket,m15_wave1_follow_through_bucket,m15_wave1_obstacle_clearance_bucket,entry_pattern,symbol,direction,session_label
m15_wave1_speed_bucket,,,91,20,0.21978021978021978,-381.81,448.12000000000006,-829.9300000000003,0.5399491523381489,-16.923799999999996,-0.18597582417582414,0.5420814381691701,444.2,4.442,-0.8595452498874381,8,0.08791208791208792,14,0.15384615384615385,69,0.7582417582417582,0.5976967032967032,0.56980989010989,0.4725274725274725,0.31868131868131866,0.25274725274725274,0.14285714285714285,0.01098901098901099,,,,normal,,,,,,
m15_wave1_speed_bucket,,,10,2,0.2,-95.35000000000001,34.57,-129.92,0.26608682266009853,-4.062,-0.4062,0.2730201342281879,95.35000000000001,0.9535,-1.0,3,0.3,1,0.1,6,0.6,0.54274,0.7549600000000001,0.5,0.2,0.1,0.1,0.0,,,,too_fast,,,,,,
m15_wave1_speed_bucket,,,76,17,0.2236842105263158,-294.39999999999986,358.13,-652.53,0.5488330038465664,-13.083299999999996,-0.17214868421052626,0.546653776585792,301.20999999999987,3.012099999999999,-0.9773911888715514,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0.668503947368421,0.573571052631579,0.5921052631578947,0.35526315789473684,0.3026315789473684,0.09210526315789473,0.0,,,,too_old,,,,,,
m15_wave1_speed_bucket,,,81,20,0.24691358024691357,-277.89,434.19,-712.08,0.6097489046174587,-12.2004,-0.1506222222222222,0.6156482729941909,321.32,3.2132,-0.8648387899912859,9,0.1111111111111111,13,0.16049382716049382,59,0.7283950617283951,0.5558518518518519,0.5559185185185183,0.4444444444444444,0.2962962962962963,0.19753086419753085,0.16049382716049382,0.0,,,,too_slow,,,,,,
m15_wave1_follow_through_bucket,,,2,0,0.0,-31.050000000000004,0,-31.050000000000004,0.0,-1.4136,-0.7068,0.0,31.050000000000004,0.31050000000000005,-1.0,0,0.0,0,0.0,2,1.0,0.2711,0.7458,0.0,0.0,0.0,0.0,0.0,,,,,invalidated,,,,,
m15_wave1_follow_through_bucket,,,46,10,0.21739130434782608,-227.67999999999998,171.82,-399.50000000000006,0.4300876095118898,-9.930699999999996,-0.21588478260869556,0.4370830144828955,229.17999999999998,2.2918,-0.9934549262588358,5,0.10869565217391304,5,0.10869565217391304,36,0.782608695652174,0.4940934782608696,0.570695652173913,0.43478260869565216,0.2391304347826087,0.17391304347826086,0.021739130434782608,0.0,,,,,none,,,,,
m15_wave1_follow_through_bucket,,,255,59,0.23137254901960785,-994.7500000000007,1275.0099999999998,-2269.759999999999,0.5617378048780489,-43.84469999999997,-0.17193999999999987,0.5647002174279957,1029.8200000000006,10.298200000000007,-0.9659455050397158,26,0.10196078431372549,38,0.14901960784313725,191,0.7490196078431373,0.6065839215686273,0.5706678431372548,0.5058823529411764,0.3215686274509804,0.24705882352941178,0.13333333333333333,0.00392156862745098,,,,,normal_hold,,,,,
m15_wave1_follow_through_bucket,,,1,0,0.0,-23.65,0,-23.65,0.0,-1.0112,-1.0112,0.0,23.65,0.2365,-1.0,1,1.0,0,0.0,0,0.0,0.427,1.0112,0.0,0.0,0.0,0.0,0.0,,,,,weak_hold,,,,,
m15_wave1_obstacle_clearance_bucket,,,245,56,0.22857142857142856,-988.7600000000009,1216.2999999999997,-2205.059999999999,0.5515949679373805,-43.64999999999999,-0.17816326530612242,0.5537904808635918,996.2900000000009,9.96290000000001,-0.9924419596703772,27,0.11020408163265306,36,0.1469387755102041,182,0.7428571428571429,0.604781632653061,0.5746836734693876,0.5061224489795918,0.3183673469387755,0.24081632653061225,0.1306122448979592,0.004081632653061225,,,,,,blocked,,,,
m15_wave1_obstacle_clearance_bucket,,,46,10,0.21739130434782608,-227.67999999999998,171.82,-399.50000000000006,0.4300876095118898,-9.930699999999996,-0.21588478260869556,0.4370830144828955,229.17999999999998,2.2918,-0.9934549262588358,5,0.10869565217391304,5,0.10869565217391304,36,0.782608695652174,0.4940934782608696,0.570695652173913,0.43478260869565216,0.2391304347826087,0.17391304347826086,0.021739130434782608,0.0,,,,,,none,,,,
m15_wave1_obstacle_clearance_bucket,,,13,3,0.23076923076923078,-60.69,58.71,-119.4,0.49170854271356784,-2.6194999999999986,-0.2014999999999999,0.5079642360719787,95.71,0.9571,-0.6341030195381883,0,0.0,2,0.15384615384615385,11,0.8461538461538461,0.575123076923077,0.5558153846153847,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.0,,,,,,room_available,,,,
entry_pattern,,,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0,,,,,,,bos_up,,,
entry_pattern,,,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0,,,,,,,choch_up,,,
entry_pattern,,,47,13,0.2765957446808511,-86.42999999999999,308.58,-395.01,0.7811954127743601,-3.598,-0.0765531914893617,0.794713208989713,138.69,1.3869,-0.6231884057971014,2,0.0425531914893617,10,0.2127659574468085,35,0.7446808510638298,0.606404255319149,0.5963255319148937,0.48936170212765956,0.3191489361702128,0.2978723404255319,0.19148936170212766,0.02127659574468085,,,,,,,double_bottom,,,
entry_pattern,,,85,22,0.25882352941176473,-446.68000000000006,508.47,-955.1500000000002,0.5323457048631104,-18.991799999999998,-0.22343294117647056,0.5447314673647271,453.49000000000007,4.5349,-0.9849831308297867,21,0.24705882352941178,16,0.18823529411764706,48,0.5647058823529412,0.7207235294117648,0.6756317647058822,0.6470588235294118,0.4235294117647059,0.3176470588235294,0.12941176470588237,0.0,,,,,,,double_top,,,
entry_pattern,,,90,18,0.2,-401.53000000000003,360.46999999999997,-762.0,0.4730577427821522,-18.1115,-0.20123888888888888,0.4705168683856633,416.70000000000005,4.167000000000001,-0.9635949124070075,8,0.08888888888888889,9,0.1,73,0.8111111111111111,0.5904755555555558,0.5102555555555556,0.4888888888888889,0.3,0.2,0.08888888888888889,0.0,,,,,,,head_and_shoulders,,,
entry_pattern,,,80,16,0.2,-313.82000000000005,269.31,-583.13,0.46183526829351945,-14.259400000000003,-0.17824250000000003,0.453694232132253,346.52000000000004,3.4652000000000003,-0.9056331524875909,0,0.0,8,0.1,72,0.9,0.4295037500000002,0.5198875,0.325,0.175,0.1375,0.0875,0.0,,,,,,,inverse_head_and_shoulders,,,
symbol,,,15,6,0.4,11.519999999999992,134.76999999999998,-123.25,1.093468559837728,0.6526999999999998,0.04351333333333332,1.1199110817166371,46.28,0.4628,0.24891961970613638,2,0.13333333333333333,4,0.26666666666666666,9,0.6,0.6967200000000001,0.6147400000000001,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.0,,,,,,,,AUDJPY,,
symbol,,,25,7,0.28,-61.39999999999999,175.51999999999998,-236.92,0.7408407901401316,-2.6782000000000004,-0.10712800000000001,0.7441853801113733,132.6,1.3259999999999998,-0.4630467571644042,4,0.16,5,0.2,16,0.64,0.6348079999999999,0.5734119999999998,0.52,0.4,0.28,0.16,0.0,,,,,,,,EURJPY,,
symbol,,,42,8,0.19047619047619047,-283.88,130.17000000000002,-414.04999999999995,0.31438232097572766,-12.686699999999998,-0.3020642857142857,0.313051623872386,283.88,2.8388,-1.0,4,0.09523809523809523,4,0.09523809523809523,34,0.8095238095238095,0.48782142857142846,0.591704761904762,0.38095238095238093,0.19047619047619047,0.16666666666666666,0.07142857142857142,0.0,,,,,,,,EURUSD,,
symbol,,,20,7,0.35,13.579999999999998,151.51,-137.92999999999998,1.0984557384180382,1.0238999999999998,0.05119499999999999,1.1715362707321157,68.45,0.6845,0.19839298758217674,1,0.05,5,0.25,14,0.7,0.8016949999999999,0.5177500000000002,0.7,0.5,0.45,0.25,0.0,,,,,,,,GBPJPY,,
symbol,,,25,3,0.12,-204.76,64.9,-269.66,0.24067344062894014,-9.3618,-0.374472,0.23550931748027892,204.76,2.0475999999999996,-1.0,4,0.16,2,0.08,19,0.76,0.51998,0.6232479999999999,0.44,0.32,0.2,0.08,0.0,,,,,,,,GBPUSD,,
symbol,,,177,38,0.21468926553672316,-752.1900000000005,789.9599999999998,-1542.1499999999999,0.51224589047758,-33.15009999999997,-0.1872887005649716,0.5138839601254075,787.2600000000004,7.872600000000005,-0.9554530904656658,17,0.096045197740113,23,0.12994350282485875,137,0.7740112994350282,0.5792853107344633,0.5645813559322035,0.4915254237288136,0.2824858757062147,0.21468926553672316,0.096045197740113,0.005649717514124294,,,,,,,,USDJPY,,
direction,,,129,29,0.2248062015503876,-428.91999999999996,577.89,-1006.81,0.5739811881089779,-19.096899999999998,-0.14803798449612401,0.5743731013624501,463.74999999999994,4.637499999999999,-0.9248948787061995,3,0.023255813953488372,18,0.13953488372093023,108,0.8372093023255814,0.4959077519379844,0.5497937984496123,0.3875968992248062,0.23255813953488372,0.20155038759689922,0.12403100775193798,0.007751937984496124,,,,,,,,,LONG,
direction,,,175,40,0.22857142857142856,-848.2100000000004,868.9399999999999,-1717.1500000000005,0.5060361645750223,-37.10329999999998,-0.21201885714285704,0.5112945459526672,861.8000000000003,8.618000000000004,-0.9842306799721514,29,0.1657142857142857,25,0.14285714285714285,121,0.6914285714285714,0.653738857142857,0.5905811428571429,0.5657142857142857,0.36,0.2571428571428571,0.10857142857142857,0.0,,,,,,,,,SHORT,
session_label,,,68,17,0.25,-290.3299999999999,313.55000000000007,-603.8799999999999,0.5192256739749621,-13.0259,-0.19155735294117648,0.5199718452076048,333.75999999999993,3.3375999999999997,-0.8698765580057526,6,0.08823529411764706,8,0.11764705882352941,54,0.7941176470588235,0.6365676470588237,0.5823455882352943,0.5441176470588235,0.39705882352941174,0.3088235294117647,0.11764705882352941,0.0,,,,,,,,,,london
session_label,,,127,20,0.15748031496062992,-749.4600000000005,535.8699999999999,-1285.3299999999997,0.4169123882582683,-32.933399999999985,-0.25931811023622037,0.4207291761941281,756.2700000000004,7.562700000000004,-0.9909952794636837,15,0.11811023622047244,18,0.14173228346456693,94,0.7401574803149606,0.5195905511811023,0.6027070866141733,0.41732283464566927,0.25196850393700787,0.2047244094488189,0.10236220472440945,0.0,,,,,,,,,,london_newyork_overlap
session_label,,,70,20,0.2857142857142857,-189.51999999999998,345.07,-534.5900000000001,0.6454853252024915,-8.347100000000001,-0.11924428571428573,0.6478596349123984,191.33999999999997,1.9133999999999998,-0.990488136301871,7,0.1,9,0.12857142857142856,54,0.7714285714285715,0.5637014285714286,0.4929814285714285,0.4714285714285714,0.2571428571428571,0.15714285714285714,0.11428571428571428,0.0,,,,,,,,,,new_york
session_label,,,39,12,0.3076923076923077,-47.82,252.34,-300.16,0.8406849680170575,-1.8937999999999995,-0.04855897435897435,0.855396479975566,74.25,0.7425,-0.6440404040404041,4,0.10256410256410256,8,0.20512820512820512,27,0.6923076923076923,0.7600692307692309,0.6057205128205128,0.6666666666666666,0.41025641025641024,0.3333333333333333,0.15384615384615385,0.02564102564102564,,,,,,,,,,tokyo
