period_id,variant,near_miss_by_wave1_group,wave1_quality_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,wave1_diag,reject_wave1_high_strong_mfe13_winner,high,2,2,1.0,29.740000000000002,29.740000000000002,0,inf,1.3872,0.6936,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3243,0.321,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_diag,reject_wave1_low,high,100,26,0.26,-237.0900000000001,593.42,-830.51,0.7145248100564713,-10.5564,-0.105564,0.7138651943046264,265.3500000000001,2.6535000000000006,-0.8934991520633127,6,0.06,18,0.18,76,0.76,0.6094410000000001,0.550094,0.47,0.34,0.28,0.16,0.01
full2025_validation,wave1_diag,reject_wave1_low,low,12,1,0.08333333333333333,-69.77,29.93,-99.7,0.30020060180541625,-3.1651,-0.2637583333333333,0.294244877026334,80.34,0.8033999999999999,-0.8684341548419218,1,0.08333333333333333,1,0.08333333333333333,10,0.8333333333333334,0.6142833333333334,0.506175,0.5,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0
full2025_validation,wave1_diag,reject_wave1_low,medium,124,27,0.21774193548387097,-574.12,592.3799999999999,-1166.5,0.5078268324046291,-25.248399999999997,-0.20361612903225804,0.5122411091857101,598.8999999999999,5.988999999999998,-0.9586241442644852,16,0.12903225806451613,18,0.14516129032258066,90,0.7258064516129032,0.604648387096774,0.5921838709677418,0.5161290322580645,0.29838709677419356,0.23387096774193547,0.12096774193548387,0.0
full2025_validation,wave1_diag,reject_wave1_low,no_candidate,46,10,0.21739130434782608,-227.67999999999998,171.82,-399.50000000000006,0.4300876095118898,-9.930699999999996,-0.21588478260869556,0.4370830144828955,229.17999999999998,2.2918,-0.9934549262588358,5,0.10869565217391304,5,0.10869565217391304,36,0.782608695652174,0.4940934782608696,0.570695652173913,0.43478260869565216,0.2391304347826087,0.17391304347826086,0.021739130434782608,0.0
full2025_validation,wave1_diag,reject_wave1_low,poor,1,0,0.0,-20.19,0,-20.19,0.0,-0.8537,-0.8537,0.0,20.19,0.2019,-1.0,0,0.0,0,0.0,1,1.0,0.1037,0.8537,0.0,0.0,0.0,0.0,0.0
full2025_validation,wave1_diag,required_light_pass,high,8,2,0.25,-32.53,44.879999999999995,-77.41,0.5797700555483787,-1.5256,-0.1907,0.5579892800231784,77.41,0.7741,-0.42022994445162126,1,0.125,1,0.125,6,0.75,0.604325,0.632925,0.5,0.375,0.25,0.125,0.0
full2025_validation,wave1_diag,required_light_pass,low,3,3,1.0,67.95,67.95,0,inf,3.0773,1.0257666666666667,inf,0.0,0.0,inf,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.0820999999999998,0.49923333333333336,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0
full2025_validation,wave1_diag,required_light_pass,medium,4,2,0.5,47.16,58.599999999999994,-11.440000000000001,5.122377622377622,2.1258,0.53145,5.200355660936574,11.440000000000001,0.1144,4.122377622377622,0,0.0,2,0.5,2,0.5,0.7226250000000001,0.24319999999999997,0.5,0.5,0.5,0.5,0.0
full2025_validation,wave1_diag,required_light_pass,poor,1,1,1.0,29.17,29.17,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_only,reject_wave1_high_loser_or_no_mfe1,high,40,2,0.05,-455.61,8.59,-464.2,0.018504954760878933,-19.1789,-0.47947249999999997,0.01792718521173639,455.61,4.556100000000001,-1.0,6,0.15,0,0.0,34,0.85,0.4397074999999999,0.5764674999999999,0.375,0.175,0.075,0.0,0.0
full2025_validation,wave1_only,reject_wave1_high_mfe1_winner,high,3,3,1.0,56.05,56.05,0,inf,2.4331,0.8110333333333334,inf,0.0,0.0,inf,0,0.0,0,0.0,3,1.0,1.2012,0.4048333333333334,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_only,reject_wave1_high_strong_mfe13_winner,high,6,6,1.0,159.06,159.06,0,inf,6.6076999999999995,1.1012833333333332,inf,0.0,0.0,inf,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1.3115166666666667,0.2571666666666667,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_only,required_light_pass,high,2,0,0.0,-21.6,0,-21.6,0.0,-0.8985000000000001,-0.44925000000000004,0.0,21.6,0.216,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
q1_quick,base,reject_wave1_low,none,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,light,required_light_pass,none,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0
q1_quick,light_and_wave1,required_light_pass,high,2,0,0.0,-29.009999999999998,0,-29.009999999999998,0.0,-1.1844,-0.5922,0.0,29.009999999999998,0.29009999999999997,-1.0,1,0.5,0,0.0,1,0.5,0.9138,0.7556999999999999,1.0,0.5,0.5,0.0,0.0
q1_quick,light_or_wave1,reject_wave1_high_loser_or_no_mfe1,high,10,1,0.1,-125.31,3.15,-128.45999999999998,0.024521251751517984,-5.1560999999999995,-0.5156099999999999,0.024518985186446452,125.31,1.2531,-1.0,3,0.3,0,0.0,7,0.7,0.36955,0.6126199999999999,0.4,0.1,0.0,0.0,0.0
q1_quick,light_or_wave1,reject_wave1_high_strong_mfe13_winner,high,2,2,1.0,33.98,33.98,0,inf,1.3818,0.6909,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3216,0.12129999999999999,1.0,1.0,1.0,1.0,0.0
q1_quick,light_or_wave1,required_light_pass,high,5,1,0.2,-27.259999999999998,31.79,-59.05,0.5383573243014395,-1.0952000000000002,-0.21904000000000004,0.5433051165506025,59.05,0.5904999999999999,-0.46164267569856055,1,0.2,1,0.2,3,0.6,0.7473000000000001,0.68484,0.6,0.6,0.2,0.2,0.0
q1_quick,light_or_wave1,required_light_pass,low,2,2,1.0,43.83,43.83,0,inf,1.7783,0.88915,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.97365,0.5111,1.0,0.5,0.5,0.5,0.0
q1_quick,light_or_wave1,required_light_pass,medium,8,3,0.375,39.61999999999999,94.9,-55.28,1.71671490593343,1.6285999999999998,0.20357499999999998,1.7167502860663673,21.8,0.218,1.81743119266055,0,0.0,3,0.375,5,0.625,0.782825,0.44279999999999997,0.625,0.5,0.375,0.25,0.0
q1_quick,light_or_wave1_exhaustion,reject_wave1_high_loser_or_no_mfe1,high,5,1,0.2,-51.81,3.15,-54.959999999999994,0.05731441048034935,-2.152,-0.4304,0.056802244039270686,54.96,0.5496,-0.9426855895196506,1,0.2,0,0.0,4,0.8,0.48980000000000007,0.5576800000000001,0.6,0.2,0.0,0.0,0.0
q1_quick,light_or_wave1_exhaustion,required_light_pass,high,6,1,0.16666666666666666,-34.980000000000004,31.79,-66.77,0.47611202635914335,-1.4096000000000002,-0.23493333333333336,0.48033179723502306,66.77000000000001,0.6677000000000001,-0.5238879736408566,1,0.16666666666666666,1,0.16666666666666666,4,0.6666666666666666,0.6487,0.6231,0.5,0.5,0.16666666666666666,0.16666666666666666,0.0
q1_quick,light_or_wave1_exhaustion,required_light_pass,low,2,2,1.0,43.72,43.72,0,inf,1.7783,0.88915,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.97365,0.5111,1.0,0.5,0.5,0.5,0.0
q1_quick,light_or_wave1_exhaustion,required_light_pass,medium,9,3,0.3333333333333333,17.659999999999993,96.74000000000001,-79.08,1.223318158826505,0.6285999999999998,0.06984444444444443,1.1921031721777395,30.13,0.3013,0.5861267839362759,1,0.1111111111111111,3,0.3333333333333333,5,0.5555555555555556,0.7212555555555555,0.5047111111111112,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0
q1_quick,one_light_or_wave1,reject_wave1_high_loser_or_no_mfe1,high,7,1,0.14285714285714285,-85.18,3.15,-88.32999999999998,0.035661723083889964,-3.4679,-0.49541428571428575,0.036025017373175816,85.18,0.8518000000000001,-1.0,2,0.2857142857142857,0,0.0,5,0.7142857142857143,0.36140000000000005,0.634,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0
q1_quick,one_light_or_wave1,reject_wave1_high_strong_mfe13_winner,high,2,2,1.0,34.01,34.01,0,inf,1.3818,0.6909,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3216,0.12129999999999999,1.0,1.0,1.0,1.0,0.0
q1_quick,one_light_or_wave1,required_light_pass,high,2,1,0.5,22.38,31.79,-9.41,3.378320935175345,0.8938999999999999,0.44694999999999996,3.1855745721271393,9.41,0.0941,2.378320935175345,0,0.0,1,0.5,1,0.5,0.7791,0.6738500000000001,0.5,0.5,0.5,0.5,0.0
q1_quick,one_light_or_wave1,required_light_pass,low,2,2,1.0,43.79,43.79,0,inf,1.7783,0.88915,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.97365,0.5111,1.0,0.5,0.5,0.5,0.0
q1_quick,one_light_or_wave1,required_light_pass,medium,4,1,0.25,-12.260000000000005,32.62,-44.88,0.7268270944741532,-0.5413000000000001,-0.13532500000000003,0.7055912107037963,26.62,0.26620000000000005,-0.46055597295266737,0,0.0,1,0.25,3,0.75,0.600475,0.6114499999999999,0.5,0.25,0.25,0.0,0.0
q1_quick,one_light_wave1_diag,required_light_pass,high,3,1,0.3333333333333333,13.98,31.79,-17.810000000000002,1.7849522740033685,0.5794999999999999,0.19316666666666663,1.8010782416367153,17.81,0.17809999999999998,0.784952274003369,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.5713,0.5540333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
q1_quick,one_light_wave1_diag,required_light_pass,low,2,2,1.0,43.43,43.43,0,inf,1.7783,0.88915,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.97365,0.5111,1.0,0.5,0.5,0.5,0.0
q1_quick,one_light_wave1_diag,required_light_pass,medium,5,2,0.4,20.999999999999996,65.3,-44.3,1.4740406320541761,0.7616999999999998,0.15233999999999998,1.4142826063309037,26.04,0.2604,0.8064516129032256,0,0.0,2,0.4,3,0.6,0.74098,0.59976,0.6,0.4,0.4,0.2,0.0
q1_quick,one_wave1_only,reject_wave1_high_loser_or_no_mfe1,high,10,1,0.1,-107.19999999999999,3.15,-110.35,0.028545536927956503,-4.4198,-0.44198000000000004,0.028487273046995203,107.19999999999999,1.0719999999999998,-1.0,2,0.2,0,0.0,8,0.8,0.34515,0.5671599999999999,0.3,0.1,0.0,0.0,0.0
q1_quick,one_wave1_only,reject_wave1_high_strong_mfe13_winner,high,2,2,1.0,34.01,34.01,0,inf,1.3818,0.6909,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3216,0.12129999999999999,1.0,1.0,1.0,1.0,0.0
q1_quick,wave1_diag,reject_wave1_high_loser_or_no_mfe1,high,6,1,0.16666666666666666,-88.97999999999999,3.15,-92.13,0.034190817323347444,-3.795,-0.6325,0.03302247362788564,88.97999999999999,0.8897999999999999,-1.0,3,0.5,0,0.0,3,0.5,0.4751166666666667,0.7385666666666667,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0
q1_quick,wave1_diag,reject_wave1_high_strong_mfe13_winner,high,1,1,1.0,1.6,1.6,0,inf,0.0809,0.0809,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.3423,0.1585,1.0,1.0,1.0,1.0,0.0
q1_quick,wave1_diag,reject_wave1_low,high,35,9,0.2571428571428571,-117.70000000000002,201.82999999999998,-319.53,0.631646480768629,-4.8506,-0.13858857142857142,0.6441754694835681,171.74,1.7174000000000003,-0.6853383020845465,4,0.11428571428571428,6,0.17142857142857143,25,0.7142857142857143,0.6351657142857144,0.5314857142857143,0.4857142857142857,0.34285714285714286,0.2857142857142857,0.17142857142857143,0.0
q1_quick,wave1_diag,reject_wave1_low,low,1,0,0.0,-9.13,0,-9.13,0.0,-0.375,-0.375,0.0,9.13,0.0913,-1.0,0,0.0,0,0.0,1,1.0,0.3484,0.375,0.0,0.0,0.0,0.0,0.0
q1_quick,wave1_diag,reject_wave1_low,medium,43,10,0.23255813953488372,-229.07,184.08999999999997,-413.1599999999999,0.445565882466841,-9.807000000000004,-0.22806976744186055,0.4482824577787278,245.75,2.4575,-0.9321261444557477,6,0.13953488372093023,5,0.11627906976744186,32,0.7441860465116279,0.576732558139535,0.5681627906976744,0.5116279069767442,0.27906976744186046,0.20930232558139536,0.06976744186046512,0.0
q1_quick,wave1_diag,reject_wave1_low,no_candidate,14,2,0.14285714285714285,-142.25,10.41,-152.66,0.06819075068780296,-6.0333999999999985,-0.43095714285714276,0.06733652805688671,142.25,1.4224999999999999,-1.0,3,0.21428571428571427,0,0.0,11,0.7857142857142857,0.3243214285714286,0.6745214285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0
q1_quick,wave1_diag,reject_wave1_low,poor,1,0,0.0,-20.19,0,-20.19,0.0,-0.8537,-0.8537,0.0,20.19,0.2019,-1.0,0,0.0,0,0.0,1,1.0,0.1037,0.8537,0.0,0.0,0.0,0.0,0.0
q1_quick,wave1_diag,required_light_pass,high,3,1,0.3333333333333333,9.42,31.79,-22.369999999999997,1.421099687080912,0.3459999999999999,0.1153333333333333,1.3615842825791618,22.369999999999997,0.22369999999999998,0.421099687080912,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0.7871333333333334,0.6318666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
q1_quick,wave1_diag,required_light_pass,low,2,2,1.0,39.18,39.18,0,inf,1.7783,0.88915,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,0.97365,0.5111,1.0,0.5,0.5,0.5,0.0
q1_quick,wave1_diag,required_light_pass,medium,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0.1829,0.2664,0.0,0.0,0.0,0.0,0.0
q1_quick,wave1_only,reject_wave1_high_loser_or_no_mfe1,high,12,1,0.08333333333333333,-138.91,3.15,-142.05999999999997,0.02217372941010841,-5.7153,-0.476275,0.02217317661551096,138.91,1.3890999999999998,-1.0,3,0.25,0,0.0,9,0.75,0.36075833333333335,0.5805916666666665,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0
q1_quick,wave1_only,reject_wave1_high_strong_mfe13_winner,high,2,2,1.0,33.98,33.98,0,inf,1.3818,0.6909,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3216,0.12129999999999999,1.0,1.0,1.0,1.0,0.0
