episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,horizon_seconds,entry_msc,entry_bid,entry_ask,atr14_m5,pip_size,status,exit_msc,exit_price,gross_r,gross_pips,mfe,mae,time_to_mfe_ms,month,distance,calendar_segment,entry_eligible_msc,stage1_score
202502:two_stage_dev_202502_20260913_USDJPY_mh_21,-1,0.35732379137485,-0.54656627421673,0.35732379137485,USDJPY,202502:138,1738654830250,1738654830352,300,1738654830412,155.117,155.118,0.083267511816,0.01,TIME,1738655131202,155.205,-1.056834749596,-8.800000000002,0,0.127,0,202502,0.083267511816,1,1738654830352,0.64491584355121
202502:two_stage_dev_202502_20260913_USDJPY_mh_23,1,0.23997790327381,0.23997790327381,-0.55289863427312,USDJPY,202502:144,1738659610000,1738659610817,300,1738659610910,155.257,155.261,0.076454403456,0.01,TIME,1738659918198,155.234,-0.353151666606,-2.699999999999,0.022,0.065,30386,202502,0.076454403456,1,1738659610817,0.46492407805751
202502:two_stage_dev_202502_20260913_USDJPY_mh_24,-1,0.24633728272187,-0.46225912257952,0.24633728272187,USDJPY,202502:147,1738662425500,1738662425971,300,1738662426040,155.224,155.227,0.075165647035,0.01,TIME,1738662736121,155.272,-0.638589593694,-4.8,0,0.06,0,202502,0.075165647035,1,1738662425971,0.93817018828505
202502:two_stage_dev_202502_20260913_USDJPY_mh_30,-1,0.21224051258016,-0.39540541147428,0.21224051258016,USDJPY,202502:175,1738670368250,1738670370397,300,1738670371501,155.35,155.355,0.082336261964,0.01,TIME,1738670672121,155.315,0.425086094087,3.5,0.038,0.015,276149,202502,0.082336261964,1,1738670370397,0.65874895490165
202502:two_stage_dev_202502_20260913_USDJPY_mh_32,-1,0.44822402130744,-0.89141749581553,0.44822402130744,USDJPY,202502:177,1738679414250,1738679415509,300,1738679415509,155.303,155.308,0.059764605914,0.01,TIME,1738679715511,155.298,0.083661557263,0.5,0.019,0.02,50723,202502,0.059764605914,1,1738679415509,0.94255316867999
202502:two_stage_dev_202502_20260913_USDJPY_mh_34,-1,0.43559695588236,-0.77911969005797,0.43559695588236,USDJPY,202502:180,1738687060750,1738687061170,300,1738687061227,155.057,155.062,0.064132837865,0.01,TIME,1738687362670,155.015,0.654890714309,4.2,0.075,0.033,242997,202502,0.064132837865,1,1738687061170,0.96271036009199
202502:two_stage_dev_202502_20260913_EURUSD_mh_3,-1,0.20882376236275,-0.3531935300772,0.20882376236275,EURUSD,202502:185,1738688414500,1738688414604,300,1738688414604,1.03727,1.03729,0.000572859611,0.0001,TIME,1738688727079,1.0369,0.645882504143,3.7,0.00067,0.00049,98831,202502,0.000572859611,1,1738688414604,2.3652690629284
202502:two_stage_dev_202502_20260913_AUDUSD_mh_3,-1,1.1057252118862,-1.47158045343,1.1057252118862,AUDUSD,202502:190,1738689169250,1738689169465,300,1738689169648,0.62385,0.62388,0.000381244206,0.0001,TIME,1738689470281,0.62375,0.262299068213,1,0.00055,0.00025,110497,202502,0.000381244206,1,1738689169465,1.0495156382108
202502:two_stage_dev_202502_20260913_USDJPY_mh_37,-1,0.49508469906413,-0.62637756844146,0.49508469906413,USDJPY,202502:199,1738692001750,1738692002246,300,1738692002328,154.654,154.657,0.101135492483,0.01,TIME,1738692303465,154.499,1.532597470918,15.5,0.183,0.015,283821,202502,0.101135492483,1,1738692002246,0.415427954629
202502:two_stage_dev_202502_20260913_GBPUSD_mh_3,-1,0.89268575279763,-1.0154684623856,0.89268575279763,GBPUSD,202502:201,1738696573750,1738696573877,300,1738696573979,1.24762,1.24764,0.000661444725,0.0001,TIME,1738696874658,1.24747,0.226776318922,1.499999999999,0.00041,0.00043,32383,202502,0.000661444725,1,1738696573877,1.0542081211971
202502:two_stage_dev_202502_20260913_USDJPY_mh_41,-1,1.5770462863893,-1.8509195946479,1.5770462863893,USDJPY,202502:208,1738719011500,1738719014821,300,1738719014821,154.38,154.387,0.039874503684,0.01,TIME,1738719315086,154.255,3.134835256865,12.5,0.132,0.011,287786,202502,0.039874503684,1,1738719014821,2.2114891802913
202502:two_stage_dev_202502_20260913_USDJPY_mh_42,-1,1.3583018625199,-1.6887525111693,1.3583018625199,USDJPY,202502:214,1738720018750,1738720019080,300,1738720019124,154.034,154.041,0.05870236322,0.01,TIME,1738720320003,154.127,-1.584263305575,-9.300000000002,0,0.125,0,202502,0.05870236322,1,1738720019080,1.6313125466312
202502:two_stage_dev_202502_20260913_USDJPY_mh_45,-1,0.72246398802825,-0.99637118235136,0.72246398802825,USDJPY,202502:240,1738723984000,1738723984051,300,1738723984138,153.929,153.936,0.108138113273,0.01,TIME,1738724284165,153.912,0.157206367722,1.7,0.021,0.099,299225,202502,0.108138113273,1,1738723984051,0.73973149102994
202502:two_stage_dev_202502_20260913_USDJPY_mh_47,-1,0.40117231010169,-0.48185231969541,0.40117231010169,USDJPY,202502:271,1738726628750,1738726629096,300,1738726629195,153.623,153.63,0.132071204913,0.01,TIME,1738726929815,153.623,-0,-0,0.035,0.057,101494,202502,0.132071204913,1,1738726629096,0.82815993477999
202502:two_stage_dev_202502_20260913_USDJPY_mh_51,-1,0.57267842352264,-0.71447342073606,0.57267842352264,USDJPY,202502:307,1738731601000,1738731601357,300,1738731601358,153.368,153.369,0.111830418023,0.01,TIME,1738731901387,153.402,-0.304031770614,-3.399999999999,0.027,0.052,39966,202502,0.111830418023,1,1738731601357,0.33545135872938
202502:two_stage_dev_202502_20260913_USDJPY_mh_61,1,0.22615873765676,0.22615873765676,-0.45830659222643,USDJPY,202502:347,1738743181750,1738743182119,300,1738743182716,153.435,153.442,0.078356555685,0.01,TIME,1738743483029,153.323,-1.518698709511,-11.9,0.008,0.153,4320,202502,0.078356555685,1,1738743182119,0.88484939077005
202502:two_stage_dev_202502_20260913_USDJPY_mh_62,1,0.21992820047395,0.21992820047395,-0.44026263540151,USDJPY,202502:352,1738744853250,1738744853718,300,1738744854120,153.204,153.211,0.079959311913,0.01,TIME,1738745154615,153.167,-0.55027987294,-4.400000000001,0.02,0.044,77471,202502,0.079959311913,1,1738744853718,0.56394553633333
202502:two_stage_dev_202502_20260913_USDJPY_mh_70,-1,1.222893360515,-1.497638267546,1.222893360515,USDJPY,202502:439,1738753924750,1738753925233,300,1738753925233,153.001,153.007,0.102540227279,0.01,TIME,1738754227225,152.853,1.443335985563,14.8,0.152,0.03,278370,202502,0.102540227279,1,1738753925233,0.71240189615151
202502:two_stage_dev_202502_20260913_USDJPY_mh_71,-1,0.94077857722351,-1.1753124274237,0.94077857722351,USDJPY,202502:442,1738754931250,1738754933018,300,1738754934302,152.866,152.872,0.100448935569,0.01,TIME,1738755235051,152.804,0.617229039301,6.200000000001,0.084,0.01,133622,202502,0.100448935569,1,1738754933018,0.34621421805041
202502:two_stage_dev_202502_20260913_USDJPY_mh_72,-1,0.35230382048485,-0.55892772807988,0.35230382048485,USDJPY,202502:454,1738756225250,1738756225512,300,1738756225512,152.782,152.786,0.107703318601,0.01,TIME,1738756526155,152.821,-0.362105833938,-3.899999999999,0,0.067,0,202502,0.107703318601,1,1738756225512,0.66435716096082
202502:two_stage_dev_202502_20260913_USDJPY_mh_80,-1,0.28148660733586,-0.60902741213679,0.28148660733586,USDJPY,202502:483,1738767791500,1738767792079,300,1738767792105,152.891,152.896,0.068375088224,0.01,TIME,1738768098227,152.864,0.394880660502,2.699999999999,0.039,0.007,179321,202502,0.068375088224,1,1738767792079,0.95270833523223
202502:two_stage_dev_202502_20260913_USDJPY_mh_81,-1,0.3971552483128,-0.67361076008197,0.3971552483128,USDJPY,202502:516,1738769192000,1738769192880,300,1738769192881,152.967,152.97,0.089898748468,0.01,TIME,1738769492911,152.931,0.400450513646,3.6,0.136,0.02,243277,202502,0.089898748468,1,1738769192880,1.3399398458877
202502:two_stage_dev_202502_20260913_USDJPY_mh_82,-1,0.35221197845543,-0.5391650641623,0.35221197845543,USDJPY,202502:545,1738770208750,1738770209058,300,1738770209519,153.003,153.006,0.094113174352,0.01,TIME,1738770510666,153.029,-0.276263128717,-2.600000000001,0.022,0.059,96953,202502,0.094113174352,1,1738770209058,1.0511766442347
202502:two_stage_dev_202502_20260913_USDJPY_mh_84,-1,0.26912351212002,-0.58366951630598,0.26912351212002,USDJPY,202502:553,1738772951250,1738772952078,300,1738772952291,153.026,153.029,0.095383234246,0.01,TIME,1738773252338,152.982,0.461297002016,4.400000000001,0.109,0.018,159950,202502,0.095383234246,1,1738772952078,0.70281823599018
202502:two_stage_dev_202502_20260913_AUDUSD_mh_4,1,0.40716802984215,0.40716802984215,-0.70735548231647,AUDUSD,202502:556,1738774800500,1738774800647,300,1738774800651,0.62901,0.62905,0.000332020276,0.0001,TIME,1738775101001,0.62845,-1.807118549888,-6,0.00039,0.00076,41220,202502,0.000332020276,1,1738774800647,3.368651090963
202502:two_stage_dev_202502_20260913_USDJPY_mh_88,-1,0.18485256531141,-0.23384318288025,0.18485256531141,USDJPY,202502:581,1738778105750,1738778106138,300,1738778106234,152.17,152.173,0.136181459089,0.01,TIME,1738778406838,152.145,0.18357858821,2.499999999998,0.052,0.105,176293,202502,0.136181459089,1,1738778106138,1.2979600123233
202502:two_stage_dev_202502_20260913_USDJPY_mh_90,-1,0.27416393931256,-0.35553926606004,0.27416393931256,USDJPY,202502:586,1738780205000,1738780205183,300,1738780205486,152.217,152.221,0.121266111285,0.01,TIME,1738780505573,152.182,0.288621442786,3.500000000003,0.051,0.03,50063,202502,0.121266111285,1,1738780205183,0.36074051972861
202502:two_stage_dev_202502_20260913_USDJPY_mh_91,-1,0.74812731361034,-1.0326401983824,0.74812731361034,USDJPY,202502:589,1738783249250,1738783251204,300,1738783251589,152.414,152.42,0.09725833501,0.01,TIME,1738783551808,152.422,-0.08225516095,-0.800000000001,0.021,0.034,159397,202502,0.09725833501,1,1738783251204,0.35532728988516
202502:two_stage_dev_202502_20260913_USDJPY_mh_92,1,0.21836433089361,0.21836433089361,-0.5034686237987,USDJPY,202502:590,1738792488000,1738792488495,300,1738792488596,152.513,152.514,0.052613784937,0.01,TIME,1738792788966,152.523,0.171057832291,0.899999999999,0.013,0.022,298456,202502,0.052613784937,1,1738792488495,0.65544403254506
202502:two_stage_dev_202502_20260913_USDJPY_mh_100,-1,0.45515845218864,-0.81685096245478,0.45515845218864,USDJPY,202502:607,1738808585250,1738808586369,300,1738808586597,152.636,152.641,0.074732539688,0.01,TIME,1738808887098,152.577,0.789482068272,5.9,0.095,0.013,269279,202502,0.074732539688,1,1738808586369,0.3792065456066
202502:two_stage_dev_202502_20260913_USDJPY_mh_101,-1,0.2804873497048,-0.50473793326071,0.2804873497048,USDJPY,202502:609,1738810612000,1738810614421,300,1738810614647,152.439,152.446,0.088958164319,0.01,TIME,1738810915032,152.285,1.731150830049,15.4,0.158,0.003,298374,202502,0.088958164319,1,1738810614421,0.9458457853291
202502:two_stage_dev_202502_20260913_USDJPY_mh_112,1,0.39301267963269,0.39301267963269,-0.55420418939742,USDJPY,202502:682,1738828313250,1738828316718,300,1738828316791,152.424,152.429,0.082547856419,0.01,TIME,1738828617622,152.374,-0.666280172324,-5.500000000001,0.001,0.076,45271,202502,0.082547856419,1,1738828316718,0.91774340238656
202502:two_stage_dev_202502_20260913_USDJPY_mh_116,-1,0.49719541583139,-0.59536918441856,0.49719541583139,USDJPY,202502:697,1738835618250,1738835618742,300,1738835618913,152.53,152.531,0.082478296659,0.01,TIME,1738835919130,152.608,-0.945703332392,-7.8,0.035,0.08,146598,202502,0.082478296659,1,1738835618742,0.71849520307547
202502:two_stage_dev_202502_20260913_GBPUSD_mh_9,-1,1.1908610028337,-1.4385597569812,1.1908610028337,GBPUSD,202502:700,1738836044750,1738836045078,300,1738836045143,1.24706,1.24708,0.000337873065,0.0001,TIME,1738836345833,1.24729,-0.680729018528,-2.3,0.00012,0.00044,12182,202502,0.000337873065,1,1738836045078,0.79922557142746
202502:two_stage_dev_202502_20260913_EURUSD_mh_7,-1,0.63536316335424,-0.84671932273953,0.63536316335424,EURUSD,202502:714,1738837965250,1738837966327,300,1738837966327,1.03597,1.03599,0.000428267899,0.0001,TIME,1738838266615,1.0365,-1.237543138528,-5.299999999999,0.00015,0.00057,66338,202502,0.000428267899,1,1738837966327,0.78357230189864
202502:two_stage_dev_202502_20260913_USDJPY_mh_119,-1,0.23747500834609,-0.44895692567947,0.23747500834609,USDJPY,202502:716,1738838901250,1738838901519,300,1738838901780,152.647,152.653,0.080139480358,0.01,TIME,1738839202374,152.658,-0.137260685381,-1.1,0.035,0.021,62522,202502,0.080139480358,1,1738838901519,0.70503250569598
202502:two_stage_dev_202502_20260913_USDJPY_mh_121,-1,0.70306240689041,-0.75426677140191,0.70306240689041,USDJPY,202502:728,1738841439750,1738841441568,300,1738841441666,152.792,152.798,0.087135014001,0.01,TIME,1738841742002,152.714,0.895162534766,7.8,0.083,0.021,248796,202502,0.087135014001,1,1738841441568,0.34047588526057
202502:two_stage_dev_202502_20260913_USDJPY_mh_123,1,0.34056089126413,0.34056089126413,-0.42673727130909,USDJPY,202502:739,1738845883500,1738845884087,300,1738845884087,152.611,152.617,0.075918180151,0.01,TIME,1738846184089,152.605,-0.158064905878,-1.2,0.004,0.04,251569,202502,0.075918180151,1,1738845884087,0.41676617435059
202502:two_stage_dev_202502_20260913_USDJPY_mh_124,1,0.36380932395085,0.36380932395085,-0.61032005059395,USDJPY,202502:741,1738847412250,1738847412529,300,1738847412607,152.466,152.472,0.06807148614,0.01,TIME,1738847712623,152.51,0.558236673752,3.799999999998,0.054,0.007,236351,202502,0.06807148614,1,1738847412529,1.2642912557179
202502:two_stage_dev_202502_20260913_USDJPY_mh_125,1,0.29638444212227,0.29638444212227,-0.56275016590967,USDJPY,202502:743,1738848601750,1738848604562,300,1738848605946,152.448,152.454,0.064167813464,0.01,TIME,1738848906391,152.466,0.187009644746,1.2,0.031,0.022,133145,202502,0.064167813464,1,1738848604562,0.59167316049589
202502:two_stage_dev_202502_20260913_USDJPY_mh_126,-1,0.19356271544482,-0.53145393166041,0.19356271544482,USDJPY,202502:745,1738850405750,1738850406489,300,1738850406622,152.416,152.421,0.059840249523,0.01,TIME,1738850707569,152.312,1.737960667418,10.399999999998,0.133,0.057,285056,202502,0.059840249523,1,1738850406489,1.0508725659828
202502:two_stage_dev_202502_20260913_USDJPY_mh_130,-1,0.40409975270574,-0.72264115219566,0.40409975270574,USDJPY,202502:776,1738855200750,1738855201107,300,1738855201174,152.409,152.412,0.074944442917,0.01,TIME,1738855502016,152.372,0.493699046386,3.699999999998,0.042,0.047,289669,202502,0.074944442917,1,1738855201107,0.68696186279938
202502:two_stage_dev_202502_20260913_USDJPY_mh_133,-1,0.33830249566557,-0.47132036241652,0.33830249566557,USDJPY,202502:802,1738859127000,1738859128165,300,1738859128301,152.148,152.151,0.097659550935,0.01,TIME,1738859428310,152.062,0.880610233989,8.599999999998,0.132,0.01,272654,202502,0.097659550935,1,1738859128165,0.3793562481014
202502:two_stage_dev_202502_20260913_USDJPY_mh_137,-1,0.36820129844737,-0.31693944781224,0.36820129844737,USDJPY,202502:819,1738865352500,1738865352579,300,1738865352622,151.832,151.835,0.116514144629,0.01,TIME,1738865652911,151.836,-0.034330595764,-0.400000000002,0.048,0.034,170813,202502,0.116514144629,1,1738865352579,0.89366912557147
202502:two_stage_dev_202502_20260913_USDCHF_mh_6,1,0.35335259288664,0.35335259288664,-0.72492344186904,USDCHF,202502:825,1738868689500,1738868691736,300,1738868693040,0.90531,0.90535,0.000339238957,0.0001,TIME,1738868994328,0.90528,-0.206344226236,-0.7,0,0.00027,0,202502,0.000339238957,1,1738868691736,0.8442071836989
202502:two_stage_dev_202502_20260913_USDCHF_mh_7,-1,0.30786446078009,-0.71335862185311,0.30786446078009,USDCHF,202502:828,1738871937500,1738871938680,300,1738871938789,0.90488,0.90492,0.000277979326,0.0001,TIME,1738872239656,0.90487,0.035973898253,0.100000000001,9e-05,7e-05,23841,202502,0.000277979326,1,1738871938680,1.132727060976
202502:two_stage_dev_202502_20260913_USDJPY_mh_141,1,0.99165333099117,0.99165333099117,-1.2656639314341,USDJPY,202502:831,1738872583250,1738872583532,300,1738872583532,151.833,151.839,0.072457408931,0.01,TIME,1738872885299,151.752,-1.200705370001,-8.699999999999,0.033,0.108,11163,202502,0.072457408931,1,1738872583532,0.94939609547875
202502:two_stage_dev_202502_20260913_USDJPY_mh_143,-1,0.33409155809341,-0.61887906362773,0.33409155809341,USDJPY,202502:845,1738874703000,1738874703166,300,1738874703241,151.322,151.327,0.099200259187,0.01,TIME,1738875005705,151.372,-0.504030941147,-5.000000000001,0.006,0.063,42961,202502,0.099200259187,1,1738874703166,0.5844104437737
202502:two_stage_dev_202502_20260913_USDJPY_mh_144,-1,0.33476003952842,-0.39738364365547,0.33476003952842,USDJPY,202502:852,1738876001250,1738876005717,300,1738876006522,151.341,151.347,0.099635740345,0.01,TIME,1738876307047,151.408,-0.672449462091,-6.699999999998,0.057,0.068,70296,202502,0.099635740345,1,1738876005717,0.50867240556304
202502:two_stage_dev_202502_20260913_USDJPY_mh_150,1,0.48825670156424,0.48825670156424,-1.0068452482877,USDJPY,202502:877,1738890806000,1738890815769,300,1738890815850,151.268,151.275,0.047698181615,0.01,TIME,1738891126613,151.291,0.335442556892,1.599999999999,0.026,0.039,275357,202502,0.047698181615,1,1738890815769,1.1536963148775
202502:two_stage_dev_202502_20260913_USDJPY_mh_151,-1,0.8202111435609,-1.2589396987247,0.8202111435609,USDJPY,202502:879,1738892311500,1738892315076,300,1738892315169,151.229,151.236,0.055025740445,0.01,TIME,1738892618211,151.293,-1.163092027152,-6.399999999999,0,0.084,0,202502,0.055025740445,1,1738892315076,1.5740000173297
202502:two_stage_dev_202502_20260913_USDJPY_mh_152,-1,0.68520886022775,-1.1631696045187,0.68520886022775,USDJPY,202502:884,1738893722750,1738893723220,300,1738893723829,151.203,151.21,0.066866720786,0.01,TIME,1738894024410,151.224,-0.314057572335,-2.099999999999,0.067,0.057,75992,202502,0.066866720786,1,1738893723220,0.60951588138058
202502:two_stage_dev_202502_20260913_USDJPY_mh_153,-1,0.54989451719168,-0.90356499034539,0.54989451719168,USDJPY,202502:888,1738894741000,1738894741086,300,1738894741179,151.124,151.128,0.075176088062,0.01,TIME,1738895042143,151.032,1.223793394578,9.199999999998,0.113,0.007,192893,202502,0.075176088062,1,1738894741086,0.76488721208864
202502:two_stage_dev_202502_20260913_USDJPY_mh_157,1,0.3625384949175,0.3625384949175,-0.48602584889847,USDJPY,202502:916,1738900805500,1738900807273,300,1738900807274,151.568,151.569,0.103644522451,0.01,TIME,1738901107349,151.661,0.887649417685,9.200000000001,0.115,0.01,266264,202502,0.103644522451,1,1738900807273,0.4932995989386
202502:two_stage_dev_202502_20260913_USDJPY_mh_160,-1,0.37881190318563,-0.53534812269697,0.37881190318563,USDJPY,202502:929,1738904467500,1738904468082,300,1738904468177,151.59,151.593,0.086343309545,0.01,TIME,1738904770113,151.575,0.173725099015,1.500000000001,0.086,0.007,169737,202502,0.086343309545,1,1738904468082,0.8966344021753
202502:two_stage_dev_202502_20260913_USDJPY_mh_166,-1,0.38257878915018,-0.68126466737886,0.38257878915018,USDJPY,202502:945,1738919065500,1738919069283,300,1738919069329,151.844,151.849,0.057100374761,0.01,TIME,1738919370079,151.801,0.753059856089,4.300000000001,0.06,0.016,266761,202502,0.057100374761,1,1738919069283,1.1471223912388
202502:two_stage_dev_202502_20260913_USDJPY_mh_167,-1,0.72921685420684,-1.127825679069,0.72921685420684,USDJPY,202502:953,1738921156000,1738921157081,300,1738921157081,151.713,151.719,0.062951783742,0.01,TIME,1738921458170,151.721,-0.127081387127,-0.800000000001,0.041,0.02,115032,202502,0.062951783742,1,1738921157081,1.0676248587152
202502:two_stage_dev_202502_20260913_USDJPY_mh_168,-1,0.5331873382514,-0.7444746192021,0.5331873382514,USDJPY,202502:959,1738922188500,1738922189994,300,1738922190005,151.823,151.829,0.069755750066,0.01,TIME,1738922490537,151.887,-0.917487088013,-6.399999999999,0.021,0.064,48149,202502,0.069755750066,1,1738922189994,0.72297141798045
202502:two_stage_dev_202502_20260913_GBPUSD_mh_12,-1,0.78030580653328,-1.0586482440101,0.78030580653328,GBPUSD,202502:966,1738923664750,1738923669661,300,1738923671574,1.24494,1.24496,0.000437130973,0.0001,TIME,1738924120078,1.24458,0.82355180171,3.599999999999,0.00036,0.00021,448504,202502,0.000437130973,1,1738923669661,0.94254584421812
202502:two_stage_dev_202502_20260913_EURUSD_mh_10,-1,0.51447682858948,-0.83925448421821,0.51447682858948,EURUSD,202502:967,1738924182500,1738924186110,300,1738924186110,1.03943,1.03945,0.000312477004,0.0001,TIME,1738924486572,1.03987,-1.408103618466,-4.4,0,0.00046,0,202502,0.000312477004,1,1738924186110,1.0077141458736
202502:two_stage_dev_202502_20260913_USDJPY_mh_170,-1,0.36284922384274,-0.4465123642012,0.36284922384274,USDJPY,202502:972,1738925277000,1738925279290,300,1738925279595,151.787,151.793,0.074649273052,0.01,TIME,1738925579821,151.804,-0.227731621554,-1.7,0.014,0.045,31402,202502,0.074649273052,1,1738925279290,0.48547568563912
202502:two_stage_dev_202502_20260913_GBPUSD_mh_13,-1,0.26950779785804,-0.51544920237591,0.26950779785804,GBPUSD,202502:976,1738926639250,1738926640259,300,1738926641266,1.24645,1.24647,0.000462257434,0.0001,TIME,1738926941569,1.24645,-0,-0,0.00016,0.00013,54035,202502,0.000462257434,1,1738926640259,0.37546830924366
202502:two_stage_dev_202502_20260913_USDJPY_mh_174,-1,0.20684512127389,-0.2609060580105,0.20684512127389,USDJPY,202502:992,1738930557250,1738930560064,300,1738930561673,152.041,152.047,0.074583948913,0.01,TIME,1738930862162,152.056,-0.201115658512,-1.500000000001,0.01,0.045,55098,202502,0.074583948913,1,1738930560064,0.72017161800933
202502:two_stage_dev_202502_20260913_USDJPY_mh_180,1,0.2964150320563,0.2964150320563,-0.53221616606264,USDJPY,202502:1000,1738941465000,1738941465082,300,1738941465309,152.043,152.048,0.062271955563,0.01,TIME,1738941765788,152.032,-0.256937490648,-1.599999999999,0.076,0.033,178113,202502,0.062271955563,1,1738941465082,0.86652615830012
202502:two_stage_dev_202502_20260913_EURUSD_mh_11,-1,0.23836749931416,-0.48221136852966,0.23836749931416,EURUSD,202502:1020,1738942241250,1738942241267,300,1738942241267,1.03714,1.03717,0.000351715694,0.0001,TIME,1738942541312,1.03663,1.450034810196,5.1,0.00222,0.00017,134016,202502,0.000351715694,1,1738942241267,0.4111252322671
202502:two_stage_dev_202502_20260913_USDJPY_mh_184,1,0.31086835929806,0.31086835929806,-0.19733022134881,USDJPY,202502:1067,1738946158000,1738946158910,300,1738946158946,151.718,151.721,0.16100277106,0.01,TIME,1738946459471,151.58,-0.875761324303,-14.099999999999,0.038,0.176,31185,202502,0.16100277106,1,1738946158910,1.1388757059631
202502:two_stage_dev_202502_20260913_USDJPY_mh_185,1,0.58908350931442,0.58908350931442,-0.55547131968884,USDJPY,202502:1075,1738947313750,1738947314033,300,1738947314067,151.546,151.549,0.155042408051,0.01,TIME,1738947614106,151.625,0.49018846492,7.599999999999,0.087,0.052,289885,202502,0.155042408051,1,1738947314033,0.5898983357594
202502:two_stage_dev_202502_20260913_USDJPY_mh_186,1,0.25424779299383,0.25424779299383,-0.22014181276851,USDJPY,202502:1093,1738948404250,1738948404829,300,1738948405167,151.526,151.528,0.164051447197,0.01,TIME,1738948705248,151.497,-0.188965111431,-3.099999999998,0.02,0.107,3244,202502,0.164051447197,1,1738948404829,0.76616620683529
202502:two_stage_dev_202502_20260913_AUDUSD_mh_6,-1,0.77886517129767,-0.88918983411995,0.77886517129767,AUDUSD,202502:1102,1738950798000,1738950798079,300,1738950798113,0.62865,0.62867,0.000541517042,0.0001,TIME,1738951098137,0.62721,2.659196089885,14.4,0.00276,-0,64922,202502,0.000541517042,1,1738950798079,1.3028789729233
