feature_index,feature,available,missing,unique,source,causal_only
59,m1_sma20_slope1_atr,3967,0,3955,formal_feature_csv,True
60,m1_sma20_slope3_atr,3967,0,3967,formal_feature_csv,True
61,m1_sma20_gap_pct64,3967,0,65,formal_feature_csv,True
62,m1_ema50_value,3967,0,3967,formal_feature_csv,True
63,m1_ema50_price_gap_atr,3967,0,3967,formal_feature_csv,True
64,m1_ema50_close_gap_atr,3967,0,3967,formal_feature_csv,True
65,m1_ema50_slope1_atr,3967,0,3967,formal_feature_csv,True
66,m1_ema50_slope3_atr,3967,0,3967,formal_feature_csv,True
67,m1_ema50_accel_atr,3967,0,3967,formal_feature_csv,True
68,m1_ema50_gap_pct64,3967,0,65,formal_feature_csv,True
69,m1_ema50_gap_z64,3967,0,3967,formal_feature_csv,True
70,m1_ema50_sma_gap_atr,3967,0,3967,formal_feature_csv,True
71,m1_sma50_value,3967,0,3960,formal_feature_csv,True
72,m1_sma50_price_gap_atr,3967,0,3967,formal_feature_csv,True
73,m1_sma50_slope1_atr,3967,0,3957,formal_feature_csv,True
74,m1_sma50_slope3_atr,3967,0,3965,formal_feature_csv,True
75,m1_sma50_gap_pct64,3967,0,65,formal_feature_csv,True
76,m1_rsi7_value,3967,0,3967,formal_feature_csv,True
77,m1_rsi7_centered,3967,0,3967,formal_feature_csv,True
78,m1_rsi7_slope1,3967,0,3851,formal_feature_csv,True
79,m1_rsi7_slope3,3967,0,3964,formal_feature_csv,True
80,m1_rsi7_pct64,3967,0,110,formal_feature_csv,True
81,m1_rsi14_value,3967,0,3967,formal_feature_csv,True
82,m1_rsi14_centered,3967,0,3967,formal_feature_csv,True
83,m1_rsi14_slope1,3967,0,3851,formal_feature_csv,True
84,m1_rsi14_slope3,3967,0,3964,formal_feature_csv,True
85,m1_rsi14_pct64,3967,0,98,formal_feature_csv,True
86,m1_rsi21_value,3967,0,3967,formal_feature_csv,True
87,m1_rsi21_centered,3967,0,3967,formal_feature_csv,True
88,m1_rsi21_slope1,3967,0,3851,formal_feature_csv,True
89,m1_rsi21_slope3,3967,0,3964,formal_feature_csv,True
90,m1_rsi21_pct64,3967,0,106,formal_feature_csv,True
91,m1_macd_atr,3967,0,3967,formal_feature_csv,True
92,m1_macd_signal_atr,3967,0,3967,formal_feature_csv,True
93,m1_macd_hist_atr,3967,0,3967,formal_feature_csv,True
94,m1_macd_hist_slope1_atr,3967,0,3967,formal_feature_csv,True
95,m1_macd_hist_pct64,3967,0,65,formal_feature_csv,True
96,m1_stoch14_k,3967,0,3647,formal_feature_csv,True
97,m1_stoch14_d,3965,2,3954,formal_feature_csv,True
98,m1_stoch14_k_minus_d,3965,2,3935,formal_feature_csv,True
99,m1_williams14_r,3967,0,3647,formal_feature_csv,True
100,m1_cci20,3967,0,3967,formal_feature_csv,True
101,m1_adx14,3967,0,3967,formal_feature_csv,True
102,m1_plus_di14,3967,0,3967,formal_feature_csv,True
103,m1_minus_di14,3967,0,3967,formal_feature_csv,True
104,m1_di_balance,3967,0,3967,formal_feature_csv,True
105,m1_adx14_slope3,3967,0,3967,formal_feature_csv,True
106,m1_roc1_atr,3967,0,3851,formal_feature_csv,True
107,m1_roc1_pct,3967,0,3842,formal_feature_csv,True
108,m1_roc3_atr,3967,0,3912,formal_feature_csv,True
109,m1_roc3_pct,3967,0,3909,formal_feature_csv,True
110,m1_roc5_atr,3967,0,3928,formal_feature_csv,True
111,m1_roc5_pct,3967,0,3926,formal_feature_csv,True
112,m1_roc10_atr,3967,0,3945,formal_feature_csv,True
113,m1_roc10_pct,3967,0,3944,formal_feature_csv,True
114,m1_roc20_atr,3967,0,3952,formal_feature_csv,True
115,m1_roc20_pct,3967,0,3948,formal_feature_csv,True
116,m1_range5_width_atr,3967,0,3967,formal_feature_csv,True
117,m1_range5_position,3967,0,3359,formal_feature_csv,True
118,m1_range5_high_distance_atr,3967,0,3949,formal_feature_csv,True
119,m1_range5_low_distance_atr,3967,0,3956,formal_feature_csv,True
120,m1_range5_signed_efficiency,3966,1,2578,formal_feature_csv,True
121,m1_realized_vol5,3967,0,3967,formal_feature_csv,True
122,m1_realized_vol5_atr,3967,0,3967,formal_feature_csv,True
123,m1_range20_width_atr,3967,0,3967,formal_feature_csv,True
124,m1_range20_position,3967,0,3648,formal_feature_csv,True
125,m1_range20_high_distance_atr,3967,0,3955,formal_feature_csv,True
126,m1_range20_low_distance_atr,3967,0,3961,formal_feature_csv,True
127,m1_range20_signed_efficiency,3967,0,3645,formal_feature_csv,True
128,m1_realized_vol20,3967,0,3967,formal_feature_csv,True
129,m1_realized_vol20_atr,3967,0,3967,formal_feature_csv,True
130,m1_range60_width_atr,3967,0,3967,formal_feature_csv,True
131,m1_range60_position,3967,0,3819,formal_feature_csv,True
132,m1_range60_high_distance_atr,3967,0,3960,formal_feature_csv,True
133,m1_range60_low_distance_atr,3967,0,3963,formal_feature_csv,True
134,m1_range60_signed_efficiency,3967,0,3876,formal_feature_csv,True
135,m1_realized_vol60,3967,0,3966,formal_feature_csv,True
136,m1_realized_vol60_atr,3967,0,3967,formal_feature_csv,True
137,m1_bb20_width_atr,3967,0,3967,formal_feature_csv,True
138,m1_bb20_price_z,3967,0,3967,formal_feature_csv,True
139,m1_bb20_position,3967,0,3967,formal_feature_csv,True
140,m1_consecutive_signed_bars,3967,0,25,formal_feature_csv,True
141,m1_ema5_20_gap_atr,3967,0,3967,formal_feature_csv,True
142,m1_ema10_20_gap_atr,3967,0,3967,formal_feature_csv,True
143,m1_ema20_50_gap_atr,3967,0,3967,formal_feature_csv,True
144,m1_ema_alignment,3967,0,3,formal_feature_csv,True
145,m1_ema_alignment_x_rsi14,3967,0,2555,formal_feature_csv,True
146,m1_ema20_gap_x_rsi14,3967,0,3967,formal_feature_csv,True
147,m1_rsi14_x_adx14,3967,0,3967,formal_feature_csv,True
148,m1_macd_hist_x_atr_expansion,3967,0,3967,formal_feature_csv,True
149,m1_ema20_slope_x_adx,3967,0,3967,formal_feature_csv,True
150,m1_body_x_tick_activity,3967,0,3856,formal_feature_csv,True
151,m1_shock_x_ema20_price_gap_atr,3967,0,3967,formal_feature_csv,True
152,m1_shock_x_ema20_50_gap_atr,3967,0,3967,formal_feature_csv,True
153,m1_shock_x_rsi14_centered,3967,0,3967,formal_feature_csv,True
154,m1_shock_x_macd_hist_atr,3967,0,3967,formal_feature_csv,True
155,m1_shock_x_di_balance,3967,0,3967,formal_feature_csv,True
156,m1_shock_x_roc5_atr,3967,0,3928,formal_feature_csv,True
157,m1_shock_x_range20_signed_efficiency,3967,0,3651,formal_feature_csv,True
158,m5_atr7,3967,0,3967,formal_feature_csv,True
159,m5_atr14,3967,0,3967,formal_feature_csv,True
160,m5_atr28,3967,0,3967,formal_feature_csv,True
161,m5_atr14_price,3967,0,3967,formal_feature_csv,True
162,m5_atr7_atr28,3967,0,3967,formal_feature_csv,True
163,m5_atr14_pct64,3967,0,65,formal_feature_csv,True
164,m5_atr14_z64,3967,0,3967,formal_feature_csv,True
165,m5_atr14_change3,3967,0,3967,formal_feature_csv,True
166,m5_spread_atr,3967,0,3967,formal_feature_csv,True
167,m5_tick_volume,3967,0,957,formal_feature_csv,True
168,m5_tick_volume_rel20,3967,0,3954,formal_feature_csv,True
169,m5_tick_volume_pct64,3967,0,129,formal_feature_csv,True
170,m5_body_atr,3967,0,3916,formal_feature_csv,True
171,m5_upper_wick_atr,3967,0,3671,formal_feature_csv,True
172,m5_lower_wick_atr,3967,0,3673,formal_feature_csv,True
173,m5_bar_range_atr,3967,0,3964,formal_feature_csv,True
174,m5_bar_close_location,3963,4,2420,formal_feature_csv,True
175,m5_ema5_value,3967,0,3967,formal_feature_csv,True
176,m5_ema5_price_gap_atr,3967,0,3967,formal_feature_csv,True
177,m5_ema5_close_gap_atr,3967,0,3967,formal_feature_csv,True
178,m5_ema5_slope1_atr,3967,0,3967,formal_feature_csv,True
179,m5_ema5_slope3_atr,3967,0,3967,formal_feature_csv,True
180,m5_ema5_accel_atr,3967,0,3967,formal_feature_csv,True
181,m5_ema5_gap_pct64,3967,0,65,formal_feature_csv,True
182,m5_ema5_gap_z64,3967,0,3967,formal_feature_csv,True
183,m5_ema5_sma_gap_atr,3967,0,3967,formal_feature_csv,True
184,m5_sma5_value,3967,0,3883,formal_feature_csv,True
185,m5_sma5_price_gap_atr,3967,0,3967,formal_feature_csv,True
186,m5_sma5_slope1_atr,3967,0,3951,formal_feature_csv,True
187,m5_sma5_slope3_atr,3967,0,3962,formal_feature_csv,True
188,m5_sma5_gap_pct64,3967,0,66,formal_feature_csv,True
189,m5_ema10_value,3967,0,3967,formal_feature_csv,True
190,m5_ema10_price_gap_atr,3967,0,3967,formal_feature_csv,True
191,m5_ema10_close_gap_atr,3967,0,3967,formal_feature_csv,True
192,m5_ema10_slope1_atr,3967,0,3967,formal_feature_csv,True
193,m5_ema10_slope3_atr,3967,0,3967,formal_feature_csv,True
194,m5_ema10_accel_atr,3967,0,3967,formal_feature_csv,True
195,m5_ema10_gap_pct64,3967,0,65,formal_feature_csv,True
196,m5_ema10_gap_z64,3967,0,3967,formal_feature_csv,True
197,m5_ema10_sma_gap_atr,3967,0,3967,formal_feature_csv,True
198,m5_sma10_value,3967,0,3936,formal_feature_csv,True
199,m5_sma10_price_gap_atr,3967,0,3964,formal_feature_csv,True
200,m5_sma10_slope1_atr,3967,0,3958,formal_feature_csv,True
201,m5_sma10_slope3_atr,3967,0,3963,formal_feature_csv,True
202,m5_sma10_gap_pct64,3967,0,65,formal_feature_csv,True
203,m5_ema20_value,3967,0,3967,formal_feature_csv,True
204,m5_ema20_price_gap_atr,3967,0,3967,formal_feature_csv,True
205,m5_ema20_close_gap_atr,3967,0,3967,formal_feature_csv,True
206,m5_ema20_slope1_atr,3967,0,3967,formal_feature_csv,True
207,m5_ema20_slope3_atr,3967,0,3967,formal_feature_csv,True
208,m5_ema20_accel_atr,3967,0,3967,formal_feature_csv,True
209,m5_ema20_gap_pct64,3967,0,65,formal_feature_csv,True
210,m5_ema20_gap_z64,3967,0,3967,formal_feature_csv,True
211,m5_ema20_sma_gap_atr,3967,0,3967,formal_feature_csv,True
212,m5_sma20_value,3967,0,3944,formal_feature_csv,True
213,m5_sma20_price_gap_atr,3967,0,3967,formal_feature_csv,True
214,m5_sma20_slope1_atr,3967,0,3961,formal_feature_csv,True
215,m5_sma20_slope3_atr,3967,0,3967,formal_feature_csv,True
216,m5_sma20_gap_pct64,3967,0,65,formal_feature_csv,True
217,m5_ema50_value,3967,0,3967,formal_feature_csv,True
218,m5_ema50_price_gap_atr,3967,0,3967,formal_feature_csv,True
219,m5_ema50_close_gap_atr,3967,0,3967,formal_feature_csv,True
220,m5_ema50_slope1_atr,3967,0,3967,formal_feature_csv,True
221,m5_ema50_slope3_atr,3967,0,3967,formal_feature_csv,True
222,m5_ema50_accel_atr,3967,0,3967,formal_feature_csv,True
223,m5_ema50_gap_pct64,3967,0,65,formal_feature_csv,True
224,m5_ema50_gap_z64,3967,0,3967,formal_feature_csv,True
225,m5_ema50_sma_gap_atr,3967,0,3967,formal_feature_csv,True
226,m5_sma50_value,3967,0,3962,formal_feature_csv,True
227,m5_sma50_price_gap_atr,3967,0,3967,formal_feature_csv,True
228,m5_sma50_slope1_atr,3967,0,3963,formal_feature_csv,True
229,m5_sma50_slope3_atr,3967,0,3967,formal_feature_csv,True
230,m5_sma50_gap_pct64,3967,0,65,formal_feature_csv,True
231,m5_rsi7_value,3967,0,3967,formal_feature_csv,True
232,m5_rsi7_centered,3967,0,3967,formal_feature_csv,True
233,m5_rsi7_slope1,3967,0,3924,formal_feature_csv,True
234,m5_rsi7_slope3,3967,0,3966,formal_feature_csv,True
235,m5_rsi7_pct64,3967,0,81,formal_feature_csv,True
236,m5_rsi14_value,3967,0,3967,formal_feature_csv,True
237,m5_rsi14_centered,3967,0,3967,formal_feature_csv,True
238,m5_rsi14_slope1,3967,0,3924,formal_feature_csv,True
239,m5_rsi14_slope3,3967,0,3966,formal_feature_csv,True
240,m5_rsi14_pct64,3967,0,83,formal_feature_csv,True
241,m5_rsi21_value,3967,0,3967,formal_feature_csv,True
242,m5_rsi21_centered,3967,0,3967,formal_feature_csv,True
243,m5_rsi21_slope1,3967,0,3924,formal_feature_csv,True
244,m5_rsi21_slope3,3967,0,3966,formal_feature_csv,True
245,m5_rsi21_pct64,3967,0,81,formal_feature_csv,True
246,m5_macd_atr,3967,0,3967,formal_feature_csv,True
247,m5_macd_signal_atr,3967,0,3967,formal_feature_csv,True
248,m5_macd_hist_atr,3967,0,3967,formal_feature_csv,True
249,m5_macd_hist_slope1_atr,3967,0,3967,formal_feature_csv,True
250,m5_macd_hist_pct64,3967,0,65,formal_feature_csv,True
251,m5_stoch14_k,3967,0,3869,formal_feature_csv,True
252,m5_stoch14_d,3967,0,3966,formal_feature_csv,True
253,m5_stoch14_k_minus_d,3967,0,3961,formal_feature_csv,True
254,m5_williams14_r,3967,0,3870,formal_feature_csv,True
255,m5_cci20,3967,0,3967,formal_feature_csv,True
256,m5_adx14,3967,0,3967,formal_feature_csv,True
257,m5_plus_di14,3967,0,3967,formal_feature_csv,True
258,m5_minus_di14,3967,0,3967,formal_feature_csv,True
259,m5_di_balance,3967,0,3967,formal_feature_csv,True
260,m5_adx14_slope3,3967,0,3967,formal_feature_csv,True
261,m5_roc1_atr,3967,0,3924,formal_feature_csv,True
262,m5_roc1_pct,3967,0,3922,formal_feature_csv,True
263,m5_roc3_atr,3967,0,3949,formal_feature_csv,True
264,m5_roc3_pct,3967,0,3946,formal_feature_csv,True
265,m5_roc5_atr,3967,0,3950,formal_feature_csv,True
266,m5_roc5_pct,3967,0,3950,formal_feature_csv,True
267,m5_roc10_atr,3967,0,3956,formal_feature_csv,True
268,m5_roc10_pct,3967,0,3956,formal_feature_csv,True
269,m5_roc20_atr,3967,0,3961,formal_feature_csv,True
270,m5_roc20_pct,3967,0,3958,formal_feature_csv,True
271,m5_range5_width_atr,3967,0,3967,formal_feature_csv,True
272,m5_range5_position,3966,1,3710,formal_feature_csv,True
273,m5_range5_high_distance_atr,3967,0,3956,formal_feature_csv,True
274,m5_range5_low_distance_atr,3967,0,3965,formal_feature_csv,True
275,m5_range5_signed_efficiency,3966,1,3267,formal_feature_csv,True
276,m5_realized_vol5,3967,0,3967,formal_feature_csv,True
277,m5_realized_vol5_atr,3967,0,3967,formal_feature_csv,True
278,m5_range20_width_atr,3967,0,3967,formal_feature_csv,True
279,m5_range20_position,3967,0,3866,formal_feature_csv,True
280,m5_range20_high_distance_atr,3967,0,3960,formal_feature_csv,True
281,m5_range20_low_distance_atr,3967,0,3965,formal_feature_csv,True
282,m5_range20_signed_efficiency,3967,0,3874,formal_feature_csv,True
283,m5_realized_vol20,3967,0,3967,formal_feature_csv,True
284,m5_realized_vol20_atr,3967,0,3967,formal_feature_csv,True
285,m5_range60_width_atr,3967,0,3967,formal_feature_csv,True
286,m5_range60_position,3967,0,3909,formal_feature_csv,True
287,m5_range60_high_distance_atr,3967,0,3965,formal_feature_csv,True
288,m5_range60_low_distance_atr,3967,0,3967,formal_feature_csv,True
289,m5_range60_signed_efficiency,3967,0,3942,formal_feature_csv,True
290,m5_realized_vol60,3967,0,3967,formal_feature_csv,True
291,m5_realized_vol60_atr,3967,0,3967,formal_feature_csv,True
292,m5_bb20_width_atr,3967,0,3967,formal_feature_csv,True
293,m5_bb20_price_z,3967,0,3967,formal_feature_csv,True
294,m5_bb20_position,3967,0,3967,formal_feature_csv,True
295,m5_consecutive_signed_bars,3967,0,23,formal_feature_csv,True
296,m5_ema5_20_gap_atr,3967,0,3967,formal_feature_csv,True
297,m5_ema10_20_gap_atr,3967,0,3967,formal_feature_csv,True
298,m5_ema20_50_gap_atr,3967,0,3967,formal_feature_csv,True
299,m5_ema_alignment,3967,0,3,formal_feature_csv,True
300,m5_ema_alignment_x_rsi14,3967,0,2567,formal_feature_csv,True
301,m5_ema20_gap_x_rsi14,3967,0,3967,formal_feature_csv,True
302,m5_rsi14_x_adx14,3967,0,3967,formal_feature_csv,True
303,m5_macd_hist_x_atr_expansion,3967,0,3967,formal_feature_csv,True
304,m5_ema20_slope_x_adx,3967,0,3967,formal_feature_csv,True
305,m5_body_x_tick_activity,3967,0,3916,formal_feature_csv,True
306,m5_shock_x_ema20_price_gap_atr,3967,0,3967,formal_feature_csv,True
307,m5_shock_x_ema20_50_gap_atr,3967,0,3967,formal_feature_csv,True
308,m5_shock_x_rsi14_centered,3967,0,3967,formal_feature_csv,True
309,m5_shock_x_macd_hist_atr,3967,0,3967,formal_feature_csv,True
310,m5_shock_x_di_balance,3967,0,3967,formal_feature_csv,True
311,m5_shock_x_roc5_atr,3967,0,3950,formal_feature_csv,True
312,m5_shock_x_range20_signed_efficiency,3967,0,3859,formal_feature_csv,True
313,m15_atr7,3967,0,3967,formal_feature_csv,True
314,m15_atr14,3967,0,3967,formal_feature_csv,True
315,m15_atr28,3967,0,3967,formal_feature_csv,True
316,m15_atr14_price,3967,0,3967,formal_feature_csv,True
317,m15_atr7_atr28,3967,0,3967,formal_feature_csv,True
318,m15_atr14_pct64,3967,0,65,formal_feature_csv,True
319,m15_atr14_z64,3967,0,3967,formal_feature_csv,True
320,m15_atr14_change3,3967,0,3967,formal_feature_csv,True
321,m15_spread_atr,3967,0,3967,formal_feature_csv,True
322,m15_tick_volume,3967,0,1979,formal_feature_csv,True
323,m15_tick_volume_rel20,3967,0,3964,formal_feature_csv,True
324,m15_tick_volume_pct64,3967,0,120,formal_feature_csv,True
325,m15_body_atr,3967,0,3937,formal_feature_csv,True
326,m15_upper_wick_atr,3967,0,3801,formal_feature_csv,True
327,m15_lower_wick_atr,3967,0,3800,formal_feature_csv,True
328,m15_bar_range_atr,3967,0,3966,formal_feature_csv,True
329,m15_bar_close_location,3965,2,3101,formal_feature_csv,True
330,m15_ema5_value,3967,0,3967,formal_feature_csv,True
331,m15_ema5_price_gap_atr,3967,0,3967,formal_feature_csv,True
332,m15_ema5_close_gap_atr,3967,0,3967,formal_feature_csv,True
333,m15_ema5_slope1_atr,3967,0,3967,formal_feature_csv,True
334,m15_ema5_slope3_atr,3967,0,3967,formal_feature_csv,True
335,m15_ema5_accel_atr,3967,0,3967,formal_feature_csv,True
336,m15_ema5_gap_pct64,3967,0,65,formal_feature_csv,True
337,m15_ema5_gap_z64,3967,0,3967,formal_feature_csv,True
338,m15_ema5_sma_gap_atr,3967,0,3967,formal_feature_csv,True
339,m15_sma5_value,3967,0,3885,formal_feature_csv,True
340,m15_sma5_price_gap_atr,3967,0,3967,formal_feature_csv,True
341,m15_sma5_slope1_atr,3967,0,3958,formal_feature_csv,True
342,m15_sma5_slope3_atr,3967,0,3965,formal_feature_csv,True
343,m15_sma5_gap_pct64,3967,0,65,formal_feature_csv,True
344,m15_ema10_value,3967,0,3967,formal_feature_csv,True
345,m15_ema10_price_gap_atr,3967,0,3967,formal_feature_csv,True
346,m15_ema10_close_gap_atr,3967,0,3967,formal_feature_csv,True
347,m15_ema10_slope1_atr,3967,0,3967,formal_feature_csv,True
348,m15_ema10_slope3_atr,3967,0,3967,formal_feature_csv,True
349,m15_ema10_accel_atr,3967,0,3967,formal_feature_csv,True
350,m15_ema10_gap_pct64,3967,0,65,formal_feature_csv,True
351,m15_ema10_gap_z64,3967,0,3967,formal_feature_csv,True
352,m15_ema10_sma_gap_atr,3967,0,3967,formal_feature_csv,True
353,m15_sma10_value,3967,0,3912,formal_feature_csv,True
354,m15_sma10_price_gap_atr,3967,0,3967,formal_feature_csv,True
355,m15_sma10_slope1_atr,3967,0,3960,formal_feature_csv,True
356,m15_sma10_slope3_atr,3967,0,3966,formal_feature_csv,True
357,m15_sma10_gap_pct64,3967,0,65,formal_feature_csv,True
358,m15_ema20_value,3967,0,3967,formal_feature_csv,True
359,m15_ema20_price_gap_atr,3967,0,3967,formal_feature_csv,True
360,m15_ema20_close_gap_atr,3967,0,3967,formal_feature_csv,True
361,m15_ema20_slope1_atr,3967,0,3967,formal_feature_csv,True
362,m15_ema20_slope3_atr,3967,0,3967,formal_feature_csv,True
363,m15_ema20_accel_atr,3967,0,3967,formal_feature_csv,True
364,m15_ema20_gap_pct64,3967,0,65,formal_feature_csv,True
365,m15_ema20_gap_z64,3967,0,3967,formal_feature_csv,True
366,m15_ema20_sma_gap_atr,3967,0,3967,formal_feature_csv,True
367,m15_sma20_value,3967,0,3946,formal_feature_csv,True
368,m15_sma20_price_gap_atr,3967,0,3967,formal_feature_csv,True
369,m15_sma20_slope1_atr,3967,0,3962,formal_feature_csv,True
370,m15_sma20_slope3_atr,3967,0,3967,formal_feature_csv,True
371,m15_sma20_gap_pct64,3967,0,65,formal_feature_csv,True
372,m15_ema50_value,3967,0,3967,formal_feature_csv,True
373,m15_ema50_price_gap_atr,3967,0,3967,formal_feature_csv,True
374,m15_ema50_close_gap_atr,3967,0,3967,formal_feature_csv,True
375,m15_ema50_slope1_atr,3967,0,3967,formal_feature_csv,True
376,m15_ema50_slope3_atr,3967,0,3967,formal_feature_csv,True
377,m15_ema50_accel_atr,3967,0,3967,formal_feature_csv,True
378,m15_ema50_gap_pct64,3967,0,65,formal_feature_csv,True
379,m15_ema50_gap_z64,3967,0,3967,formal_feature_csv,True
380,m15_ema50_sma_gap_atr,3967,0,3967,formal_feature_csv,True
381,m15_sma50_value,3967,0,3961,formal_feature_csv,True
382,m15_sma50_price_gap_atr,3967,0,3967,formal_feature_csv,True
383,m15_sma50_slope1_atr,3967,0,3966,formal_feature_csv,True
384,m15_sma50_slope3_atr,3967,0,3967,formal_feature_csv,True
385,m15_sma50_gap_pct64,3967,0,65,formal_feature_csv,True
386,m15_rsi7_value,3967,0,3961,formal_feature_csv,True
387,m15_rsi7_centered,3967,0,3961,formal_feature_csv,True
388,m15_rsi7_slope1,3967,0,3944,formal_feature_csv,True
389,m15_rsi7_slope3,3967,0,3967,formal_feature_csv,True
390,m15_rsi7_pct64,3967,0,78,formal_feature_csv,True
391,m15_rsi14_value,3967,0,3967,formal_feature_csv,True
392,m15_rsi14_centered,3967,0,3967,formal_feature_csv,True
393,m15_rsi14_slope1,3967,0,3944,formal_feature_csv,True
394,m15_rsi14_slope3,3967,0,3967,formal_feature_csv,True
395,m15_rsi14_pct64,3967,0,76,formal_feature_csv,True
396,m15_rsi21_value,3967,0,3967,formal_feature_csv,True
397,m15_rsi21_centered,3967,0,3967,formal_feature_csv,True
398,m15_rsi21_slope1,3967,0,3944,formal_feature_csv,True
399,m15_rsi21_slope3,3967,0,3967,formal_feature_csv,True
400,m15_rsi21_pct64,3967,0,73,formal_feature_csv,True
401,m15_macd_atr,3967,0,3967,formal_feature_csv,True
402,m15_macd_signal_atr,3967,0,3967,formal_feature_csv,True
403,m15_macd_hist_atr,3967,0,3967,formal_feature_csv,True
404,m15_macd_hist_slope1_atr,3967,0,3967,formal_feature_csv,True
405,m15_macd_hist_pct64,3967,0,65,formal_feature_csv,True
406,m15_stoch14_k,3967,0,3916,formal_feature_csv,True
407,m15_stoch14_d,3967,0,3966,formal_feature_csv,True
408,m15_stoch14_k_minus_d,3967,0,3962,formal_feature_csv,True
409,m15_williams14_r,3967,0,3917,formal_feature_csv,True
410,m15_cci20,3967,0,3967,formal_feature_csv,True
411,m15_adx14,3967,0,3967,formal_feature_csv,True
412,m15_plus_di14,3967,0,3967,formal_feature_csv,True
413,m15_minus_di14,3967,0,3967,formal_feature_csv,True
414,m15_di_balance,3967,0,3967,formal_feature_csv,True
415,m15_adx14_slope3,3967,0,3967,formal_feature_csv,True
416,m15_roc1_atr,3967,0,3944,formal_feature_csv,True
417,m15_roc1_pct,3967,0,3943,formal_feature_csv,True
418,m15_roc3_atr,3967,0,3957,formal_feature_csv,True
419,m15_roc3_pct,3967,0,3956,formal_feature_csv,True
420,m15_roc5_atr,3967,0,3958,formal_feature_csv,True
