period_id,scenario_key,variant,entry_pattern,entry_trigger,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,all,expanded,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-386.13999999999993,412.07,-798.21,0.5162425928013931,-17.3374,-0.1844404255319149,0.5104199611439932,401.30999999999995,4.0131,-0.9621987989334928,7,0.07446808510638298,10,0.10638297872340426,77,0.8191489361702128,0.5989755319148938,0.5033436170212765,0.5,0.3191489361702128,0.2127659574468085,0.09574468085106383,0.0
full2025_validation,all,expanded,inverse_head_and_shoulders,neckline_break_retest,69,17,0.2463768115942029,-134.76999999999998,325.63,-460.39999999999986,0.707276281494353,-6.1908,-0.08972173913043478,0.6978491002533055,178.01999999999998,1.7801999999999998,-0.757049769688799,0,0.0,10,0.14492753623188406,59,0.855072463768116,0.4625550724637681,0.47686666666666694,0.36231884057971014,0.2028985507246377,0.17391304347826086,0.13043478260869565,0.0
full2025_validation,all,expanded_fixed_exit,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,expanded_fixed_exit,choch_down,first_pullback_after_choch,1,0,0.0,-22.09,0,-22.09,0.0,-1.0,-1.0,0.0,22.09,0.2209,-1.0,1,1.0,0,0.0,0,0.0,0.8896,1.0,1.0,1.0,0.0,0.0,0.0
full2025_validation,all,expanded_fixed_exit,double_bottom,neckline_break_retest,43,20,0.46511627906976744,28.620000000000026,516.46,-487.84000000000003,1.0586667759921287,1.3173999999999997,0.030637209302325573,1.0605759636562613,150.98,1.5097999999999998,0.189561531328653,21,0.4883720930232558,16,0.37209302325581395,6,0.13953488372093023,0.7846139534883723,0.7517790697674419,0.627906976744186,0.4883720930232558,0.46511627906976744,0.27906976744186046,0.023255813953488372
full2025_validation,all,expanded_fixed_exit,double_top,neckline_break_retest,74,25,0.33783783783783783,-534.03,555.2299999999999,-1089.26,0.5097313772652993,-22.7012,-0.30677297297297296,0.5214977383005004,534.03,5.3403,-1.0,45,0.6081081081081081,17,0.22972972972972974,12,0.16216216216216217,0.7869527027027027,0.8277202702702703,0.6891891891891891,0.47297297297297297,0.3783783783783784,0.20270270270270271,0.0
full2025_validation,all,expanded_fixed_exit,head_and_shoulders,neckline_break_retest,93,36,0.3870967741935484,-398.38000000000017,663.5800000000002,-1061.9599999999998,0.6248634600173267,-17.237900000000007,-0.1853537634408603,0.6356101314415447,429.45000000000016,4.294500000000002,-0.9276516474560484,41,0.44086021505376344,16,0.17204301075268819,36,0.3870967741935484,0.717924731182796,0.737674193548387,0.6236559139784946,0.41935483870967744,0.2903225806451613,0.16129032258064516,0.0
full2025_validation,all,expanded_fixed_exit,inverse_head_and_shoulders,neckline_break_retest,69,32,0.463768115942029,-195.44,531.46,-726.9000000000001,0.7311322052551933,-8.761099999999999,-0.12697246376811594,0.7302509028994385,216.51,2.1651,-0.902683478823149,30,0.43478260869565216,11,0.15942028985507245,28,0.4057971014492754,0.606240579710145,0.718823188405797,0.5217391304347826,0.30434782608695654,0.2898550724637681,0.14492753623188406,0.0
full2025_validation,all,expanded_short_hold,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,expanded_short_hold,choch_down,first_pullback_after_choch,1,1,1.0,6.39,6.39,0,inf,0.2883,0.2883,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.8896,0.2546,1.0,1.0,0.0,0.0,0.0
full2025_validation,all,expanded_short_hold,double_bottom,neckline_break_retest,43,14,0.32558139534883723,-22.439999999999998,294.04,-316.47999999999996,0.9290950455005057,-0.8059000000000014,-0.018741860465116313,0.9409679238787279,133.23,1.3323,-0.1684305336635893,2,0.046511627906976744,5,0.11627906976744186,36,0.8372093023255814,0.5465325581395348,0.5661395348837209,0.46511627906976744,0.3023255813953488,0.23255813953488372,0.11627906976744186,0.023255813953488372
full2025_validation,all,expanded_short_hold,double_top,neckline_break_retest,74,26,0.35135135135135137,-364.6099999999998,473.63999999999993,-838.25,0.5650342976439009,-14.814699999999998,-0.2001986486486486,0.5829323979268662,364.6099999999998,3.646099999999998,-1.0,20,0.2702702702702703,11,0.14864864864864866,43,0.581081081081081,0.6960202702702701,0.6775270270270269,0.6081081081081081,0.3783783783783784,0.28378378378378377,0.12162162162162163,0.0
full2025_validation,all,expanded_short_hold,head_and_shoulders,neckline_break_retest,94,34,0.3617021276595745,-285.96000000000015,421.75000000000006,-707.7099999999999,0.5959361885518081,-12.4842,-0.13281063829787235,0.5964246460205601,290.17000000000013,2.9017000000000013,-0.9854912637419444,7,0.07446808510638298,6,0.06382978723404255,81,0.8617021276595744,0.5396638297872343,0.489163829787234,0.4574468085106383,0.23404255319148937,0.1595744680851064,0.06382978723404255,0.0
full2025_validation,all,expanded_short_hold,inverse_head_and_shoulders,neckline_break_retest,70,25,0.35714285714285715,-4.7299999999999836,365.4599999999999,-370.19,0.9872227774926388,-0.31699999999999984,-0.004528571428571426,0.9805540560435786,87.38999999999999,0.8738999999999999,-0.0541251859480488,0,0.0,5,0.07142857142857142,65,0.9285714285714286,0.4073142857142856,0.4547642857142859,0.3142857142857143,0.15714285714285714,0.12857142857142856,0.05714285714285714,0.0
full2025_validation,all,fibstruct,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,fibstruct,double_bottom,neckline_break_retest,43,14,0.32558139534883723,0.09999999999998366,349.46,-349.36,1.0002862376917792,0.212599999999999,0.004944186046511605,1.0137326081620526,134.85000000000002,1.3485000000000003,0.0007415647015200863,2,0.046511627906976744,11,0.2558139534883721,30,0.6976744186046512,0.6236627906976745,0.5870162790697675,0.46511627906976744,0.3488372093023256,0.32558139534883723,0.20930232558139536,0.023255813953488372
full2025_validation,all,fibstruct,double_top,neckline_break_retest,73,17,0.2328767123287671,-490.83999999999986,430.77000000000004,-921.6100000000001,0.4674102928570653,-20.832800000000002,-0.2853808219178082,0.47794272425648815,490.83999999999986,4.9083999999999985,-1.0,21,0.2876712328767123,14,0.1917808219178082,38,0.5205479452054794,0.7345164383561641,0.706239726027397,0.6301369863013698,0.4246575342465753,0.3287671232876712,0.1780821917808219,0.0
full2025_validation,all,fibstruct,head_and_shoulders,neckline_break_retest,94,21,0.22340425531914893,-345.4799999999999,468.56,-814.0400000000001,0.5755982507002112,-15.389300000000002,-0.16371595744680853,0.5725182569951583,360.6499999999999,3.606499999999999,-0.9579370580895604,8,0.0851063829787234,12,0.1276595744680851,74,0.7872340425531915,0.6093042553191491,0.5099159574468086,0.5106382978723404,0.3191489361702128,0.2127659574468085,0.10638297872340426,0.0
full2025_validation,all,fibstruct,inverse_head_and_shoulders,neckline_break_retest,69,17,0.2463768115942029,-130.49,325.64,-456.1299999999999,0.7139192773989873,-6.0282,-0.08736521739130435,0.7034314810715078,173.74,1.7374,-0.7510648094854381,0,0.0,10,0.14492753623188406,59,0.855072463768116,0.46411449275362326,0.47350434782608725,0.36231884057971014,0.2028985507246377,0.17391304347826086,0.13043478260869565,0.0
full2025_validation,all,fibstruct,sweep_high_reclaim,sweep_reclaim_retest,1,0,0.0,-23.88,0,-23.88,0.0,-1.039,-1.039,0.0,23.88,0.23879999999999998,-1.0,1,1.0,0,0.0,0,0.0,0.7662,1.039,1.0,0.0,0.0,0.0,0.0
full2025_validation,all,light,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,light,double_bottom,neckline_break_retest,9,5,0.5555555555555556,80.96,146.79,-65.83,2.2298344219960504,3.1340999999999997,0.3482333333333333,2.15364228659771,33.489999999999995,0.3349,2.4174380412063305,1,0.1111111111111111,4,0.4444444444444444,4,0.4444444444444444,0.9157888888888888,0.5833111111111111,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.0
full2025_validation,all,light,double_top,neckline_break_retest,11,4,0.36363636363636365,-32.92999999999999,101.19,-134.12,0.7544736057262152,-1.326,-0.12054545454545455,0.7576798669614957,77.71,0.7770999999999999,-0.4237549864882254,4,0.36363636363636365,3,0.2727272727272727,4,0.36363636363636365,0.8189454545454548,0.6967000000000001,0.8181818181818182,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,all,light,head_and_shoulders,neckline_break_retest,22,7,0.3181818181818182,56.0,199.99,-143.99,1.3889158969372872,2.3963999999999994,0.1089272727272727,1.4041623800448617,74.88,0.7488,0.7478632478632479,1,0.045454545454545456,6,0.2727272727272727,15,0.6818181818181818,0.7706954545454544,0.37568636363636365,0.5909090909090909,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.0
full2025_validation,all,light,inverse_head_and_shoulders,neckline_break_retest,5,1,0.2,6.76,31.41,-24.65,1.274239350912779,0.2911000000000001,0.058220000000000015,1.2875345713156856,12.58,0.1258,0.5373608903020668,0,0.0,1,0.2,4,0.8,0.4279,0.35666000000000003,0.2,0.2,0.2,0.2,0.0
full2025_validation,all,light,sweep_high_reclaim,sweep_reclaim_retest,2,1,0.5,-8.29,17.19,-25.48,0.674646781789639,-0.30489999999999995,-0.15244999999999997,0.6951,25.48,0.25479999999999997,-0.325353218210361,1,0.5,0,0.0,1,0.5,0.6890999999999999,0.7012,0.5,0.5,0.5,0.0,0.0
full2025_validation,all,lowqual,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,lowqual,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,lowqual,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,lowqual,double_bottom,neckline_break_retest,49,14,0.2857142857142857,-82.19999999999999,322.18,-404.38,0.7967258519214601,-3.390900000000001,-0.06920204081632655,0.810941307002236,148.06,1.4806,-0.555180332297717,2,0.04081632653061224,10,0.20408163265306123,37,0.7551020408163265,0.6118326530612245,0.5905387755102042,0.4897959183673469,0.32653061224489793,0.30612244897959184,0.16326530612244897,0.02040816326530612
full2025_validation,all,lowqual,double_top,neckline_break_retest,87,23,0.26436781609195403,-413.95999999999987,562.52,-976.4800000000002,0.5760691463214811,-17.669100000000004,-0.2030931034482759,0.5863548680107504,413.95999999999987,4.139599999999999,-1.0,22,0.25287356321839083,18,0.20689655172413793,47,0.5402298850574713,0.7284862068965516,0.6787689655172412,0.6436781609195402,0.4367816091954023,0.3333333333333333,0.14942528735632185,0.0
full2025_validation,all,lowqual,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723,0.5988648936170216,0.5080372340425532,0.5,0.30851063829787234,0.20212765957446807,0.09574468085106383,0.0
full2025_validation,all,lowqual,inverse_head_and_shoulders,neckline_break_retest,83,17,0.20481927710843373,-296.09000000000003,298.48,-594.5699999999999,0.5020098558622198,-13.462000000000003,-0.16219277108433738,0.4940543303417069,328.79,3.2879000000000005,-0.9005444204507437,0,0.0,9,0.10843373493975904,74,0.891566265060241,0.4321469879518074,0.5149746987951807,0.3253012048192771,0.18072289156626506,0.14457831325301204,0.0963855421686747,0.0
full2025_validation,all,medlowqual,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,medlowqual,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,medlowqual,choch_down,first_pullback_after_choch,1,0,0.0,-10.58,0,-10.58,0.0,-0.4785,-0.4785,0.0,10.58,0.10579999999999999,-1.0,0,0.0,0,0.0,1,1.0,0.8896,0.4969,1.0,1.0,0.0,0.0,0.0
full2025_validation,all,medlowqual,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,medlowqual,double_bottom,neckline_break_retest,49,14,0.2857142857142857,-82.19999999999999,322.18,-404.38,0.7967258519214601,-3.390900000000001,-0.06920204081632655,0.810941307002236,148.06,1.4806,-0.555180332297717,2,0.04081632653061224,10,0.20408163265306123,37,0.7551020408163265,0.6118326530612245,0.5905387755102042,0.4897959183673469,0.32653061224489793,0.30612244897959184,0.16326530612244897,0.02040816326530612
full2025_validation,all,medlowqual,double_top,neckline_break_retest,86,23,0.26744186046511625,-405.5699999999999,562.52,-968.0900000000003,0.5810616781497586,-17.284100000000002,-0.20097790697674422,0.5916878097640953,405.5699999999999,4.055699999999999,-1.0,22,0.2558139534883721,18,0.20930232558139536,46,0.5348837209302325,0.7299081395348836,0.6821848837209301,0.6395348837209303,0.4418604651162791,0.3372093023255814,0.1511627906976744,0.0
full2025_validation,all,medlowqual,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723,0.5988648936170216,0.5080372340425532,0.5,0.30851063829787234,0.20212765957446807,0.09574468085106383,0.0
full2025_validation,all,medlowqual,inverse_head_and_shoulders,neckline_break_retest,81,17,0.20987654320987653,-275.89000000000004,298.48,-574.3699999999999,0.5196650242874803,-12.546400000000002,-0.15489382716049385,0.5116612174996108,308.59000000000003,3.0859000000000005,-0.8940341553517613,0,0.0,9,0.1111111111111111,72,0.8888888888888888,0.4399691358024693,0.5137246913580246,0.3333333333333333,0.18518518518518517,0.14814814814814814,0.09876543209876543,0.0
full2025_validation,all,nosess_expdiag,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,nosess_expdiag,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,nosess_expdiag,choch_down,first_pullback_after_choch,1,0,0.0,-7.7,0,-7.7,0.0,-0.3254,-0.3254,0.0,7.7,0.07700000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.2278,0.3994,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,nosess_expdiag,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,nosess_expdiag,double_bottom,neckline_break_retest,44,14,0.3181818181818182,-36.81999999999998,322.18,-359.0,0.8974373259052925,-1.3097000000000016,-0.029765909090909128,0.9173925383960391,147.38,1.4738,-0.24983037047089143,2,0.045454545454545456,10,0.22727272727272727,32,0.7272727272727273,0.6704477272727274,0.6004840909090909,0.5454545454545454,0.36363636363636365,0.3409090909090909,0.18181818181818182,0.022727272727272728
full2025_validation,all,nosess_expdiag,double_top,neckline_break_retest,84,23,0.27380952380952384,-360.88,562.52,-923.4000000000004,0.609183452458306,-15.284100000000004,-0.18195357142857146,0.6210296896153296,360.88,3.6088,-1.0,20,0.23809523809523808,18,0.21428571428571427,46,0.5476190476190477,0.7353238095238094,0.674617857142857,0.6428571428571429,0.44047619047619047,0.34523809523809523,0.15476190476190477,0.0
full2025_validation,all,nosess_expdiag,head_and_shoulders,neckline_break_retest,95,21,0.22105263157894736,-374.79,411.95,-786.7400000000001,0.5236164425350178,-16.619999999999997,-0.1749473684210526,0.5272042466275608,374.79,3.7479000000000005,-1.0,8,0.08421052631578947,11,0.11578947368421053,76,0.8,0.5995894736842107,0.5013610526315789,0.5052631578947369,0.30526315789473685,0.21052631578947367,0.10526315789473684,0.0
full2025_validation,all,nosess_expdiag,inverse_head_and_shoulders,neckline_break_retest,78,17,0.21794871794871795,-242.66,298.48,-541.14,0.5515763018812138,-11.097400000000002,-0.142274358974359,0.5422431217258591,275.36,2.7536,-0.8812463683904705,0,0.0,9,0.11538461538461539,69,0.8846153846153846,0.4445666666666669,0.5126679487179486,0.3333333333333333,0.19230769230769232,0.15384615384615385,0.10256410256410256,0.0
full2025_validation,all,notopp,bos_up,first_pullback_after_bos,1,1,1.0,9.96,9.96,0,inf,0.4536,0.4536,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.1639,0.5683,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,notopp,double_bottom,neckline_break_retest,38,14,0.3684210526315789,71.81000000000003,357.38,-285.57,1.2514619883040936,3.2729000000000004,0.08612894736842107,1.260986404050875,105.53,1.0553,0.6804700085283808,2,0.05263157894736842,11,0.2894736842105263,25,0.6578947368421053,0.640428947368421,0.6019473684210527,0.47368421052631576,0.3684210526315789,0.34210526315789475,0.2631578947368421,0.02631578947368421
full2025_validation,all,notopp,double_top,neckline_break_retest,61,16,0.26229508196721313,-338.4999999999999,401.64,-740.14,0.5426540924689923,-13.911500000000002,-0.22805737704918036,0.5608896155752169,338.4999999999999,3.384999999999999,-1.0,18,0.29508196721311475,13,0.21311475409836064,30,0.4918032786885246,0.7879049180327867,0.6883360655737704,0.6885245901639344,0.47540983606557374,0.3770491803278688,0.19672131147540983,0.0
full2025_validation,all,notopp,head_and_shoulders,neckline_break_retest,77,15,0.19480519480519481,-330.05,316.53,-646.5800000000002,0.48954499056574574,-14.353599999999997,-0.18641038961038955,0.4951372987650673,348.75,3.4875000000000003,-0.9463799283154122,4,0.05194805194805195,8,0.1038961038961039,65,0.8441558441558441,0.6275662337662337,0.48409220779220774,0.5844155844155844,0.35064935064935066,0.22077922077922077,0.07792207792207792,0.0
full2025_validation,all,notopp,inverse_head_and_shoulders,neckline_break_retest,50,12,0.24,-79.11000000000001,275.36,-354.47,0.7768217338561796,-3.5881,-0.07176199999999999,0.7709231132647654,130.95,1.3094999999999999,-0.6041237113402064,1,0.02,9,0.18,40,0.8,0.5167100000000001,0.4840960000000002,0.38,0.24,0.2,0.16,0.0
full2025_validation,all,notopp,sweep_high_reclaim,sweep_reclaim_retest,1,0,0.0,-24.42,0,-24.42,0.0,-1.039,-1.039,0.0,24.42,0.24420000000000003,-1.0,1,1.0,0,0.0,0,0.0,0.7662,1.039,1.0,0.0,0.0,0.0,0.0
full2025_validation,all,notopp,sweep_low_reclaim,sweep_reclaim_retest,1,0,0.0,-9.72,0,-9.72,0.0,-0.438,-0.438,0.0,9.72,0.09720000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4601,0.6501,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,wave1or2,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,all,wave1or2,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,all,wave1or2,choch_down,first_pullback_after_choch,1,0,0.0,-10.58,0,-10.58,0.0,-0.4785,-0.4785,0.0,10.58,0.10579999999999999,-1.0,0,0.0,0,0.0,1,1.0,0.8896,0.4969,1.0,1.0,0.0,0.0,0.0
full2025_validation,all,wave1or2,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0
full2025_validation,all,wave1or2,double_bottom,neckline_break_retest,49,14,0.2857142857142857,-82.19999999999999,322.18,-404.38,0.7967258519214601,-3.390900000000001,-0.06920204081632655,0.810941307002236,148.06,1.4806,-0.555180332297717,2,0.04081632653061224,10,0.20408163265306123,37,0.7551020408163265,0.6118326530612245,0.5905387755102042,0.4897959183673469,0.32653061224489793,0.30612244897959184,0.16326530612244897,0.02040816326530612
full2025_validation,all,wave1or2,double_top,neckline_break_retest,84,22,0.2619047619047619,-394.35,562.04,-956.3900000000003,0.5876682106671962,-16.807299999999998,-0.20008690476190474,0.5982056198094221,394.35,3.9435000000000007,-1.0,22,0.2619047619047619,18,0.21428571428571427,44,0.5238095238095238,0.732115476190476,0.6894035714285713,0.6428571428571429,0.44047619047619047,0.3333333333333333,0.15476190476190477,0.0
full2025_validation,all,wave1or2,head_and_shoulders,neckline_break_retest,96,20,0.20833333333333334,-403.51000000000005,397.39,-800.9000000000001,0.4961792982894243,-18.0489,-0.188009375,0.49745930007545514,418.68000000000006,4.186800000000001,-0.9637670774816088,8,0.08333333333333333,10,0.10416666666666667,78,0.8125,0.5986572916666668,0.5053166666666666,0.5,0.3125,0.20833333333333334,0.09375,0.0
full2025_validation,all,wave1or2,inverse_head_and_shoulders,neckline_break_retest,81,17,0.20987654320987653,-278.63000000000005,300.94000000000005,-579.5699999999999,0.5192470279690117,-12.737300000000001,-0.15725061728395062,0.5098493448521348,311.33000000000004,3.1133000000000006,-0.8949667555327145,0,0.0,9,0.1111111111111111,72,0.8888888888888888,0.4417345679012347,0.5030172839506172,0.3333333333333333,0.18518518518518517,0.16049382716049382,0.09876543209876543,0.0
full2025_validation,clean,clean_base,double_bottom,neckline_break_retest,2,1,0.5,19.95,30.56,-10.61,2.880301602262017,0.8396999999999999,0.41984999999999995,2.828216851730895,10.61,0.10609999999999999,1.880301602262017,0,0.0,1,0.5,1,0.5,0.69255,0.5105,0.5,0.5,0.5,0.0,0.0
