event_id,market_cluster_id,response_episode_id,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741197065500_3172,1453,381,0.000435,0.00017,118412,11072,1741197071204.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741197065500_3173,1453,381,0.00068,0.00022,48071,11216,1741197071175.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741197065750_3174,1453,381,0.00067,0.00023,47821,10966,1741197070868.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197082250_3175,1454,381,0.033,0.079,42283,106861,1741197093557.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197357250_3176,1455,382,0.089,0.0055,43855,2738,1741197357662.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741197357500_3177,1455,382,0.09,0.0045,43605,2488,1741197357913.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741197357750_3178,1455,382,0.091,0.0035,43355,2238,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197361000_3179,1456,382,0.058,0.0315,40105,82717,1741197368360.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741197361250_3180,1456,382,0.0605,0.029,39855,82467,1741197368360.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741197361500_3181,1456,382,0.0605,0.029,39605,82217,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741197363500_3182,1457,382,0.00022,0.000325,28815,115077,1741197448054.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741197363750_3183,1457,382,0.0002,0.000345,28565,114827,1741197448054.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w1000_1741197364000_3184,1457,382,0.000205,0.00034,28315,114577,1741197452563.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w1000_1741197364250_3185,1457,382,0.000205,0.00034,28065,114327,1741197448054.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197369500_3186,1458,382,0.0455,0.0515,31605,116999,1741197370123.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741197369750_3187,1458,382,0.0455,0.0515,31355,116749,1741197370123.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741197371750_3188,1459,382,1e-05,0.00091,1370,103474,1741197373973.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197383500_3189,1460,382,0.0415,0.0705,17605,120365,1741197385478.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197383750_3190,1460,382,0.0455,0.0665,17355,120115,1741197384297.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197400000_3191,1461,382,0.002,0.129,1105,110521,1741197402332.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741197400250_3192,1461,382,0.0025,0.1285,855,110271,1741197402332.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741197400500_3193,1461,382,0.0035,0.1275,605,110021,1741197407438.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741197404500_3194,1462,382,4e-05,0.00075,14320,110169,1741197406396.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741197447750_3196,1463,382,0.0195,0.1065,13082,117639,1741197448211.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197447500_3195,1463,382,0.019,0.107,13332,117889,1741197447925.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741197458250_3198,1464,382,0.0055,0.1205,2582,107139,1741197462707.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197458000_3197,1464,382,0.006,0.12,2832,107389,1741197462707.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741197756500_3199,1465,383,0.0,0.00112,0,119458,1741197757055.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741197756750_3201,1465,383,5e-06,0.00054,12950,112509,1741197757187.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w500_1741197756750_3200,1465,383,0.0,0.00112,0,119208,1741197757055.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741197761000_3202,1466,383,0.00041,0.000135,108259,8700,1741197761242.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741197928000_3203,1467,384,0.00012,7.5e-05,116516,36834,1741197929321.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741197933000_3204,1468,384,0.085,0.001,93478,1018,1741197934018.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741197933250_3205,1468,384,0.085,0.001,93228,768,1741197934018.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741198253000_3206,1469,385,0.00099,5.5e-05,113652,366,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741198253250_3207,1469,385,0.001045,0.0,113402,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198282000_3208,1470,385,0.0125,0.0815,31268,83940,1741198282523.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741198282250_3209,1470,385,0.0165,0.0775,31018,83690,1741198287982.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741198309750_3210,1471,385,0.002,0.106,3518,97930,1741198316231.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741198418000_3211,1472,385,0.026,0.059,102587,15442,1741198419934.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741198433250_3212,1473,385,0.0,0.085,0,87337,1741198443652.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741198460250_3213,1474,385,0.00031,0.00021,35252,69933,1741198461357.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198485250_3214,1475,385,0.011,0.037,4561,83070,1741198497690.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741198485500_3215,1475,385,0.005,0.043,4311,82820,1741198497690.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741198485750_3216,1475,385,0.005,0.043,4061,82570,1741198519263.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741198502250_3218,1476,385,0.000185,0.000275,27933,68969,1741198521395.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741198502500_3219,1476,385,0.000135,0.000325,27683,68719,1741198521395.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741198502250_3217,1476,385,0.0,0.000285,0,121120,1741198503412.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198530500_3220,1477,385,0.0335,0.0415,98078,37820,1741198542278.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198530750_3221,1477,385,0.034,0.041,97828,37570,1741198531076.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741198531000_3222,1477,385,0.0345,0.0405,97578,37320,1741198531854.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741198531250_3223,1477,385,0.034,0.041,97328,37070,1741198542278.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741198567750_3224,1478,385,0.000205,0.000235,66309,117640,1741198581730.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198682500_3225,1479,385,0.0415,0.0185,51385,4132,1741198684570.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741198710500_3226,1480,385,2e-05,0.0007,18684,96000,1741198712395.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741198755500_3227,1481,385,0.000685,0.0,44115,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198836250_3228,1482,385,0.0595,0.0185,59057,94132,1741198837303.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741198861500_3229,1483,385,0.00019,0.00012,84695,39122,1741198863743.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198902000_3230,1484,385,0.0845,0.0185,98860,69084,1741198945402.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741198932750_3231,1485,385,0.000235,0.00011,72651,6315,1741198933152.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741198988750_3232,1486,385,0.1055,0.0,69596,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741198989000_3233,1486,385,0.097,0.0,69346,0,,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741199187250_3234,1487,386,0.028,0.046,8329,34837,1741199215152.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741199187500_3235,1487,386,0.0275,0.0465,8079,34587,1741199209324.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741199405250_3236,1488,387,0.0015,0.066,32410,119802,1741199409049.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741199405500_3237,1488,387,0.006,0.067,32160,120494,1741199405818.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741199405750_3238,1488,387,0.0035,0.0695,31910,120244,1741199470420.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741199406000_3239,1488,387,0.005,0.068,31660,119994,1741199409049.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741199419500_3240,1489,387,0.00028,9.5e-05,58071,1052,1741199419748.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741199419750_3241,1489,387,0.00037,5e-06,57821,802,1741199420552.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741199537500_3242,1490,387,2e-05,0.00025,7313,66738,1741199556557.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741199564750_3243,1491,387,0.045,0.062,25793,113753,1741199612642.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741199680250_3244,1492,387,0.024,0.051,83319,34581,1741199706324.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741199680500_3245,1492,387,0.0245,0.0505,83069,34331,1741199682388.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741199840000_3246,1493,388,0.0,0.000775,0,115881,1741199840616.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741199857000_3247,1494,388,0.0045,0.029,23275,13022,1741199857366.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741200359750_3248,1495,389,0.027,0.027,107592,66706,1741200360239.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741200366000_3249,1496,389,0.00033,0.00028,28522,119520,1741200443787.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741200418500_3250,1497,389,0.007,0.055,7956,113284,1741200418787.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741200418750_3251,1497,389,0.0135,0.0485,7706,113034,1741200419026.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741200430250_3252,1498,389,0.0355,0.0265,118368,16618,1741200430807.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741200580000_3253,1499,390,0.033,0.117,12480,90711,1741200580435.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741200601000_3254,1500,390,0.00019,0.00022,6600,98130,1741200628874.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741200601250_3257,1500,390,5.5e-05,0.000195,6428,106691,1741200622986.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741200601250_3258,1500,390,0.00017,0.00024,6350,97880,1741200602062.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741200601250_3255,1500,390,2e-05,0.0003,613,48739,1741200602301.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741200601250_3256,1500,390,0.00016,0.0002,114149,50682,1741200604160.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741200601500_3259,1500,390,0.000155,0.000205,113899,50432,1741200604160.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741200688750_3260,1501,390,0.00039,0.0,104822,0,1741200690508.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741200860000_3261,1502,391,0.024,0.0395,110757,92359,1741200860438.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741200878500_3262,1503,391,0.00023,0.00016,27880,88127,1741200939239.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741200882000_3263,1504,391,0.00027,5e-06,30317,656,1741200882443.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741200882250_3264,1504,391,0.000265,1e-05,30067,406,1741200882656.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741201031500_3265,1505,392,0.406,0.0065,113300,2200,1741201033012.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741201070250_3266,1506,392,0.0005,0.001705,1457,70813,1741201074984.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741201070500_3268,1506,392,0.221,0.072,74300,4874,1741201075073.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741201070500_3267,1506,392,0.00014,0.002065,1207,70563,1741201074261.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741201070750_3274,1506,392,0.0001,0.002105,957,70313,1741201073480.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741201070750_3275,1506,392,0.232,0.061,74050,4624,1741201072927.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741201071000_3282,1506,392,0.241,0.052,73800,4374,1741201072927.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741201071000_3286,1506,392,0.000155,0.00205,707,70063,1741201072676.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741201071250_3287,1506,392,0.000155,0.00205,457,69813,1741201071944.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741201070500_3271,1506,392,3e-05,0.00232,504,70321,1741201075223.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1741201070500_3269,1506,392,9e-05,0.00147,458,5904,1741201075374.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741201070750_3273,1506,392,0.0,0.00156,0,5654,1741201073430.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741201071250_3288,1506,392,0.249,0.044,73550,4124,1741201071684.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741201070750_3272,1506,392,0.00111,0.00364,1106,98274,1741201074280.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741201070500_3270,1506,392,0.000145,0.00186,1338,107924,1741201074066.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741201070750_3278,1506,392,1e-05,0.001995,1088,107674,1741201074066.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741201070750_3276,1506,392,0.0,0.00235,0,70071,1741201072483.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741201071000_3277,1506,392,0.0,0.00235,0,69821,1741201072483.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741201071250_3283,1506,392,5e-05,0.00227,509,69571,1741201071528.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741201071500_3292,1506,392,0.2635,0.0295,73300,3874,1741201072927.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741201071000_3281,1506,392,3e-05,0.00152,686,5404,1741201072659.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741201071250_3285,1506,392,0.0002,0.00135,436,5154,1741201071921.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741201071500_3294,1506,392,0.0,0.002205,0,69563,1741201073480.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741201071750_3299,1506,392,0.262,0.031,73050,3624,1741201072658.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741201071000_3279,1506,392,1e-05,0.001995,838,107424,1741201073694.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741201071500_3293,1506,392,0.0,0.00155,0,4904,1741201071921.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1741201071750_3300,1506,392,0.0,0.001465,0,4654,1741201072659.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1741201071500_3290,1506,392,6.5e-05,0.002255,259,69321,1741201072483.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741201071000_3280,1506,392,0.00075,0.004,856,98024,1741201073562.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741201071250_3284,1506,392,0.00075,0.004,606,97774,1741201073333.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w1000_1741201071750_3301,1506,392,0.0,0.001965,0,69313,1741201072676.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w500_1741201071250_3289,1506,392,4.5e-05,0.00196,588,107174,1741201073694.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741201071500_3296,1506,392,0.0,0.002005,0,106924,1741201072615.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w1000_1741201071750_3297,1506,392,0.0,0.002005,0,106674,1741201073694.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741201072000_3303,1506,392,0.05,0.243,3374,72800,1741201072404.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741201072250_3308,1506,392,0.0445,0.2485,3124,72550,1741201076922.0,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1741201072000_3304,1506,392,0.0,0.001395,0,4404,1741201072404.0,DISCOVERY
