partition,symbol,server_hour,horizon_ms,events,valid,mean_continuation,median_continuation,mean_absolute,mean_spread
DISCOVERY,AUDUSD,2,1000,16,16,-1.7860570125e-05,-1.1922132e-05,2.4787345875e-05,0.00022625
DISCOVERY,AUDUSD,2,2000,16,16,-1.23987508125e-05,-1.19173495e-05,3.71821386875e-05,0.000229375
DISCOVERY,AUDUSD,2,3000,16,16,-1.24031061875e-05,-1.9921827e-05,4.01564543125e-05,0.000226875
DISCOVERY,AUDUSD,2,5000,16,16,-7.4848773124999984e-06,-1.1933947e-05,4.50962805625e-05,0.000228125
DISCOVERY,AUDUSD,2,10000,16,16,-1.99480574375e-05,-1.18967205e-05,7.74178596875e-05,0.0002275
DISCOVERY,AUDUSD,2,15000,16,16,-1.99563245625e-05,-1.9782418e-05,8.23665984375e-05,0.0002225
DISCOVERY,AUDUSD,2,30000,16,16,-2.0848466874999997e-06,-7.925221e-06,0.0001032062066875,0.00022
DISCOVERY,AUDUSD,2,60000,16,16,1.1301460437499996e-05,-5.55895505e-05,0.0001502209626875,0.000218125
DISCOVERY,AUDUSD,2,120000,16,16,-7.363378675e-05,-4.75903735e-05,0.000195415635625,0.000225
DISCOVERY,AUDUSD,3,250,83,83,8.633496626506029e-07,7.882923e-06,3.831104014457831e-05,0.000258313253012
DISCOVERY,AUDUSD,3,500,83,83,3.138868024096386e-06,7.883731e-06,4.724830539759036e-05,0.0002559036144578
DISCOVERY,AUDUSD,3,1000,83,83,4.002718759036144e-06,7.885285e-06,6.786041569879517e-05,0.0002538554216867
DISCOVERY,AUDUSD,3,2000,83,83,-6.632735301204817e-06,1.5786815e-05,0.0001035820223373,0.0002533734939759
DISCOVERY,AUDUSD,3,3000,83,83,-9.4311743373494e-07,7.883731e-06,0.0001486184415542,0.0002521686746987
DISCOVERY,AUDUSD,3,5000,83,83,1.1897221361445783e-05,7.887026e-06,0.0002011622313855,0.0002462650602409
DISCOVERY,AUDUSD,3,10000,83,83,6.723976216867473e-06,1.5725867e-05,0.0003303730995903,0.0002416867469879
DISCOVERY,AUDUSD,3,15000,83,83,4.080569880722891e-05,1.593067e-05,0.0003422715408554,0.000237469879518
DISCOVERY,AUDUSD,3,30000,83,83,2.700956309638554e-05,3.9418032e-05,0.0004517113702289,0.0002306024096385
DISCOVERY,AUDUSD,3,60000,83,83,0.0001669885828433,1.5859045e-05,0.0008538511428674,0.0002296385542168
DISCOVERY,AUDUSD,3,120000,83,83,5.062491807228916e-05,0.000117950029,0.0007027222217108,0.0002275903614457
DISCOVERY,AUDUSD,4,250,52,52,4.572109423076927e-07,-3.9426115e-06,2.024937917307692e-05,0.0002223076923076
DISCOVERY,AUDUSD,4,500,52,52,-1.515246442307692e-06,-3.9426115e-06,2.313628028846154e-05,0.0002225
DISCOVERY,AUDUSD,4,1000,52,52,-4.4165037692307695e-06,-0.0,2.63276165e-05,0.0002215384615384
DISCOVERY,AUDUSD,4,2000,52,52,-5.493647134615385e-06,-0.0,3.6511732250000005e-05,0.0002205769230769
DISCOVERY,AUDUSD,4,3000,52,52,8.235585980769231e-06,0.0,4.020341955769231e-05,0.0002205769230769
DISCOVERY,AUDUSD,4,5000,52,52,1.874457340384616e-05,7.913615e-06,6.320325290384615e-05,0.000221923076923
DISCOVERY,AUDUSD,4,10000,52,52,7.24342325e-06,1.5787628e-05,6.525965025e-05,0.0002221153846153
DISCOVERY,AUDUSD,4,15000,52,52,1.806956371153846e-05,7.891881500000001e-06,8.421313490384615e-05,0.0002196153846153
DISCOVERY,AUDUSD,4,30000,52,52,2.5558247596153844e-05,3.947436e-06,0.0001125384065192,0.0002221153846153
DISCOVERY,AUDUSD,4,60000,52,52,2.2555311942307688e-05,-7.934333500000001e-06,0.0001656524075576,0.0002184615384615
DISCOVERY,AUDUSD,4,120000,52,52,4.286833194230769e-05,-1.18858505e-05,0.0002750835443653,0.0002203846153846
DISCOVERY,AUDUSD,5,250,21,21,-4.556949809523809e-06,-7.896119e-06,1.8146228095238097e-05,0.0002247619047619
DISCOVERY,AUDUSD,5,500,21,21,-4.936314e-06,-7.834995e-06,1.625537438095238e-05,0.0002233333333333
DISCOVERY,AUDUSD,5,1000,21,21,-1.0987549047619047e-05,-7.889889e-06,2.684561266666667e-05,0.0002233333333333
DISCOVERY,AUDUSD,5,2000,21,21,-4.5527034285714285e-06,-7.834995e-06,3.0239198380952375e-05,0.0002238095238095
DISCOVERY,AUDUSD,5,3000,21,21,7.355872380952377e-07,-0.0,3.551116933333333e-05,0.0002219047619047
DISCOVERY,AUDUSD,5,5000,21,21,3.763833047619048e-06,7.889826e-06,3.852393676190477e-05,0.0002219047619047
DISCOVERY,AUDUSD,5,10000,21,21,-2.2636146190476206e-06,-7.956431e-06,7.474399195238095e-05,0.0002238095238095
DISCOVERY,AUDUSD,5,15000,21,21,3.0357490000000003e-06,7.88628e-06,8.982696833333333e-05,0.0002190476190476
DISCOVERY,AUDUSD,5,30000,21,21,2.0435819190476192e-05,-3.9579037e-05,0.0001336783348095,0.0002228571428571
DISCOVERY,AUDUSD,5,60000,21,21,2.0453566619047616e-05,-1.590938e-05,0.0001964589177619,0.0002190476190476
DISCOVERY,AUDUSD,5,120000,21,21,6.401880152380953e-05,4.7011259e-05,0.0002521207655238,0.0002223809523809
DISCOVERY,AUDUSD,6,250,24,24,-6.409881666666671e-07,-1.186403e-05,3.382583025e-05,0.0002170833333333
DISCOVERY,AUDUSD,6,500,24,24,3.3435627499999994e-06,-1.1841252e-05,4.2462317833333336e-05,0.0002179166666666
DISCOVERY,AUDUSD,6,1000,24,24,1.8960448375e-05,-7.9689535e-06,5.6731561625e-05,0.0002175
DISCOVERY,AUDUSD,6,2000,24,24,1.3339147083333337e-05,-1.1865833e-05,0.000110817684,0.0002170833333333
DISCOVERY,AUDUSD,6,3000,24,24,8.352223625e-06,0.0,0.000105843083375,0.00022
DISCOVERY,AUDUSD,6,5000,24,24,-2.8148851416666667e-05,-1.576815e-05,0.0001483359214166,0.0002158333333333
DISCOVERY,AUDUSD,6,10000,24,24,-1.191375e-05,1.98951655e-05,0.0001386483621666,0.0002179166666666
DISCOVERY,AUDUSD,6,15000,24,24,2.6239729875e-05,1.59221435e-05,0.0002094013982083,0.0002166666666666
DISCOVERY,AUDUSD,6,30000,24,24,1.586294354166666e-05,3.96964965e-05,0.000298705694375,0.0002154166666666
DISCOVERY,AUDUSD,6,60000,24,24,-1.0002576125e-05,2.7693687e-05,0.0003743253415416,0.0002179166666666
DISCOVERY,AUDUSD,6,120000,24,24,-5.213347791666667e-05,-6.72831745e-05,0.0003120330211666,0.0002166666666666
DISCOVERY,AUDUSD,7,250,11,11,-4.303652454545455e-06,-7.87932e-06,1.2946104272727273e-05,0.0002236363636363
DISCOVERY,AUDUSD,7,500,11,11,-8.622980363636364e-06,-7.87932e-06,1.4381489272727271e-05,0.0002218181818181
DISCOVERY,AUDUSD,7,1000,11,11,-2.0110939e-05,-7.87932e-06,2.0110939e-05,0.0002254545454545
DISCOVERY,AUDUSD,7,2000,11,11,-2.0813758909090907e-05,-2.3897242e-05,3.232999527272727e-05,0.0002227272727272
DISCOVERY,AUDUSD,7,3000,11,11,-2.512540109090909e-05,-2.3897242e-05,3.664163745454546e-05,0.0002245454545454
DISCOVERY,AUDUSD,7,5000,11,11,-1.8699928545454544e-05,-3.9397223e-05,4.1712889454545454e-05,0.0002236363636363
DISCOVERY,AUDUSD,7,10000,11,11,4.310356781818181e-05,7.968032e-06,7.616046854545454e-05,0.0002163636363636
DISCOVERY,AUDUSD,7,15000,11,11,3.8118911e-05,2.3887537e-05,5.968071372727273e-05,0.0002190909090909
DISCOVERY,AUDUSD,7,30000,11,11,6.538007463636363e-05,2.3637588e-05,8.696887463636363e-05,0.000220909090909
DISCOVERY,AUDUSD,7,60000,11,11,4.606911709090909e-05,8.6950679e-05,0.0001510398034545,0.00022
DISCOVERY,AUDUSD,7,120000,11,11,0.0001408161854545,3.939567e-05,0.000237463754909,0.00022
DISCOVERY,AUDUSD,8,250,69,69,5.76132484057971e-06,7.843722e-06,2.0250759130434784e-05,0.0002191304347826
DISCOVERY,AUDUSD,8,500,69,69,5.2980826956521744e-06,0.0,2.094007168115942e-05,0.000219420289855
DISCOVERY,AUDUSD,8,1000,69,69,4.486303855072464e-06,0.0,2.197938492753623e-05,0.0002201449275362
DISCOVERY,AUDUSD,8,2000,69,69,2.554178492753623e-06,7.921388e-06,2.3698297478260872e-05,0.0002220289855072
DISCOVERY,AUDUSD,8,3000,69,69,1.9774702318840583e-06,7.918189e-06,2.840758292753624e-05,0.0002221739130434
DISCOVERY,AUDUSD,8,5000,69,69,8.622558420289855e-06,7.977758e-06,3.761629685507247e-05,0.0002224637681159
DISCOVERY,AUDUSD,8,10000,69,69,8.064916956521739e-06,0.0,5.621787272463768e-05,0.0002234782608695
DISCOVERY,AUDUSD,8,15000,69,69,2.2208202666666667e-05,3.1374518e-05,7.358126260869565e-05,0.0002224637681159
DISCOVERY,AUDUSD,8,30000,69,69,3.9359795608695645e-05,3.1563166e-05,0.0001235155582753,0.0002205797101449
DISCOVERY,AUDUSD,8,60000,69,69,4.895799605797101e-05,3.963834e-05,0.0001466430406666,0.0002184057971014
DISCOVERY,AUDUSD,8,120000,69,69,5.313861066666666e-05,4.7344375e-05,0.0001632532490144,0.0002186956521739
DISCOVERY,AUDUSD,9,250,128,128,-1.290986e-06,-7.899986e-06,1.780644234375e-05,0.000219765625
DISCOVERY,AUDUSD,9,500,128,128,-2.4189041875e-06,-7.884632e-06,1.8550917125e-05,0.000219609375
DISCOVERY,AUDUSD,9,1000,128,128,-6.0978909453125e-06,-7.903578e-06,2.29782279140625e-05,0.000219375
DISCOVERY,AUDUSD,9,2000,128,128,-3.8608783515625e-06,-7.898146e-06,3.12970285234375e-05,0.00021921875
DISCOVERY,AUDUSD,9,3000,128,128,-2.93481509375e-06,-7.9499605e-06,3.594019965625e-05,0.000219921875
DISCOVERY,AUDUSD,9,5000,128,128,-6.9057284140625e-06,-1.57482865e-05,4.88626945234375e-05,0.000218359375
DISCOVERY,AUDUSD,9,10000,128,128,-1.0958992890625e-05,-7.9056735e-06,8.186569453124999e-05,0.00021796875
DISCOVERY,AUDUSD,9,15000,128,128,-1.9680071171875013e-06,0.0,9.33200043984375e-05,0.000217578125
DISCOVERY,AUDUSD,9,30000,128,128,6.084842531249999e-06,-3.923307e-06,0.000138122842375,0.0002184375
DISCOVERY,AUDUSD,9,60000,128,128,-1.1037843359375e-05,-1.5945276e-05,0.0001859996433281,0.00021796875
DISCOVERY,AUDUSD,9,120000,128,128,-4.90264068125e-05,-7.158015150000001e-05,0.0002416113400937,0.00021953125
DISCOVERY,AUDUSD,10,250,245,245,2.522186571428573e-07,-7.881308e-06,1.886286192244898e-05,0.0002185306122448
DISCOVERY,AUDUSD,10,500,245,245,1.4430844530612246e-06,0.0,2.103250526122449e-05,0.0002177551020408
DISCOVERY,AUDUSD,10,1000,245,245,2.245096204081633e-06,-0.0,2.707196724081633e-05,0.0002175510204081
DISCOVERY,AUDUSD,10,2000,245,245,2.991646383673469e-06,-0.0,3.447702191020408e-05,0.0002181632653061
DISCOVERY,AUDUSD,10,3000,245,245,8.368209473469388e-06,-0.0,4.5281270640816326e-05,0.0002179591836734
DISCOVERY,AUDUSD,10,5000,245,245,1.6695318028571426e-05,7.896243e-06,5.813228155510204e-05,0.0002183673469387
DISCOVERY,AUDUSD,10,10000,245,245,3.084559541632653e-05,1.5788809e-05,9.112906393061224e-05,0.0002180408163265
DISCOVERY,AUDUSD,10,15000,245,245,2.9201618440816326e-05,7.915494e-06,0.0001071842681306,0.0002182857142857
DISCOVERY,AUDUSD,10,30000,245,245,4.7176118885714285e-05,1.5913178e-05,0.0001487346478489,0.0002165306122448
DISCOVERY,AUDUSD,10,60000,245,245,5.359250246530612e-05,5.5617132e-05,0.0001929577671183,0.0002184489795918
DISCOVERY,AUDUSD,10,120000,245,245,3.993944073061224e-05,3.9672936e-05,0.0002659823092122,0.0002186122448979
DISCOVERY,AUDUSD,11,250,162,162,-2.5860308209876543e-06,-7.8883325e-06,2.13778217962963e-05,0.0002198765432098
DISCOVERY,AUDUSD,11,500,162,162,-3.5101207469135807e-06,-0.0,2.475082231481481e-05,0.0002199382716049
DISCOVERY,AUDUSD,11,1000,162,162,-2.8211094074074075e-06,0.0,3.484083249382716e-05,0.0002194444444444
DISCOVERY,AUDUSD,11,2000,162,162,4.866872561728396e-06,0.0,4.8110313919753085e-05,0.0002191358024691
DISCOVERY,AUDUSD,11,3000,162,162,8.896493395061734e-07,-7.888146e-06,5.589679861111111e-05,0.0002187037037037
DISCOVERY,AUDUSD,11,5000,162,162,7.316648265432099e-06,-0.0,6.455508768518518e-05,0.0002188888888888
DISCOVERY,AUDUSD,11,10000,162,162,1.7911097759259257e-05,0.0,8.749301522839507e-05,0.000219074074074
DISCOVERY,AUDUSD,11,15000,162,162,1.637658227160494e-05,7.9005485e-06,0.0001005495111234,0.0002202469135802
DISCOVERY,AUDUSD,11,30000,162,162,2.164393690740741e-05,1.5903563e-05,0.0001220197900308,0.0002186419753086
DISCOVERY,AUDUSD,11,60000,162,162,1.804584010493827e-05,1.1852752e-05,0.0001436763441543,0.0002194444444444
DISCOVERY,AUDUSD,11,120000,162,162,-2.5055611191358025e-05,3.95687e-06,0.0002519489912283,0.0002174691358024
DISCOVERY,AUDUSD,12,250,6,6,-1.3207076666666668e-05,-1.5884111000000003e-05,2.1144309666666668e-05,0.0002216666666666
DISCOVERY,AUDUSD,12,500,6,6,-1.8499898666666663e-05,-2.3823612e-05,2.114448833333333e-05,0.0002216666666666
DISCOVERY,AUDUSD,12,1000,6,6,-1.8497008833333336e-05,-2.3733182000000003e-05,2.11415985e-05,0.0002183333333333
DISCOVERY,AUDUSD,12,2000,6,6,-3.8347496833333335e-05,-3.56546355e-05,4.09920865e-05,0.00022
DISCOVERY,AUDUSD,12,3000,6,6,-5.554515066666667e-05,-3.96263095e-05,5.819097866666667e-05,0.000225
DISCOVERY,AUDUSD,12,5000,6,6,-3.3055279666666664e-05,-2.37473555e-05,4.0992827e-05,0.00022
DISCOVERY,AUDUSD,12,10000,6,6,-3.969445716666667e-05,-1.983395e-05,4.497505016666667e-05,0.000215
DISCOVERY,AUDUSD,12,15000,6,6,-3.4398169e-05,-2.77803135e-05,4.233859733333333e-05,0.0002283333333333
DISCOVERY,AUDUSD,12,30000,6,6,-9.790694833333334e-05,-9.9226431e-05,0.0001137627903333,0.0002183333333333
DISCOVERY,AUDUSD,12,60000,6,6,1.1970357500000002e-05,-7.936348e-06,6.209876783333333e-05,0.00022
DISCOVERY,AUDUSD,12,120000,6,6,0.0001310134303333,0.0001429691115,0.0001389113576666,0.00022
DISCOVERY,AUDUSD,13,250,13,13,-2.2621195846153848e-05,-7.961118e-06,2.629604553846154e-05,0.0002230769230769
DISCOVERY,AUDUSD,13,500,13,13,-2.3829542230769228e-05,-7.961118e-06,2.872921823076923e-05,0.0002230769230769
DISCOVERY,AUDUSD,13,1000,13,13,-2.4449723153846157e-05,-7.961118e-06,3.057421576923077e-05,0.0002207692307692
DISCOVERY,AUDUSD,13,2000,13,13,-1.2393602307692303e-06,-7.903795e-06,2.568260007692308e-05,0.0002207692307692
DISCOVERY,AUDUSD,13,3000,13,13,-5.521219076923078e-06,0.0,2.2641899846153847e-05,0.0002215384615384
DISCOVERY,AUDUSD,13,5000,13,13,1.2377726153846138e-06,-2.3879552e-05,5.874004030769231e-05,0.0002223076923076
DISCOVERY,AUDUSD,13,10000,13,13,-1.888219823076923e-05,-7.962322e-06,7.031489592307692e-05,0.00022
DISCOVERY,AUDUSD,13,15000,13,13,-2.498987730769231e-05,-2.3714946e-05,9.234436084615386e-05,0.00022
DISCOVERY,AUDUSD,13,30000,13,13,-7.084201392307694e-05,-5.5325253e-05,0.0001345237253076,0.0002161538461538
DISCOVERY,AUDUSD,13,60000,13,13,-4.4416154692307686e-05,-0.000111134044,0.000160742099,0.0002184615384615
DISCOVERY,AUDUSD,13,120000,13,13,-7.140907461538467e-06,2.3803573e-05,0.0001651092906923,0.0002161538461538
DISCOVERY,AUDUSD,14,250,52,52,-2.074232617307693e-05,-7.950453e-06,4.393146863461539e-05,0.0002196153846153
DISCOVERY,AUDUSD,14,500,52,52,-3.064252513461538e-05,-7.950453e-06,5.565831113461539e-05,0.0002201923076923
DISCOVERY,AUDUSD,14,1000,52,52,-3.8676812711538455e-05,-1.98020395e-05,7.469177267307692e-05,0.0002203846153846
DISCOVERY,AUDUSD,14,2000,52,52,-1.6913723788461537e-05,-1.19214935e-05,8.738995713461539e-05,0.000219423076923
DISCOVERY,AUDUSD,14,3000,52,52,-4.071281467307693e-05,-1.18312365e-05,9.259763551923078e-05,0.0002182692307692
DISCOVERY,AUDUSD,14,5000,52,52,-6.079813223076923e-05,-1.5898885e-05,0.0001032475039999,0.0002198076923076
DISCOVERY,AUDUSD,14,10000,52,52,-4.362581092307692e-05,-1.9735678e-05,0.0001003311878076,0.0002184615384615
DISCOVERY,AUDUSD,14,15000,52,52,-3.061005588461539e-05,-1.1932051e-05,0.0001126644225,0.000219423076923
DISCOVERY,AUDUSD,14,30000,52,52,3.939485403846154e-05,5.94141865e-05,0.0001844642118076,0.0002157692307692
DISCOVERY,AUDUSD,14,60000,52,52,4.678034496153846e-05,2.36139315e-05,0.0002450001090384,0.0002171153846153
DISCOVERY,AUDUSD,14,120000,52,52,1.5428899769230767e-05,7.55175685e-05,0.000243413398923,0.0002176923076923
DISCOVERY,AUDUSD,15,250,391,391,2.507140496163684e-06,-7.945999e-06,8.422003902813298e-05,0.0002804092071611
DISCOVERY,AUDUSD,15,500,391,391,-4.9097991713554985e-06,-7.888333e-06,0.0001232476117749,0.0002786956521739
DISCOVERY,AUDUSD,15,1000,391,391,-3.0158519309462916e-05,-1.5849996e-05,0.0001837531133759,0.0002793094629156
DISCOVERY,AUDUSD,15,2000,391,391,-4.976534962148337e-05,-7.960484e-06,0.0002697586946751,0.0002629923273657
DISCOVERY,AUDUSD,15,3000,391,391,-6.54576898337596e-05,-1.5892061e-05,0.0003063173691994,0.0002619948849104
DISCOVERY,AUDUSD,15,5000,391,391,-5.411912302046036e-05,-3.155246e-05,0.0003309975245294,0.0002571355498721
DISCOVERY,AUDUSD,15,10000,391,391,-0.0001142638006879,-1.5919258e-05,0.0004400597940895,0.0002501790281329
DISCOVERY,AUDUSD,15,15000,391,391,-0.0001053742246828,-4.732869e-05,0.0004496418625191,0.0002459335038363
DISCOVERY,AUDUSD,15,30000,391,391,-0.0001483486434117,-6.3661828e-05,0.0004960904237391,0.0002356777493606
DISCOVERY,AUDUSD,15,60000,391,391,-0.0001710291388823,-0.00010340727,0.0006907168192148,0.000232378516624
DISCOVERY,AUDUSD,15,120000,391,391,-0.0002438440589641,-0.000127160739,0.0008207129213324,0.0002284143222506
DISCOVERY,AUDUSD,16,250,96,96,-1.487992346875e-05,-7.954722e-06,3.204998661458334e-05,0.0002184375
DISCOVERY,AUDUSD,16,500,96,96,-2.445336836458333e-05,-7.949887000000001e-06,4.262500359375e-05,0.0002188541666666
DISCOVERY,AUDUSD,16,1000,96,96,-4.6124228479166665e-05,-8.0008745e-06,6.280046218749999e-05,0.0002184375
DISCOVERY,AUDUSD,16,2000,96,96,-5.820967102083333e-05,-2.36927885e-05,7.851350370833333e-05,0.0002173958333333
DISCOVERY,AUDUSD,16,3000,96,96,-5.55138998125e-05,-2.38209155e-05,7.584442433333334e-05,0.0002167708333333
DISCOVERY,AUDUSD,16,5000,96,96,-6.9515650375e-05,-3.5714446499999995e-05,9.24679563125e-05,0.0002166666666666
DISCOVERY,AUDUSD,16,10000,96,96,-6.136334066666667e-05,-4.74527855e-05,0.0001177715767083,0.0002195833333333
DISCOVERY,AUDUSD,16,15000,96,96,-5.935359155208333e-05,-3.5556033e-05,0.0001589559540937,0.0002190625
DISCOVERY,AUDUSD,16,30000,96,96,-4.07238958125e-05,-7.904048e-06,0.0002124660961458,0.0002175
DISCOVERY,AUDUSD,16,60000,96,96,-6.095838888541667e-05,-6.33015435e-05,0.000273170103802,0.00021625
DISCOVERY,AUDUSD,16,120000,96,96,-6.065346927083333e-05,-7.907138550000001e-05,0.0003459425795208,0.0002160416666666
DISCOVERY,AUDUSD,17,250,229,229,-9.03523955021834e-06,-7.910548e-06,4.837687602183407e-05,0.0002297816593886
DISCOVERY,AUDUSD,17,500,229,229,-1.992076865502184e-05,0.0,6.536351791266376e-05,0.00023
DISCOVERY,AUDUSD,17,1000,229,229,-5.381799141921398e-05,-7.960548e-06,0.0001074776563886,0.0002299563318777
DISCOVERY,AUDUSD,17,2000,229,229,-7.850670732751092e-05,-1.590609e-05,0.0001436088586113,0.0002297816593886
DISCOVERY,AUDUSD,17,3000,229,229,-6.309625730131005e-05,-2.376906e-05,0.0001542338874323,0.0002290829694323
DISCOVERY,AUDUSD,17,5000,229,229,-6.15762465021834e-05,-2.3756073e-05,0.0001727882992707,0.0002281222707423
DISCOVERY,AUDUSD,17,10000,229,229,-5.25888347161572e-05,-3.9563692e-05,0.0002348781714847,0.0002266812227074
DISCOVERY,AUDUSD,17,15000,229,229,-7.068237940174673e-05,-3.9874793e-05,0.0002717513781091,0.0002251528384279
DISCOVERY,AUDUSD,17,30000,229,229,-6.583238410917031e-05,-1.5835062e-05,0.0003493907726943,0.0002233624454148
DISCOVERY,AUDUSD,17,60000,229,229,-6.505808533187774e-05,-2.3621954e-05,0.0005106767502227,0.0002242358078602
DISCOVERY,AUDUSD,17,120000,229,229,-8.493626055895197e-05,-0.00011010704,0.0006299064347772,0.0002203930131004
DISCOVERY,AUDUSD,18,250,163,163,4.574660441717791e-06,-7.922267e-06,7.577548472392639e-05,0.0002192638036809
DISCOVERY,AUDUSD,18,500,163,163,1.0263396883435582e-05,7.920071e-06,9.88883159018405e-05,0.0002201226993865
DISCOVERY,AUDUSD,18,1000,163,163,1.710034290184049e-05,-7.925406e-06,0.0001421643457607,0.0002188343558282
DISCOVERY,AUDUSD,18,2000,163,163,2.3402465779141104e-05,-8.05779e-06,0.0002288312829815,0.0002174846625766
DISCOVERY,AUDUSD,18,3000,163,163,-8.521946791411043e-06,-1.59327e-05,0.0002668335846687,0.0002187116564417
DISCOVERY,AUDUSD,18,5000,163,163,-6.884038895705522e-05,-1.5845098e-05,0.000299801457546,0.0002192638036809
DISCOVERY,AUDUSD,18,10000,163,163,-0.0001081252206012,-4.7736115e-05,0.0002974245764785,0.0002219018404907
DISCOVERY,AUDUSD,18,15000,163,163,-8.94078070797546e-05,-4.7736115e-05,0.0003122591716196,0.0002198159509202
DISCOVERY,AUDUSD,18,30000,163,163,-0.0001098103386012,-9.5325098e-05,0.0003603544176687,0.0002182208588957
DISCOVERY,AUDUSD,18,60000,163,163,-0.0001413659635337,-0.000119154953,0.0003846007526625,0.0002193251533742
DISCOVERY,AUDUSD,18,120000,163,163,-0.0001619220383496,-0.000103017216,0.0004198780921042,0.0002204294478527
DISCOVERY,AUDUSD,19,250,68,68,-2.169346867647058e-06,-8.046994500000001e-06,4.7818673573529406e-05,0.0002220588235294
DISCOVERY,AUDUSD,19,500,68,68,-1.0761197191176473e-05,-7.900443e-06,5.379963772058824e-05,0.0002222058823529
DISCOVERY,AUDUSD,19,1000,68,68,-1.701273942647059e-05,-1.1831987e-05,7.502234789705882e-05,0.0002197058823529
DISCOVERY,AUDUSD,19,2000,68,68,-2.969191573529412e-05,-1.5984541999999997e-05,7.977612402941177e-05,0.0002211764705882
DISCOVERY,AUDUSD,19,3000,68,68,4.574822308823528e-06,-0.0,9.970187525e-05,0.0002198529411764
DISCOVERY,AUDUSD,19,5000,68,68,-9.10706930882353e-06,-2.3833653e-05,0.0001239618235735,0.0002214705882352
DISCOVERY,AUDUSD,19,10000,68,68,-5.744388044117647e-05,-3.1691705e-05,0.000171101224147,0.0002219117647058
DISCOVERY,AUDUSD,19,15000,68,68,-7.221455663235293e-05,-5.95012305e-05,0.0002031313990147,0.0002219117647058
DISCOVERY,AUDUSD,19,30000,68,68,-5.992338988235295e-05,-6.3813402e-05,0.000207048106647,0.000220294117647
DISCOVERY,AUDUSD,19,60000,68,68,2.1110604705882355e-06,-4.4251817e-05,0.0002062473300294,0.00022
DISCOVERY,AUDUSD,19,120000,68,68,-5.3382632352945114e-08,-1.1652641e-05,0.000295724034397,0.0002207352941176
DISCOVERY,AUDUSD,20,250,54,54,-1.6438127907407408e-05,-1.5723518e-05,6.74315485e-05,0.0002187037037037
DISCOVERY,AUDUSD,20,500,54,54,-2.9171178925925927e-05,-1.5723518e-05,8.601400181481481e-05,0.0002188888888888
