action,model,fold,feature,importance,sign
CONTINUATION,ELASTIC_NET_LOGIT,2,f09,0.16274187193903958,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f10,-0.08768494861066044,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f11,0.00860944266779365,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f12,0.07779947487585073,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f13,-0.14678140213526988,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f14,-0.2043303702852113,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f15,-0.12745923629086756,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f16,0.032580402144752364,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f17,-0.39651611010923105,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f18,0.43794835624848455,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f19,-0.03849120276887091,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f20,0.08376478445365264,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f21,-0.018604491260248403,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f22,-0.026823772122648786,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f23,-0.07203134212702791,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f24,0.0437855163837786,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f25,0.08918079436532877,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f26,-1.5808170612327523,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f27,0.2036224989496928,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f28,0.5407525787616054,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f29,0.13233599528181075,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f30,0.012554833848795658,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f31,-0.005386556442844834,-1
CONTINUATION,ELASTIC_NET_LOGIT,2,f32,0.0,0
CONTINUATION,ELASTIC_NET_LOGIT,2,f33,0.21949599108890308,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f34,0.09987237519884257,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f35,0.04364735346752197,1
CONTINUATION,ELASTIC_NET_LOGIT,2,f36,-0.0768896248075257,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f01,0.0,0
CONTINUATION,ELASTIC_NET_LOGIT,3,f02,0.35451097265244724,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f03,-0.6107900369130767,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f04,0.03146566932072554,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f05,-0.002289101619569251,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f06,0.18023424981816427,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f07,0.07052671640805482,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f08,-0.05917000974477061,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f09,0.15019786922737688,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f10,-0.14178579990680604,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f11,0.12410260083939048,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f12,0.24229970530534023,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f13,-0.040922425762267976,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f14,-0.31104659606180113,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f15,-0.21798345656352278,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f16,-0.14646346182009382,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f17,-0.14088691426039415,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f18,0.24318278345899333,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f19,-0.0379059743796232,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f20,0.11659009552282622,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f21,-0.10676839129525383,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f22,-0.018465783038947775,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f23,-0.18776026030157483,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f24,0.07448137165271813,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f25,0.2026148242461713,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f26,-1.8978836153826795,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f27,0.13223040149606383,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f28,0.34694002503266147,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f29,0.07071923640250247,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f30,-0.12841832752819465,-1
CONTINUATION,ELASTIC_NET_LOGIT,3,f31,0.10588874652066603,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f32,0.0,0
CONTINUATION,ELASTIC_NET_LOGIT,3,f33,0.24515499217363282,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f34,0.04847650064623344,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f35,0.06884660754017806,1
CONTINUATION,ELASTIC_NET_LOGIT,3,f36,-0.1196534556528395,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f01,0.028759951913156903,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f02,0.28845958564604685,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f03,-0.2384601653429934,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f04,0.0,0
CONTINUATION,ELASTIC_NET_LOGIT,4,f05,0.0005758040476725005,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f06,0.23183492014310433,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f07,0.05110950818035515,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f08,-0.07962017187061483,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f09,0.12410746009570241,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f10,-0.09059904073932844,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f11,0.04875800624626635,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f12,0.1027178180513638,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f13,-0.0474774928344192,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f14,-0.2451400726572852,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f15,-0.3216188936752326,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f16,0.00560500215716056,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f17,-0.14516013553348903,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f18,0.0,0
CONTINUATION,ELASTIC_NET_LOGIT,4,f19,-0.04564362350599027,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f20,0.21267365435826407,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f21,-0.07821325397922482,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f22,-0.01950760983752323,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f23,0.02774321944569892,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f24,-0.09603209880536388,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f25,0.3326511789922928,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f26,-1.6100081184438542,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f27,0.08069554865568491,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f28,0.31043745031915704,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f29,0.05141317963159822,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f30,-0.05281321962560253,-1
CONTINUATION,ELASTIC_NET_LOGIT,4,f31,0.035345370003216595,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f32,0.0,0
CONTINUATION,ELASTIC_NET_LOGIT,4,f33,0.13882815927846887,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f34,0.03140490944057322,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f35,0.019368606343681188,1
CONTINUATION,ELASTIC_NET_LOGIT,4,f36,-0.1205976554125273,-1
CONTINUATION,SHALLOW_GB,0,f01,0.021356499647487343,1
CONTINUATION,SHALLOW_GB,0,f02,0.0,0
CONTINUATION,SHALLOW_GB,0,f03,0.0030978825260999806,1
CONTINUATION,SHALLOW_GB,0,f04,0.01839009822482794,1
CONTINUATION,SHALLOW_GB,0,f05,0.0,0
CONTINUATION,SHALLOW_GB,0,f06,0.0,0
CONTINUATION,SHALLOW_GB,0,f07,0.0,0
CONTINUATION,SHALLOW_GB,0,f08,0.0,0
CONTINUATION,SHALLOW_GB,0,f09,0.0,0
CONTINUATION,SHALLOW_GB,0,f10,0.0,0
CONTINUATION,SHALLOW_GB,0,f11,0.013273540466441847,1
CONTINUATION,SHALLOW_GB,0,f12,0.006531992980010621,1
CONTINUATION,SHALLOW_GB,0,f13,0.00944260350334593,1
CONTINUATION,SHALLOW_GB,0,f14,0.019980481460116314,1
CONTINUATION,SHALLOW_GB,0,f15,0.0,0
CONTINUATION,SHALLOW_GB,0,f16,0.04310142417309197,1
CONTINUATION,SHALLOW_GB,0,f17,0.010587022784554301,1
CONTINUATION,SHALLOW_GB,0,f18,0.10548125861139249,1
CONTINUATION,SHALLOW_GB,0,f19,0.010521546662320242,1
CONTINUATION,SHALLOW_GB,0,f20,0.0,0
CONTINUATION,SHALLOW_GB,0,f21,0.0423610799866039,1
CONTINUATION,SHALLOW_GB,0,f22,0.0033943482771973048,1
CONTINUATION,SHALLOW_GB,0,f23,0.037866569979120336,1
CONTINUATION,SHALLOW_GB,0,f24,0.003617487476443672,1
CONTINUATION,SHALLOW_GB,0,f25,0.0013725085666266498,1
CONTINUATION,SHALLOW_GB,0,f26,0.5292393790929996,1
CONTINUATION,SHALLOW_GB,0,f27,0.021726283655001812,1
CONTINUATION,SHALLOW_GB,0,f28,0.05306245669559713,1
CONTINUATION,SHALLOW_GB,0,f29,0.00759256781130099,1
CONTINUATION,SHALLOW_GB,0,f30,0.004745975443684811,1
CONTINUATION,SHALLOW_GB,0,f31,0.03325699197573483,1
CONTINUATION,SHALLOW_GB,0,f32,0.0,0
CONTINUATION,SHALLOW_GB,0,f33,0.0,0
CONTINUATION,SHALLOW_GB,0,f34,0.0,0
CONTINUATION,SHALLOW_GB,0,f35,0.0,0
CONTINUATION,SHALLOW_GB,0,f36,0.0,0
CONTINUATION,SHALLOW_GB,1,f01,0.012435074801274525,1
CONTINUATION,SHALLOW_GB,1,f02,0.0,0
CONTINUATION,SHALLOW_GB,1,f03,0.012031756517817802,1
CONTINUATION,SHALLOW_GB,1,f04,0.0,0
CONTINUATION,SHALLOW_GB,1,f05,0.0,0
CONTINUATION,SHALLOW_GB,1,f06,0.0,0
CONTINUATION,SHALLOW_GB,1,f07,0.0,0
CONTINUATION,SHALLOW_GB,1,f08,0.0,0
CONTINUATION,SHALLOW_GB,1,f09,0.0,0
CONTINUATION,SHALLOW_GB,1,f10,0.0,0
CONTINUATION,SHALLOW_GB,1,f11,0.014765030684057294,1
CONTINUATION,SHALLOW_GB,1,f12,0.0,0
CONTINUATION,SHALLOW_GB,1,f13,0.0033119928369266497,1
CONTINUATION,SHALLOW_GB,1,f14,0.008261707674891147,1
CONTINUATION,SHALLOW_GB,1,f15,0.006980987704980609,1
CONTINUATION,SHALLOW_GB,1,f16,0.026321016310820535,1
CONTINUATION,SHALLOW_GB,1,f17,0.0122432196354099,1
CONTINUATION,SHALLOW_GB,1,f18,0.01449911293007627,1
CONTINUATION,SHALLOW_GB,1,f19,0.024807121456489396,1
CONTINUATION,SHALLOW_GB,1,f20,0.010626625456274725,1
CONTINUATION,SHALLOW_GB,1,f21,0.07204019605623531,1
CONTINUATION,SHALLOW_GB,1,f22,0.01760912541788539,1
CONTINUATION,SHALLOW_GB,1,f23,0.0005808798899265664,1
CONTINUATION,SHALLOW_GB,1,f24,0.011699519098382466,1
CONTINUATION,SHALLOW_GB,1,f25,0.0315379921221245,1
CONTINUATION,SHALLOW_GB,1,f26,0.537655146980051,1
CONTINUATION,SHALLOW_GB,1,f27,0.03659423473285807,1
CONTINUATION,SHALLOW_GB,1,f28,0.13062816575490444,1
CONTINUATION,SHALLOW_GB,1,f29,0.002148527080085779,1
CONTINUATION,SHALLOW_GB,1,f30,0.0,0
CONTINUATION,SHALLOW_GB,1,f31,0.0031954299104923816,1
CONTINUATION,SHALLOW_GB,1,f32,0.0,0
CONTINUATION,SHALLOW_GB,1,f33,0.008120437863689232,1
CONTINUATION,SHALLOW_GB,1,f34,0.001906699084346088,1
CONTINUATION,SHALLOW_GB,1,f35,0.0,0
CONTINUATION,SHALLOW_GB,1,f36,0.0,0
CONTINUATION,SHALLOW_GB,2,f01,0.003334948856440287,1
CONTINUATION,SHALLOW_GB,2,f02,0.0,0
CONTINUATION,SHALLOW_GB,2,f03,0.008888990699249281,1
CONTINUATION,SHALLOW_GB,2,f04,0.006598866513357559,1
CONTINUATION,SHALLOW_GB,2,f05,0.0,0
CONTINUATION,SHALLOW_GB,2,f06,0.0,0
CONTINUATION,SHALLOW_GB,2,f07,0.0,0
CONTINUATION,SHALLOW_GB,2,f08,0.0,0
CONTINUATION,SHALLOW_GB,2,f09,0.0,0
CONTINUATION,SHALLOW_GB,2,f10,0.0033192911434328305,1
CONTINUATION,SHALLOW_GB,2,f11,0.006747456012712762,1
CONTINUATION,SHALLOW_GB,2,f12,0.0,0
CONTINUATION,SHALLOW_GB,2,f13,0.028346029596313327,1
CONTINUATION,SHALLOW_GB,2,f14,0.0009297864519519568,1
CONTINUATION,SHALLOW_GB,2,f15,0.0,0
CONTINUATION,SHALLOW_GB,2,f16,0.025062381035781525,1
CONTINUATION,SHALLOW_GB,2,f17,0.07594402709799003,1
CONTINUATION,SHALLOW_GB,2,f18,0.019265356949834143,1
CONTINUATION,SHALLOW_GB,2,f19,0.0,0
CONTINUATION,SHALLOW_GB,2,f20,0.07301522930022643,1
CONTINUATION,SHALLOW_GB,2,f21,0.051896666043673524,1
CONTINUATION,SHALLOW_GB,2,f22,0.010851862341555328,1
CONTINUATION,SHALLOW_GB,2,f23,0.0004527105039777644,1
CONTINUATION,SHALLOW_GB,2,f24,0.004189283659356112,1
CONTINUATION,SHALLOW_GB,2,f25,0.018037681742103927,1
CONTINUATION,SHALLOW_GB,2,f26,0.29100741954032155,1
CONTINUATION,SHALLOW_GB,2,f27,0.03171055522237209,1
CONTINUATION,SHALLOW_GB,2,f28,0.30269805508697084,1
CONTINUATION,SHALLOW_GB,2,f29,0.0,0
CONTINUATION,SHALLOW_GB,2,f30,0.0,0
CONTINUATION,SHALLOW_GB,2,f31,0.01167819566516908,1
CONTINUATION,SHALLOW_GB,2,f32,0.0,0
CONTINUATION,SHALLOW_GB,2,f33,0.01625426895506337,1
CONTINUATION,SHALLOW_GB,2,f34,0.009770937582146498,1
CONTINUATION,SHALLOW_GB,2,f35,0.0,0
CONTINUATION,SHALLOW_GB,2,f36,0.0,0
CONTINUATION,SHALLOW_GB,3,f01,0.0,0
CONTINUATION,SHALLOW_GB,3,f02,0.0036030309892911023,1
CONTINUATION,SHALLOW_GB,3,f03,0.0,0
CONTINUATION,SHALLOW_GB,3,f04,0.0,0
CONTINUATION,SHALLOW_GB,3,f05,0.0,0
CONTINUATION,SHALLOW_GB,3,f06,0.0,0
CONTINUATION,SHALLOW_GB,3,f07,0.0,0
CONTINUATION,SHALLOW_GB,3,f08,0.0,0
CONTINUATION,SHALLOW_GB,3,f09,0.0,0
CONTINUATION,SHALLOW_GB,3,f10,0.0,0
CONTINUATION,SHALLOW_GB,3,f11,0.0,0
CONTINUATION,SHALLOW_GB,3,f12,0.006331811935198572,1
CONTINUATION,SHALLOW_GB,3,f13,0.0030787716276040314,1
CONTINUATION,SHALLOW_GB,3,f14,0.025434433992060128,1
CONTINUATION,SHALLOW_GB,3,f15,0.0,0
CONTINUATION,SHALLOW_GB,3,f16,0.03491356893572738,1
CONTINUATION,SHALLOW_GB,3,f17,0.09253751735778191,1
CONTINUATION,SHALLOW_GB,3,f18,0.013408619122755091,1
CONTINUATION,SHALLOW_GB,3,f19,0.0,0
CONTINUATION,SHALLOW_GB,3,f20,0.05547059545868984,1
CONTINUATION,SHALLOW_GB,3,f21,0.02382548651446086,1
CONTINUATION,SHALLOW_GB,3,f22,0.004161305648501264,1
CONTINUATION,SHALLOW_GB,3,f23,0.0003598729379745084,1
CONTINUATION,SHALLOW_GB,3,f24,0.0,0
CONTINUATION,SHALLOW_GB,3,f25,0.020324725792034152,1
CONTINUATION,SHALLOW_GB,3,f26,0.4149740139838098,1
CONTINUATION,SHALLOW_GB,3,f27,0.02285558382862457,1
CONTINUATION,SHALLOW_GB,3,f28,0.20576081458502007,1
CONTINUATION,SHALLOW_GB,3,f29,0.006928207144764648,1
CONTINUATION,SHALLOW_GB,3,f30,0.0,0
CONTINUATION,SHALLOW_GB,3,f31,0.009025194472651267,1
CONTINUATION,SHALLOW_GB,3,f32,0.0,0
CONTINUATION,SHALLOW_GB,3,f33,0.03684018454601758,1
CONTINUATION,SHALLOW_GB,3,f34,0.020166261127033184,1
CONTINUATION,SHALLOW_GB,3,f35,0.0,0
CONTINUATION,SHALLOW_GB,3,f36,0.0,0
CONTINUATION,SHALLOW_GB,4,f01,0.0,0
CONTINUATION,SHALLOW_GB,4,f02,0.0,0
CONTINUATION,SHALLOW_GB,4,f03,0.013888925137646451,1
CONTINUATION,SHALLOW_GB,4,f04,0.0,0
CONTINUATION,SHALLOW_GB,4,f05,0.0,0
CONTINUATION,SHALLOW_GB,4,f06,0.0,0
CONTINUATION,SHALLOW_GB,4,f07,0.0,0
CONTINUATION,SHALLOW_GB,4,f08,0.0,0
CONTINUATION,SHALLOW_GB,4,f09,0.0,0
CONTINUATION,SHALLOW_GB,4,f10,0.0023646723629748875,1
CONTINUATION,SHALLOW_GB,4,f11,0.0,0
CONTINUATION,SHALLOW_GB,4,f12,0.0030520223631517,1
CONTINUATION,SHALLOW_GB,4,f13,0.006770267595149073,1
CONTINUATION,SHALLOW_GB,4,f14,0.019814840534205187,1
CONTINUATION,SHALLOW_GB,4,f15,0.0,0
CONTINUATION,SHALLOW_GB,4,f16,0.01893684597368937,1
CONTINUATION,SHALLOW_GB,4,f17,0.0724746091762571,1
CONTINUATION,SHALLOW_GB,4,f18,0.03706459516414283,1
CONTINUATION,SHALLOW_GB,4,f19,0.0,0
CONTINUATION,SHALLOW_GB,4,f20,0.0870056718186444,1
CONTINUATION,SHALLOW_GB,4,f21,0.023385443827612578,1
CONTINUATION,SHALLOW_GB,4,f22,0.0048916615617819285,1
CONTINUATION,SHALLOW_GB,4,f23,0.000362445619259525,1
CONTINUATION,SHALLOW_GB,4,f24,0.0,0
CONTINUATION,SHALLOW_GB,4,f25,0.020572570819387664,1
CONTINUATION,SHALLOW_GB,4,f26,0.46079394992829653,1
CONTINUATION,SHALLOW_GB,4,f27,0.02018660483316666,1
CONTINUATION,SHALLOW_GB,4,f28,0.180473093132682,1
CONTINUATION,SHALLOW_GB,4,f29,0.0,0
CONTINUATION,SHALLOW_GB,4,f30,0.0,0
CONTINUATION,SHALLOW_GB,4,f31,0.004630031046127283,1
CONTINUATION,SHALLOW_GB,4,f32,0.0,0
CONTINUATION,SHALLOW_GB,4,f33,0.023331749105824924,1
CONTINUATION,SHALLOW_GB,4,f34,0.0,0
CONTINUATION,SHALLOW_GB,4,f35,0.0,0
CONTINUATION,SHALLOW_GB,4,f36,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,0,f01,0.09106540626820098,1
REVERSAL,ELASTIC_NET_LOGIT,0,f02,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,0,f03,0.03355112404927947,1
REVERSAL,ELASTIC_NET_LOGIT,0,f04,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,0,f05,-0.48333448489345215,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f06,-0.29643089068849315,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f07,0.18389807573475866,1
REVERSAL,ELASTIC_NET_LOGIT,0,f08,-0.04394711676250376,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f09,-0.0631315688060913,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f10,-0.11889539019588721,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f11,0.09063162833834533,1
REVERSAL,ELASTIC_NET_LOGIT,0,f12,-0.08297666288220418,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f13,0.1840467229606314,1
REVERSAL,ELASTIC_NET_LOGIT,0,f14,0.01426747662077811,1
REVERSAL,ELASTIC_NET_LOGIT,0,f15,0.5208055225322711,1
REVERSAL,ELASTIC_NET_LOGIT,0,f16,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,0,f17,0.09908798495104575,1
REVERSAL,ELASTIC_NET_LOGIT,0,f18,0.0,0
REVERSAL,ELASTIC_NET_LOGIT,0,f19,0.13275624197300362,1
REVERSAL,ELASTIC_NET_LOGIT,0,f20,0.05354796049286471,1
REVERSAL,ELASTIC_NET_LOGIT,0,f21,-0.624882020858234,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f22,-0.02680277516482527,-1
REVERSAL,ELASTIC_NET_LOGIT,0,f23,0.19851532552980308,1
REVERSAL,ELASTIC_NET_LOGIT,0,f24,0.05472238406116406,1
REVERSAL,ELASTIC_NET_LOGIT,0,f25,0.016041147465259975,1
