session,min_window_range_pips,max_ema13_distance_pips,min_upper_wick_share,max_lower_wick_share,train_trades,train_tpd,train_expectancy_r,train_win_rate,test_trades,test_tpd,test_expectancy_r,test_win_rate,score
london_ny,18.0,12.0,0.5,0.1,79,0.2960765176654304,0.24732770745428864,0.6582278481012658,33,0.41706161137440756,0.041919191919183814,0.5454545454545454,0.21500132833809438
london_ny,22.0,12.0,0.5,0.1,79,0.2960765176654304,0.24732770745428864,0.6582278481012658,33,0.41706161137440756,0.041919191919183814,0.5454545454545454,0.21500132833809438
london_ny,15.0,15.0,0.5,0.1,95,0.3560413820027328,0.10748538011695795,0.5894736842105263,37,0.4676145339652449,0.0797297297297225,0.5675675675675675,0.21481417176959638
london_ny,18.0,15.0,0.5,0.1,95,0.3560413820027328,0.10748538011695795,0.5894736842105263,37,0.4676145339652449,0.0797297297297225,0.5675675675675675,0.21481417176959638
london_ny,22.0,15.0,0.5,0.1,95,0.3560413820027328,0.10748538011695795,0.5894736842105263,37,0.4676145339652449,0.0797297297297225,0.5675675675675675,0.21481417176959638
london_ny,15.0,12.0,0.45,0.1,90,0.33730236189732576,0.2528395061728378,0.6555555555555556,35,0.4423380726698262,0.02777777777776918,0.5142857142857142,0.2147347228203781
london_ny,18.0,12.0,0.45,0.1,90,0.33730236189732576,0.2528395061728378,0.6555555555555556,35,0.4423380726698262,0.02777777777776918,0.5142857142857142,0.2147347228203781
all,15.0,15.0,0.4,0.15,261,0.9773374419783907,0.1369093231162183,0.6168582375478927,93,1.0719173970464642,-0.18488649940263538,0.44086021505376344,0.21457936167050687
all,26.0,18.0,0.45,0.15,237,0.8882295529962911,0.12927801218940382,0.6075949367088608,85,0.9797094489134349,-0.14836601307190111,0.47058823529411764,0.2141753775196383
all,22.0,12.0,0.5,0.15,161,0.603396447394105,0.2729813664596259,0.6832298136645962,65,0.749189578580862,-0.10264957264957804,0.5076923076923077,0.21401397653089665
all,15.0,12.0,0.5,0.15,162,0.6066942342201763,0.2769204389574746,0.6851851851851852,67,0.7722415656141193,-0.10348258706468227,0.4925373134328358,0.21366876105896604
all,18.0,12.0,0.5,0.15,161,0.603396447394105,0.2729813664596259,0.6832298136645962,66,0.7607155720974906,-0.10269360269360761,0.5,0.21322493224185257
all,15.0,12.0,0.4,0.15,216,0.8088309864648751,0.23024691358024627,0.6666666666666666,83,0.9566574618801776,-0.1623159303882272,0.4457831325301205,0.21268505792066744
all,22.0,18.0,0.5,0.15,207,0.7757954323638493,0.10415995705850635,0.5990338164251208,78,0.8990274942970344,-0.0990740740740787,0.5128205128205128,0.21264148665444305
all,15.0,18.0,0.5,0.15,208,0.7789654365296091,0.10803952991452849,0.6009615384615384,80,0.9220794813302917,-0.09986111111111602,0.5,0.21251157021190226
all,18.0,15.0,0.4,0.15,259,0.970681241460082,0.13093093093092956,0.6138996138996139,92,1.0603914035298354,-0.18520531400966828,0.44565217391304346,0.21224024126013663
all,18.0,18.0,0.5,0.15,207,0.7757954323638493,0.10415995705850635,0.5990338164251208,79,0.9105534878136631,-0.09915611814346414,0.5063291139240507,0.2119554269335734
all,26.0,15.0,0.45,0.15,217,0.8132734725746632,0.19265232974910312,0.6359447004608295,79,0.9105534878136631,-0.15133614627286124,0.46835443037974683,0.2117165727029819
london_ny,22.0,15.0,0.45,0.1,109,0.4085106382978723,0.15412844036697,0.6055045871559633,40,0.5055292259083728,0.03569444444443689,0.525,0.21136554509076322
london_ny,26.0,18.0,0.5,0.1,104,0.3897716181924653,0.06191239316239215,0.5673076923076923,37,0.4676145339652449,0.0797297297297225,0.5675675675675675,0.21133732202148803
all,18.0,12.0,0.4,0.15,214,0.802030060511419,0.22388369678089237,0.6635514018691588,82,0.945131468363549,-0.1623983739837469,0.45121951219512196,0.21040300447874632
london_ny,15.0,15.0,0.45,0.1,110,0.4122584423189537,0.1427777777777753,0.6,40,0.5055292259083728,0.03569444444443689,0.525,0.20956974401934242
london_ny,18.0,15.0,0.45,0.1,110,0.4122584423189537,0.1427777777777753,0.6,40,0.5055292259083728,0.03569444444443689,0.525,0.20956974401934242
all,22.0,12.0,0.35,0.15,249,0.9332032012492679,0.18993752788933468,0.6385542168674698,94,1.0834433905630927,-0.20395981087470988,0.43617021276595747,0.20839096305407034
london_ny,15.0,12.0,0.45,0.15,119,0.4456581103222283,0.28151260504201603,0.6722689075630253,51,0.6445497630331753,-0.04477124183007428,0.49019607843137253,0.20792013747060398
london_ny,22.0,12.0,0.45,0.15,117,0.43849307046652347,0.2878917378917371,0.6752136752136753,51,0.6445497630331753,-0.04477124183007428,0.49019607843137253,0.2079101944519397
all,22.0,15.0,0.5,0.15,190,0.7120827640054656,0.16564327485379957,0.6263157894736842,73,0.8413975267138912,-0.11194824961948746,0.5068493150684932,0.2071692164236172
all,15.0,15.0,0.5,0.15,191,0.7152999921978622,0.16954624781849756,0.6282722513089005,75,0.8644495137471485,-0.11244444444444966,0.49333333333333335,0.207116193902048
all,18.0,15.0,0.5,0.15,190,0.7120827640054656,0.16564327485379957,0.6263157894736842,74,0.8529235202305199,-0.1118618618618664,0.5,0.20652315940769736
london_ny,18.0,12.0,0.45,0.15,118,0.4422408744876049,0.27617702448210846,0.6694915254237288,51,0.6445497630331753,-0.04477124183007428,0.49019607843137253,0.20603070508473295
all,15.0,12.0,0.35,0.15,252,0.9436361508756875,0.19056437389770683,0.6388888888888888,97,1.1180213711129787,-0.21151202749141446,0.422680412371134,0.20587217826510024
all,26.0,15.0,0.4,0.15,252,0.9444466133125121,0.1298280423280408,0.6111111111111112,89,1.0258134229799496,-0.1880774032459495,0.449438202247191,0.205719475447708
london_ny,22.0,10.0,0.45,0.1,79,0.2960765176654304,0.22292545710267125,0.6455696202531646,30,0.37934668071654376,0.03425925925924987,0.5333333333333333,0.20482887596627436
all,26.0,12.0,0.4,0.15,207,0.7757954323638493,0.22568438003220528,0.6618357487922706,79,0.9105534878136631,-0.16476793248945915,0.45569620253164556,0.20481180055173243
london_ny,15.0,15.0,0.45,0.15,145,0.5430287898884295,0.17915708812260372,0.6206896551724138,58,0.7330173775671406,-0.046072796934873976,0.5,0.20473889974013404
london_ny,26.0,12.0,0.45,0.1,89,0.3335545578762444,0.26797752808988595,0.6629213483146067,34,0.4296998420221169,0.0024509803921480113,0.5,0.20455542578542302
all,26.0,12.0,0.5,0.15,158,0.5921530353308608,0.2740857946554138,0.6835443037974683,64,0.7376635850642334,-0.11814236111111659,0.5,0.20426091868712587
london_ny,22.0,15.0,0.45,0.15,143,0.5359359750146399,0.18294483294483127,0.6223776223776224,58,0.7330173775671406,-0.046072796934873976,0.5,0.20416228409008208
london_ny,22.0,18.0,0.45,0.1,119,0.4459886785086863,0.10037348272642162,0.5798319327731093,42,0.5308056872037915,0.02896825396824678,0.5238095238095238,0.2036806955523405
all,26.0,18.0,0.5,0.15,204,0.7645520203006051,0.10253267973856091,0.5980392156862745,77,0.8875015007804058,-0.1119047619047666,0.5064935064935064,0.2036111085843526
london_ny,26.0,15.0,0.5,0.1,95,0.3560413820027328,0.10748538011695795,0.5894736842105263,36,0.4549763033175355,0.05725308641974566,0.5555555555555556,0.20349848107890556
all,18.0,12.0,0.35,0.15,250,0.9369510052703494,0.18479999999999958,0.636,96,1.10649537759635,-0.21209490740741246,0.4270833333333333,0.20341582605406755
all,22.0,10.0,0.45,0.15,160,0.5996486433730236,0.3020138888888897,0.7,59,0.7460484720758693,-0.1320150659133756,0.4745762711864407,0.2033833539100077
london_ny,15.0,12.0,0.5,0.15,103,0.38573769212764303,0.2495685005393741,0.6601941747572816,46,0.5813586097946287,-0.019806763285031635,0.5217391304347826,0.20333181683648152
london_ny,18.0,15.0,0.45,0.15,144,0.5396837790357212,0.1740740740740724,0.6180555555555556,58,0.7330173775671406,-0.046072796934873976,0.5,0.20292158977904323
london_ny,15.0,15.0,0.5,0.15,123,0.46063821487087464,0.1392953929539288,0.6097560975609756,52,0.6571879936808847,-0.0036324786324854986,0.5384615384615384,0.20268606490454483
london_ny,22.0,10.0,0.45,0.15,100,0.37478040210813973,0.2793333333333342,0.67,43,0.5437302423603794,-0.029457364341093594,0.5116279069767442,0.20222972383247712
london_ny,15.0,18.0,0.45,0.1,120,0.44973648252976767,0.0904166666666644,0.575,42,0.5308056872037915,0.02896825396824678,0.5238095238095238,0.20219729650594986
london_ny,18.0,18.0,0.45,0.1,120,0.44973648252976767,0.0904166666666644,0.575,42,0.5308056872037915,0.02896825396824678,0.5238095238095238,0.20219729650594986
all,15.0,10.0,0.45,0.15,162,0.6066942342201763,0.29715363511659887,0.6975308641975309,61,0.7713382507903056,-0.13196721311475904,0.45901639344262296,0.20216251051985235
london_ny,15.0,10.0,0.45,0.15,102,0.38199266599048143,0.2720588235294126,0.6666666666666666,43,0.5437302423603794,-0.029457364341093594,0.5116279069767442,0.20205060798149443
all,22.0,12.0,0.45,0.1,137,0.5134491508881515,0.28605028386050313,0.6861313868613139,48,0.59465737514518,-0.08935185185186052,0.4791666666666667,0.20191478962612605
london_ny,15.0,10.0,0.45,0.1,80,0.2998243216865118,0.20645833333333236,0.6375,30,0.37934668071654376,0.03425925925924987,0.5333333333333333,0.2018815310039646
london_ny,18.0,10.0,0.45,0.1,80,0.2998243216865118,0.20645833333333236,0.6375,30,0.37934668071654376,0.03425925925924987,0.5333333333333333,0.2018815310039646
london_ny,22.0,10.0,0.4,0.1,91,0.34105016591840714,0.18388278388278168,0.6373626373626373,32,0.40463645943098,0.02604166666665786,0.53125,0.20169847182836564
london_ny,26.0,12.0,0.5,0.1,79,0.2960765176654304,0.24732770745428864,0.6582278481012658,32,0.40442338072669826,0.015451388888880542,0.53125,0.20167036242900338
all,18.0,10.0,0.45,0.15,161,0.603396447394105,0.29334023464458325,0.6956521739130435,60,0.7586933614330875,-0.13157407407407817,0.4666666666666667,0.20158827843672134
london_ny,15.0,10.0,0.5,0.1,71,0.2660940854967792,0.2000782472613447,0.6338028169014085,29,0.3800682593856656,0.04693486590037466,0.5517241379310345,0.20121771084496728
london_ny,18.0,10.0,0.5,0.1,71,0.2660940854967792,0.2000782472613447,0.6338028169014085,29,0.3800682593856656,0.04693486590037466,0.5517241379310345,0.20121771084496728
london_ny,22.0,10.0,0.5,0.1,71,0.2660940854967792,0.2000782472613447,0.6338028169014085,29,0.3800682593856656,0.04693486590037466,0.5517241379310345,0.20121771084496728
london_ny,18.0,12.0,0.5,0.15,102,0.38227601015030255,0.24308278867102373,0.6568627450980392,46,0.5813586097946287,-0.019806763285031635,0.5217391304347826,0.20117576658438124
london_ny,22.0,12.0,0.5,0.15,102,0.38227601015030255,0.24308278867102373,0.6568627450980392,46,0.5813586097946287,-0.019806763285031635,0.5217391304347826,0.20117576658438124
london_ny,18.0,15.0,0.5,0.15,122,0.4572320905719305,0.1329690346083781,0.6065573770491803,52,0.6571879936808847,-0.0036324786324854986,0.5384615384615384,0.2005796323500561
london_ny,22.0,15.0,0.5,0.15,122,0.4572320905719305,0.1329690346083781,0.6065573770491803,52,0.6571879936808847,-0.0036324786324854986,0.5384615384615384,0.2005796323500561
all,22.0,18.0,0.4,0.15,280,1.0493851259027913,0.08452380952380827,0.5928571428571429,97,1.1180213711129787,-0.18161512027492044,0.4536082474226804,0.20030461448561437
london_ny,26.0,15.0,0.45,0.1,109,0.4085106382978723,0.15412844036697,0.6055045871559633,39,0.4928909952606635,0.01381766381765607,0.5128205128205128,0.20030304509076313
london_ny,22.0,12.0,0.4,0.1,103,0.3860238141713839,0.22141316073354633,0.6504854368932039,38,0.4802527646129542,-0.008771929824569343,0.5,0.20006429840459006
london_ny,18.0,10.0,0.45,0.15,101,0.3785282061292211,0.26573157315731655,0.6633663366336634,43,0.5437302423603794,-0.029457364341093594,0.5116279069767442,0.19992724943317303
all,22.0,18.0,0.5,0.1,154,0.5771618192465352,0.10782828282828211,0.5909090909090909,53,0.6566008517228029,-0.044234800838581424,0.5283018867924528,0.19946800326230166
london_ny,15.0,10.0,0.4,0.1,92,0.3447979699394886,0.16998792270531185,0.6304347826086957,32,0.40463645943098,0.02604166666665786,0.53125,0.19932266765939094
london_ny,18.0,10.0,0.4,0.1,92,0.3447979699394886,0.16998792270531185,0.6304347826086957,32,0.40463645943098,0.02604166666665786,0.53125,0.19932266765939094
all,18.0,12.0,0.45,0.1,138,0.5171969549092328,0.27604669887278604,0.6811594202898551,49,0.6070460704607046,-0.08968253968254765,0.46938775510204084,0.1992883344239542
london_ny,26.0,12.0,0.45,0.15,117,0.43849307046652347,0.2878917378917371,0.6752136752136753,50,0.631911532385466,-0.06344444444445355,0.48,0.1984876454323318
all,18.0,18.0,0.5,0.1,154,0.5771618192465352,0.10782828282828211,0.5909090909090909,54,0.6689895470383276,-0.04537037037037675,0.5185185185185185,0.19797866014560034
london_ny,15.0,12.0,0.4,0.1,104,0.3897716181924653,0.20876068376068108,0.6442307692307693,38,0.4802527646129542,-0.008771929824569343,0.5,0.19797063043111157
london_ny,18.0,12.0,0.4,0.1,104,0.3897716181924653,0.20876068376068108,0.6442307692307693,38,0.4802527646129542,-0.008771929824569343,0.5,0.19797063043111157
all,26.0,15.0,0.5,0.15,187,0.7008393519422214,0.16485442661913122,0.6256684491978609,72,0.8298715331972625,-0.1258487654321038,0.5,0.19779023372771687
all,15.0,12.0,0.45,0.1,138,0.5171969549092328,0.27604669887278604,0.6811594202898551,50,0.6194347657762292,-0.09100000000000888,0.46,0.19775670177089255
all,26.0,18.0,0.4,0.15,274,1.026898301776303,0.07802108678020946,0.5875912408759124,96,1.10649537759635,-0.19276620370371012,0.4479166666666667,0.19765099404457406
london_ny,15.0,18.0,0.5,0.15,136,0.5093235546539753,0.08594771241829995,0.5882352941176471,56,0.707740916271722,-0.011309523809530196,0.5357142857142857,0.19694816097747742
all,26.0,12.0,0.35,0.15,243,0.9107163771227795,0.185208047553726,0.6337448559670782,93,1.0719173970464642,-0.21571087216249052,0.43010752688172044,0.19681298794870633
all,22.0,12.0,0.5,0.1,120,0.44973648252976767,0.2805555555555548,0.6833333333333333,45,0.5574912891986062,-0.07703703703704529,0.5111111111111111,0.1966695187281719
all,15.0,18.0,0.5,0.1,154,0.5771618192465352,0.10782828282828211,0.5909090909090909,55,0.6813782423538521,-0.047373737373744625,0.509090909090909,0.19613438405132386
london_ny,26.0,15.0,0.45,0.15,143,0.5359359750146399,0.18294483294483127,0.6223776223776224,57,0.7203791469194313,-0.062475633528273324,0.49122807017543857,0.19590381464059622
all,22.0,10.0,0.4,0.15,187,0.7008393519422214,0.2274509803921573,0.6684491978609626,67,0.8472075869336144,-0.15447761194030457,0.4626865671641791,0.19583425770320473
all,18.0,12.0,0.5,0.1,120,0.44973648252976767,0.2805555555555548,0.6833333333333333,46,0.5698799845141309,-0.07765700483092536,0.5,0.19527942210981475
all,22.0,18.0,0.45,0.1,179,0.6708569197735701,0.12327746741154524,0.5977653631284916,58,0.7185443283004259,-0.09272030651341713,0.4827586206896552,0.19526686973137547
london_ny,18.0,18.0,0.5,0.15,135,0.5059535428459886,0.07983539094650134,0.5851851851851851,56,0.707740916271722,-0.011309523809530196,0.5357142857142857,0.19489918887489724
london_ny,22.0,18.0,0.5,0.15,135,0.5059535428459886,0.07983539094650134,0.5851851851851851,56,0.707740916271722,-0.011309523809530196,0.5357142857142857,0.19489918887489724
all,18.0,18.0,0.4,0.15,281,1.0531329299238728,0.08032819296164367,0.5907473309608541,99,1.141073358146236,-0.18995510662177922,0.4444444444444444,0.1939410656202407
all,15.0,18.0,0.4,0.15,283,1.0597183757849984,0.08619945033372471,0.5936395759717314,100,1.1525993516628645,-0.18961111111111756,0.44,0.19365319370832895
all,18.0,18.0,0.45,0.1,180,0.6746047237946515,0.11651234567901199,0.5944444444444444,59,0.7309330236159505,-0.09293785310735124,0.4745762711864407,0.19358122933729094
all,15.0,12.0,0.5,0.1,120,0.44973648252976767,0.2805555555555548,0.6833333333333333,47,0.5822686798296555,-0.07931442080379099,0.48936170212765956,0.1934697551347912
london_ny,15.0,12.0,0.4,0.15,138,0.516753130241448,0.23937198067632695,0.6594202898550725,57,0.7203791469194313,-0.08528265107213476,0.47368421052631576,0.19318726474647957
london_ny,26.0,18.0,0.45,0.1,119,0.4459886785086863,0.10037348272642162,0.5798319327731093,41,0.5181674565560821,0.007994579945792097,0.5121951219512195,0.19308110205640544
all,26.0,10.0,0.45,0.15,157,0.5884052313097794,0.30368011323425453,0.7006369426751592,58,0.7334035827186512,-0.1496168582375526,0.46551724137931033,0.19267305397359713
all,22.0,10.0,0.35,0.15,219,0.8207690806168261,0.1923642820903102,0.6438356164383562,79,0.993060102134346,-0.1921237693389631,0.4430379746835443,0.1926665546291661
london_ny,15.0,18.0,0.45,0.15,159,0.5954591558086916,0.12232704402515578,0.5974842767295597,63,0.7962085308056872,-0.06693121693122438,0.49206349206349204,0.1925187553905457
london_ny,15.0,10.0,0.4,0.15,119,0.44560596013574133,0.23067226890756268,0.6554621848739496,48,0.60695468914647,-0.05694444444445429,0.5,0.19240375505235385
all,15.0,18.0,0.45,0.1,180,0.6746047237946515,0.11651234567901199,0.5944444444444444,60,0.743321718931475,-0.0939814814814889,0.4666666666666667,0.1923206361169516
london_ny,26.0,15.0,0.5,0.15,122,0.4572320905719305,0.1329690346083781,0.6065573770491803,51,0.6445497630331753,-0.02113289760349284,0.5294117647058824,0.1917994664375372
london_ny,22.0,18.0,0.45,0.15,157,0.5884052313097794,0.12505307855626177,0.5987261146496815,63,0.7962085308056872,-0.06693121693122438,0.49206349206349204,0.19171526929299054
all,26.0,12.0,0.45,0.1,135,0.5059535428459886,0.2922222222222229,0.6888888888888889,47,0.5822686798296555,-0.11016548463357857,0.46808510638297873,0.19131364001127427
london_ny,26.0,10.0,0.45,0.15,100,0.37478040210813973,0.2793333333333342,0.67,42,0.5310853530031613,-0.05132275132275984,0.5,0.19122750899305288
london_ny,26.0,12.0,0.5,0.15,102,0.38227601015030255,0.24308278867102373,0.6568627450980392,45,0.5687203791469194,-0.04000000000000765,0.5111111111111111,0.1910260081302749
london_ny,22.0,12.0,0.4,0.15,135,0.5059535428459886,0.23930041152263212,0.6592592592592592,57,0.7203791469194313,-0.08528265107213476,0.47368421052631576,0.19100498190685805
london_ny,18.0,18.0,0.45,0.15,158,0.5921530353308608,0.11733473980309277,0.5949367088607594,63,0.7962085308056872,-0.06693121693122438,0.49206349206349204,0.19073169205712692
london_ny,15.0,15.0,0.4,0.15,171,0.6403245309513594,0.141455490578295,0.6140350877192983,65,0.8214849921011058,-0.09786324786325684,0.47692307692307695,0.19071160484573793
all,15.0,10.0,0.4,0.15,190,0.711471701057066,0.22769005847953266,0.6684210526315789,70,0.8851422550052688,-0.16706349206349827,0.44285714285714284,0.19036054739603878
london_ny,15.0,10.0,0.5,0.15,88,0.32956230007021925,0.23705808080808174,0.6477272727272727,40,0.5059955198313348,-0.017777777777785865,0.525,0.1902104398120202
london_ny,22.0,10.0,0.4,0.15,116,0.4347452664454421,0.23036398467432917,0.6551724137931034,48,0.60695468914647,-0.05694444444445429,0.5,0.190155470913605
london_ny,26.0,10.0,0.45,0.1,79,0.2960765176654304,0.22292545710267125,0.6455696202531646,29,0.3667017913593256,0.0047892720306416305,0.5172413793103449,0.18995818631110178
all,26.0,18.0,0.5,0.1,152,0.5696662112043724,0.1109649122807014,0.5921052631578947,52,0.6442121564072784,-0.062179487179494314,0.5192307692307693,0.189673795547214
london_ny,18.0,12.0,0.4,0.15,136,0.50970134686707,0.229493464052286,0.6544117647058824,57,0.7203791469194313,-0.08528265107213476,0.47368421052631576,0.18955077848933627
all,22.0,15.0,0.45,0.1,164,0.6146398594573491,0.1858401084010836,0.6280487804878049,55,0.6813782423538521,-0.11010101010101765,0.4727272727272727,0.1892257053233461
all,15.0,10.0,0.35,0.15,222,0.8312985138666771,0.19304304304304382,0.6441441441441441,82,1.0307712452533717,-0.20149051490515316,0.4268292682926829,0.18908771371110078
ny,22.0,12.0,0.45,0.15,64,0.2460552663195835,0.23012152777777664,0.65625,33,0.41706161137440756,0.020370370370360998,0.5151515151515151,0.18872967700128598
ny,26.0,12.0,0.45,0.15,64,0.2460552663195835,0.23012152777777664,0.65625,33,0.41706161137440756,0.020370370370360998,0.5151515151515151,0.18872967700128598
all,22.0,10.0,0.5,0.15,140,0.5246925629513957,0.2794841269841264,0.6857142857142857,55,0.6957438397680854,-0.12404040404040809,0.4909090909090909,0.18839377954554415
london_ny,18.0,10.0,0.4,0.15,117,0.43849307046652347,0.21904083570750202,0.6495726495726496,48,0.60695468914647,-0.05694444444445429,0.5,0.18836041371343315
all,15.0,10.0,0.5,0.15,141,0.5280486853397831,0.283963750985027,0.6879432624113475,57,0.7210436157596521,-0.12426900584795768,0.47368421052631576,0.18824701880658004
london_ny,22.0,15.0,0.4,0.15,168,0.6296310755416747,0.13964947089946828,0.6130952380952381,65,0.8214849921011058,-0.09786324786325684,0.47692307692307695,0.18816471734683266
ny,15.0,12.0,0.45,0.15,66,0.25303514376996805,0.2203703703703693,0.6515151515151515,33,0.41706161137440756,0.020370370370360998,0.5151515151515151,0.18793867858563904
all,18.0,10.0,0.4,0.15,188,0.7045871559633027,0.2204196217494095,0.6648936170212766,69,0.8724973656480506,-0.16723027375201838,0.4492753623188406,0.18791994943708207
london_ny,26.0,12.0,0.4,0.1,103,0.3860238141713839,0.22141316073354633,0.6504854368932039,37,0.4676145339652449,-0.033033033033041184,0.4864864864864865,0.18779545060942637
london_ny,18.0,10.0,0.5,0.15,87,0.32605894983408157,0.22931034482758705,0.6436781609195402,40,0.5059955198313348,-0.017777777777785865,0.525,0.1877577669783071
london_ny,22.0,10.0,0.5,0.15,87,0.32605894983408157,0.22931034482758705,0.6436781609195402,40,0.5059955198313348,-0.017777777777785865,0.525,0.1877577669783071
all,18.0,10.0,0.5,0.15,140,0.5246925629513957,0.2794841269841264,0.6857142857142857,56,0.7083937277638688,-0.12371031746032103,0.48214285714285715,0.18766569512995995
london_ny,26.0,10.0,0.4,0.1,91,0.34105016591840714,0.18388278388278168,0.6373626373626373,31,0.3919915700737619,-0.0017921146953495922,0.5161290322580645,0.18766117344126876
all,18.0,15.0,0.45,0.1,165,0.6183876634784305,0.17808080808080767,0.6242424242424243,56,0.6937669376693767,-0.11001984126984823,0.4642857142857143,0.18742545838110858
london_ny,22.0,15.0,0.4,0.1,129,0.48346671871950025,0.10478036175710222,0.5968992248062015,44,0.5560821484992101,-0.022474747474754343,0.5,0.18738074097199114
london_ny,18.0,15.0,0.4,0.15,169,0.6333788795627562,0.13234714003944512,0.6094674556213018,65,0.8214849921011058,-0.09786324786325684,0.47692307692307695,0.18727242285534748
london_ny,26.0,18.0,0.5,0.15,135,0.5059535428459886,0.07983539094650134,0.5851851851851851,55,0.6951026856240127,-0.027676767676774176,0.5272727272727272,0.1866897732904816
ny,15.0,12.0,0.5,0.15,55,0.21086261980830673,0.20575757575757578,0.6545454545454545,31,0.39178515007898895,0.03494623655913091,0.5483870967741935,0.1866158279694775
all,18.0,10.0,0.35,0.15,220,0.8245168846379074,0.18651515151515227,0.6409090909090909,81,1.0182008642136966,-0.20205761316872775,0.43209876543209874,0.18653581239334888
ny,22.0,10.0,0.45,0.15,53,0.20376451742090507,0.2352201257861655,0.660377358490566,28,0.3540569020021075,0.02658730158729126,0.5357142857142857,0.18635151085165205
ny,26.0,10.0,0.45,0.15,53,0.20376451742090507,0.2352201257861655,0.660377358490566,28,0.3540569020021075,0.02658730158729126,0.5357142857142857,0.18635151085165205
all,15.0,15.0,0.45,0.1,165,0.6183876634784305,0.17808080808080767,0.6242424242424243,57,0.7061556329849012,-0.11081871345030019,0.45614035087719296,0.18625142955905308
london_ny,26.0,10.0,0.5,0.1,71,0.2660940854967792,0.2000782472613447,0.6338028169014085,28,0.36696245733788396,0.016865079365070573,0.5357142857142857,0.18608532168240557
london_ny,15.0,15.0,0.4,0.1,130,0.48721452274058163,0.09555555555555185,0.5923076923076923,44,0.5560821484992101,-0.022474747474754343,0.5,0.18605576391097187
london_ny,18.0,15.0,0.4,0.1,130,0.48721452274058163,0.09555555555555185,0.5923076923076923,44,0.5560821484992101,-0.022474747474754343,0.5,0.18605576391097187
all,26.0,18.0,0.45,0.1,177,0.6633613117314073,0.12614563716258625,0.5988700564971752,57,0.7061556329849012,-0.10994152046784357,0.47368421052631576,0.18573962944575945
all,26.0,12.0,0.5,0.1,118,0.4422408744876049,0.28752354048964196,0.6864406779661016,44,0.5451025938830817,-0.09898989898990741,0.5,0.18572946234829613
all,22.0,12.0,0.4,0.1,159,0.5959008393519422,0.21104122990915383,0.6540880503144654,53,0.6566008517228029,-0.12368972746332148,0.4716981132075472,0.18560225033020253
