detector,event_id,market_cluster_id,symbol,event_msc,control_id,control_msc,time_difference_ms,delta_abs_return_1s,delta_abs_return_3s,delta_realized_volatility_120s,delta_abs_return_10s,delta_abs_return_30s,delta_abs_return_120s,delta_mfe_120s,delta_mae_120s,delta_spread_change_120s,delta_tick_activity_120s,delta_quote_reversion_ratio
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740997690250_28,17,USDJPY,1740997690250,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,124750,2.3319458e-05,-3.9990979e-05,6.906171200000001e-05,-3.3327333e-05,-5.999201800000001e-05,-4.3314281999999983e-05,-0.0165,0.047,0.001,-30.0,4.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740997742750_29,18,USDJPY,1740997742750,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,177250,7.9936317e-05,4.6605622e-05,0.00011857152200000002,3.9952217999999996e-05,9.323727599999998e-05,-0.00016996191199999998,-0.039,0.07,0.001,13.0,2.16
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740997781750_33,19,USDJPY,1740997781750,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,216250,6.663601e-06,4.9972796000000006e-05,0.000112198986,0.000143278638,2.9982137000000007e-05,-0.000139959875,-0.0225,0.0235,-0.002,0.0,2.17241379
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740997784250_34,20,USDJPY,1740997784250,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,218750,3.33215e-06,-3.6657951999999996e-05,0.00010047440499999998,2.6657447000000002e-05,-5.3315561e-05,-8.663631199999996e-05,-0.038,0.041,0.0,-3.0,2.19444444
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740997795750_35,21,USDJPY,1740997795750,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,230250,4.3317955e-05,-2.3329616999999998e-05,8.748913300000001e-05,3.3320404999999994e-05,-5.998347100000001e-05,-4.333776999999997e-05,-0.009500000000000001,0.013000000000000001,0.001,-18.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740997903500_36,22,USDJPY,1740997903500,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,338000,2.3318992e-05,-2.9997081e-05,8.8180429e-05,-1.667121e-05,-5.6660378000000004e-05,-0.00030653384999999997,-0.005999999999999998,0.004999999999999999,0.002,43.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740997989500_37,23,USDJPY,1740997989500,USDJPY_TAIL_V1_RAW_ctrl_h1_1740997565500_5201,1740997565500,424000,5.6645991e-05,-1.6665749e-05,8.778848300000002e-05,-3.3324491000000005e-05,4.996132899999999e-05,-3.334992099999996e-05,0.0030000000000000027,0.0005000000000000004,0.0,50.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998000000_38,24,USDJPY,1740998000000,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,434500,3.331662e-06,6.6513109999999986e-06,6.221876e-05,-2.9994528000000002e-05,-5.665538300000001e-05,-3.671531999999996e-05,-0.006999999999999999,0.002,0.003,35.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998107750_40,25,USDJPY,1740998107750,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,542250,2.3315419e-05,-1.0013600999999998e-05,1.3553491000000014e-05,-1.6675803000000002e-05,-6.7020950000000045e-06,-0.00011665789499999999,-0.045,0.027999999999999997,-0.001,19.0,2.12121212
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998128500_43,26,USDJPY,1740998128500,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,563000,6.662358e-06,-6.680109000000002e-06,-2.0548199999999994e-05,-1.3340435000000001e-05,-7.3319242e-05,-0.000253233451,-0.030000000000000002,0.0025000000000000005,0.002,7.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998174500_44,27,USDJPY,1740998174500,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,609000,3.3309905e-05,3.3292154999999996e-05,-1.7537197000000004e-05,6.6605535e-05,-3.587500000000921e-08,-0.00027988990899999996,-0.0555,0.027999999999999997,-0.002,-3.0,0.84
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998321250_45,28,USDJPY,1740998321250,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,755750,6.663779e-06,-1.6666726e-05,1.6424613000000008e-05,-3.3325157e-05,-8.6640274e-05,-0.000319855336,-0.048,0.04,0.0,-18.0,0.26470588
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998354250_47,29,USDJPY,1740998354250,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,788750,1.9987807e-05,-3.3462719999999955e-06,6.140790000000007e-06,1.6639417000000002e-05,-0.000106631478,-0.000263232776,-0.036000000000000004,0.018,0.005,-32.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w1000_1740998428500_48,30,USDJPY,1740998428500,USDJPY_TAIL_V1_RAW_ctrl_h2_1740997565250_5199,1740997565250,863250,2.665354e-05,1.9989272e-05,2.7374981000000023e-05,-1.0002769e-05,-6.685815000000004e-06,0.00013979789899999998,-0.0505,0.067,-0.002,-12.0,3.82051282
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1740998448750_49,31,USDJPY,1740998448750,USDJPY_TAIL_V1_RAW_ctrl_h1_1740997565500_5201,1740997565500,883250,6.662802e-06,-3.9990867999999996e-05,9.20222400000001e-06,3.3172639999999977e-06,6.630122999999992e-06,1.3216026000000035e-05,0.0075,-0.0035000000000000005,0.004,-3.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998483750_51,32,USDJPY,1740998483750,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,918250,2.997557e-05,-2.9999521999999996e-05,-3.216787700000001e-05,-4.3322008000000005e-05,3.2745519999999995e-06,-0.000133371951,-0.020999999999999998,-0.0055,0.0,-23.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740998701500_52,33,USDJPY,1740998701500,USDJPY_TAIL_V1_RAW_ctrl_h0_1740997565500_5200,1740997565500,1136000,0.0,3.2848790000000023e-06,-2.1654508999999992e-05,8.984587499999999e-05,-9.997344500000001e-05,-9.34757e-05,-0.045,0.031,0.004,-59.0,2.96153846
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740999316000_53,34,USDJPY,1740999316000,USDJPY_TAIL_V1_RAW_ctrl_h0_1740999187500_6750,1740999187500,128500,-2.6655027e-05,-8.6632436e-05,-1.680586999999983e-06,-7.6635119e-05,6.3276452e-05,0.00016314278600000002,-0.015500000000000002,0.0385,-0.005,22.0,-50.473313704331
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740999344000_54,35,USDJPY,1740999344000,USDJPY_TAIL_V1_RAW_ctrl_h0_1740999187500_6750,1740999187500,156500,6.653880000000003e-06,-2.0016141999999994e-05,-1.4003443999999996e-05,-4.9987195e-05,0.000109897628,-3.0022296e-05,0.0505,-0.0335,-0.003,14.0,-54.995052834331
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740999624500_55,36,USDJPY,1740999624500,USDJPY_TAIL_V1_RAW_ctrl_h0_1740999477000_6866,1740999477000,147500,-3.331239999999999e-06,2.3313312000000005e-05,8.199994000000006e-06,-5.3290889999999994e-05,3.328011999999999e-06,0.000199874191,0.012,0.0175,-0.0,-15.0,-0.7407018838939998
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740999660500_56,37,USDJPY,1740999660500,USDJPY_TAIL_V1_RAW_ctrl_h0_1740999477000_6866,1740999477000,183500,3.9971298e-05,9.993499000000002e-06,1.0827897000000004e-05,-7.660056299999999e-05,-5.9952759e-05,0.000103264762,0.0385,-0.03,-0.003,-17.0,-3.333294473894
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w1000_1740999845000_58,38,USDJPY,1740999845000,USDJPY_TAIL_V1_RAW_ctrl_h2_1740999471250_6828,1740999471250,373750,4.6632647e-05,2.6647269999999996e-05,3.588442299999999e-05,3.6640691e-05,9.3306435e-05,0.000553077555,-0.0255,0.077,-0.002,25.0,4.0952381
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1740999924750_59,39,USDJPY,1740999924750,USDJPY_TAIL_V1_RAW_ctrl_h0_1740999477000_6866,1740999477000,447750,-1.3322064999999998e-05,-9.980811999999997e-06,3.1288940000000014e-05,-2.6587069000000004e-05,3.336656999999999e-05,0.00014664905899999998,0.0335,-0.03,0.0,10.0,-3.333294473894
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741000197750_60,40,USDJPY,1741000197750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000065000_7013,1741000065000,132750,5.6672328e-05,-3.999329e-05,6.1055539e-05,4.6687433999999996e-05,-7.9990445e-05,-1.9991334e-05,0.002999999999999999,0.005000000000000001,0.004,29.0,0.58333333
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741000208750_63,41,USDJPY,1741000208750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000065000_7013,1741000065000,143750,-3.332872e-06,-3.6659095e-05,1.708846599999999e-05,-6.665899e-05,-6.3322073e-05,1.0011839000000005e-05,0.005499999999999998,-0.002,-0.001,19.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741001112250_64,42,USDJPY,1741001112250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,120250,-3.331273000000001e-06,3.299999999985213e-11,-1.1965298000000014e-05,7.3288904e-05,3.331258e-05,3.9974548999999996e-05,0.0005,-0.008499999999999997,0.002,-46.0,-8.608395836484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741001334750_65,43,USDJPY,1741001334750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,342750,-9.994597000000001e-06,-4.5500000000006595e-10,-1.3525946000000005e-05,0.00012323738,3.9961013e-05,0.00025309582000000003,0.050499999999999996,-0.026,0.0,-39.0,-9.999700186484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741001414500_66,44,USDJPY,1741001414500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,422500,-6.665487e-06,6.6587750000000005e-06,2.6898128000000002e-05,2.330862e-05,-2.6662424e-05,8.3214894e-05,0.030500000000000003,-0.024499999999999997,0.003,-50.0,-9.999700186484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741001500500_67,45,USDJPY,1741001500500,USDJPY_TAIL_V1_RAW_ctrl_h1_1741000992000_9912,1741000992000,508500,3.3289984999999994e-05,3.3295265e-05,6.060185999999995e-06,3.6624907e-05,6.631022999999994e-06,-3.332787700000001e-05,0.0165,-0.011999999999999999,-0.002,-60.0,-9.999700186484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741001574750_68,46,USDJPY,1741001574750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,582750,-3.335201000000001e-06,3.3288329999999996e-06,-4.3060044999999994e-05,1.9979276e-05,2.3287676e-05,-6.3295894e-05,0.0019999999999999996,-0.011,-0.003,-64.0,-9.959700186484001
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741001704250_69,47,USDJPY,1741001704250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,712250,-9.995684000000001e-06,-3.331418e-06,7.010642299999997e-05,6.6582870000000005e-06,0.00015312812,0.000276292951,0.0645,-0.018,0.005,7.0,-9.999700186484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741001732000_70,48,USDJPY,1741001732000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,740000,1.3309145e-05,5.9924848e-05,4.2886578000000004e-05,3.329113e-05,0.00019636865600000002,-6.698936000000003e-06,0.041999999999999996,-0.024999999999999998,0.002,12.0,-9.999700186484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741001757000_72,49,USDJPY,1741001757000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,765000,9.974338000000001e-06,1.9968480000000002e-05,3.447341799999999e-05,9.983064000000001e-06,-3.3331963e-05,-4.332558400000001e-05,0.006499999999999999,0.0005000000000000004,-0.001,0.0,-9.681518366484001
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741002036250_74,50,USDJPY,1741002036250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,1044250,1.9955411000000002e-05,4.9918668e-05,2.967029099999998e-05,2.6621417000000002e-05,1.6587194999999996e-05,8.314706899999999e-05,0.0025,0.0010000000000000009,0.005,-26.0,-8.199700186484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741002077500_75,51,USDJPY,1741002077500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,1085500,1.3302673e-05,2.6625295e-05,-2.7512656999999994e-05,3.3282231e-05,6.608491999999994e-06,-3.6669312000000004e-05,0.001,-0.008499999999999997,0.007,-25.0,-9.718450186484
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741002261750_76,52,USDJPY,1741002261750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,1269750,-1.2108000000001342e-08,-3.0720000000000953e-09,8.668468199999997e-05,1.6638837000000002e-05,9.932197000000005e-06,0.000572211313,0.0019999999999999996,0.07,0.002,19.0,-1.9997001864840005
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741002364250_77,53,USDJPY,1741002364250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,1372250,3.9896185000000005e-05,3.6584625e-05,4.8335414999999986e-05,0.00011309484,-1.0063532000000004e-05,3.6493679e-05,0.0,0.008000000000000004,-0.001,-12.0,-9.295154736484001
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741002381750_80,54,USDJPY,1741002381750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741000992000_9911,1741000992000,1389750,3.6568913000000004e-05,4.6563055e-05,1.3085605999999992e-05,5.3215851e-05,9.6385203e-05,-1.3405165000000003e-05,-0.0025,0.010499999999999999,0.002,-40.0,-9.542557326484001
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741012202250_100,67,USDJPY,1741012202250,USDJPY_TAIL_V1_RAW_ctrl_h1_1741012080500_12119,1741012080500,121750,9.91817e-06,-3.309705e-06,2.9807399e-05,1.9836022e-05,-2.3150907999999997e-05,0.000400151556,-0.0019999999999999983,0.045,0.003,66.0,3.73529412
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741012733250_101,68,USDJPY,1741012733250,USDJPY_TAIL_V1_RAW_ctrl_h1_1741012607000_12871,1741012607000,126250,3.3097949999999997e-06,-1.9847855e-05,-2.871320300000001e-05,5.9551642e-05,-0.00012568263500000002,4.959809500000001e-05,0.019,-0.032,0.009000000000000001,20.0,-64.00666988489
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741012901750_102,69,USDJPY,1741012901750,USDJPY_TAIL_V1_RAW_ctrl_h1_1741012607000_12871,1741012607000,294750,3.308393999999999e-06,-9.923845e-06,1.1236479999999951e-06,3.3090829999999987e-06,-0.000155459403,-0.000109178608,-0.004,-0.028500000000000004,0.007,-7.0,-64.00666988489
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w1000_1741012970750_104,70,USDJPY,1741012970750,USDJPY_TAIL_V1_RAW_ctrl_h2_1741012607000_12872,1741012607000,363750,3.308175e-06,6.6164810000000015e-06,-9.663064000000021e-06,9.594019600000001e-05,-7.2753504e-05,-9.2652464e-05,0.0005000000000000004,-0.014000000000000002,0.004,1.0,-32.003282007422
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741013188500_106,71,USDJPY,1741013188500,USDJPY_TAIL_V1_RAW_ctrl_h1_1741012607000_12871,1741012607000,581500,-9.924064e-06,-1.3232993999999999e-05,7.4376119999999975e-06,2.9767729000000002e-05,-1.3240684000000006e-05,0.00040663005500000005,-0.0275,0.066,0.005,30.0,-57.77333655489
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741013200500_107,72,USDJPY,1741013200500,USDJPY_TAIL_V1_RAW_ctrl_h1_1741012607000_12871,1741012607000,593500,-2.1660000000000738e-09,-1.6541715e-05,-9.894607000000025e-06,3.3028800000000005e-06,-0.000142236868,0.00024126041199999998,0.049,-0.0325,0.007,43.0,-64.00666988489
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741013269500_108,73,USDJPY,1741013269500,USDJPY_TAIL_V1_RAW_ctrl_h1_1741012607000_12871,1741012607000,662500,-6.4300000000008854e-09,-1.6544492e-05,-1.9829781000000013e-05,4.957354e-05,-0.00016208671000000002,1.3040819000000004e-05,0.013500000000000002,-0.0315,0.006,60.0,-64.00666988489
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741013614000_109,74,USDJPY,1741013614000,USDJPY_TAIL_V1_RAW_ctrl_h1_1741012607000_12871,1741012607000,1007000,2.9742996999999998e-05,-9.934124e-06,-4.254035900000001e-05,9.902315e-06,-6.291632600000002e-05,3.621021399999999e-05,0.009499999999999998,-0.034,0.001,12.0,-64.00666988489
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741013937250_113,75,USDJPY,1741013937250,USDJPY_TAIL_V1_RAW_ctrl_h1_1741013811250_13210,1741013811250,126000,-5.6183974e-05,-4.9570896999999995e-05,4.3889814999999995e-05,-8.5925241e-05,-4.9570045e-05,0.000155385075,0.028499999999999998,0.0075,-0.005,-41.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741014059250_114,76,USDJPY,1741014059250,USDJPY_TAIL_V1_RAW_ctrl_h1_1741013811250_13210,1741013811250,248000,-1.9821850999999993e-05,-4.957096199999999e-05,9.991046599999999e-05,8.2649733e-05,5.6204785999999996e-05,0.00024135543599999997,0.006999999999999999,0.0405,-0.005,19.0,2.46875
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741014178250_116,77,USDJPY,1741014178250,USDJPY_TAIL_V1_RAW_ctrl_h1_1741013811250_13210,1741013811250,367000,-5.6182093999999996e-05,-3.6338486999999995e-05,7.882191900000001e-05,-6.6081436e-05,-2.6418568999999993e-05,0.00027441403100000004,-0.0185,0.0665,-0.003,2.0,3.17857143
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741014453000_117,78,USDJPY,1741014453000,USDJPY_TAIL_V1_RAW_ctrl_h1_1741014332750_13318,1741014332750,120250,-3.306173e-06,4.2975704e-05,2.847009000000013e-06,3.6361358e-05,9.585973100000001e-05,0.000152013167,-0.0465,0.0545,-0.004,23.0,2.91666667
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741014714000_120,79,USDJPY,1741014714000,USDJPY_TAIL_V1_RAW_ctrl_h1_1741014587750_13339,1741014587750,126250,9.919698999999998e-06,-3.3037920000000002e-06,-1.482080899999999e-05,7.2724628e-05,-0.000181773468,0.00015210683000000001,0.04,-0.068,0.008,7.0,-23.000836138408
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741014791250_122,80,USDJPY,1741014791250,USDJPY_TAIL_V1_RAW_ctrl_h1_1741014587750_13339,1741014587750,203500,6.616641000000001e-06,3.3065064000000005e-05,-2.689541300000001e-05,1.9841628e-05,-0.00022804938900000002,-4.9562756999999995e-05,0.0195,-0.0695,0.007,-3.0,-23.000836138408
