event_id,market_cluster_id,response_episode_id,barrier_local_sigma,result,continuation_hit_msc,reversal_hit_msc,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742532777250_16920,7357,2194,0.5,CONTINUATION_FIRST,1742532779272.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742532777250_16920,7357,2194,1.0,REVERSAL_FIRST,,1742532782859.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742532777250_16920,7357,2194,2.0,REVERSAL_FIRST,,1742532843287.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742532850500_16921,7358,2194,0.5,REVERSAL_FIRST,,1742532850763.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742532850500_16921,7358,2194,1.0,REVERSAL_FIRST,,1742532850763.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742532850500_16921,7358,2194,2.0,REVERSAL_FIRST,,1742532851225.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742532959000_16922,7359,2194,0.5,REVERSAL_FIRST,,1742532961061.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742532959000_16922,7359,2194,1.0,CONTINUATION_FIRST,1742532965822.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742532959000_16922,7359,2194,2.0,REVERSAL_FIRST,,1742533012278.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742533321500_16923,7360,2195,0.5,CONTINUATION_FIRST,1742533325390.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742533321500_16923,7360,2195,1.0,CONTINUATION_FIRST,1742533325603.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742533321500_16923,7360,2195,2.0,CONTINUATION_FIRST,1742533325873.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533415000_16924,7361,2195,0.5,REVERSAL_FIRST,,1742533419571.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533415000_16924,7361,2195,1.0,CONTINUATION_FIRST,1742533421771.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533415000_16924,7361,2195,2.0,CONTINUATION_FIRST,1742533421771.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533415250_16925,7361,2195,0.5,REVERSAL_FIRST,,1742533419571.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533415250_16925,7361,2195,1.0,CONTINUATION_FIRST,1742533421771.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533415250_16925,7361,2195,2.0,CONTINUATION_FIRST,1742533421771.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533595750_16926,7362,2196,0.5,CONTINUATION_FIRST,1742533596230.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533595750_16926,7362,2196,1.0,CONTINUATION_FIRST,1742533596230.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533595750_16926,7362,2196,2.0,CONTINUATION_FIRST,1742533599251.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742533621500_16927,7363,2196,0.5,REVERSAL_FIRST,,1742533626271.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742533621500_16927,7363,2196,1.0,CONTINUATION_FIRST,1742533638423.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742533621500_16927,7363,2196,2.0,CONTINUATION_FIRST,1742533641204.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742534092750_16928,7364,2197,0.5,CONTINUATION_FIRST,1742534100834.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742534092750_16928,7364,2197,1.0,CONTINUATION_FIRST,1742534100834.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742534092750_16928,7364,2197,2.0,REVERSAL_FIRST,,1742534156170.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16929,7365,2197,0.5,REVERSAL_FIRST,,1742534180961.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16929,7365,2197,1.0,CONTINUATION_FIRST,1742534194811.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16929,7365,2197,2.0,REVERSAL_FIRST,,1742534243947.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175500_16930,7365,2197,0.5,REVERSAL_FIRST,,1742534179208.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175500_16930,7365,2197,1.0,CONTINUATION_FIRST,1742534208419.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175500_16930,7365,2197,2.0,REVERSAL_FIRST,,1742534243947.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16931,7365,2197,0.5,REVERSAL_FIRST,,1742534179131.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16931,7365,2197,1.0,REVERSAL_FIRST,,1742534179131.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16931,7365,2197,2.0,CONTINUATION_FIRST,1742534192081.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534537250_16932,7366,2198,0.5,REVERSAL_FIRST,,1742534538423.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534537250_16932,7366,2198,1.0,REVERSAL_FIRST,,1742534538423.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534537250_16932,7366,2198,2.0,REVERSAL_FIRST,,1742534539130.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742535497000_16933,7367,2199,0.5,CONTINUATION_FIRST,1742535501033.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742535497000_16933,7367,2199,1.0,CONTINUATION_FIRST,1742535505573.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742535497000_16933,7367,2199,2.0,REVERSAL_FIRST,,1742535537111.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742535913750_16934,7368,2200,0.5,REVERSAL_FIRST,,1742535918571.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742535913750_16934,7368,2200,1.0,REVERSAL_FIRST,,1742535920529.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742535913750_16934,7368,2200,2.0,REVERSAL_FIRST,,1742535921598.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742536059750_16935,7369,2201,0.5,CONTINUATION_FIRST,1742536062495.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742536059750_16935,7369,2201,1.0,CONTINUATION_FIRST,1742536063287.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742536059750_16935,7369,2201,2.0,CONTINUATION_FIRST,1742536063287.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538541500_16936,7370,2202,0.5,CONTINUATION_FIRST,1742538546944.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538541500_16936,7370,2202,1.0,CONTINUATION_FIRST,1742538546944.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538541500_16936,7370,2202,2.0,REVERSAL_FIRST,,1742538574490.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742538640500_16937,7371,2202,0.5,CONTINUATION_FIRST,1742538644986.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742538640500_16937,7371,2202,1.0,CONTINUATION_FIRST,1742538644986.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742538640500_16937,7371,2202,2.0,CONTINUATION_FIRST,1742538644986.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538858250_16938,7372,2203,0.5,REVERSAL_FIRST,,1742538858831.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538858250_16938,7372,2203,1.0,REVERSAL_FIRST,,1742538858831.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538858250_16938,7372,2203,2.0,REVERSAL_FIRST,,1742538906438.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742538891500_16939,7373,2203,0.5,CONTINUATION_FIRST,1742538896697.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742538891500_16939,7373,2203,1.0,CONTINUATION_FIRST,1742538896904.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742538891500_16939,7373,2203,2.0,CONTINUATION_FIRST,1742538897107.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742540523000_16940,7374,2204,0.5,CONTINUATION_FIRST,1742540531729.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742540523000_16940,7374,2204,1.0,CONTINUATION_FIRST,1742540531729.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742540523000_16940,7374,2204,2.0,CONTINUATION_FIRST,1742540532484.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742541460750_16941,7375,2205,0.5,REVERSAL_FIRST,,1742541463053.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742541460750_16941,7375,2205,1.0,REVERSAL_FIRST,,1742541463053.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742541460750_16941,7375,2205,2.0,REVERSAL_FIRST,,1742541463266.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742541461000_16942,7375,2205,0.5,REVERSAL_FIRST,,1742541463266.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742541461000_16942,7375,2205,1.0,REVERSAL_FIRST,,1742541466229.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742541461000_16942,7375,2205,2.0,REVERSAL_FIRST,,1742541469715.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742542431500_16943,7376,2206,0.5,REVERSAL_FIRST,,1742542471722.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742542431500_16943,7376,2206,1.0,REVERSAL_FIRST,,1742542471957.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742542431500_16943,7376,2206,2.0,CONTINUATION_FIRST,1742542515735.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742543581750_16944,7377,2207,0.5,CONTINUATION_FIRST,1742543584768.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742543581750_16944,7377,2207,1.0,CONTINUATION_FIRST,1742543588792.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742543581750_16944,7377,2207,2.0,TIMEOUT,,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742543726500_16945,7378,2208,0.5,CONTINUATION_FIRST,1742543742452.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742543726500_16945,7378,2208,1.0,CONTINUATION_FIRST,1742543742452.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742543726500_16945,7378,2208,2.0,CONTINUATION_FIRST,1742543757130.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544002000_16946,7379,2209,0.5,REVERSAL_FIRST,,1742544002735.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544002000_16946,7379,2209,1.0,REVERSAL_FIRST,,1742544002735.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544002000_16946,7379,2209,2.0,CONTINUATION_FIRST,1742544063286.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742544002250_16947,7379,2209,0.5,CONTINUATION_FIRST,1742544008863.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742544002250_16947,7379,2209,1.0,CONTINUATION_FIRST,1742544017708.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742544002250_16947,7379,2209,2.0,CONTINUATION_FIRST,1742544122519.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16948,7380,2210,0.5,REVERSAL_FIRST,,1742544659837.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16948,7380,2210,1.0,REVERSAL_FIRST,,1742544659837.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16948,7380,2210,2.0,REVERSAL_FIRST,,1742544659837.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1742544652750_16949,7380,2210,0.5,REVERSAL_FIRST,,1742544659837.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1742544652750_16949,7380,2210,1.0,REVERSAL_FIRST,,1742544659837.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1742544652750_16949,7380,2210,2.0,REVERSAL_FIRST,,1742544666026.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16950,7380,2210,0.5,CONTINUATION_FIRST,1742544660497.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16950,7380,2210,1.0,REVERSAL_FIRST,,1742544665767.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16950,7380,2210,2.0,REVERSAL_FIRST,,1742544665767.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742544858750_16951,7381,2211,0.5,CONTINUATION_FIRST,1742544863287.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742544858750_16951,7381,2211,1.0,CONTINUATION_FIRST,1742544889806.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742544858750_16951,7381,2211,2.0,CONTINUATION_FIRST,1742544911694.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545459500_16952,7382,2212,0.5,CONTINUATION_FIRST,1742545459810.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545459500_16952,7382,2212,1.0,CONTINUATION_FIRST,1742545459810.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545459500_16952,7382,2212,2.0,CONTINUATION_FIRST,1742545459810.0,,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545497250_16954,7384,2212,0.5,REVERSAL_FIRST,,1742545502319.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545497250_16954,7384,2212,1.0,REVERSAL_FIRST,,1742545502319.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545497250_16954,7384,2212,2.0,REVERSAL_FIRST,,1742545502319.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742545497500_16955,7384,2212,0.5,REVERSAL_FIRST,,1742545502319.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742545497500_16955,7384,2212,1.0,REVERSAL_FIRST,,1742545502319.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742545497500_16955,7384,2212,2.0,REVERSAL_FIRST,,1742545519875.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545493000_16953,7383,2212,0.5,REVERSAL_FIRST,,1742545493418.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545493000_16953,7383,2212,1.0,REVERSAL_FIRST,,1742545494611.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545493000_16953,7383,2212,2.0,REVERSAL_FIRST,,1742545495326.0,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545799250_16956,7385,2213,0.5,REVERSAL_FIRST,,1742545801258.0,INTERNAL_CONFIRMATION
