event_id,market_cluster_id,response_episode_id,symbol,server_hour,horizon_ms,status,tick_msc,quote_msc,target_lag_ms,quote_age_ms,bid,ask,mid,raw_log_return,continuation_return,absolute_return,spread,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533415250_16925,7361,2195,USDJPY,5,250,VALID,1742533415564,1742533415564,64,0,149.002,149.018,149.01,-6.710936e-06,6.710936e-06,6.710936e-06,0.016,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742533595750_16926,7362,2196,USDJPY,5,250,VALID,1742533596230,1742533596230,230,0,148.956,148.971,148.9635,-2.0138959e-05,2.0138959e-05,2.0138959e-05,0.015,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742533621500_16927,7363,2196,AUDUSD,5,250,VALID,1742533622338,1742533622338,588,0,0.62996,0.63019,0.630075,7.935595e-06,-7.935595e-06,7.935595e-06,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742534092750_16928,7364,2197,GBPUSD,5,250,STALE,1742534098194,1742534098194,5194,0,1.29649,1.29669,1.29659,7.712568e-06,7.712568e-06,7.712568e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16929,7365,2197,USDCAD,5,250,VALID,1742534175550,1742534175550,50,0,1.4315,1.4318,1.43165,-3.492468e-06,3.492468e-06,3.492468e-06,0.0003,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742534175500_16930,7365,2197,USDCAD,5,250,STALE,1742534177760,1742534177760,2010,0,1.43151,1.4318,1.431655,3.492468e-06,-3.492468e-06,3.492468e-06,0.00029,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534175250_16931,7365,2197,AUDUSD,5,250,STALE,1742534178924,1742534178924,3424,0,0.62984,0.63006,0.62995,-7.937106e-06,-7.937106e-06,7.937106e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742534537250_16932,7366,2198,AUDUSD,5,250,VALID,1742534538423,1742534538423,923,0,0.62954,0.62976,0.62965,3.9705386e-05,-3.9705386e-05,3.9705386e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742535497000_16933,7367,2199,USDCAD,5,250,VALID,1742535497324,1742535497324,74,0,1.43178,1.43206,1.43192,-3.491809e-06,-3.491809e-06,3.491809e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742535913750_16934,7368,2200,AUDUSD,5,250,VALID,1742535914979,1742535914979,979,0,0.62935,0.62957,0.62946,7.943348e-06,-7.943348e-06,7.943348e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742536059750_16935,7369,2201,GBPUSD,5,250,VALID,1742536060622,1742536060622,622,0,1.29571,1.29591,1.29581,-7.717151e-06,7.717151e-06,7.717151e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538541500_16936,7370,2202,USDJPY,6,250,STALE,1742538546130,1742538546130,4380,0,149.059,149.077,149.068,6.70837e-06,6.70837e-06,6.70837e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742538640500_16937,7371,2202,GBPUSD,6,250,VALID,1742538640976,1742538640976,226,0,1.29509,1.29529,1.29519,7.720905e-06,-7.720905e-06,7.720905e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742538858250_16938,7372,2203,USDJPY,6,250,VALID,1742538858623,1742538858623,123,0,149.101,149.118,149.1095,0.0,0.0,0.0,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742538891500_16939,7373,2203,AUDUSD,6,250,STALE,1742538896697,1742538896697,4947,0,0.62866,0.62888,0.62877,-1.590394e-05,1.590394e-05,1.590394e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742540523000_16940,7374,2204,USDJPY,7,250,STALE,1742540525806,1742540525806,2556,0,149.226,149.241,149.2335,6.700931e-06,-6.700931e-06,6.700931e-06,0.015,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742541460750_16941,7375,2205,USDJPY,7,250,VALID,1742541461143,1742541461143,143,0,149.392,149.409,149.4005,-3.346703e-06,-3.346703e-06,3.346703e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742541461000_16942,7375,2205,USDJPY,7,250,VALID,1742541461416,1742541461416,166,0,149.392,149.41,149.401,3.346703e-06,3.346703e-06,3.346703e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742542431500_16943,7376,2206,USDCAD,7,250,STALE,1742542446350,1742542446350,14600,0,1.43273,1.43299,1.43286,3.489531e-06,-3.489531e-06,3.489531e-06,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742543581750_16944,7377,2207,GBPUSD,7,250,STALE,1742543583466,1742543583466,1466,0,1.29389,1.29409,1.29399,-7.728005e-06,7.728005e-06,7.728005e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742543726500_16945,7378,2208,AUDUSD,7,250,STALE,1742543730617,1742543730617,3867,0,0.62894,0.62915,0.629045,-7.948525e-06,-7.948525e-06,7.948525e-06,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544002000_16946,7379,2209,AUDUSD,8,250,VALID,1742544002735,1742544002735,485,0,0.62875,0.62897,0.62886,2.385297e-05,-2.385297e-05,2.385297e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742544002250_16947,7379,2209,AUDUSD,8,250,VALID,1742544002944,1742544002944,444,0,0.62874,0.62897,0.628855,-7.950927e-06,7.950927e-06,7.950927e-06,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16948,7380,2210,USDCAD,8,250,VALID,1742544652988,1742544652988,238,0,1.43323,1.43351,1.43337,3.488289e-06,-3.488289e-06,3.488289e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1742544652750_16949,7380,2210,USDCAD,8,250,STALE,1742544659015,1742544659015,6015,0,1.43323,1.4335,1.433365,-3.488289e-06,3.488289e-06,3.488289e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16950,7380,2210,AUDUSD,8,250,STALE,1742544660002,1742544660002,7252,0,0.62876,0.62897,0.628865,7.950864e-06,7.950864e-06,7.950864e-06,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742544858750_16951,7381,2211,GBPUSD,8,250,VALID,1742544859521,1742544859521,521,0,1.29332,1.29352,1.29342,7.731471e-06,-7.731471e-06,7.731471e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545459500_16952,7382,2212,USDJPY,8,250,VALID,1742545459810,1742545459810,60,0,149.511,149.526,149.5185,3.3441237e-05,3.3441237e-05,3.3441237e-05,0.015,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545497250_16954,7384,2212,AUDUSD,8,250,VALID,1742545497833,1742545497833,333,0,0.62879,0.62902,0.628905,7.950358e-06,-7.950358e-06,7.950358e-06,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742545497500_16955,7384,2212,AUDUSD,8,250,STALE,1742545498756,1742545498756,1006,0,0.62879,0.62901,0.6289,-7.950358e-06,7.950358e-06,7.950358e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545493000_16953,7383,2212,USDJPY,8,250,VALID,1742545493418,1742545493418,168,0,149.584,149.603,149.5935,-1.0027123e-05,-1.0027123e-05,1.0027123e-05,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545799250_16956,7385,2213,AUDUSD,8,250,VALID,1742545799665,1742545799665,165,0,0.62884,0.62905,0.628945,7.949852e-06,-7.949852e-06,7.949852e-06,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742546069000_16957,7386,2214,USDCAD,8,250,STALE,1742546071321,1742546071321,2071,0,1.43353,1.43381,1.43367,-6.975082e-06,-6.975082e-06,6.975082e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742546193000_16958,7387,2215,USDJPY,8,250,STALE,1742546196496,1742546196496,3246,0,149.607,149.625,149.616,6.683799e-06,-6.683799e-06,6.683799e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742546331750_16959,7388,2216,AUDUSD,8,250,STALE,1742546333692,1742546333692,1692,0,0.62867,0.62888,0.628775,-1.5903814e-05,-1.5903814e-05,1.5903814e-05,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742546349500_16960,7389,2216,USDCAD,8,250,VALID,1742546350156,1742546350156,406,0,1.43374,1.434,1.43387,3.487073e-06,3.487073e-06,3.487073e-06,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742547362500_16961,7390,2217,USDCAD,8,250,VALID,1742547363750,1742547363750,1000,0,1.43352,1.43375,1.433635,3.487644e-06,-3.487644e-06,3.487644e-06,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547427000_16962,7391,2217,USDJPY,8,250,STALE,1742547428314,1742547428314,1064,0,149.539,149.557,149.548,-2.0060248e-05,-2.0060248e-05,2.0060248e-05,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547512000_16963,7392,2217,USDJPY,8,250,STALE,1742547515363,1742547515363,3113,0,149.553,149.57,149.5615,1.6715671e-05,1.6715671e-05,1.6715671e-05,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547679500_16964,7393,2218,USDJPY,9,250,VALID,1742547679787,1742547679787,37,0,149.596,149.613,149.6045,-2.6736806e-05,-2.6736806e-05,2.6736806e-05,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742547801000_16965,7394,2219,AUDUSD,9,250,STALE,1742547803166,1742547803166,1916,0,0.629,0.62921,0.629105,1.5895724e-05,1.5895724e-05,1.5895724e-05,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742547883500_16966,7395,2219,USDCAD,9,250,VALID,1742547884223,1742547884223,473,0,1.43291,1.43319,1.43305,-3.489056e-06,3.489056e-06,3.489056e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742548007000_16967,7396,2220,USDCAD,9,250,VALID,1742548007640,1742548007640,390,0,1.43274,1.43302,1.43288,3.489482e-06,-3.489482e-06,3.489482e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742548999000_16968,7397,2221,AUDUSD,9,250,VALID,1742548999893,1742548999893,643,0,0.6291,0.62931,0.629205,6.3574306e-05,-6.3574306e-05,6.3574306e-05,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742549165750_16969,7398,2222,AUDUSD,9,250,STALE,1742549167342,1742549167342,1342,0,0.62923,0.62945,0.62934,7.944863e-06,-7.944863e-06,7.944863e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742549184000_16970,7399,2222,USDJPY,9,250,VALID,1742549184455,1742549184455,205,0,149.535,149.552,149.5435,0.0,0.0,0.0,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742549184250_16971,7399,2222,USDJPY,9,250,VALID,1742549185434,1742549185434,934,0,149.535,149.553,149.544,3.343503e-06,3.343503e-06,3.343503e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549294750_16972,7400,2222,USDCAD,9,250,VALID,1742549295732,1742549295732,732,0,1.43259,1.43284,1.432715,-3.489872e-06,3.489872e-06,3.489872e-06,0.00025,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549481500_16973,7401,2223,USDCAD,9,250,VALID,1742549481906,1742549481906,156,0,1.43248,1.43277,1.432625,3.490103e-06,-3.490103e-06,3.490103e-06,0.00029,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742549566500_16974,7402,2223,USDJPY,9,250,VALID,1742549567362,1742549567362,612,0,149.519,149.536,149.5275,-3.0094346e-05,-3.0094346e-05,3.0094346e-05,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549851750_16975,7403,2224,USDCAD,9,250,VALID,1742549852235,1742549852235,235,0,1.4322,1.43246,1.43233,3.490822e-06,-3.490822e-06,3.490822e-06,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742550310250_16976,7404,2225,GBPUSD,9,250,STALE,1742550311601,1742550311601,1101,0,1.29349,1.29369,1.29359,1.5460969e-05,-1.5460969e-05,1.5460969e-05,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742551201250_16977,7405,2226,AUDUSD,10,250,VALID,1742551202028,1742551202028,528,0,0.62936,0.62958,0.62947,7.943222e-06,-7.943222e-06,7.943222e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742551245000_16978,7406,2226,GBPUSD,10,250,VALID,1742551245379,1742551245379,129,0,1.29342,1.29362,1.29352,6.1848656e-05,-6.1848656e-05,6.1848656e-05,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742551524750_16979,7407,2227,USDCAD,10,250,VALID,1742551525083,1742551525083,83,0,1.43225,1.43254,1.432395,-1.0471917e-05,1.0471917e-05,1.0471917e-05,0.00029,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742551552250_16980,7408,2227,USDCAD,10,250,VALID,1742551553371,1742551553371,871,0,1.43222,1.43248,1.43235,3.490773e-06,-3.490773e-06,3.490773e-06,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552101000_16981,7409,2228,USDJPY,10,250,VALID,1742552101250,1742552101250,0,0,149.375,149.39,149.3825,6.694247e-06,-6.694247e-06,6.694247e-06,0.015,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552162750_16982,7410,2228,USDJPY,10,250,VALID,1742552163631,1742552163631,631,0,149.368,149.386,149.377,3.347241e-06,-3.347241e-06,3.347241e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306500_16983,7411,2229,AUDUSD,10,250,VALID,1742552306948,1742552306948,198,0,0.62942,0.62965,0.629535,-5.5595046e-05,5.5595046e-05,5.5595046e-05,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306750_16984,7411,2229,AUDUSD,10,250,VALID,1742552307207,1742552307207,207,0,0.62944,0.62966,0.62955,2.3826827e-05,-2.3826827e-05,2.3826827e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552307000_16985,7411,2229,AUDUSD,10,250,VALID,1742552307662,1742552307662,412,0,0.62945,0.62968,0.629565,2.3826259e-05,-2.3826259e-05,2.3826259e-05,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742552307250_16986,7411,2229,AUDUSD,10,250,VALID,1742552308098,1742552308098,598,0,0.62945,0.62967,0.62956,-7.942023e-06,7.942023e-06,7.942023e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742552382750_16987,7412,2229,USDCAD,10,250,STALE,1742552384068,1742552384068,1068,0,1.43198,1.43223,1.432105,3.49137e-06,-3.49137e-06,3.49137e-06,0.00025,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552407500_16988,7413,2229,AUDUSD,10,250,VALID,1742552408255,1742552408255,505,0,0.62953,0.62975,0.62964,7.941077e-06,7.941077e-06,7.941077e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552407750_16989,7413,2229,AUDUSD,10,250,STALE,1742552411030,1742552411030,3030,0,0.62951,0.62974,0.629625,-2.3823421e-05,-2.3823421e-05,2.3823421e-05,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552433500_16990,7414,2229,AUDUSD,10,250,VALID,1742552434037,1742552434037,287,0,0.62946,0.62968,0.62957,-3.176721e-05,3.176721e-05,3.176721e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552772500_16991,7415,2230,USDJPY,10,250,VALID,1742552772813,1742552772813,63,0,149.34,149.356,149.348,-3.34788e-06,3.34788e-06,3.34788e-06,0.016,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552886250_16992,7416,2230,AUDUSD,10,250,VALID,1742552887129,1742552887129,629,0,0.62927,0.6295,0.629385,-2.3832505e-05,-2.3832505e-05,2.3832505e-05,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553019000_16993,7417,2231,USDCAD,10,250,VALID,1742553019395,1742553019395,145,0,1.43197,1.43222,1.432095,3.491395e-06,3.491395e-06,3.491395e-06,0.00025,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553194250_16994,7418,2232,USDJPY,10,250,STALE,1742553195504,1742553195504,1004,0,149.267,149.285,149.276,1.0048551e-05,-1.0048551e-05,1.0048551e-05,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553273500_16995,7419,2232,AUDUSD,10,250,STALE,1742553277057,1742553277057,3307,0,0.62938,0.6296,0.62949,-7.942906e-06,-7.942906e-06,7.942906e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742553602250_16997,7420,2233,USDJPY,10,250,VALID,1742553602595,1742553602595,95,0,149.279,149.296,149.2875,-6.698462e-06,-6.698462e-06,6.698462e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553601500_16996,7420,2233,USDCAD,10,250,VALID,1742553602385,1742553602385,635,0,1.43207,1.43232,1.432195,-3.491139e-06,-3.491139e-06,3.491139e-06,0.00025,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553626500_16998,7421,2233,AUDUSD,10,250,VALID,1742553627342,1742553627342,592,0,0.62906,0.62929,0.629175,1.5893956e-05,-1.5893956e-05,1.5893956e-05,0.00023,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553816750_16999,7422,2234,USDJPY,10,250,VALID,1742553817345,1742553817345,345,0,149.328,149.346,149.337,3.348138e-06,3.348138e-06,3.348138e-06,0.018,INTERNAL_CONFIRMATION
