event_id,market_cluster_id,response_episode_id,symbol,partition,gate_mask,gate_fail_count,statistical_shock,direction_available,directional_burst,activity_elevated,liquidity_normal,cost_feasible,efficiency_gate,persistence_gate
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742545497500_16955,7384,2212,AUDUSD,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545493000_16953,7383,2212,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545799250_16956,7385,2213,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742546069000_16957,7386,2214,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742546193000_16958,7387,2215,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742546331750_16959,7388,2216,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742546349500_16960,7389,2216,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742547362500_16961,7390,2217,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547427000_16962,7391,2217,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547512000_16963,7392,2217,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547679500_16964,7393,2218,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742547801000_16965,7394,2219,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742547883500_16966,7395,2219,USDCAD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742548007000_16967,7396,2220,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742548999000_16968,7397,2221,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742549165750_16969,7398,2222,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742549184000_16970,7399,2222,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742549184250_16971,7399,2222,USDJPY,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549294750_16972,7400,2222,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549481500_16973,7401,2223,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742549566500_16974,7402,2223,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549851750_16975,7403,2224,USDCAD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742550310250_16976,7404,2225,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742551201250_16977,7405,2226,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742551245000_16978,7406,2226,GBPUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742551524750_16979,7407,2227,USDCAD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742551552250_16980,7408,2227,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552101000_16981,7409,2228,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552162750_16982,7410,2228,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306500_16983,7411,2229,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306750_16984,7411,2229,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552307000_16985,7411,2229,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742552307250_16986,7411,2229,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742552382750_16987,7412,2229,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552407500_16988,7413,2229,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552407750_16989,7413,2229,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552433500_16990,7414,2229,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552772500_16991,7415,2230,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552886250_16992,7416,2230,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553019000_16993,7417,2231,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553194250_16994,7418,2232,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553273500_16995,7419,2232,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742553602250_16997,7420,2233,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553601500_16996,7420,2233,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553626500_16998,7421,2233,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553816750_16999,7422,2234,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553872250_17000,7423,2234,USDJPY,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553889750_17001,7424,2234,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742554138000_17002,7425,2235,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742554138000_17004,7425,2235,EURUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742554138250_17003,7425,2235,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742554209250_17005,7426,2235,USDCAD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742554219250_17006,7427,2235,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742554303000_17007,7428,2235,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742554366000_17008,7429,2235,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742554366250_17009,7429,2235,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742554485500_17010,7430,2235,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742554523500_17011,7431,2235,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742554737500_17012,7432,2236,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742555255500_17013,7433,2237,EURUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742555344250_17014,7434,2237,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742555406500_17015,7435,2237,USDCHF,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742555499250_17016,7436,2237,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742555545250_17017,7437,2237,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742555583250_17018,7438,2237,USDCHF,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742555720250_17020,7439,2238,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742555720500_17021,7439,2238,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742555719750_17019,7439,2238,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742555827000_17022,7440,2238,USDJPY,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742555827250_17023,7440,2238,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742555827500_17024,7440,2238,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742556041000_17025,7441,2239,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742556338500_17026,7442,2240,USDCHF,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742556394750_17027,7443,2240,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1742556395000_17028,7443,2240,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742556408750_17029,7444,2240,USDCHF,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742556481250_17030,7445,2240,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742556680500_17031,7446,2241,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742556680750_17032,7446,2241,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742556741250_17033,7447,2241,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742557172250_17034,7448,2242,USDJPY,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742557506750_17035,7449,2243,USDCHF,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742557711000_17036,7450,2244,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
