event_id,market_cluster_id,response_episode_id,symbol,direction,partition,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,initial_shock_size,local_sigma_response,reference_mid,validation_status
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742538891500_16939,7373,2203,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000155,0.0,51366,0,,5e-06,2.0116812e-05,0.62878,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742540523000_16940,7374,2204,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.016,0.002,122391,44938,1742540525806.0,0.0,1.4859385e-05,149.2325,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742541460750_16941,7375,2205,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0,0.024,0,75679,1742541463266.0,0.0045,1.4853211e-05,149.401,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742541461000_16942,7375,2205,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0005,0.0235,416,75429,1742541463266.0,0.004,2.8159494e-05,149.4005,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742542431500_16943,7376,2206,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00012,5e-05,94113,40457,1742542471957.0,2e-05,1.7817354e-05,1.432855,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742543581750_16944,7377,2207,GBPUSD,SHORT,INTERNAL_CONFIRMATION,4e-05,2e-05,118170,101183,1742543583466.0,3e-05,1.6452614e-05,1.294,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742543726500_16945,7378,2208,AUDUSD,LONG,INTERNAL_CONFIRMATION,7.5e-05,8.5e-05,48456,115609,1742543730617.0,0.0,2.0117853e-05,0.62905,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544002000_16946,7379,2209,AUDUSD,SHORT,INTERNAL_CONFIRMATION,7e-05,2.5e-05,122398,12546,1742544002735.0,1.5e-05,2.0118598e-05,0.628845,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742544002250_16947,7379,2209,AUDUSD,SHORT,INTERNAL_CONFIRMATION,8.5e-05,1e-05,122148,12296,1742544014263.0,0.0,3.9836551e-05,0.62886,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16948,7380,2210,USDCAD,SHORT,INTERNAL_CONFIRMATION,1.5e-05,0.000125,118670,70862,1742544652988.0,2e-05,1.7811022e-05,1.433365,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1742544652750_16949,7380,2210,USDCAD,SHORT,INTERNAL_CONFIRMATION,2e-05,0.00012,118420,70612,1742544659015.0,2.5e-05,3.5091787e-05,1.43337,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742544652500_16950,7380,2210,AUDUSD,LONG,INTERNAL_CONFIRMATION,1e-05,0.00013,7997,71018,1742544660002.0,3e-05,2.0120766e-05,0.62886,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742544858750_16951,7381,2211,GBPUSD,SHORT,INTERNAL_CONFIRMATION,0.0001,7e-05,53168,116247,1742544859521.0,1e-05,1.6452948e-05,1.29341,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545459500_16952,7382,2212,USDJPY,LONG,INTERNAL_CONFIRMATION,0.083,0.0,33446,0,,0.005,1.4837417e-05,149.5135,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545497250_16954,7384,2212,AUDUSD,SHORT,INTERNAL_CONFIRMATION,5e-06,0.000145,1997,96372,1742545497833.0,0.0,2.0117542e-05,0.6289,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742545497500_16955,7384,2212,AUDUSD,SHORT,INTERNAL_CONFIRMATION,1e-05,0.00014,1747,96122,1742545498756.0,5e-06,3.9833521e-05,0.628905,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742545493000_16953,7383,2212,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0,0.0555,0,114462,1742545495326.0,0.006,1.4837942e-05,149.595,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742545799250_16956,7385,2213,AUDUSD,SHORT,INTERNAL_CONFIRMATION,6e-05,8.5e-05,108758,55998,1742545801258.0,1e-05,2.0119944e-05,0.62894,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742546069000_16957,7386,2214,USDCAD,LONG,INTERNAL_CONFIRMATION,8.5e-05,3.5e-05,97787,22725,1742546091725.0,2e-05,1.7811204e-05,1.43368,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742546193000_16958,7387,2215,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0595,0.003,93887,3704,1742546196496.0,0.001,1.4835092e-05,149.615,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742546331750_16959,7388,2216,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.0,0.000165,0,87343,1742546333692.0,1e-05,2.0120543e-05,0.628785,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742546349500_16960,7389,2216,USDCAD,LONG,INTERNAL_CONFIRMATION,0.00013,0.0,89381,0,,1e-05,1.781106e-05,1.433865,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742547362500_16961,7390,2217,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00018,8e-05,127114,64004,1742547363750.0,0.0,1.7802973e-05,1.43363,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547427000_16962,7391,2217,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0145,0.0275,97922,37072,1742547428314.0,0.0015,1.4833324e-05,149.551,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547512000_16963,7392,2217,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0275,0.0125,117326,58310,1742547516097.0,0.002,1.4837127e-05,149.559,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742547679500_16964,7393,2218,USDJPY,LONG,INTERNAL_CONFIRMATION,0.005,0.037,5858,104287,1742547679787.0,0.0025,1.4835274e-05,149.6085,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742547801000_16965,7394,2219,AUDUSD,LONG,INTERNAL_CONFIRMATION,7e-05,0.00012,105083,60379,1742547814257.0,2e-05,2.0115353e-05,0.629095,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742547883500_16966,7395,2219,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.000115,0.0,77926,0,,3.5e-05,1.7800082e-05,1.433055,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742548007000_16967,7396,2220,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00012,6.5e-05,77467,48109,1742548011681.0,1.5e-05,1.7801481e-05,1.432875,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742548999000_16968,7397,2221,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.0,0.000285,0,97130,1742548999893.0,1.5e-05,2.011363e-05,0.629165,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742549165750_16969,7398,2222,AUDUSD,SHORT,INTERNAL_CONFIRMATION,6e-05,3.5e-05,89216,12097,1742549177847.0,2e-05,2.0114527e-05,0.629335,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742549184000_16970,7399,2222,USDJPY,LONG,INTERNAL_CONFIRMATION,0.007,0.0185,2487,111422,1742549198758.0,0.0085,1.4831138e-05,149.5435,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742549184250_16971,7399,2222,USDJPY,LONG,INTERNAL_CONFIRMATION,0.007,0.0185,2237,111172,1742549198758.0,0.0085,2.8128404e-05,149.5435,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549294750_16972,7400,2222,USDCAD,SHORT,INTERNAL_CONFIRMATION,6e-05,7.5e-05,114442,87585,1742549315982.0,3e-05,1.7810003e-05,1.43272,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549481500_16973,7401,2223,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.0,0.00015,0,80926,1742549481906.0,5e-06,1.780982e-05,1.43262,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742549566500_16974,7402,2223,USDJPY,LONG,INTERNAL_CONFIRMATION,0.007,0.042,11181,103821,1742549567362.0,0.0045,1.4829226e-05,149.532,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549851750_16975,7403,2224,USDCAD,SHORT,INTERNAL_CONFIRMATION,3e-05,0.000145,78570,113034,1742549852866.0,2e-05,1.7805255e-05,1.432325,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742550310250_16976,7404,2225,GBPUSD,SHORT,INTERNAL_CONFIRMATION,0.0003,2e-05,124636,1351,1742550311601.0,0.0,1.6438929e-05,1.29357,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742551201250_16977,7405,2226,AUDUSD,SHORT,INTERNAL_CONFIRMATION,4e-05,7e-05,120675,32005,1742551205915.0,1.5e-05,2.0113777e-05,0.629465,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742551245000_16978,7406,2226,GBPUSD,SHORT,INTERNAL_CONFIRMATION,6e-05,0.00019,122302,79197,1742551245379.0,0.0,1.6439406e-05,1.29344,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742551524750_16979,7407,2227,USDCAD,SHORT,INTERNAL_CONFIRMATION,7e-05,3.5e-05,27042,60533,,0.000115,6.769437e-05,1.43241,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742551552250_16980,7408,2227,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.0,0.00012,0,108007,1742551557849.0,2e-05,1.7794325e-05,1.432345,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552101000_16981,7409,2228,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.019,0.0165,95890,60561,1742552101250.0,0.001,1.4806006e-05,149.3815,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552162750_16982,7410,2228,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0255,0.0015,124292,2171,1742552163631.0,0.0035,1.4806901e-05,149.3765,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306500_16983,7411,2229,AUDUSD,SHORT,INTERNAL_CONFIRMATION,7.5e-05,9.5e-05,69912,120708,1742552386850.0,5.5e-05,2.0109829e-05,0.62957,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306750_16984,7411,2229,AUDUSD,SHORT,INTERNAL_CONFIRMATION,4e-05,0.00013,69662,120458,1742552307662.0,3e-05,2.0109829e-05,0.629535,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552307000_16985,7411,2229,AUDUSD,SHORT,INTERNAL_CONFIRMATION,5.5e-05,0.000115,69412,120208,1742552307662.0,1.5e-05,3.9818844e-05,0.62955,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742552307250_16986,7411,2229,AUDUSD,SHORT,INTERNAL_CONFIRMATION,7e-05,0.0001,69162,119958,1742552386850.0,6e-05,7.7728606e-05,0.629565,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742552382750_16987,7412,2229,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00011,1.5e-05,38970,21782,,3.5e-05,1.7791437e-05,1.4321,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552407500_16988,7413,2229,AUDUSD,LONG,INTERNAL_CONFIRMATION,3e-05,0.00012,19708,116696,1742552411501.0,1.5e-05,2.0117777e-05,0.629635,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552407750_16989,7413,2229,AUDUSD,LONG,INTERNAL_CONFIRMATION,2.5e-05,0.000125,19458,116446,1742552411501.0,2e-05,3.9817156e-05,0.62964,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552433500_16990,7414,2229,AUDUSD,SHORT,INTERNAL_CONFIRMATION,7.5e-05,1.5e-05,90696,54226,,2e-05,2.0118079e-05,0.62959,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552772500_16991,7415,2230,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0635,0.0,117467,0,,0.0015,1.4817956e-05,149.3485,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552886250_16992,7416,2230,AUDUSD,LONG,INTERNAL_CONFIRMATION,8e-05,3e-05,32621,6158,1742552887129.0,1e-05,2.011098e-05,0.6294,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553019000_16993,7417,2231,USDCAD,LONG,INTERNAL_CONFIRMATION,9e-05,0.000135,25980,84080,1742553025051.0,0.0,1.779269e-05,1.43209,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553194250_16994,7418,2232,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.027,0.0015,56510,1254,1742553195504.0,0.001,1.482368e-05,149.2745,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553273500_16995,7419,2232,AUDUSD,LONG,INTERNAL_CONFIRMATION,8e-05,2e-05,52046,4377,1742553277057.0,0.0,2.0107296e-05,0.629495,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742553602250_16997,7420,2233,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0345,0.0135,109978,1152,1742553603402.0,0.0135,4.9458432e-05,149.2885,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553601500_16996,7420,2233,USDCAD,LONG,INTERNAL_CONFIRMATION,0.0003,2.5e-05,78219,1749,,6e-05,1.7790426e-05,1.4322,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553626500_16998,7421,2233,AUDUSD,SHORT,INTERNAL_CONFIRMATION,5e-05,6.5e-05,42668,86966,1742553707490.0,2.5e-05,2.0107379e-05,0.629165,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553816750_16999,7422,2234,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0195,0.016,83650,51290,1742553823554.0,0.004,1.4817123e-05,149.3365,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553872250_17000,7423,2234,USDJPY,LONG,INTERNAL_CONFIRMATION,0.013,0.0235,28150,86221,1742553879362.0,0.0015,1.481769e-05,149.343,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553889750_17001,7424,2234,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00015,5e-06,45267,10245,,1e-05,1.7789065e-05,1.432655,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742554138000_17002,7425,2235,GBPUSD,SHORT,INTERNAL_CONFIRMATION,6e-05,0.00025,13940,121190,1742554138490.0,3e-05,1.6434331e-05,1.29324,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742554138000_17004,7425,2235,EURUSD,SHORT,INTERNAL_CONFIRMATION,0.00012,9e-05,34783,116142,1742554138827.0,2e-05,2.349102e-05,1.08366,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742554138250_17003,7425,2235,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.0,0.00014,0,70364,1742554138588.0,1.5e-05,2.0112967e-05,0.629285,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742554209250_17005,7426,2235,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.000165,9e-05,119818,28797,1742554238047.0,9e-05,6.7689083e-05,1.43253,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742554219250_17006,7427,2235,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0015,0.017,2187,37097,,0.028,4.945181e-05,149.275,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742554303000_17007,7428,2235,AUDUSD,LONG,INTERNAL_CONFIRMATION,8.5e-05,0.0,33864,0,,1e-05,2.0110594e-05,0.629505,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742554366000_17008,7429,2235,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0,0.02,0,74535,1742554367877.0,0.0025,1.4819997e-05,149.283,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742554366250_17009,7429,2235,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0,0.02,0,74285,1742554367877.0,0.0025,2.8112341e-05,149.283,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742554485500_17010,7430,2235,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.000125,0.000225,27662,118084,1742554487480.0,5e-06,1.7785307e-05,1.432325,VALID
