period_id,variant,m15_wave2_adjacent_mode,m15_wave2_adjacent_fib_side,m15_wave2_fib_zone,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
q1_quick,light_breakdown,off,both,preferred_382_618,13,4,0.3076923076923077,-3.9399999999999995,109.02000000000001,-112.96000000000001,0.9651203966005666,-0.25760000000000033,-0.01981538461538464,0.9444372546482033,68.39,0.6839000000000001,-0.05761076180728176,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0.7510076923076923,0.5652923076923078,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0
q1_quick,light_breakdown,off,both,shallow_236_382,4,2,0.5,52.72999999999999,64.94999999999999,-12.22,5.315057283142388,2.1075,0.526875,5.24984875983061,12.219999999999999,0.12219999999999998,4.315057283142389,0,0.0,2,0.5,2,0.5,0.9004499999999999,0.35719999999999996,0.75,0.75,0.5,0.5,0.0
q1_quick,nearmiss_diag,diagnostic_only,both,deep_618_786,4,0,0.0,-34.230000000000004,0,-34.230000000000004,0.0,-1.4546999999999999,-0.36367499999999997,0.0,34.230000000000004,0.34230000000000005,-1.0,0,0.0,0,0.0,4,1.0,0.2826,0.413875,0.0,0.0,0.0,0.0,0.0
q1_quick,nearmiss_diag,diagnostic_only,both,no_fib,64,17,0.265625,-287.32,307.46000000000004,-594.78,0.516930629812704,-12.117600000000003,-0.18933750000000005,0.5238383401772206,337.32000000000005,3.3732000000000006,-0.8517727973437684,9,0.140625,9,0.140625,46,0.71875,0.6397406250000001,0.5511859375000001,0.578125,0.34375,0.265625,0.125,0.0
q1_quick,nearmiss_diag,diagnostic_only,both,preferred_382_618,13,5,0.38461538461538464,27.189999999999998,99.75000000000001,-72.56,1.3747243660418964,1.2152000000000003,0.0934769230769231,1.3853984967175164,45.92,0.45920000000000005,0.5921167247386759,0,0.0,2,0.15384615384615385,11,0.8461538461538461,0.6547307692307692,0.4783461538461538,0.6153846153846154,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.0
q1_quick,nearmiss_diag,diagnostic_only,both,shallow_236_382,25,4,0.16,-243.89000000000001,64.84,-308.72999999999996,0.21002170181064364,-10.3543,-0.414172,0.21153348258479152,243.89000000000001,2.4389000000000003,-1.0,6,0.24,2,0.08,17,0.68,0.38780799999999993,0.6927200000000002,0.28,0.16,0.12,0.08,0.0
q1_quick,nearmiss_diag,diagnostic_only,both,too_deep,1,0,0.0,-23.65,0,-23.65,0.0,-1.0112,-1.0112,0.0,23.65,0.2365,-1.0,1,1.0,0,0.0,0,0.0,0.427,1.0112,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w1,relax_wave1_age_only,both,deep_618_786,3,0,0.0,-42.66,0,-42.66,0.0,-1.7866,-0.5955333333333334,0.0,42.66,0.4266,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.21219999999999997,0.6445,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w1,relax_wave1_age_only,both,preferred_382_618,12,4,0.3333333333333333,-2.0699999999999985,107.30000000000001,-109.37,0.9810734204992229,-0.11020000000000035,-0.009183333333333363,0.9754500089110678,64.84,0.6484,-0.03192473781616284,1,0.08333333333333333,3,0.25,8,0.6666666666666666,0.7083583333333334,0.5728666666666666,0.5833333333333334,0.4166666666666667,0.25,0.16666666666666666,0.0
q1_quick,relax_w1,relax_wave1_age_only,both,shallow_236_382,4,2,0.5,52.72999999999999,64.94999999999999,-12.22,5.315057283142388,2.1075,0.526875,5.24984875983061,12.219999999999999,0.12219999999999998,4.315057283142389,0,0.0,2,0.5,2,0.5,0.9004499999999999,0.35719999999999996,0.75,0.75,0.5,0.5,0.0
q1_quick,relax_w2,relax_wave2_age_only,both,deep_618_786,3,0,0.0,-42.66,0,-42.66,0.0,-1.7866,-0.5955333333333334,0.0,42.66,0.4266,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.21219999999999997,0.6445,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w2,relax_wave2_age_only,both,preferred_382_618,12,4,0.3333333333333333,-2.0699999999999985,107.30000000000001,-109.37,0.9810734204992229,-0.11020000000000035,-0.009183333333333363,0.9754500089110678,64.84,0.6484,-0.03192473781616284,1,0.08333333333333333,3,0.25,8,0.6666666666666666,0.7083583333333334,0.5728666666666666,0.5833333333333334,0.4166666666666667,0.25,0.16666666666666666,0.0
q1_quick,relax_w2,relax_wave2_age_only,both,shallow_236_382,4,2,0.5,52.72999999999999,64.94999999999999,-12.22,5.315057283142388,2.1075,0.526875,5.24984875983061,12.219999999999999,0.12219999999999998,4.315057283142389,0,0.0,2,0.5,2,0.5,0.9004499999999999,0.35719999999999996,0.75,0.75,0.5,0.5,0.0
