period_id,variant,m5_pattern_quality_group,near_miss_bucket,m15_required_light_reject_reason,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,nearmiss_diag,high_quality,near_miss,wave2_retrace_too_deep,2,2,1.0,30.81,30.81,0,inf,1.3816,0.6908,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.0664,0.4835,1.0,1.0,0.5,0.0,0.0
full2025_validation,nearmiss_diag,high_quality,near_miss,wave2_retrace_too_shallow,161,38,0.2360248447204969,-526.64,908.5899999999997,-1435.2300000000005,0.633062296635382,-22.558399999999992,-0.14011428571428566,0.643476790368133,561.7099999999999,5.617099999999999,-0.9375656477541793,15,0.09316770186335403,29,0.18012422360248448,117,0.7267080745341615,0.6397559006211175,0.5771813664596273,0.5403726708074534,0.34782608695652173,0.2795031055900621,0.15527950310559005,0.006211180124223602
full2025_validation,nearmiss_diag,high_quality,not_near_miss,missing_recent_wave1_break,30,7,0.23333333333333334,-139.85,110.24999999999999,-250.09999999999997,0.4408236705317873,-6.012500000000001,-0.20041666666666672,0.4520491765928167,139.85,1.3984999999999999,-1.0,4,0.13333333333333333,3,0.1,23,0.7666666666666667,0.5329333333333334,0.6091933333333335,0.4666666666666667,0.26666666666666666,0.2,0.03333333333333333,0.0
full2025_validation,nearmiss_diag,high_quality,not_near_miss,none,15,7,0.4666666666666667,79.96000000000001,168.81,-88.85,1.899943725379854,3.6780999999999997,0.24520666666666666,1.92937638973115,51.93,0.5193,1.5397650683612556,1,0.06666666666666667,5,0.3333333333333333,9,0.6,0.7314666666666666,0.4800866666666667,0.6,0.4666666666666667,0.4,0.26666666666666666,0.0
full2025_validation,nearmiss_diag,high_quality,not_near_miss,wave2_retrace_too_deep,3,0,0.0,-37.42,0,-37.42,0.0,-1.6985000000000001,-0.5661666666666667,0.0,37.42,0.37420000000000003,-1.0,0,0.0,0,0.0,3,1.0,0.34393333333333337,0.6178666666666667,0.0,0.0,0.0,0.0,0.0
full2025_validation,nearmiss_diag,high_quality,not_near_miss,wave2_retrace_too_shallow,84,18,0.21428571428571427,-451.87,333.79,-785.6599999999999,0.4248529898429347,-20.5917,-0.2451392857142857,0.416614490224354,495.91,4.9591,-0.9111935633481881,11,0.13095238095238096,9,0.10714285714285714,64,0.7619047619047619,0.5340238095238096,0.5752845238095236,0.4166666666666667,0.2619047619047619,0.17857142857142858,0.10714285714285714,0.0
full2025_validation,nearmiss_diag,low_quality,near_miss,wave2_retrace_too_shallow,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,nearmiss_diag,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,nearmiss_diag,low_quality,not_near_miss,wave2_retrace_too_shallow,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0
full2025_validation,one_best,high_quality,not_near_miss,none,33,14,0.42424242424242425,135.69,384.21000000000004,-248.52,1.545992274263641,5.465800000000001,0.16563030303030304,1.5346780662453776,70.88,0.7088,1.91436230248307,4,0.12121212121212122,11,0.3333333333333333,18,0.5454545454545454,0.7698484848484849,0.512630303030303,0.6363636363636364,0.45454545454545453,0.42424242424242425,0.24242424242424243,0.0
full2025_validation,one_best,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_best,medium_quality,not_near_miss,none,1,1,1.0,16.45,16.45,0,inf,0.6951,0.6951,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2988,0.4024,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_combine,high_quality,near_miss,wave2_retrace_too_shallow,45,7,0.15555555555555556,-315.2199999999999,176.75,-491.9699999999999,0.35926987417931994,-13.246699999999999,-0.2943711111111111,0.35218258819847226,315.2199999999999,3.1521999999999997,-1.0,4,0.08888888888888889,5,0.1111111111111111,36,0.8,0.522108888888889,0.5900622222222222,0.4,0.2222222222222222,0.2,0.1111111111111111,0.022222222222222223
full2025_validation,one_combine,high_quality,not_near_miss,none,19,11,0.5789473684210527,163.89000000000004,280.54,-116.65,2.4049721388769827,6.910300000000001,0.3637000000000001,2.425568345917399,26.209999999999994,0.26209999999999994,6.2529568866844745,3,0.15789473684210525,8,0.42105263157894735,8,0.42105263157894735,0.8889736842105262,0.5160631578947369,0.7368421052631579,0.5789473684210527,0.5263157894736842,0.3157894736842105,0.0
full2025_validation,one_combine,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light,high_quality,not_near_miss,none,33,14,0.42424242424242425,135.69,384.21000000000004,-248.52,1.545992274263641,5.465800000000001,0.16563030303030304,1.5346780662453776,70.88,0.7088,1.91436230248307,4,0.12121212121212122,11,0.3333333333333333,18,0.5454545454545454,0.7698484848484849,0.512630303030303,0.6363636363636364,0.45454545454545453,0.42424242424242425,0.24242424242424243,0.0
full2025_validation,one_light,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light,medium_quality,not_near_miss,none,1,1,1.0,16.45,16.45,0,inf,0.6951,0.6951,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2988,0.4024,1.0,1.0,1.0,0.0,0.0
full2025_validation,relax_w1,high_quality,near_miss,missing_recent_wave1_break,4,0,0.0,-44.74,0,-44.74,0.0,-1.9625,-0.490625,0.0,44.74,0.4474000000000001,-1.0,0,0.0,0,0.0,4,1.0,0.13515,0.584175,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w1,high_quality,near_miss,wave2_retrace_too_shallow,2,0,0.0,-15.92,0,-15.92,0.0,-0.6591,-0.32955,0.0,15.92,0.1592,-1.0,0,0.0,0,0.0,2,1.0,0.23865,0.5192,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w1,high_quality,not_near_miss,none,46,17,0.3695652173913043,109.66,474.6600000000001,-364.99999999999994,1.300438356164384,4.643000000000001,0.10093478260869566,1.3098824675801406,121.84,1.2184,0.900032829940906,6,0.13043478260869565,14,0.30434782608695654,26,0.5652173913043478,0.7626630434782607,0.48885869565217394,0.6304347826086957,0.45652173913043476,0.3695652173913043,0.2391304347826087,0.0
full2025_validation,relax_w1,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,relax_w1,medium_quality,not_near_miss,none,2,1,0.5,-9.030000000000001,16.45,-25.48,0.6456043956043955,-0.30489999999999995,-0.15244999999999997,0.6951,25.48,0.25479999999999997,-0.3543956043956044,1,0.5,0,0.0,1,0.5,0.6890999999999999,0.7012,0.5,0.5,0.5,0.0,0.0
full2025_validation,relax_w2,high_quality,near_miss,missing_recent_wave1_break,4,0,0.0,-44.74,0,-44.74,0.0,-1.9625,-0.490625,0.0,44.74,0.4474000000000001,-1.0,0,0.0,0,0.0,4,1.0,0.13515,0.584175,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w2,high_quality,near_miss,wave2_retrace_too_shallow,2,0,0.0,-15.92,0,-15.92,0.0,-0.6591,-0.32955,0.0,15.92,0.1592,-1.0,0,0.0,0,0.0,2,1.0,0.23865,0.5192,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w2,high_quality,not_near_miss,none,46,17,0.3695652173913043,109.66,474.6600000000001,-364.99999999999994,1.300438356164384,4.643000000000001,0.10093478260869566,1.3098824675801406,121.84,1.2184,0.900032829940906,6,0.13043478260869565,14,0.30434782608695654,26,0.5652173913043478,0.7626630434782607,0.48885869565217394,0.6304347826086957,0.45652173913043476,0.3695652173913043,0.2391304347826087,0.0
full2025_validation,relax_w2,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,relax_w2,medium_quality,not_near_miss,none,2,1,0.5,-9.030000000000001,16.45,-25.48,0.6456043956043955,-0.30489999999999995,-0.15244999999999997,0.6951,25.48,0.25479999999999997,-0.3543956043956044,1,0.5,0,0.0,1,0.5,0.6890999999999999,0.7012,0.5,0.5,0.5,0.0,0.0
q1_quick,base,unknown,not_near_miss,not_evaluated,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,breaktype,high_quality,not_near_miss,none,17,5,0.29411764705882354,-7.220000000000001,142.18,-149.4,0.951673360107095,-0.45300000000000046,-0.02664705882352944,0.9261264493403567,66.08,0.6608,-0.10926150121065377,2,0.11764705882352941,4,0.23529411764705882,11,0.6470588235294118,0.7229823529411764,0.5267470588235296,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0
q1_quick,breaktype,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,context,high_quality,near_miss,missing_recent_wave1_break,8,3,0.375,-17.279999999999994,19.87,-37.15,0.5348586810228803,-0.7531,-0.0941375,0.5284578298165424,37.15,0.3715,-0.46514131897711963,0,0.0,0,0.0,8,1.0,0.5994750000000001,0.3624625,0.625,0.375,0.125,0.0,0.0
q1_quick,context,high_quality,near_miss,wave2_retrace_too_deep,1,1,1.0,17.22,17.22,0,inf,0.7714,0.7714,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9571,0.4143,1.0,1.0,0.0,0.0,0.0
q1_quick,context,high_quality,near_miss,wave2_retrace_too_shallow,20,2,0.1,-213.68999999999997,31.6,-245.29,0.12882710261323332,-8.836200000000002,-0.4418100000000001,0.1332300086321902,213.68999999999997,2.1368999999999994,-1.0,4,0.2,1,0.05,15,0.75,0.396245,0.62661,0.3,0.15,0.1,0.05,0.0
q1_quick,context,high_quality,not_near_miss,none,10,4,0.4,48.230000000000004,103.49000000000001,-55.25999999999999,1.8727832066594285,2.0121,0.20121000000000003,1.8490948221293837,22.01,0.22010000000000002,2.19127669241254,0,0.0,3,0.3,7,0.7,0.84106,0.45806,0.8,0.6,0.4,0.3,0.0
q1_quick,context,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,fib_deep,high_quality,not_near_miss,none,17,5,0.29411764705882354,-7.220000000000001,142.18,-149.4,0.951673360107095,-0.45300000000000046,-0.02664705882352944,0.9261264493403567,66.08,0.6608,-0.10926150121065377,2,0.11764705882352941,4,0.23529411764705882,11,0.6470588235294118,0.7229823529411764,0.5267470588235296,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0
q1_quick,fib_deep,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,fib_shallow,high_quality,near_miss,wave2_retrace_too_shallow,36,10,0.2777777777777778,-107.32000000000001,215.57999999999998,-322.90000000000003,0.6676370393310621,-4.4351,-0.12319722222222224,0.6715276029091555,163.54000000000005,1.6354000000000004,-0.656230891525009,3,0.08333333333333333,6,0.16666666666666666,27,0.75,0.6236833333333336,0.51,0.5277777777777778,0.3333333333333333,0.2777777777777778,0.1388888888888889,0.0
q1_quick,fib_shallow,high_quality,not_near_miss,none,13,5,0.38461538461538464,23.85000000000001,134.67,-110.82000000000002,1.2152138603140223,1.1316999999999997,0.08705384615384613,1.248867484716541,50.489999999999995,0.5049,0.47237076648841375,2,0.15384615384615385,4,0.3076923076923077,7,0.5384615384615384,0.7649846153846153,0.5394923076923077,0.6153846153846154,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.0
q1_quick,fib_shallow,low_quality,near_miss,wave2_retrace_too_shallow,1,0,0.0,-26.58,0,-26.58,0.0,-1.0721,-1.0721,0.0,26.58,0.2658,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
q1_quick,fib_shallow,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,highq,high_quality,near_miss,missing_recent_wave1_break,7,2,0.2857142857142857,-31.62,5.5200000000000005,-37.14,0.14862681744749598,-1.3632,-0.19474285714285713,0.14645294596456077,37.14,0.3714,-0.851373182552504,0,0.0,0,0.0,7,1.0,0.5543857142857144,0.37820000000000004,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0
q1_quick,highq,high_quality,near_miss,wave2_retrace_too_deep,1,1,1.0,17.56,17.56,0,inf,0.7714,0.7714,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9571,0.4143,1.0,1.0,0.0,0.0,0.0
q1_quick,highq,high_quality,near_miss,wave2_retrace_too_shallow,63,12,0.19047619047619047,-422.04999999999984,258.76,-680.8100000000002,0.3800766733743628,-17.6089,-0.2795063492063492,0.38933047573468726,475.7399999999999,4.757399999999999,-0.8871442384495731,12,0.19047619047619047,8,0.12698412698412698,43,0.6825396825396826,0.5930857142857143,0.5906539682539682,0.5079365079365079,0.31746031746031744,0.23809523809523808,0.07936507936507936,0.0
q1_quick,highq,high_quality,not_near_miss,none,9,4,0.4444444444444444,52.1,103.70000000000002,-51.6,2.0096899224806206,2.1595,0.23994444444444443,1.9717409890653825,21.970000000000002,0.2197,2.3714155666818386,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0.7942,0.45624444444444445,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0
