period_id,variant,m15_wave1_break_type,m15_required_light_pass,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
q1_quick,nearmiss_diag,none,false,14,3,0.21428571428571427,-131.05,12.23,-143.28,0.08535734226689001,-5.553799999999999,-0.39669999999999994,0.08443785031322125,131.05,1.3105,-1.0,3,0.21428571428571427,0,0.0,11,0.7857142857142857,0.39749285714285715,0.6505785714285716,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.0,0.0
q1_quick,nearmiss_diag,return_high_break_or_bos_up,false,33,7,0.21212121212121213,-196.54999999999998,100.88000000000001,-297.4299999999999,0.3391722422082508,-8.423300000000001,-0.2552515151515152,0.34347866751882267,210.10999999999996,2.1010999999999993,-0.9354623768502214,2,0.06060606060606061,3,0.09090909090909091,28,0.8484848484848485,0.5127181818181817,0.5580090909090909,0.42424242424242425,0.21212121212121213,0.21212121212121213,0.06060606060606061,0.0
q1_quick,nearmiss_diag,return_high_break_or_bos_up,true,2,0,0.0,-14.149999999999999,0,-14.149999999999999,0.0,-0.6221,-0.31105,0.0,14.149999999999999,0.1415,-1.0,0,0.0,0,0.0,2,1.0,0.21910000000000002,0.39560000000000006,0.0,0.0,0.0,0.0,0.0
q1_quick,nearmiss_diag,return_low_break_or_bos_down,false,54,13,0.24074074074074073,-278.12,287.96999999999997,-566.0899999999999,0.5087000300305605,-11.656699999999994,-0.2158648148148147,0.5169909047589452,305.89,3.0589,-0.909215731145183,11,0.2037037037037037,8,0.14814814814814814,35,0.6481481481481481,0.6246537037037037,0.5698611111111112,0.5370370370370371,0.3333333333333333,0.2222222222222222,0.14814814814814814,0.0
q1_quick,nearmiss_diag,return_low_break_or_bos_down,true,4,3,0.75,57.97,70.97,-13.0,5.4592307692307696,2.5333,0.633325,5.6236539514509944,13.0,0.13,4.4592307692307696,0,0.0,2,0.5,2,0.5,1.01335,0.59825,1.0,0.75,0.5,0.5,0.0
q1_quick,relax_w1,return_high_break_or_bos_up,false,2,0,0.0,-18.439999999999998,0,-18.439999999999998,0.0,-0.7866,-0.3933,0.0,18.439999999999998,0.18439999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.20395,0.46675,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w1,return_high_break_or_bos_up,true,6,2,0.3333333333333333,17.059999999999995,63.58,-46.52,1.366723989681857,0.6704999999999999,0.11174999999999997,1.347445331122396,37.12,0.3712,0.4595905172413792,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7512833333333333,0.5488666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0
q1_quick,relax_w1,return_low_break_or_bos_down,true,11,4,0.36363636363636365,9.379999999999995,108.66999999999999,-99.29,1.0944707422701176,0.3268,0.029709090909090907,1.080593849416755,70.03,0.7003,0.13394259603027267,2,0.18181818181818182,3,0.2727272727272727,6,0.5454545454545454,0.7111909090909092,0.5463636363636364,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.0
q1_quick,relax_w2,return_high_break_or_bos_up,false,2,0,0.0,-18.439999999999998,0,-18.439999999999998,0.0,-0.7866,-0.3933,0.0,18.439999999999998,0.18439999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.20395,0.46675,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w2,return_high_break_or_bos_up,true,6,2,0.3333333333333333,17.059999999999995,63.58,-46.52,1.366723989681857,0.6704999999999999,0.11174999999999997,1.347445331122396,37.12,0.3712,0.4595905172413792,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7512833333333333,0.5488666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0
q1_quick,relax_w2,return_low_break_or_bos_down,true,11,4,0.36363636363636365,9.379999999999995,108.66999999999999,-99.29,1.0944707422701176,0.3268,0.029709090909090907,1.080593849416755,70.03,0.7003,0.13394259603027267,2,0.18181818181818182,3,0.2727272727272727,6,0.5454545454545454,0.7111909090909092,0.5463636363636364,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.0
