"mode","entry_time","exit_time","symbol","direction","result_r","net_profit","volume","reward_r","holding_bars","score","exit_reason"
"context_pullback","2025.01.21 19:15:00","2025.01.21 23:45:00","USDJPY","SHORT","-0.2708","-6.35","0.190","1.250","18","0.603","DEAL_REASON_EXPERT"
"context_pullback","2025.01.22 02:15:00","2025.01.22 03:47:24","GBPUSD","LONG","-1.0233","-23.76","0.180","1.250","6","2.216","DEAL_REASON_SL"
"context_pullback","2025.01.22 11:15:00","2025.01.22 12:45:34","GBPJPY","LONG","1.2519","29.54","0.140","1.250","6","3.369","DEAL_REASON_TP"
"context_pullback","2025.01.22 14:15:01","2025.01.22 14:27:05","GBPUSD","LONG","-1.0000","-23.46","0.170","1.250","0","4.107","DEAL_REASON_SL"
"context_pullback","2025.01.22 14:45:00","2025.01.22 15:38:08","GBPUSD","LONG","-1.0227","-24.30","0.180","1.250","3","4.107","DEAL_REASON_SL"
"context_pullback","2025.01.23 09:45:00","2025.01.23 10:09:18","USDJPY","LONG","-1.0000","-23.68","0.340","1.250","1","3.360","DEAL_REASON_SL"
"context_pullback","2025.01.23 21:30:00","2025.01.24 00:01:00","EURUSD","LONG","-1.0294","-24.81","0.170","1.250","10","0.267","DEAL_REASON_SL"
"context_pullback","2025.01.24 08:00:00","2025.01.24 08:36:45","AUDJPY","LONG","-1.0215","-24.28","0.200","1.250","2","1.581","DEAL_REASON_SL"
"context_pullback","2025.01.24 08:45:00","2025.01.24 09:51:02","AUDJPY","LONG","-1.0046","-23.57","0.170","1.250","4","1.581","DEAL_REASON_SL"
"context_pullback","2025.01.24 10:00:00","2025.01.24 10:23:41","USDJPY","SHORT","1.2500","28.39","0.110","1.250","1","0.101","DEAL_REASON_TP"
"context_pullback","2025.01.24 11:00:00","2025.01.24 11:21:00","GBPUSD","LONG","1.2603","29.44","0.160","1.250","1","2.328","DEAL_REASON_TP"
"context_pullback","2025.01.24 11:30:00","2025.01.24 11:45:02","USDJPY","SHORT","-1.0085","-22.88","0.100","1.250","1","0.203","DEAL_REASON_SL"
"context_pullback","2025.01.24 11:00:00","2025.01.24 12:12:41","AUDJPY","LONG","1.2646","29.18","0.190","1.250","4","1.344","DEAL_REASON_TP"
"context_pullback","2025.01.24 14:30:02","2025.01.24 15:09:28","GBPUSD","LONG","-1.0000","-23.52","0.160","1.250","2","2.402","DEAL_REASON_SL"
"context_pullback","2025.01.24 17:45:00","2025.01.24 19:00:46","EURJPY","LONG","-1.0097","-24.06","0.180","1.250","5","0.761","DEAL_REASON_SL"
"context_pullback","2025.01.27 16:15:00","2025.01.27 17:02:52","GBPUSD","LONG","-1.0068","-23.68","0.160","1.250","3","4.265","DEAL_REASON_SL"
"context_pullback","2025.01.27 16:00:00","2025.01.27 17:30:31","USDJPY","SHORT","-1.0000","-22.42","0.110","1.250","6","1.296","DEAL_REASON_SL"
"context_pullback","2025.01.27 18:30:00","2025.01.27 19:13:32","USDJPY","SHORT","-1.0000","-23.49","0.130","1.250","2","1.525","DEAL_REASON_SL"
"context_pullback","2025.01.27 18:00:00","2025.01.27 21:32:35","EURJPY","SHORT","-1.0043","-22.93","0.150","1.250","14","0.330","DEAL_REASON_SL"
"context_pullback","2025.01.29 19:15:00","2025.01.29 21:00:05","USDJPY","SHORT","-1.4780","-34.78","0.230","1.250","7","0.038","DEAL_REASON_SL"
"context_pullback","2025.01.29 22:00:00","2025.01.30 01:45:31","EURUSD","SHORT","-1.0078","-21.93","0.180","1.250","15","1.888","DEAL_REASON_SL"
"context_pullback","2025.01.30 01:30:00","2025.01.30 02:09:35","USDJPY","SHORT","1.2636","29.45","0.280","1.250","2","0.242","DEAL_REASON_TP"
"context_pullback","2025.01.30 07:15:00","2025.01.30 08:11:17","USDJPY","SHORT","-1.0523","-24.98","0.240","1.250","3","0.503","DEAL_REASON_SL"
"context_pullback","2025.01.30 08:45:00","2025.01.30 09:51:49","USDJPY","SHORT","-1.0000","-23.60","0.250","1.250","4","0.614","DEAL_REASON_SL"
"context_pullback","2025.01.30 10:00:00","2025.01.30 10:31:26","USDJPY","SHORT","-1.0000","-23.05","0.220","1.250","2","0.801","DEAL_REASON_SL"
"context_pullback","2025.01.30 11:00:00","2025.01.30 14:43:48","USDJPY","SHORT","1.2635","28.72","0.210","1.250","14","0.898","DEAL_REASON_TP"
"context_pullback","2025.01.30 17:15:00","2025.01.30 17:41:30","GBPJPY","SHORT","-1.0106","-22.33","0.120","1.250","1","1.507","DEAL_REASON_SL"
"context_pullback","2025.01.30 17:15:00","2025.01.30 17:41:33","EURJPY","SHORT","-1.0000","-22.24","0.140","1.250","1","2.141","DEAL_REASON_SL"
"context_pullback","2025.01.30 18:15:00","2025.01.30 18:24:02","USDJPY","SHORT","-1.0087","-22.45","0.150","1.250","0","1.494","DEAL_REASON_SL"
"context_pullback","2025.01.30 21:45:00","2025.01.30 22:18:29","USDJPY","SHORT","1.2742","29.74","0.290","1.250","2","1.925","DEAL_REASON_TP"
"context_pullback","2025.01.30 23:00:00","2025.01.30 23:08:55","USDJPY","SHORT","-1.0400","-24.25","0.240","1.250","0","2.119","DEAL_REASON_SL"
"context_pullback","2025.01.31 02:45:00","2025.01.31 02:50:07","USDJPY","SHORT","-1.0197","-23.09","0.230","1.250","0","2.205","DEAL_REASON_SL"
"context_pullback","2025.01.31 01:45:01","2025.01.31 03:06:09","EURJPY","SHORT","1.2487","28.10","0.180","1.250","5","2.655","DEAL_REASON_TP"
"context_pullback","2025.01.31 12:45:00","2025.01.31 15:08:44","EURUSD","SHORT","-1.0081","-23.56","0.190","1.250","9","0.933","DEAL_REASON_SL"
"context_pullback","2025.01.31 17:45:00","2025.01.31 17:55:09","GBPUSD","SHORT","-1.0303","-23.12","0.170","1.250","0","0.912","DEAL_REASON_SL"
"context_pullback","2025.02.03 03:45:01","2025.02.03 04:51:41","EURJPY","SHORT","1.2613","29.27","0.090","1.250","4","0.932","DEAL_REASON_TP"
"context_pullback","2025.02.03 05:00:00","2025.02.03 06:02:51","EURJPY","SHORT","-1.0151","-21.65","0.100","1.250","4","0.997","DEAL_REASON_SL"
"context_pullback","2025.02.03 06:30:00","2025.02.03 07:12:42","EURUSD","SHORT","-1.0000","-22.10","0.170","1.250","2","1.522","DEAL_REASON_SL"
"context_pullback","2025.02.03 03:00:00","2025.02.03 07:30:00","GBPJPY","SHORT","0.3947","8.60","0.060","1.250","18","0.688","DEAL_REASON_EXPERT"
"context_pullback","2025.02.03 06:30:00","2025.02.03 08:01:23","EURJPY","SHORT","-1.0096","-23.05","0.170","1.250","6","1.093","DEAL_REASON_SL"
"context_pullback","2025.02.03 05:15:00","2025.02.03 08:21:43","USDJPY","LONG","-1.0088","-22.11","0.150","1.250","12","0.381","DEAL_REASON_SL"
"context_pullback","2025.02.03 06:30:00","2025.02.03 08:35:41","AUDJPY","SHORT","-1.0000","-23.26","0.150","1.250","8","0.807","DEAL_REASON_SL"
"context_pullback","2025.02.03 10:15:00","2025.02.03 10:23:10","EURJPY","SHORT","-1.0345","-22.95","0.170","1.250","0","1.462","DEAL_REASON_SL"
"context_pullback","2025.02.03 09:45:00","2025.02.03 10:24:09","USDJPY","LONG","-1.0132","-22.63","0.230","1.250","2","0.978","DEAL_REASON_SL"
"context_pullback","2025.02.03 10:45:00","2025.02.03 11:43:04","EURJPY","SHORT","1.2500","27.49","0.150","1.250","3","1.462","DEAL_REASON_TP"
"context_pullback","2025.02.03 12:00:00","2025.02.03 12:56:43","EURUSD","SHORT","-1.0064","-21.98","0.140","1.250","3","2.550","DEAL_REASON_SL"
"context_pullback","2025.02.03 13:30:01","2025.02.03 13:46:59","EURUSD","SHORT","-1.0000","-22.27","0.170","1.250","1","2.687","DEAL_REASON_SL"
"context_pullback","2025.02.03 16:15:00","2025.02.03 16:49:49","EURJPY","SHORT","1.2451","27.77","0.170","1.250","2","3.021","DEAL_REASON_TP"
"context_pullback","2025.02.03 17:00:00","2025.02.03 17:21:51","EURUSD","SHORT","-1.0000","-21.90","0.150","1.250","1","4.895","DEAL_REASON_SL"
"context_pullback","2025.02.04 09:45:00","2025.02.04 10:15:23","GBPJPY","LONG","1.2647","28.77","0.130","1.250","2","0.375","DEAL_REASON_TP"
"context_pullback","2025.02.04 10:00:00","2025.02.04 10:37:49","USDJPY","LONG","-1.0402","-23.33","0.200","1.250","2","0.613","DEAL_REASON_SL"
"context_pullback","2025.02.04 11:00:00","2025.02.04 11:29:40","USDJPY","LONG","-1.0000","-22.18","0.200","1.250","1","0.717","DEAL_REASON_SL"
"context_pullback","2025.02.04 13:00:00","2025.02.04 13:20:03","GBPUSD","LONG","-1.0000","-21.76","0.160","1.250","1","0.760","DEAL_REASON_SL"
"context_pullback","2025.02.04 11:00:00","2025.02.04 14:08:10","GBPJPY","LONG","-1.0036","-21.55","0.120","1.250","12","0.908","DEAL_REASON_SL"
"context_pullback","2025.02.04 11:45:00","2025.02.04 16:15:00","USDJPY","LONG","-0.4620","-10.41","0.190","1.250","18","0.717","DEAL_REASON_EXPERT"
"context_pullback","2025.02.04 17:30:00","2025.02.04 19:14:24","EURJPY","LONG","-1.0000","-22.62","0.180","1.250","6","0.160","DEAL_REASON_SL"
"context_pullback","2025.02.05 08:30:00","2025.02.05 09:27:29","USDJPY","SHORT","1.2752","28.55","0.230","1.250","3","1.743","DEAL_REASON_TP"
"context_pullback","2025.02.05 10:15:00","2025.02.05 10:43:11","USDJPY","SHORT","1.3193","30.05","0.210","1.250","1","2.414","DEAL_REASON_TP"
"context_pullback","2025.02.05 10:45:00","2025.02.05 11:03:13","EURJPY","SHORT","-1.0249","-22.88","0.170","1.250","1","0.112","DEAL_REASON_SL"
"context_pullback","2025.02.05 11:15:00","2025.02.05 11:43:26","EURJPY","SHORT","1.2617","28.23","0.160","1.250","1","0.246","DEAL_REASON_TP"
"context_pullback","2025.02.05 13:15:00","2025.02.05 14:41:56","EURJPY","SHORT","-1.0148","-22.90","0.170","1.250","5","0.577","DEAL_REASON_SL"
"context_pullback","2025.02.05 14:15:00","2025.02.05 15:15:45","USDJPY","SHORT","-1.0195","-22.58","0.220","1.250","4","2.960","DEAL_REASON_SL"
"context_pullback","2025.02.05 16:45:00","2025.02.05 17:00:14","GBPJPY","SHORT","1.2541","28.00","0.140","1.250","1","0.423","DEAL_REASON_TP"
"context_pullback","2025.02.05 18:00:00","2025.02.05 18:16:44","EURUSD","LONG","-1.0000","-21.96","0.180","1.250","1","3.494","DEAL_REASON_SL"
"context_pullback","2025.02.05 18:30:00","2025.02.05 21:43:53","EURUSD","LONG","-1.0154","-22.44","0.170","1.250","12","3.494","DEAL_REASON_SL"
"context_pullback","2025.02.06 02:45:00","2025.02.06 02:49:36","USDJPY","SHORT","-1.0000","-22.42","0.290","1.250","0","5.843","DEAL_REASON_SL"
"context_pullback","2025.02.06 06:15:00","2025.02.06 06:57:17","USDJPY","SHORT","-1.0309","-22.31","0.170","1.250","2","5.543","DEAL_REASON_SL"
"context_pullback","2025.02.06 17:30:00","2025.02.06 18:22:35","GBPJPY","SHORT","-1.0136","-22.09","0.090","1.250","3","3.152","DEAL_REASON_SL"
"context_pullback","2025.02.06 19:45:00","2025.02.06 20:27:02","USDJPY","SHORT","1.2594","28.18","0.160","1.250","2","4.749","DEAL_REASON_TP"
"context_pullback","2025.02.06 20:30:00","2025.02.06 21:18:29","GBPJPY","SHORT","1.3080","27.42","0.110","1.250","3","3.479","DEAL_REASON_TP"
"context_pullback","2025.02.07 17:00:00","2025.02.07 17:11:38","EURUSD","LONG","-1.0000","-22.40","0.160","1.250","0","0.045","DEAL_REASON_SL"
"context_pullback","2025.02.07 17:45:00","2025.02.07 17:53:20","EURUSD","LONG","-1.1677","-25.34","0.140","1.250","0","0.045","DEAL_REASON_SL"
"context_pullback","2025.02.07 20:45:00","2025.02.10 00:01:10","EURJPY","SHORT","1.6386","34.42","0.080","1.250","13","2.917","DEAL_REASON_TP"
"context_pullback","2025.02.07 22:00:00","2025.02.10 00:01:15","EURUSD","SHORT","1.2500","28.16","0.150","1.250","8","0.519","DEAL_REASON_TP"
"context_pullback","2025.02.07 20:45:00","2025.02.10 00:01:22","AUDJPY","SHORT","1.3398","28.30","0.130","1.250","13","1.874","DEAL_REASON_TP"
"context_pullback","2025.02.07 21:00:00","2025.02.10 00:01:24","USDJPY","SHORT","-1.2456","-29.08","0.120","1.250","12","2.529","DEAL_REASON_SL"
"context_pullback","2025.02.07 20:30:00","2025.02.10 00:01:26","GBPJPY","SHORT","1.3194","28.14","0.070","1.250","14","3.406","DEAL_REASON_TP"
"context_pullback","2025.02.07 20:30:00","2025.02.10 00:05:09","GBPUSD","SHORT","1.2664","27.72","0.090","1.250","14","1.013","DEAL_REASON_TP"
"context_pullback","2025.02.10 02:00:00","2025.02.10 06:30:00","GBPUSD","SHORT","-0.9124","-20.00","0.160","1.250","18","1.158","DEAL_REASON_EXPERT"
"context_pullback","2025.02.11 17:00:00","2025.02.11 17:21:01","USDJPY","LONG","1.2754","28.86","0.250","1.250","1","0.704","DEAL_REASON_TP"
"context_pullback","2025.02.11 19:00:00","2025.02.11 22:33:36","USDJPY","LONG","1.2547","27.80","0.210","1.250","14","0.884","DEAL_REASON_TP"
"context_pullback","2025.02.12 08:30:00","2025.02.12 09:25:52","USDJPY","LONG","-1.0000","-22.33","0.270","1.250","3","2.988","DEAL_REASON_SL"
"context_pullback","2025.02.12 10:00:00","2025.02.12 10:23:39","USDJPY","LONG","-1.0280","-22.98","0.240","1.250","1","3.270","DEAL_REASON_SL"
"context_pullback","2025.02.12 12:30:00","2025.02.12 12:57:48","GBPJPY","LONG","-1.0116","-22.18","0.130","1.250","1","4.133","DEAL_REASON_SL"
"context_pullback","2025.02.12 12:15:00","2025.02.12 13:41:00","USDJPY","LONG","-1.0000","-22.44","0.210","1.250","5","3.438","DEAL_REASON_SL"
"context_pullback","2025.02.12 14:15:00","2025.02.12 14:58:27","USDJPY","LONG","-1.0086","-22.86","0.300","1.250","2","3.619","DEAL_REASON_SL"
"context_pullback","2025.02.12 13:15:00","2025.02.12 15:15:44","GBPJPY","LONG","-1.0038","-22.44","0.130","1.250","8","4.310","DEAL_REASON_SL"
"context_pullback","2025.02.12 11:45:00","2025.02.12 15:17:42","EURJPY","LONG","-1.0100","-22.48","0.170","1.250","14","3.687","DEAL_REASON_SL"
"context_pullback","2025.02.12 15:45:00","2025.02.12 16:59:43","GBPJPY","LONG","1.2530","26.42","0.130","1.250","4","4.510","DEAL_REASON_TP"
"context_pullback","2025.02.12 18:45:01","2025.02.12 18:58:15","EURUSD","LONG","1.2525","27.28","0.110","1.250","0","1.751","DEAL_REASON_TP"
"context_pullback","2025.02.12 21:15:00","2025.02.13 00:04:02","GBPJPY","LONG","-1.0000","-19.88","0.120","1.250","11","4.752","DEAL_REASON_SL"
"context_pullback","2025.02.12 20:15:00","2025.02.13 00:45:00","USDJPY","LONG","-0.7263","-13.22","0.190","1.250","18","4.063","DEAL_REASON_EXPERT"
"context_pullback","2025.02.12 21:15:00","2025.02.13 01:45:00","EURJPY","LONG","-0.1313","-2.44","0.130","1.250","18","4.867","DEAL_REASON_EXPERT"
"context_pullback","2025.02.12 21:30:01","2025.02.13 02:00:00","EURUSD","LONG","0.0387","-1.31","0.120","1.250","18","1.442","DEAL_REASON_EXPERT"
"context_pullback","2025.02.12 21:30:00","2025.02.13 02:00:00","GBPUSD","LONG","0.1368","2.49","0.110","1.250","18","1.307","DEAL_REASON_EXPERT"
"context_pullback","2025.02.13 06:15:00","2025.02.13 07:34:10","USDJPY","LONG","-1.0192","-22.69","0.220","1.250","5","5.707","DEAL_REASON_SL"
"context_pullback","2025.02.13 12:15:00","2025.02.13 13:29:15","GBPUSD","LONG","-1.0061","-21.32","0.130","1.250","4","2.635","DEAL_REASON_SL"
"context_pullback","2025.02.13 17:00:00","2025.02.13 17:12:08","GBPUSD","LONG","1.2606","26.85","0.150","1.250","0","2.316","DEAL_REASON_TP"
