"mode","entry_time","exit_time","symbol","direction","result_r","net_profit","volume","reward_r","holding_bars","score","exit_reason"
"volatility_breakout","2025.03.10 11:15:00","2025.03.10 11:53:45","GBPJPY","SHORT","1.2829","30.62","0.140","1.250","2","3.225","DEAL_REASON_TP"
"volatility_breakout","2025.03.10 11:45:00","2025.03.10 13:27:14","USDJPY","SHORT","1.2471","29.53","0.200","1.250","6","3.220","DEAL_REASON_TP"
"volatility_breakout","2025.03.11 02:30:00","2025.03.11 02:41:48","USDJPY","SHORT","-1.0893","-26.57","0.320","1.250","0","6.420","DEAL_REASON_SL"
"volatility_breakout","2025.03.11 03:45:00","2025.03.11 04:21:58","USDJPY","SHORT","-1.0116","-23.84","0.200","1.250","2","4.160","DEAL_REASON_SL"
"volatility_breakout","2025.03.12 07:30:00","2025.03.12 08:55:06","USDJPY","LONG","-1.0135","-24.31","0.240","1.250","5","2.663","DEAL_REASON_SL"
"volatility_breakout","2025.03.12 10:00:00","2025.03.12 10:48:36","USDJPY","LONG","1.2566","29.57","0.230","1.250","3","2.756","DEAL_REASON_TP"
"volatility_breakout","2025.03.12 11:00:00","2025.03.12 11:10:59","EURJPY","LONG","-1.0104","-23.63","0.180","1.250","0","3.343","DEAL_REASON_SL"
"volatility_breakout","2025.03.14 03:45:00","2025.03.14 04:22:02","USDJPY","LONG","1.3162","32.17","0.310","1.250","2","3.897","DEAL_REASON_TP"
"volatility_breakout","2025.03.14 07:45:00","2025.03.14 08:58:20","USDJPY","LONG","-1.0268","-24.79","0.320","1.250","4","4.428","DEAL_REASON_SL"
"volatility_breakout","2025.03.18 04:00:00","2025.03.18 04:04:06","USDJPY","LONG","-1.0700","-25.79","0.360","1.250","0","4.074","DEAL_REASON_SL"
"volatility_breakout","2025.03.18 05:45:00","2025.03.18 09:01:19","USDJPY","LONG","1.2667","30.45","0.300","1.250","13","3.301","DEAL_REASON_TP"
"volatility_breakout","2025.03.28 03:45:00","2025.03.28 03:54:59","USDJPY","LONG","-1.0648","-25.89","0.340","1.250","0","3.779","DEAL_REASON_SL"
"volatility_breakout","2025.03.31 01:15:00","2025.03.31 01:19:24","USDJPY","SHORT","-1.1161","-27.55","0.330","1.250","0","5.451","DEAL_REASON_SL"
"volatility_breakout","2025.03.31 01:45:00","2025.03.31 02:55:19","USDJPY","SHORT","-1.0080","-24.43","0.290","1.250","4","4.535","DEAL_REASON_SL"
"volatility_breakout","2025.04.01 07:15:00","2025.04.01 08:17:06","USDJPY","SHORT","-1.0530","-25.06","0.270","1.250","4","3.034","DEAL_REASON_SL"
"volatility_breakout","2025.04.03 08:45:00","2025.04.03 09:19:51","EURUSD","LONG","-1.0168","-24.20","0.200","1.250","2","3.739","DEAL_REASON_SL"
"volatility_breakout","2025.04.03 09:45:00","2025.04.03 10:02:16","GBPUSD","LONG","1.2463","30.06","0.180","1.250","1","3.857","DEAL_REASON_TP"
"volatility_breakout","2025.04.03 09:45:00","2025.04.03 10:21:59","EURUSD","LONG","-1.0265","-24.80","0.160","1.250","2","3.540","DEAL_REASON_SL"
"volatility_breakout","2025.04.03 15:00:00","2025.04.03 15:09:21","GBPJPY","SHORT","-1.0265","-23.24","0.100","1.250","0","3.765","DEAL_REASON_SL"
"volatility_breakout","2025.04.03 15:45:00","2025.04.03 16:56:45","GBPJPY","SHORT","1.2534","30.39","0.100","1.250","4","4.064","DEAL_REASON_TP"
"volatility_breakout","2025.04.03 21:00:00","2025.04.03 21:24:10","EURJPY","SHORT","-1.0077","-22.83","0.130","1.250","1","3.870","DEAL_REASON_SL"
"volatility_breakout","2025.04.04 01:15:00","2025.04.04 01:20:21","USDJPY","SHORT","1.2534","30.16","0.240","1.250","0","5.064","DEAL_REASON_TP"
"volatility_breakout","2025.04.04 01:30:00","2025.04.04 02:04:08","USDJPY","SHORT","-1.0455","-25.39","0.230","1.250","2","5.402","DEAL_REASON_SL"
"volatility_breakout","2025.04.04 01:30:00","2025.04.04 02:19:50","GBPJPY","SHORT","-1.0040","-23.90","0.140","1.250","3","4.072","DEAL_REASON_SL"
"volatility_breakout","2025.04.04 05:15:00","2025.04.04 05:24:43","EURUSD","LONG","-1.0000","-24.13","0.190","1.250","0","3.303","DEAL_REASON_SL"
"volatility_breakout","2025.04.04 08:00:00","2025.04.04 08:09:54","EURJPY","SHORT","-1.0336","-23.67","0.140","1.250","0","3.390","DEAL_REASON_SL"
"volatility_breakout","2025.04.04 08:00:00","2025.04.04 08:33:24","USDJPY","SHORT","-1.0044","-23.58","0.150","1.250","2","4.145","DEAL_REASON_SL"
"volatility_breakout","2025.04.04 06:45:00","2025.04.04 08:46:44","EURUSD","LONG","-1.0360","-24.48","0.170","1.250","8","3.541","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 05:45:00","2025.04.07 06:21:49","GBPUSD","SHORT","-1.0000","-22.90","0.100","1.250","2","3.697","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 08:00:00","2025.04.07 08:54:14","EURUSD","LONG","1.3013","30.45","0.150","1.250","3","4.741","DEAL_REASON_TP"
"volatility_breakout","2025.04.07 09:00:00","2025.04.07 09:09:02","EURUSD","LONG","-1.0065","-23.25","0.150","1.250","0","6.105","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 09:00:00","2025.04.07 09:40:04","USDJPY","SHORT","1.2577","29.24","0.130","1.250","2","4.616","DEAL_REASON_TP"
"volatility_breakout","2025.04.07 09:30:00","2025.04.07 09:42:35","GBPJPY","SHORT","1.2650","27.48","0.090","1.250","0","2.591","DEAL_REASON_TP"
"volatility_breakout","2025.04.07 09:45:00","2025.04.07 09:57:46","GBPJPY","SHORT","-1.0100","-22.22","0.080","1.250","0","2.922","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 09:45:00","2025.04.07 10:23:02","USDJPY","SHORT","-1.0289","-23.50","0.120","1.250","2","5.441","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 10:15:00","2025.04.07 10:33:58","EURUSD","LONG","-1.0000","-23.10","0.110","1.250","1","5.089","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 09:15:00","2025.04.07 11:03:57","AUDJPY","SHORT","-1.0088","-23.64","0.100","1.250","7","3.391","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 11:30:00","2025.04.07 11:54:30","GBPUSD","SHORT","-1.0188","-23.87","0.110","1.250","1","2.735","DEAL_REASON_SL"
"volatility_breakout","2025.04.07 23:45:00","2025.04.08 00:53:06","EURUSD","SHORT","-1.0375","-22.86","0.140","1.250","4","3.318","DEAL_REASON_SL"
"volatility_breakout","2025.04.08 07:00:00","2025.04.08 07:57:15","EURJPY","LONG","1.2500","29.38","0.150","1.250","3","2.943","DEAL_REASON_TP"
"volatility_breakout","2025.04.08 08:00:00","2025.04.08 08:05:18","EURJPY","LONG","-1.0255","-23.14","0.170","1.250","0","3.745","DEAL_REASON_SL"
"volatility_breakout","2025.04.08 08:00:00","2025.04.08 08:13:19","USDJPY","LONG","-1.0000","-22.91","0.190","1.250","0","3.139","DEAL_REASON_SL"
"volatility_breakout","2025.04.08 10:00:00","2025.04.08 10:18:08","GBPJPY","SHORT","1.2536","28.53","0.120","1.250","1","2.826","DEAL_REASON_TP"
"volatility_breakout","2025.04.08 10:45:00","2025.04.08 10:54:56","GBPJPY","SHORT","-1.0217","-22.29","0.100","1.250","0","4.100","DEAL_REASON_SL"
"volatility_breakout","2025.04.09 02:15:00","2025.04.09 02:55:42","EURJPY","SHORT","-1.0000","-22.76","0.150","1.250","2","2.173","DEAL_REASON_SL"
"volatility_breakout","2025.04.09 02:15:00","2025.04.09 03:00:25","GBPJPY","SHORT","-1.0073","-22.52","0.120","1.250","3","3.867","DEAL_REASON_SL"
"volatility_breakout","2025.04.09 02:15:00","2025.04.09 03:08:03","AUDJPY","SHORT","1.3487","30.29","0.170","1.250","3","3.086","DEAL_REASON_TP"
"volatility_breakout","2025.04.09 03:15:00","2025.04.09 03:19:10","AUDJPY","SHORT","1.4468","32.25","0.140","1.250","0","4.043","DEAL_REASON_TP"
"volatility_breakout","2025.04.09 03:30:00","2025.04.09 03:58:30","GBPJPY","SHORT","-1.0069","-23.57","0.120","1.250","1","4.107","DEAL_REASON_SL"
"volatility_breakout","2025.04.10 03:30:00","2025.04.10 04:45:23","GBPUSD","LONG","-1.0000","-22.95","0.170","1.250","5","3.143","DEAL_REASON_SL"
"volatility_breakout","2025.04.10 07:00:00","2025.04.10 07:05:32","AUDJPY","LONG","-1.0124","-23.14","0.140","1.250","0","4.277","DEAL_REASON_SL"
"volatility_breakout","2025.04.10 08:15:00","2025.04.10 09:20:20","AUDJPY","LONG","1.2488","28.91","0.170","1.250","4","5.521","DEAL_REASON_TP"
"volatility_breakout","2025.04.10 10:00:00","2025.04.10 10:02:41","EURJPY","LONG","-1.0182","-22.76","0.150","1.250","0","2.303","DEAL_REASON_SL"
"volatility_breakout","2025.04.10 11:00:00","2025.04.10 11:32:12","GBPUSD","LONG","-1.0122","-23.24","0.140","1.250","2","2.502","DEAL_REASON_SL"
"volatility_breakout","2025.04.10 11:00:00","2025.04.10 12:56:18","EURUSD","LONG","1.2811","28.44","0.120","1.250","7","3.411","DEAL_REASON_TP"
"volatility_breakout","2025.04.10 11:00:00","2025.04.10 13:03:16","USDJPY","SHORT","1.2530","28.24","0.130","1.250","8","3.427","DEAL_REASON_TP"
"volatility_breakout","2025.04.11 03:00:00","2025.04.11 03:32:00","GBPUSD","LONG","1.2519","28.73","0.170","1.250","2","4.493","DEAL_REASON_TP"
"volatility_breakout","2025.04.11 03:45:00","2025.04.11 04:00:19","GBPUSD","LONG","-1.0000","-22.75","0.130","1.250","1","3.654","DEAL_REASON_SL"
"volatility_breakout","2025.04.11 23:15:00","2025.04.14 00:02:21","EURUSD","LONG","-1.7941","-40.92","0.110","1.250","3","3.780","DEAL_REASON_SL"
"volatility_breakout","2025.04.11 23:30:00","2025.04.14 00:24:59","EURJPY","LONG","-1.0348","-24.04","0.170","1.250","3","3.224","DEAL_REASON_SL"
"volatility_breakout","2025.04.14 01:15:00","2025.04.14 01:29:36","EURJPY","LONG","-1.0000","-23.24","0.160","1.250","0","2.352","DEAL_REASON_SL"
"volatility_breakout","2025.04.11 22:30:00","2025.04.14 03:00:00","GBPUSD","LONG","0.1970","4.28","0.110","1.250","18","2.619","DEAL_REASON_EXPERT"
"volatility_breakout","2025.04.14 03:15:00","2025.04.14 03:25:55","EURUSD","LONG","-1.0116","-22.75","0.130","1.250","0","2.799","DEAL_REASON_SL"
"volatility_breakout","2025.04.14 03:15:00","2025.04.14 03:52:25","GBPUSD","LONG","-1.0119","-22.10","0.130","1.250","2","2.388","DEAL_REASON_SL"
"volatility_breakout","2025.04.14 04:00:00","2025.04.14 04:21:44","USDJPY","SHORT","1.2875","28.28","0.100","1.250","1","3.377","DEAL_REASON_TP"
"volatility_breakout","2025.04.14 04:15:00","2025.04.14 04:39:09","EURUSD","LONG","1.2609","27.84","0.120","1.250","1","3.594","DEAL_REASON_TP"
"volatility_breakout","2025.04.14 09:15:00","2025.04.14 09:25:00","GBPUSD","LONG","1.2444","28.56","0.170","1.250","0","2.785","DEAL_REASON_TP"
"volatility_breakout","2025.04.14 09:30:00","2025.04.14 09:45:46","GBPUSD","LONG","1.2449","29.28","0.160","1.250","1","3.335","DEAL_REASON_TP"
"volatility_breakout","2025.04.14 09:45:00","2025.04.14 10:26:56","EURUSD","LONG","-1.0000","-23.53","0.130","1.250","2","3.487","DEAL_REASON_SL"
"volatility_breakout","2025.04.14 10:45:00","2025.04.14 11:25:02","AUDJPY","LONG","1.2538","29.47","0.170","1.250","2","2.397","DEAL_REASON_TP"
"volatility_breakout","2025.04.14 10:00:00","2025.04.14 12:09:55","GBPUSD","LONG","1.2484","29.40","0.150","1.250","8","5.278","DEAL_REASON_TP"
"volatility_breakout","2025.04.14 16:30:00","2025.04.14 16:40:54","GBPJPY","LONG","-1.0000","-22.99","0.130","1.250","0","3.860","DEAL_REASON_SL"
"volatility_breakout","2025.04.15 07:45:00","2025.04.15 08:46:30","USDJPY","SHORT","-1.0000","-22.88","0.210","1.250","4","4.021","DEAL_REASON_SL"
"volatility_breakout","2025.04.16 06:45:00","2025.04.16 07:31:16","USDJPY","SHORT","-1.0200","-23.59","0.220","1.250","3","4.327","DEAL_REASON_SL"
"volatility_breakout","2025.04.16 08:30:00","2025.04.16 08:57:40","USDJPY","SHORT","1.2500","29.43","0.270","1.250","1","4.870","DEAL_REASON_TP"
"volatility_breakout","2025.04.16 22:00:00","2025.04.16 22:06:10","USDJPY","SHORT","1.2988","30.02","0.200","1.250","0","4.763","DEAL_REASON_TP"
"volatility_breakout","2025.04.17 16:45:00","2025.04.17 17:22:27","USDJPY","SHORT","1.2649","29.59","0.220","1.250","2","4.890","DEAL_REASON_TP"
"volatility_breakout","2025.04.25 03:30:00","2025.04.25 03:54:29","USDJPY","LONG","-1.0000","-23.12","0.280","1.250","1","4.321","DEAL_REASON_SL"
"volatility_breakout","2025.05.01 05:00:00","2025.05.01 05:12:48","USDJPY","LONG","-1.0000","-23.03","0.320","1.250","0","2.829","DEAL_REASON_SL"
"volatility_breakout","2025.05.01 06:15:00","2025.05.01 06:36:20","USDJPY","LONG","1.2571","29.42","0.240","1.250","1","2.982","DEAL_REASON_TP"
"volatility_breakout","2025.05.02 03:30:00","2025.05.02 04:04:19","USDJPY","LONG","-1.0060","-22.92","0.200","1.250","2","2.743","DEAL_REASON_SL"
"volatility_breakout","2025.05.08 09:30:00","2025.05.08 10:02:02","USDJPY","LONG","1.2597","29.55","0.220","1.250","2","4.236","DEAL_REASON_TP"
"volatility_breakout","2025.05.12 20:00:00","2025.05.12 21:51:50","USDJPY","LONG","-1.0096","-22.76","0.160","1.250","7","3.252","DEAL_REASON_SL"
"volatility_breakout","2025.05.15 04:00:00","2025.05.15 05:03:29","USDJPY","SHORT","-1.0000","-24.04","0.230","1.250","4","3.423","DEAL_REASON_SL"
"volatility_breakout","2025.05.16 03:15:00","2025.05.16 03:41:55","USDJPY","SHORT","1.2985","29.97","0.250","1.250","1","2.199","DEAL_REASON_TP"
"volatility_breakout","2025.05.16 03:45:00","2025.05.16 05:31:46","USDJPY","SHORT","-1.0000","-23.02","0.220","1.250","7","3.332","DEAL_REASON_SL"
"volatility_breakout","2025.05.23 05:00:00","2025.05.23 07:00:24","USDJPY","SHORT","1.2500","28.87","0.230","1.250","8","3.129","DEAL_REASON_TP"
"volatility_breakout","2025.05.28 15:00:00","2025.05.28 15:20:29","USDJPY","LONG","-1.0164","-23.20","0.270","1.250","1","2.911","DEAL_REASON_SL"
"volatility_breakout","2025.05.28 16:15:00","2025.05.28 16:40:44","USDJPY","LONG","1.2446","28.64","0.240","1.250","1","4.451","DEAL_REASON_TP"
"volatility_breakout","2025.05.28 16:45:00","2025.05.28 17:05:18","USDJPY","LONG","-1.0000","-23.20","0.230","1.250","1","5.993","DEAL_REASON_SL"
"volatility_breakout","2025.05.29 02:15:00","2025.05.29 02:32:45","USDJPY","LONG","1.2569","29.19","0.310","1.250","1","2.326","DEAL_REASON_TP"
"volatility_breakout","2025.06.02 03:15:00","2025.06.02 03:38:44","USDJPY","SHORT","-1.0144","-23.54","0.240","1.250","1","2.929","DEAL_REASON_SL"
"volatility_breakout","2025.06.02 04:00:00","2025.06.02 04:27:21","USDJPY","SHORT","1.2698","30.13","0.270","1.250","1","4.633","DEAL_REASON_TP"
"volatility_breakout","2025.06.02 04:30:00","2025.06.02 05:03:26","USDJPY","SHORT","-1.0146","-23.25","0.240","1.250","2","4.177","DEAL_REASON_SL"
"volatility_breakout","2025.06.02 09:30:00","2025.06.02 10:16:42","USDJPY","SHORT","1.3367","31.13","0.340","1.250","3","4.008","DEAL_REASON_TP"
"volatility_breakout","2025.06.02 10:30:00","2025.06.02 10:50:14","USDJPY","SHORT","1.3333","31.08","0.300","1.250","1","5.708","DEAL_REASON_TP"
"volatility_breakout","2025.06.06 05:30:00","2025.06.06 06:18:33","USDJPY","LONG","-1.0000","-23.77","0.280","1.250","3","3.394","DEAL_REASON_SL"
"volatility_breakout","2025.06.06 08:30:00","2025.06.06 09:00:16","USDJPY","LONG","-1.0286","-24.03","0.320","1.250","2","3.059","DEAL_REASON_SL"
"volatility_breakout","2025.06.06 09:45:00","2025.06.06 09:55:57","USDJPY","LONG","-1.0180","-23.54","0.300","1.250","0","3.606","DEAL_REASON_SL"
"volatility_breakout","2025.06.10 19:30:00","2025.06.10 22:18:22","USDJPY","LONG","-1.0000","-23.51","0.260","1.250","11","4.792","DEAL_REASON_SL"
"volatility_breakout","2025.06.16 21:30:00","2025.06.16 22:00:59","USDJPY","LONG","1.2453","29.21","0.320","1.250","2","8.454","DEAL_REASON_TP"
"volatility_breakout","2025.06.17 03:30:00","2025.06.17 03:55:50","USDJPY","LONG","1.2683","29.03","0.270","1.250","1","2.631","DEAL_REASON_TP"
"volatility_breakout","2025.06.17 22:00:00","2025.06.17 22:44:21","USDJPY","LONG","-1.0000","-23.09","0.260","1.250","2","3.536","DEAL_REASON_SL"
"volatility_breakout","2025.06.18 02:00:00","2025.06.18 03:06:43","USDJPY","LONG","-1.0291","-24.08","0.330","1.250","4","2.624","DEAL_REASON_SL"
"volatility_breakout","2025.06.19 11:00:00","2025.06.19 11:07:36","USDJPY","LONG","-1.0000","-23.13","0.300","1.250","0","3.603","DEAL_REASON_SL"
"volatility_breakout","2025.06.26 02:15:00","2025.06.26 02:54:14","USDJPY","SHORT","1.2449","29.47","0.350","1.250","2","2.819","DEAL_REASON_TP"
"volatility_breakout","2025.06.26 03:00:00","2025.06.26 03:38:40","USDJPY","SHORT","1.2574","29.82","0.340","1.250","2","4.519","DEAL_REASON_TP"
"volatility_breakout","2025.06.27 10:00:00","2025.06.27 10:13:44","USDJPY","SHORT","-1.0000","-23.19","0.270","1.250","0","3.150","DEAL_REASON_SL"
"volatility_breakout","2025.07.07 18:15:00","2025.07.07 19:20:30","USDJPY","LONG","-1.0196","-23.55","0.330","1.250","4","4.907","DEAL_REASON_SL"
"volatility_breakout","2025.07.08 13:45:00","2025.07.08 14:29:24","USDJPY","LONG","1.2685","28.99","0.310","1.250","2","3.468","DEAL_REASON_TP"
"volatility_breakout","2025.07.08 15:00:00","2025.07.08 15:06:37","USDJPY","LONG","-1.0381","-24.55","0.330","1.250","0","6.175","DEAL_REASON_SL"
"volatility_breakout","2025.07.08 16:15:00","2025.07.08 16:34:43","USDJPY","LONG","1.2545","29.13","0.310","1.250","1","6.634","DEAL_REASON_TP"
"volatility_breakout","2025.07.16 07:30:00","2025.07.16 07:35:18","USDJPY","LONG","-1.0000","-22.80","0.330","1.250","0","4.228","DEAL_REASON_SL"
"volatility_breakout","2025.07.17 04:15:00","2025.07.17 04:45:59","USDJPY","LONG","-1.0078","-23.67","0.270","1.250","2","6.281","DEAL_REASON_SL"
"volatility_breakout","2025.07.17 06:30:00","2025.07.17 07:58:17","USDJPY","LONG","-1.0159","-23.29","0.270","1.250","5","6.690","DEAL_REASON_SL"
"volatility_breakout","2025.07.17 09:45:00","2025.07.17 09:51:07","USDJPY","LONG","-1.0348","-24.01","0.300","1.250","0","3.976","DEAL_REASON_SL"
"volatility_breakout","2025.07.17 21:30:00","2025.07.17 22:10:48","USDJPY","LONG","-1.0000","-23.25","0.360","1.250","2","3.802","DEAL_REASON_SL"
"volatility_breakout","2025.07.23 13:15:00","2025.07.23 14:44:11","USDJPY","SHORT","1.3688","31.69","0.240","1.250","5","6.065","DEAL_REASON_TP"
"volatility_breakout","2025.07.23 14:45:00","2025.07.23 15:14:41","USDJPY","SHORT","-1.0066","-23.01","0.220","1.250","1","5.004","DEAL_REASON_SL"
"volatility_breakout","2025.07.24 02:30:00","2025.07.24 02:43:33","USDJPY","SHORT","-1.0000","-23.19","0.350","1.250","0","2.791","DEAL_REASON_SL"
"volatility_breakout","2025.08.05 02:15:00","2025.08.05 02:38:38","USDJPY","SHORT","-1.0377","-23.97","0.320","1.250","1","2.451","DEAL_REASON_SL"
"volatility_breakout","2025.08.13 05:00:00","2025.08.13 06:37:39","USDJPY","LONG","-1.0099","-22.75","0.330","1.250","6","3.454","DEAL_REASON_SL"
"volatility_breakout","2025.08.15 07:30:00","2025.08.15 10:57:51","USDJPY","SHORT","1.3077","30.53","0.330","1.250","13","5.737","DEAL_REASON_TP"
"volatility_breakout","2025.08.26 15:15:00","2025.08.26 15:20:43","USDJPY","SHORT","-1.0286","-23.44","0.320","1.250","0","3.286","DEAL_REASON_SL"
"volatility_breakout","2025.09.03 05:00:00","2025.09.03 05:07:33","USDJPY","LONG","-1.0278","-23.13","0.310","1.250","0","5.574","DEAL_REASON_SL"
"volatility_breakout","2025.10.06 19:30:00","2025.10.06 22:58:56","USDJPY","LONG","1.2606","28.58","0.240","1.250","13","2.941","DEAL_REASON_TP"
"volatility_breakout","2025.10.15 03:45:00","2025.10.15 04:15:50","USDJPY","SHORT","1.2500","28.73","0.290","1.250","2","2.397","DEAL_REASON_TP"
"volatility_breakout","2025.10.15 09:15:00","2025.10.15 09:25:08","USDJPY","SHORT","-1.0096","-23.64","0.340","1.250","0","3.481","DEAL_REASON_SL"
"volatility_breakout","2025.10.21 20:30:00","2025.10.22 01:00:00","USDJPY","LONG","-0.8621","-18.57","0.240","1.250","18","3.925","DEAL_REASON_EXPERT"
"volatility_breakout","2025.10.30 13:45:00","2025.10.30 14:57:37","USDJPY","LONG","1.2545","28.20","0.210","1.250","4","6.477","DEAL_REASON_TP"
"volatility_breakout","2025.10.30 15:00:00","2025.10.30 16:00:00","USDJPY","LONG","1.2721","29.15","0.260","1.250","4","5.398","DEAL_REASON_TP"
"volatility_breakout","2025.10.30 16:15:00","2025.10.30 16:36:29","USDJPY","LONG","-1.0141","-23.34","0.250","1.250","1","5.438","DEAL_REASON_SL"
"volatility_breakout","2025.12.11 13:30:00","2025.12.11 14:43:18","USDJPY","SHORT","1.2417","28.73","0.300","1.250","4","2.742","DEAL_REASON_TP"
"range_reversion","2025.01.02 09:30:00","2025.01.02 09:40:10","USDJPY","LONG","-1.0305","-25.00","0.290","1.250","0","1.734","DEAL_REASON_SL"
"range_reversion","2025.01.02 10:45:00","2025.01.02 11:04:06","USDJPY","LONG","1.2554","30.93","0.210","1.250","1","1.496","DEAL_REASON_TP"
"range_reversion","2025.01.02 13:45:00","2025.01.02 14:54:55","USDJPY","SHORT","1.2515","29.98","0.220","1.250","4","1.522","DEAL_REASON_TP"
"range_reversion","2025.01.02 19:00:00","2025.01.02 23:30:00","USDJPY","SHORT","0.2646","6.35","0.130","1.250","18","2.460","DEAL_REASON_EXPERT"
"range_reversion","2025.01.06 12:15:00","2025.01.06 13:06:55","EURJPY","SHORT","-1.0101","-24.24","0.190","1.250","3","1.459","DEAL_REASON_SL"
"range_reversion","2025.01.06 14:00:00","2025.01.06 14:16:42","EURJPY","SHORT","1.2583","30.30","0.140","1.250","1","1.988","DEAL_REASON_TP"
"range_reversion","2025.01.06 14:15:00","2025.01.06 15:27:32","EURUSD","SHORT","-1.0092","-24.09","0.110","1.250","4","2.056","DEAL_REASON_SL"
"range_reversion","2025.01.06 14:15:00","2025.01.06 16:15:36","GBPUSD","SHORT","1.2577","29.28","0.120","1.250","8","2.183","DEAL_REASON_TP"
"range_reversion","2025.01.06 15:45:00","2025.01.06 16:15:45","EURUSD","SHORT","1.3419","31.40","0.100","1.250","2","1.221","DEAL_REASON_TP"
"range_reversion","2025.01.07 04:00:00","2025.01.07 05:47:46","USDJPY","SHORT","1.2500","30.83","0.250","1.250","7","2.024","DEAL_REASON_TP"
"range_reversion","2025.01.08 14:00:00","2025.01.08 14:15:34","GBPUSD","LONG","-1.0347","-25.08","0.120","1.250","1","2.417","DEAL_REASON_SL"
"range_reversion","2025.01.08 14:00:00","2025.01.08 14:15:38","EURUSD","LONG","-1.0174","-24.57","0.210","1.250","1","1.754","DEAL_REASON_SL"
"range_reversion","2025.01.08 14:45:00","2025.01.08 14:54:52","EURUSD","LONG","-1.0000","-24.60","0.200","1.250","0","1.544","DEAL_REASON_SL"
"range_reversion","2025.01.08 15:15:00","2025.01.08 17:06:57","EURUSD","LONG","1.2424","31.16","0.190","1.250","7","1.430","DEAL_REASON_TP"
"range_reversion","2025.01.08 14:45:00","2025.01.08 19:15:00","GBPUSD","LONG","0.3846","9.00","0.100","1.250","18","2.178","DEAL_REASON_EXPERT"
"range_reversion","2025.01.08 16:00:00","2025.01.08 20:30:02","GBPJPY","LONG","0.6377","15.03","0.090","1.250","18","1.478","DEAL_REASON_EXPERT"
"range_reversion","2025.01.10 11:30:00","2025.01.10 12:32:57","USDJPY","LONG","1.2548","31.18","0.250","1.250","4","2.507","DEAL_REASON_TP"
"range_reversion","2025.01.10 16:00:00","2025.01.10 16:25:13","USDJPY","SHORT","1.2487","30.45","0.200","1.250","1","1.697","DEAL_REASON_TP"
"range_reversion","2025.01.14 13:30:00","2025.01.14 14:04:15","USDJPY","SHORT","-1.0000","-24.94","0.270","1.250","2","1.319","DEAL_REASON_SL"
"range_reversion","2025.01.14 18:30:00","2025.01.14 20:55:54","EURJPY","SHORT","-1.0000","-25.01","0.190","1.250","9","2.108","DEAL_REASON_SL"
"range_reversion","2025.01.14 18:30:01","2025.01.14 21:24:56","EURUSD","SHORT","-1.0347","-25.06","0.140","1.250","11","1.705","DEAL_REASON_SL"
"range_reversion","2025.01.14 20:00:00","2025.01.14 22:01:00","USDJPY","SHORT","1.2686","30.93","0.220","1.250","8","1.728","DEAL_REASON_TP"
"range_reversion","2025.01.15 08:00:00","2025.01.15 09:06:43","USDJPY","LONG","-1.0312","-26.03","0.310","1.250","4","2.425","DEAL_REASON_SL"
"range_reversion","2025.01.15 10:15:00","2025.01.15 10:34:49","GBPUSD","SHORT","1.2647","30.10","0.140","1.250","1","2.969","DEAL_REASON_TP"
"range_reversion","2025.01.15 10:30:00","2025.01.15 10:50:29","USDJPY","LONG","1.3294","33.07","0.230","1.250","1","1.692","DEAL_REASON_TP"
"range_reversion","2025.01.15 09:30:00","2025.01.15 11:13:07","GBPJPY","LONG","-1.0000","-24.49","0.140","1.250","6","1.853","DEAL_REASON_SL"
"range_reversion","2025.01.15 12:00:00","2025.01.15 15:30:02","USDJPY","LONG","-2.2063","-55.97","0.210","1.250","14","1.312","DEAL_REASON_SL"
"range_reversion","2025.01.15 16:15:00","2025.01.15 16:27:27","GBPJPY","SHORT","1.2519","30.24","0.140","1.250","0","1.792","DEAL_REASON_TP"
"range_reversion","2025.01.15 16:15:00","2025.01.15 16:58:22","GBPUSD","SHORT","1.2513","31.07","0.130","1.250","2","2.879","DEAL_REASON_TP"
"range_reversion","2025.01.15 17:15:00","2025.01.15 17:33:57","USDJPY","LONG","-1.0000","-25.08","0.150","1.250","1","1.514","DEAL_REASON_SL"
"range_reversion","2025.01.15 17:45:00","2025.01.15 18:28:16","USDJPY","LONG","1.2645","31.19","0.140","1.250","2","1.531","DEAL_REASON_TP"
"range_reversion","2025.01.15 19:00:00","2025.01.15 23:30:00","GBPJPY","LONG","0.8421","19.41","0.100","1.250","18","2.129","DEAL_REASON_EXPERT"
"range_reversion","2025.01.16 05:15:01","2025.01.16 09:34:53","AUDJPY","LONG","1.2556","31.74","0.220","1.250","17","1.811","DEAL_REASON_TP"
"range_reversion","2025.01.16 19:00:00","2025.01.16 23:30:00","GBPUSD","SHORT","0.3835","9.48","0.120","1.250","18","2.158","DEAL_REASON_EXPERT"
"range_reversion","2025.01.17 10:15:00","2025.01.17 12:11:11","GBPUSD","LONG","1.2578","30.59","0.190","1.250","7","1.494","DEAL_REASON_TP"
"range_reversion","2025.01.20 13:30:00","2025.01.20 14:29:34","USDJPY","SHORT","-1.0556","-26.35","0.310","1.250","3","1.278","DEAL_REASON_SL"
