episode_id,symbol,horizon_seconds,target_msc,snapshot_quote_msc,snapshot_lag_ms,horizon_status,episode_status
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,30,1741014636129,1741014636194,65,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,60,1741014666129,1741014666618,489,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,120,1741014726129,1741014726256,127,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,300,1741014906129,1741014906394,265,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,600,1741015206129,1741015206253,124,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,900,1741015506129,1741015507395,1266,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,1800,1741016406129,1741016406279,150,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_5,USDJPY,3600,1741018206129,1741018206468,339,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,30,1741015635674,1741015636207,533,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,60,1741015665674,1741015665885,211,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,120,1741015725674,1741015725691,17,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,300,1741015905674,1741015906639,965,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,600,1741016205674,1741016205739,65,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,900,1741016505674,1741016505993,319,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,1800,1741017405674,1741017405694,20,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_6,USDJPY,3600,1741019205674,1741019205987,313,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,30,1741016742702,1741016742791,89,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,60,1741016772702,1741016773384,682,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,120,1741016832702,1741016833545,843,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,300,1741017012702,1741017013065,363,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,600,1741017312702,1741017313394,692,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,900,1741017612702,1741017612874,172,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,1800,1741018512702,1741018512790,88,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_7,USDJPY,3600,1741020312702,1741020312996,294,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,30,1741022622919,1741022623009,90,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,60,1741022652919,1741022652962,43,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,120,1741022712919,1741022713364,445,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,300,1741022892919,1741022892992,73,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,600,1741023192919,1741023193190,271,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,900,1741023492919,1741023493710,791,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,1800,1741024392919,1741024393289,370,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_8,USDJPY,3600,1741026192919,1741026192980,61,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,30,1741024265142,1741024265470,328,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,60,1741024295142,1741024295265,123,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,120,1741024355142,1741024355444,302,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,300,1741024535142,1741024535394,252,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,600,1741024835142,1741024835410,268,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,900,1741025135142,1741025135147,5,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,1800,1741026035142,1741026035900,758,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_9,USDJPY,3600,1741027835142,1741027835734,592,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,30,1741025498589,1741025499247,658,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,60,1741025528589,1741025528818,229,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,120,1741025588589,1741025588784,195,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,300,1741025768589,1741025768620,31,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,600,1741026068589,1741026068642,53,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,900,1741026368589,1741026368879,290,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,1800,1741027268589,1741027268787,198,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_10,USDJPY,3600,1741029068589,1741029068604,15,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,30,1741026780957,1741026781059,102,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,60,1741026810957,1741026811051,94,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,120,1741026870957,1741026871178,221,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,300,1741027050957,1741027051108,151,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,600,1741027350957,1741027351143,186,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,900,1741027650957,1741027651060,103,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,1800,1741028550957,1741028551161,204,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_11,USDJPY,3600,1741030350957,1741030351203,246,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,30,1741028176686,1741028176727,41,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,60,1741028206686,1741028207076,390,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,120,1741028266686,1741028266799,113,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,300,1741028446686,1741028447516,830,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,600,1741028746686,1741028746717,31,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,900,1741029046686,1741029047555,869,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,1800,1741029946686,1741029946837,151,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_12,USDJPY,3600,1741031746686,1741031746692,6,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,30,1741030058690,1741030059093,403,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,60,1741030088690,1741030089223,533,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,120,1741030148690,1741030148722,32,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,300,1741030328690,1741030329585,895,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,600,1741030628690,1741030628813,123,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,900,1741030928690,1741030928896,206,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,1800,1741031828690,1741031828891,201,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_13,USDJPY,3600,1741033628690,1741033628956,266,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,30,1741031071395,1741031071488,93,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,60,1741031101395,1741031101406,11,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,120,1741031161395,1741031161506,111,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,300,1741031341395,1741031341570,175,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,600,1741031641395,1741031641541,146,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,900,1741031941395,1741031941663,268,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,1800,1741032841395,1741032841447,52,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_14,USDJPY,3600,1741034641395,1741034641975,580,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,30,1741039085341,1741039085468,127,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,60,1741039115341,1741039115436,95,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,120,1741039175341,1741039176143,802,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,300,1741039355341,1741039355844,503,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,600,1741039655341,1741039655539,198,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,900,1741039955341,1741039955450,109,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,1800,1741040855341,1741040856047,706,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_15,USDJPY,3600,1741042655341,1741042655458,117,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,30,1741040194110,1741040194116,6,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,60,1741040224110,1741040224147,37,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,120,1741040284110,1741040284188,78,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,300,1741040464110,1741040464263,153,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,600,1741040764110,1741040764549,439,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,900,1741041064110,1741041064144,34,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,1800,1741041964110,1741041964492,382,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_16,USDJPY,3600,1741043764110,1741043764857,747,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,30,1741041286275,1741041286494,219,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,60,1741041316275,1741041316551,276,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,120,1741041376275,1741041376458,183,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,300,1741041556275,1741041556466,191,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,600,1741041856275,1741041856557,282,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,900,1741042156275,1741042156356,81,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,1800,1741043056275,1741043057956,1681,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_17,USDJPY,3600,1741044856275,1741044856852,577,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,30,1741042287437,1741042287590,153,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,60,1741042317437,1741042317558,121,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,120,1741042377437,1741042377602,165,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,300,1741042557437,1741042558147,710,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,600,1741042857437,1741042857621,184,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,900,1741043157437,1741043158754,1317,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,1800,1741044057437,1741044058239,802,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_18,USDJPY,3600,1741045857437,1741045859579,2142,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,30,1741042576359,1741042576845,486,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,60,1741042606359,1741042606375,16,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,120,1741042666359,1741042666682,323,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,300,1741042846359,1741042846850,491,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,600,1741043146359,1741043147552,1193,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,900,1741043446359,1741043447395,1036,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,1800,1741044346359,1741044348257,1898,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_1,USDCAD,3600,1741046146359,1741046146980,621,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,30,1741044116244,1741044116683,439,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,60,1741044146244,1741044149775,3531,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,120,1741044206244,1741044207162,918,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,300,1741044386244,1741044386398,154,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,600,1741044686244,1741044687365,1121,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,900,1741044986244,1741044986385,141,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,1800,1741045886244,1741045888367,2123,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_19,USDJPY,3600,1741047686244,1741047688079,1835,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,30,1741044107352,1741044108682,1330,AVAILABLE,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,60,1741044137352,1741044137955,603,AVAILABLE,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,120,1741044197352,1741044199002,1650,AVAILABLE,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,300,1741044377352,1741044383368,6016,AVAILABLE,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,600,1741044677352,1741044678008,656,AVAILABLE,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,900,1741044977352,1741044981984,4632,AVAILABLE,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,1800,1741045877352,1741045877585,233,AVAILABLE,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDCAD_mh_2,USDCAD,3600,1741047677352,1741047724098,46746,CENSORED_HORIZON_LAG,CENSORED_HORIZON_LAG
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,30,1741045612479,1741045613807,1328,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,60,1741045642479,1741045642901,422,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,120,1741045702479,1741045703355,876,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,300,1741045882479,1741045884340,1861,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,600,1741046182479,1741046188539,6060,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,900,1741046482479,1741046510606,28127,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,1800,1741047382479,1741047386618,4139,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_20,USDJPY,3600,1741049182479,1741049190608,8129,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,30,1741051615793,1741051616107,314,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,60,1741051645793,1741051647662,1869,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,120,1741051705793,1741051706585,792,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,300,1741051885793,1741051885997,204,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,600,1741052185793,1741052185970,177,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,900,1741052485793,1741052487547,1754,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,1800,1741053385793,1741053385917,124,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_21,USDJPY,3600,1741055185793,1741055187021,1228,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,30,1741053049348,1741053049406,58,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,60,1741053079348,1741053079358,10,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,120,1741053139348,1741053141616,2268,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,300,1741053319348,1741053320040,692,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,600,1741053619348,1741053619566,218,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,900,1741053919348,1741053919380,32,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,1800,1741054819348,1741054819498,150,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_22,USDJPY,3600,1741056619348,1741056619467,119,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_23,USDJPY,30,1741054118324,1741054118342,18,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_23,USDJPY,60,1741054148324,1741054148329,5,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_23,USDJPY,120,1741054208324,1741054209501,1177,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_23,USDJPY,300,1741054388324,1741054388579,255,AVAILABLE,COMPLETE_3600S
