event_id,symbol,detector_version,feature_schema,direction,spec_sha256,candidate_time_msc,confirmed_time_msc,trigger_horizon_ms,horizons_triggered_mask,raw_p_250,raw_p_500,raw_p_1000,adjusted_p_250,adjusted_p_500,adjusted_p_1000,empirical_percentile,severity,local_score,local_sigma,baseline_samples,tail_calibration_samples,quantile_half_width,time_of_day_bucket,volatility_regime,noise_return,efficiency,tick_intensity_ratio,move_spread_ratio,spread_ratio,quote_age_ms,statistical_shock,directional_burst,activity_elevated,liquidity_normal,cost_feasible,strategy_signal,symbol_cluster_id,market_cluster_id,symbol_overlap_event,market_overlap_event,abs_return_1s,abs_return_3s,abs_return_10s,abs_return_30s,abs_return_120s,mfe_120s,mae_120s,realized_volatility_120s,spread_change_120s,tick_activity_120s,quote_reversion_ratio,record_status
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001791750_11","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741001791500","1741001791750","250","1","0.006687582563","","","0.006687582563","","","99.33124174","P990","2.9196378169","0.000013965997","2242","12111","0.001451528779","2","NORMAL","0.000006656881","1.00000000","1.00000000","0.20588235","0.94444444","282","true","true","false","true","false","false","10","10","false","false","0.000026627879","0.000026627879","0.000039942084","0.000083214475","0.000009985272","0.003500000000","0.033500000000","0.000204632096","-0.001000000000","191","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741002077750","1741002078000","250","1","0.003510204082","","","0.003510204082","","","99.64897959","P995","3.5369017882","0.000014115681","2175","12249","0.001047347109","2","NORMAL","0.000006657014","1.00000000","1.00000000","0.20000000","0.83333333","341","true","true","false","true","false","false","11","11","false","false","0.000013313939","0.000009985471","0.000019970843","0.000066567924","0.000009985471","0.006500000000","0.014500000000","0.000159798902","0.005000000000","195","0.50000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002364750_13","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741002364500","1741002364750","250","3","0.000160552300","0.000394555139","","0.000321104600","0.000394555139","","99.98394477","P995","5.1930826645","0.000014092471","2228","12456","0.000222496272","2","NORMAL","0.000006652563","1.00000000","1.00000000","0.02777778","1.00000000","391","true","true","false","true","false","false","12","12","false","false","0.000046569027","0.000033263369","0.000096466820","0.000043242596","0.000099793428","0.003000000000","0.033500000000","0.000236866761","-0.002000000000","208","15.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741002365000_14","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741002364750","1741002365000","500","2","0.012120725638","0.000493193924","","0.012120725638","0.000986387848","","99.95068061","P995","4.1170976527","0.000026258767","1962","10137","0.000432196917","2","NORMAL","0.000006652563","1.00000000","1.00000000","0.02777778","1.00000000","194","true","true","false","true","false","false","12","12","true","true","0.000019958486","0.000006652785","0.000066529837","0.000026611404","0.000073183064","0.007500000000","0.029000000000","0.000234990863","0.002000000000","208","2.20000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741013614000","1741013614250","250","1","0.003453379378","","","0.003453379378","","","99.65466206","P995","3.2524163730","0.000013718392","2912","10134","0.001142128979","3","NORMAL","0.000006611046","1.00000000","1.00000000","1.41666667","1.00000000","190","true","true","false","true","false","false","13","13","false","false","0.000019833334","0.000019833334","0.000036361413","0.000132229657","0.000254557658","0.038500000000","0.000000000000","0.000179832664","-0.005000000000","228","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741013614250","1741013614500","250","1","0.000493339911","","","0.000493339911","","","99.95066601","P995","6.1438491111","0.000013718392","2912","10134","0.000432324817","3","NORMAL","0.000006611046","0.00000000","1.00000000","0.00000000","1.11111111","228","true","false","false","true","false","false","13","13","true","true","0.000013222266","0.000013222266","0.000029750345","0.000128924555","0.000231414905","0.037500000000","0.000500000000","0.000180469880","-0.002000000000","228","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741013614500","1741013614750","250","1","0.004045387272","","","0.004045387272","","","99.59546127","P995","3.1925966348","0.000013718392","2912","10134","0.001235788133","3","NORMAL","0.000006611089","1.00000000","1.00000000","0.05555556","1.00000000","13","true","true","false","true","false","false","13","13","true","true","0.000019833727","0.000019833727","0.000006611286","0.000095868561","0.000208277890","0.032500000000","0.005500000000","0.000177693739","-0.005000000000","227","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741013930250","1741013930500","250","1","0.009504608295","","","0.009504608295","","","99.04953917","P990","2.5061755823","0.000013846526","2871","10415","0.001863369262","3","NORMAL","0.000006610084","1.00000000","1.00000000","0.03125000","0.88888889","135","true","true","false","true","false","false","14","14","false","false","0.000009915143","0.000056187667","0.000175183737","0.000181795045","0.000446283212","0.079500000000","0.001500000000","0.000211972578","-0.001000000000","195","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741013937250","1741013937500","250","1","0.007476277197","","","0.007476277197","","","99.25237228","P990","2.6805727551","0.000013872745","2881","10432","0.001652968636","3","NORMAL","0.000006611330","1.00000000","1.00000000","0.15789474","1.05555556","20","true","true","false","true","false","false","15","15","false","false","0.000013222485","0.000013222485","0.000000000000","0.000042973715","0.000195049383","0.055000000000","0.004500000000","0.000198896388","-0.001000000000","186","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014178250","1741014178500","250","1","0.004140397102","","","0.004140397102","","","99.58596029","P995","3.1621213874","0.000013854726","2883","10626","0.001220873836","3","NORMAL","0.000006613210","1.00000000","1.00000000","0.08823529","0.94444444","122","true","true","false","true","false","false","16","16","false","false","0.000003306578","0.000039679784","0.000026452315","0.000039678210","0.000287631358","0.006000000000","0.065500000000","0.000234721807","-0.001000000000","229","43.50000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014453250","1741014453500","250","1","0.001473703601","","","0.001473703601","","","99.85262964","P995","4.1657218826","0.000013887137","2892","10856","0.000721582477","3","NORMAL","0.000006611811","1.00000000","1.00000000","0.02631579","1.05555556","393","true","true","false","true","false","false","17","17","false","false","0.000019835235","0.000059504526","0.000059504526","0.000135532934","0.000350364581","0.000000000000","0.058000000000","0.000199027826","-0.002000000000","247","53.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014605750","1741014606000","250","1","0.004809873854","","","0.004809873854","","","99.51901261","P995","3.0091036617","0.000013728541","2920","11018","0.001291828472","3","NORMAL","0.000006609997","1.00000000","1.00000000","0.05555556","1.00000000","81","true","true","false","true","false","false","18","18","false","false","0.000013219994","0.000069406918","0.000198318262","0.000314022080","0.000168568015","0.072000000000","0.000000000000","0.000310574708","-0.003000000000","262","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014714250","1741014714500","250","1","0.004577686025","","","0.004577686025","","","99.54223140","P995","3.0628806638","0.000013760257","2933","11140","0.001253489416","3","NORMAL","0.000006611374","0.00000000","1.00000000","0.00000000","0.94444444","100","true","false","false","true","false","false","19","19","true","true","0.000003305659","0.000009917044","0.000076027403","0.000049583744","0.000238036202","0.042500000000","0.014500000000","0.000263442696","0.000000000000","261","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014714000","1741014714250","250","1","0.002872273584","","","0.002872273584","","","99.71277264","P995","3.3634416757","0.000013758509","2934","11140","0.000993761763","3","NORMAL","0.000006611374","1.00000000","1.00000000","0.56666667","0.83333333","61","true","true","false","true","false","false","19","19","false","false","0.000013222660","0.000003305692","0.000082638755","0.000059500592","0.000231424851","0.041500000000","0.015500000000","0.000263525642","0.000000000000","262","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014781750","1741014782000","250","1","0.004982649702","","","0.004982649702","","","99.50173503","P995","2.9930132472","0.000013809009","2966","11238","0.001301780436","3","NORMAL","0.000006613101","1.00000000","1.00000000","0.11111111","1.00000000","247","true","true","false","true","false","false","20","20","false","false","0.000003306534","0.000013226070","0.000085966328","0.000115722181","0.000168619289","-0.000000000000","0.039000000000","0.000269904237","0.001000000000","260","10.20000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014791500","1741014791750","250","1","0.003640884469","","","0.003640884469","","","99.63591155","P995","3.2289220900","0.000013823623","2976","11260","0.001112446132","3","NORMAL","0.000006612488","1.00000000","1.00000000","0.22500000","1.11111111","111","true","true","false","true","false","false","21","21","false","false","0.000019837334","0.000009918815","0.000003306250","0.000019837334","0.000082652962","0.026000000000","0.009000000000","0.000250450113","0.001000000000","252","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741014870000","1741014870250","250","1","0.005722838528","","","0.005722838528","","","99.42771615","P990","2.8766534266","0.000013791086","2997","11357","0.001387281572","3","NORMAL","0.000006612292","0.00000000","0.00000000","0.00000000","0.94444444","152","true","false","false","true","false","false","22","22","false","false","0.000042979114","0.000059509050","0.000036368385","0.000052897109","0.000280983842","0.005500000000","0.062500000000","0.000243830201","0.001000000000","275","42.50000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015012500","1741015012750","250","1","0.004066447482","","","0.004066447482","","","99.59335525","P995","3.1908120035","0.000013725713","3061","11557","0.001160212371","3","NORMAL","0.000006610456","0.00000000","1.00000000","0.00000000","0.94444444","215","true","false","false","true","false","false","23","23","false","false","0.000006610478","0.000003305244","0.000036358408","0.000059496265","0.000366950038","0.013000000000","0.055500000000","0.000220186471","-0.001000000000","248","55.50000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015032500","1741015032750","250","1","0.004738928141","","","0.004738928141","","","99.52610719","P995","3.0688153979","0.000013731865","3082","11605","0.001249462881","3","NORMAL","0.000006610521","1.00000000","1.00000000","0.08333333","1.00000000","191","true","true","false","true","false","false","24","24","false","false","0.000003305255","0.000000000000","0.000056191010","0.000056191010","0.000618274835","0.100500000000","0.001000000000","0.000228225394","0.001000000000","243","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015137250","1741015137500","250","1","0.005974735405","","","0.005974735405","","","99.40252646","P990","2.8259774708","0.000013748180","3099","11715","0.001395482645","3","NORMAL","0.000006613647","1.00000000","1.00000000","0.58823529","0.94444444","97","true","true","false","true","false","false","25","25","false","false","0.000029762348","0.000033069330","0.000128976571","0.000046297368","0.000535857832","0.090500000000","0.028000000000","0.000293776800","0.000000000000","296","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015137500","1741015137750","250","1","0.002389894162","","","0.002389894162","","","99.76101058","P995","3.5471644440","0.000013750097","3098","11715","0.000884170751","3","NORMAL","0.000006613757","1.00000000","1.00000000","0.15625000","0.88888889","4","true","true","false","true","false","false","25","25","true","true","0.000042989916","0.000046296909","0.000142204467","0.000056217954","0.000549087074","0.092000000000","0.026500000000","0.000293627889","-0.002000000000","296","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015143500","1741015143750","250","1","0.006139677667","","","0.006139677667","","","99.38603223","P990","2.8200042757","0.000013779579","3104","11726","0.001413832859","3","NORMAL","0.000006614413","1.00000000","1.00000000","0.09375000","0.88888889","323","true","true","false","true","false","false","26","26","false","false","0.000003307212","0.000042994607","0.000006614391","0.000072755894","0.000353933712","0.075500000000","0.043000000000","0.000287099274","-0.001000000000","302","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015188000","1741015188250","250","1","0.003562038843","","","0.003562038843","","","99.64379612","P995","3.2397137215","0.000013778966","3129","11790","0.001075363297","3","NORMAL","0.000006613013","1.00000000","1.00000000","0.02777778","1.00000000","28","true","true","false","true","false","false","27","27","false","false","0.000003306501","0.000003306512","0.000072740498","0.000208331612","0.000525872787","0.011000000000","0.107500000000","0.000295314762","-0.001000000000","310","79.50000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205000_34","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015204750","1741015205000","250","1","0.006941505121","","","0.006941505121","","","99.30584949","P990","2.7552390937","0.000013802354","3136","11812","0.001497235821","3","NORMAL","0.000006614172","1.00000000","1.00000000","0.42105263","1.05555556","181","true","true","false","true","false","false","28","28","false","false","0.000009921504","0.000079374791","0.000046301196","0.000181909889","0.000317536974","0.078000000000","0.000000000000","0.000276368590","-0.004000000000","301","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205250_35","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015205000","1741015205250","250","1","0.004147972573","","","0.004147972573","","","99.58520274","P995","3.1746445218","0.000013802354","3136","11812","0.001159021023","3","NORMAL","0.000006614303","1.00000000","1.00000000","0.14285714","1.16666667","431","true","true","false","true","false","false","28","28","true","true","0.000019843107","0.000085989642","0.000033072064","0.000178602141","0.000317536974","0.078000000000","0.000000000000","0.000276368590","-0.004000000000","301","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015247250_36","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741015247000","1741015247250","250","1","0.001429171921","","","0.001429171921","","","99.85708281","P995","4.0675785805","0.000013825228","3170","11894","0.000678899553","3","NORMAL","0.000006616360","1.00000000","1.00000000","0.17647059","0.94444444","287","true","true","false","true","false","false","29","29","false","false","0.000009924491","0.000016541037","0.000175348920","0.000043005417","0.000304306267","0.031000000000","0.057000000000","0.000294414616","0.002000000000","289","15.33333333","COMPLETE_120S"
