period,selection_mode,scan_minutes,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2025,all,10,<-1R,112,0,112,0.0,-5128.67,0.0,-5128.67,0.0,-45.79,0.0,-45.79
2025,all,15,-1R--0.25R,10,0,10,0.0,-488.41,0.0,-488.41,0.0,-48.84,0.0,-48.84
2025,all,15,1.5R+,57,57,0,100.0,3885.06,3885.06,0.0,,68.16,68.16,0.0
2025,all,15,1R-1.5R,3,3,0,100.0,219.28,219.28,0.0,,73.09,73.09,0.0
2025,all,15,<-1R,77,0,77,0.0,-3734.84,0.0,-3734.84,0.0,-48.5,0.0,-48.5
2025,all,5,-1R--0.25R,21,0,21,0.0,-984.12,0.0,-984.12,0.0,-46.86,0.0,-46.86
2025,all,5,1.5R+,101,101,0,100.0,6959.89,6959.89,0.0,,68.91,68.91,0.0
2025,all,5,1R-1.5R,5,5,0,100.0,342.96,342.96,0.0,,68.59,68.59,0.0
2025,all,5,<-1R,142,0,142,0.0,-6750.71,0.0,-6750.71,0.0,-47.54,0.0,-47.54
2025,best,10,-1R--0.25R,16,0,16,0.0,-750.88,0.0,-750.88,0.0,-46.93,0.0,-46.93
2025,best,10,1.5R+,65,65,0,100.0,4479.54,4479.54,0.0,,68.92,68.92,0.0
2025,best,10,1R-1.5R,6,6,0,100.0,414.22,414.22,0.0,,69.04,69.04,0.0
2025,best,10,<-1R,106,0,106,0.0,-4851.3,0.0,-4851.3,0.0,-45.77,0.0,-45.77
2025,best,15,-1R--0.25R,10,0,10,0.0,-485.89,0.0,-485.89,0.0,-48.59,0.0,-48.59
2025,best,15,1.5R+,54,54,0,100.0,3662.0,3662.0,0.0,,67.81,67.81,0.0
2025,best,15,1R-1.5R,3,3,0,100.0,219.28,219.28,0.0,,73.09,73.09,0.0
2025,best,15,<-1R,75,0,75,0.0,-3615.63,0.0,-3615.63,0.0,-48.21,0.0,-48.21
2025,best,5,-1R--0.25R,21,0,21,0.0,-975.11,0.0,-975.11,0.0,-46.43,0.0,-46.43
2025,best,5,1.5R+,90,90,0,100.0,6161.58,6161.58,0.0,,68.46,68.46,0.0
2025,best,5,1R-1.5R,5,5,0,100.0,342.96,342.96,0.0,,68.59,68.59,0.0
2025,best,5,<-1R,131,0,131,0.0,-6096.45,0.0,-6096.45,0.0,-46.54,0.0,-46.54
2026YTD,all,10,-1R--0.25R,2,0,2,0.0,-100.03,0.0,-100.03,0.0,-50.02,0.0,-50.02
2026YTD,all,10,1.5R+,22,22,0,100.0,1557.23,1557.23,0.0,,70.78,70.78,0.0
2026YTD,all,10,1R-1.5R,7,7,0,100.0,564.49,564.49,0.0,,80.64,80.64,0.0
2026YTD,all,10,<-1R,30,0,30,0.0,-1416.75,0.0,-1416.75,0.0,-47.22,0.0,-47.22
2026YTD,all,15,-1R--0.25R,3,0,3,0.0,-146.32,0.0,-146.32,0.0,-48.77,0.0,-48.77
2026YTD,all,15,1.5R+,15,15,0,100.0,1068.44,1068.44,0.0,,71.23,71.23,0.0
2026YTD,all,15,1R-1.5R,2,2,0,100.0,138.24,138.24,0.0,,69.12,69.12,0.0
2026YTD,all,15,<-1R,23,0,23,0.0,-1019.95,0.0,-1019.95,0.0,-44.35,0.0,-44.35
2026YTD,all,5,-1R--0.25R,3,0,3,0.0,-151.38,0.0,-151.38,0.0,-50.46,0.0,-50.46
2026YTD,all,5,1.5R+,36,36,0,100.0,2630.53,2630.53,0.0,,73.07,73.07,0.0
2026YTD,all,5,1R-1.5R,6,6,0,100.0,541.46,541.46,0.0,,90.24,90.24,0.0
2026YTD,all,5,<-1R,47,0,47,0.0,-2261.98,0.0,-2261.98,0.0,-48.13,0.0,-48.13
2026YTD,best,10,-1R--0.25R,2,0,2,0.0,-100.03,0.0,-100.03,0.0,-50.02,0.0,-50.02
2026YTD,best,10,1.5R+,22,22,0,100.0,1557.23,1557.23,0.0,,70.78,70.78,0.0
2026YTD,best,10,1R-1.5R,7,7,0,100.0,564.49,564.49,0.0,,80.64,80.64,0.0
2026YTD,best,10,<-1R,30,0,30,0.0,-1416.75,0.0,-1416.75,0.0,-47.22,0.0,-47.22
2026YTD,best,15,-1R--0.25R,3,0,3,0.0,-146.32,0.0,-146.32,0.0,-48.77,0.0,-48.77
2026YTD,best,15,1.5R+,15,15,0,100.0,1068.44,1068.44,0.0,,71.23,71.23,0.0
2026YTD,best,15,1R-1.5R,2,2,0,100.0,138.24,138.24,0.0,,69.12,69.12,0.0
2026YTD,best,15,<-1R,23,0,23,0.0,-1019.95,0.0,-1019.95,0.0,-44.35,0.0,-44.35
2026YTD,best,5,-1R--0.25R,3,0,3,0.0,-151.38,0.0,-151.38,0.0,-50.46,0.0,-50.46
2026YTD,best,5,1.5R+,36,36,0,100.0,2630.53,2630.53,0.0,,73.07,73.07,0.0
2026YTD,best,5,1R-1.5R,5,5,0,100.0,464.66,464.66,0.0,,92.93,92.93,0.0
2026YTD,best,5,<-1R,44,0,44,0.0,-2134.66,0.0,-2134.66,0.0,-48.52,0.0,-48.52
