open_time,close_time,symbol,direction,volume,open_price,close_price,open_deal,close_deal,commission,swap,profit,net_profit,close_balance,close_comment,holding_minutes,open_bar_m5,close_bar_m5,period,from_date,to_date,context,variant,scenario,series_name,run,prefix,trade_index,time,event,entry_price,sl,tp,result_R,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,wave_audit_label,wave_audit_reason,strategy_name,month,hour,pullback_depth_band,entry_distance_band
2025.02.20 09:45:00,2025.02.20 14:23:34,XAUUSD,LONG,0.1,2948.7,2943.67,22,23,0.0,0.0,-50.3,-50.3,10317.15,sl 2943.68,278.57,2025.02.20 09:45:00,2025.02.20 14:20:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_A_current_regime_all_5m,11,2025.02.20 09:44:59,order_sent,2948.70,2943.68,2956.23,-1.002,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,2933.93,2946.87,2918.54,2939.69,HH_HL,20,4.46,6.22,PERIOD_M15,2933.93,2946.87,2943.86,23.26,1.21,4,false,2943.86,2.94,37.40,PERIOD_M5,2949.18,2951.78,1,1.87,308.0,late,75.00,3.05,5.02,1.50,0.1095,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,09,18-25,2.00-3.00ATR
2025.02.20 15:40:00,2025.02.20 15:45:23,XAUUSD,LONG,0.08,2944.97,2938.45,24,25,0.0,0.0,-52.16,-52.16,10264.99,sl 2938.65,5.38,2025.02.20 15:40:00,2025.02.20 15:45:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_A_current_regime_all_5m,12,2025.02.20 15:39:59,order_sent,2944.97,2938.65,2954.45,-1.0316,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,2933.93,2954.82,2918.54,2946.87,HH_HL,11,3.86,6.11,PERIOD_M15,2933.93,2954.82,2938.85,76.45,4.02,5,false,2938.85,2.20,29.30,PERIOD_M5,2947.32,2947.50,1,0.91,253.0,late,100.00,2.27,6.32,1.50,0.0647,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,15,75-90,2.00-3.00ATR
2025.02.26 06:05:00,2025.02.26 09:00:06,XAUUSD,SHORT,0.07,2916.64,2906.48,26,27,0.0,0.0,71.12,71.12,10336.11,tp 2906.58,175.1,2025.02.26 06:05:00,2025.02.26 09:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_A_current_regime_all_5m,13,2025.02.26 06:04:59,order_sent,2916.64,2923.35,2906.58,1.5142,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,2888.20,2930.16,2924.03,2944.75,LL_LH,11,-1.69,11.14,PERIOD_M15,2930.16,2888.20,2923.14,83.27,8.38,5,false,2923.14,4.10,15.49,PERIOD_M5,2918.61,2917.12,1,0.30,48.0,acceptable,100.00,4.23,6.71,1.50,0.1135,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,06,75-90,3.00ATR+
2025.02.26 10:25:00,2025.02.26 16:08:14,XAUUSD,SHORT,0.05,2912.19,2898.42,28,29,0.0,0.0,68.85,68.85,10404.96,tp 2898.51,343.23,2025.02.26 10:25:00,2025.02.26 16:05:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_A_current_regime_all_5m,14,2025.02.26 10:24:59,order_sent,2912.19,2921.31,2898.51,1.5099,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,2888.20,2930.16,2924.03,2944.75,LL_LH,15,-2.15,8.02,PERIOD_M15,2930.16,2888.20,2921.10,78.41,7.82,12,false,2921.10,3.95,21.23,PERIOD_M5,2913.18,2913.13,1,0.42,94.0,acceptable,75.00,4.05,9.12,1.50,0.0798,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,10,75-90,3.00ATR+
2025.02.26 20:55:00,2025.02.26 21:20:33,XAUUSD,SHORT,0.16,2913.31,2916.39,30,31,0.0,0.0,-49.28,-49.28,10355.68,sl 2916.39,25.55,2025.02.26 20:55:00,2025.02.26 21:20:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_A_current_regime_all_5m,15,2025.02.26 20:54:59,order_sent,2913.31,2916.39,2908.69,-1.0,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,2890.80,2919.04,2905.81,2930.16,LL_LH,9,-3.66,8.36,PERIOD_M15,2919.04,2890.80,2916.18,89.87,6.17,5,false,2916.18,2.00,10.16,PERIOD_M5,2912.65,2912.41,1,0.63,90.0,unclear,100.00,2.14,3.08,1.50,0.1252,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,20,75-90,2.00-3.00ATR
2025.02.27 16:45:00,2025.02.27 23:57:59,XAUUSD,SHORT,0.04,2881.82,2877.32,32,33,0.0,0.0,18.0,18.0,10373.68,end of test,432.98,2025.02.27 16:45:00,2025.02.27 23:55:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_A_current_regime_all_5m,16,2025.02.27 16:45:00,order_sent,2881.82,2892.40,2865.95,0.4253,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,2877.13,2895.05,2912.01,2920.82,LL_LH,5,-4.96,8.99,PERIOD_M15,2895.05,2877.13,2892.13,83.71,2.80,5,false,2892.13,2.31,57.53,PERIOD_M5,2885.44,2884.58,1,0.62,276.0,unclear,100.00,2.37,10.58,1.50,0.0403,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,16,75-90,2.00-3.00ATR
2025.02.05 10:50:00,2025.02.05 17:00:08,USDJPY,SHORT,0.23,153.027,152.53,2,3,0.0,0.0,74.94,74.94,10074.94,tp 152.532,370.13,2025.02.05 10:50:00,2025.02.05 17:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_02_thirdwave_v2,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_B_v2_audit_filtered_all_5m,1,2025.02.05 10:49:59,order_sent,153.027,153.357,152.532,1.5061,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.74,65.20,PERIOD_M5,153.186,153.009,1,0.16,18.0,early,100.00,2.91,0.330,1.50,0.1674,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-02,10,50-61.8,2.00-3.00ATR
2025.02.10 23:05:00,2025.02.11 01:32:48,XAUUSD,LONG,0.11,2906.67,2913.41,4,5,0.0,-9.18,64.96,64.96000000000001,10139.9,tp 2913.23,147.8,2025.02.10 23:05:00,2025.02.11 01:30:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_02_thirdwave_v2,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_B_v2_audit_filtered_all_5m,2,2025.02.10 23:04:59,order_sent,2906.67,2902.30,2913.23,1.5423,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2896.65,2911.71,2896.40,2876.58,HH_HL,6,5.17,7.75,PERIOD_M15,2896.65,2911.71,2902.48,61.29,3.45,6,false,2902.48,3.23,27.82,PERIOD_M5,2905.49,2907.37,1,0.54,70.0,acceptable,100.00,3.37,4.37,1.50,0.1389,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-02,23,50-61.8,3.00ATR+
2025.02.12 16:05:00,2025.02.12 17:00:08,EURJPY,LONG,0.32,159.483,159.839,6,7,0.0,0.0,74.7,74.7,10214.6,tp 159.839,55.13,2025.02.12 16:05:00,2025.02.12 17:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_02_thirdwave_v2,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v2_B_v2_audit_filtered_all_5m,3,2025.02.12 16:04:59,order_sent,159.483,159.246,159.839,1.5021,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,158.956,159.651,157.859,159.300,HH_HL,7,0.224,0.313,PERIOD_M15,158.956,159.651,159.276,53.96,2.28,9,false,159.276,1.29,29.78,PERIOD_M5,159.497,159.548,1,0.40,65.0,acceptable,100.00,1.48,0.237,1.50,0.1867,,,true,,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V2_AuditFiltered,2025-02,16,50-61.8,1.00-1.50ATR
2025.08.01 01:05:00,2025.08.01 01:46:23,XAUUSD,SHORT,0.14,3291.52,3295.04,2,3,0.0,0.0,-49.28,-49.28,9950.72,sl 3295.01,41.38,2025.08.01 01:05:00,2025.08.01 01:45:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v2_A_current_regime_all_5m,1,2025.08.01 01:04:59,order_sent,3291.52,3295.01,3286.29,-1.0086,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,9,-2.94,8.58,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,5,false,3294.83,2.26,15.44,PERIOD_M5,3290.72,3290.25,1,0.87,127.0,unclear,75.00,2.39,3.49,1.50,0.1231,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,01,18-25,2.00-3.00ATR
2025.08.01 02:15:00,2025.08.01 04:52:01,XAUUSD,SHORT,0.11,3290.59,3283.73,4,5,0.0,0.0,75.46,75.46,10026.18,tp 3283.95,157.02,2025.08.01 02:15:00,2025.08.01 04:50:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v2_A_current_regime_all_5m,2,2025.08.01 02:14:59,order_sent,3290.59,3295.02,3283.95,1.5485,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,9,false,3294.83,2.89,19.78,PERIOD_M5,3292.79,3292.32,1,1.18,173.0,late,75.00,3.02,4.43,1.50,0.1294,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,02,18-25,2.00-3.00ATR
2025.08.04 11:25:00,2025.08.04 15:05:10,XAUUSD,LONG,0.06,3359.42,3371.26,6,7,0.0,0.0,71.04,71.04,10097.22,tp 3371.26,220.17,2025.08.04 11:25:00,2025.08.04 15:05:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v2_A_current_regime_all_5m,3,2025.08.04 11:24:59,order_sent,3359.42,3351.53,3371.26,1.5006,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3345.06,3369.04,3340.52,3355.08,HH_HL,10,6.75,7.81,PERIOD_M15,3345.06,3369.04,3351.73,72.19,4.34,3,false,3351.73,3.14,32.07,PERIOD_M5,3356.53,3357.99,1,0.58,143.0,acceptable,100.00,3.22,7.89,1.50,0.0776,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,11,61.8-75,3.00ATR+
2025.08.04 19:20:00,2025.08.05 08:02:38,XAUUSD,LONG,0.07,3376.86,3370.43,8,9,0.0,-5.84,-50.85,-50.849999999999994,10046.37,sl 3370.45,762.63,2025.08.04 19:20:00,2025.08.05 08:00:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v2_A_current_regime_all_5m,4,2025.08.04 19:19:59,order_sent,3376.86,3370.45,3386.48,-1.0031,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3352.93,3385.40,3351.73,3362.60,HH_HL,6,6.92,8.33,PERIOD_M15,3352.93,3385.40,3370.70,45.27,2.95,3,false,3370.70,2.73,18.97,PERIOD_M5,3376.11,3377.63,1,0.34,77.0,acceptable,100.00,2.84,6.41,1.50,0.0798,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,19,38.2-50,2.00-3.00ATR
2025.08.07 18:20:00,2025.08.08 01:03:42,XAUUSD,LONG,0.03,3387.74,3408.41,10,11,0.0,-2.5,59.51,59.51,10105.88,tp 3407.66,403.7,2025.08.07 18:20:00,2025.08.08 01:00:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v2_A_current_regime_all_5m,5,2025.08.07 18:19:59,order_sent,3387.74,3374.46,3407.66,1.5565,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3371.75,3397.27,3371.67,3383.96,HH_HL,8,1.72,10.96,PERIOD_M15,3371.75,3397.27,3374.80,88.05,3.34,5,false,3374.80,2.54,50.71,PERIOD_M5,3389.26,3389.36,1,0.32,162.0,acceptable,100.00,2.60,13.28,1.50,0.0373,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,18,75-90,2.00-3.00ATR
2025.08.11 20:30:00,2025.08.11 20:37:21,XAUUSD,SHORT,0.07,3345.29,3352.49,12,13,0.0,0.0,-50.4,-50.4,10055.48,sl 3352.44,7.35,2025.08.11 20:30:00,2025.08.11 20:35:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,current,ThirdWave_regime_BOTH_all_5m,2025_08_thirdwave_v2,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_v2_A_current_regime_all_5m,6,2025.08.11 20:29:59,order_sent,3345.29,3352.44,3334.57,-1.007,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,3341.50,3362.84,3367.73,3405.08,LL_LH,4,-2.63,9.81,PERIOD_M15,3362.84,3341.50,3352.21,50.19,2.35,7,false,3352.21,4.21,32.43,PERIOD_M5,3342.54,3342.27,1,1.84,302.0,late,100.00,4.35,7.15,1.50,0.1094,,,true,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,20,50-61.8,3.00ATR+
