period,run,scenario,fail_reason,label,structural_bos_state,rows
2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,sl_too_wide,sl_too_wide,not_evaluated,160
2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,no_retest_trigger,h1_counter_trend_nwave,not_evaluated,61
2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,retest_invalidated,h1_counter_trend_nwave,not_evaluated,19
2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,dirty_breakout,dirty_breakout,not_evaluated,16
2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,weak_breakout_waiting_retest,weak_breakout,not_evaluated,7
2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,spread_guard,strong_breakout,not_evaluated,3
2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,sl_too_tight,sl_too_tight,not_evaluated,1
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,no_retest_confirmation_break,h1_counter_trend_nwave,not_evaluated,235
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,sl_too_wide,sl_too_wide,not_evaluated,160
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,no_retest_trigger,h1_counter_trend_nwave,not_evaluated,61
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,retest_invalidated,h1_counter_trend_nwave,not_evaluated,19
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_dirty_wait_retest,dirty_breakout_mixed_context,not_evaluated,10
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_dirty_poor_context,dirty_breakout_poor_context,not_evaluated,4
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_weak_wait_retest,weak_breakout_mixed_context,not_evaluated,2
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_dirty_wait_retest,dirty_breakout_clean_context,not_evaluated,2
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,spread_guard,strong_breakout_clean_context,not_evaluated,2
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,sl_too_tight,sl_too_tight,not_evaluated,1
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_v2_weak_body_too_small,weak_breakout_clean_context_body_too_small,not_evaluated,1
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,spread_guard,strong_breakout_mixed_context,not_evaluated,1
2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,spread_guard,weak_breakout_clean_context,not_evaluated,1
2025-10,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,spread_guard,chasing_entry,h1_bos_confirmed,2
2025-10,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,spread_guard,late_entry,h1_bos_confirmed,1
2026-Q1,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,spread_guard,neckline_break_late,not_evaluated,31
2026-Q1,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,spread_guard,neckline_break_initial,not_evaluated,8
2026-Q1,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,spread_guard,clean_nested_nwave_entry,not_evaluated,5
2026-Q1,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,spread_guard,chasing_after_break,not_evaluated,1
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,no_retest_confirmation_break,h1_counter_trend_nwave,not_evaluated,1281
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,no_retest_trigger,h1_counter_trend_nwave,not_evaluated,302
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,sl_too_wide,sl_too_wide,not_evaluated,153
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,retest_invalidated,h1_counter_trend_nwave,not_evaluated,65
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,no_retest_detected,h1_counter_trend_nwave,not_evaluated,56
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,spread_guard,retest_then_go_after_return_inside,not_evaluated,7
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,spread_guard,retest_confirmation_entry,not_evaluated,6
2026-Q1,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,sl_too_tight,sl_too_tight,not_evaluated,1
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,no_retest_confirmation_break,h1_counter_trend_nwave,not_evaluated,1160
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,sl_too_wide,sl_too_wide,not_evaluated,379
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,no_retest_trigger,h1_counter_trend_nwave,not_evaluated,174
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,dirty_breakout,dirty_breakout,not_evaluated,75
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,retest_invalidated,h1_counter_trend_nwave,not_evaluated,64
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,weak_breakout_waiting_retest,weak_breakout,not_evaluated,33
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,sl_too_tight,sl_too_tight,not_evaluated,4
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,spread_guard,strong_breakout,not_evaluated,3
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,spread_guard,weak_breakout_retest_confirmed,not_evaluated,1
2026-Q1,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,router_retest_requires_weak_breakout,dirty_breakout,not_evaluated,1
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,no_retest_confirmation_break,h1_counter_trend_nwave,not_evaluated,1160
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,sl_too_wide,sl_too_wide,not_evaluated,379
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,no_retest_trigger,h1_counter_trend_nwave,not_evaluated,174
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,retest_invalidated,h1_counter_trend_nwave,not_evaluated,64
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_dirty_wait_retest,dirty_breakout_mixed_context,not_evaluated,35
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_dirty_wait_retest,dirty_breakout_clean_context,not_evaluated,21
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_dirty_poor_context,dirty_breakout_poor_context,not_evaluated,19
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_v2_weak_body_too_small,weak_breakout_clean_context_body_too_small,not_evaluated,9
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_weak_wait_retest,weak_breakout_mixed_context,not_evaluated,9
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,spread_guard,weak_breakout_clean_context,not_evaluated,5
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,sl_too_tight,sl_too_tight,not_evaluated,4
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,spread_guard,strong_breakout_clean_context,not_evaluated,3
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,spread_guard,weak_breakout_mixed_context_retest_confirmed,not_evaluated,1
2026-Q1,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,context_router_retest_context_block,dirty_breakout_poor_context,not_evaluated,1
2026-Q1,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,spread_guard,chasing_entry,h1_bos_confirmed,16
2026-Q1,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,spread_guard,late_entry,h1_bos_confirmed,10
2026-Q1,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,spread_guard,clean_structural_bos,h1_bos_confirmed,9
2026-Q1,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,spread_guard,clean_structural_bos,m15_countertrend_bos_confirmed,8
