period,selection_mode,scan_minutes,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2025,best,15,0.05-0.10,60,24,36,40.0,-63.33,1662.46,-1725.79,0.963,-1.06,69.27,-47.94
2025,best,15,0.10-0.15,24,10,14,41.67,35.91,710.67,-674.76,1.053,1.5,71.07,-48.2
2025,best,15,0.15-0.20,27,7,20,25.93,-519.39,516.57,-1035.96,0.499,-19.24,73.8,-51.8
2025,best,15,<0.05,31,16,15,51.61,326.57,991.58,-665.01,1.491,10.53,61.97,-44.33
2025,best,5,0.05-0.10,98,34,64,34.69,-713.7,2254.98,-2968.68,0.76,-7.28,66.32,-46.39
2025,best,5,0.10-0.15,47,18,29,38.3,-112.26,1279.32,-1391.58,0.919,-2.39,71.07,-47.99
2025,best,5,0.15-0.20,55,20,35,36.36,-188.19,1537.68,-1725.87,0.891,-3.42,76.88,-49.31
2025,best,5,<0.05,47,23,24,48.94,447.13,1432.56,-985.43,1.454,9.51,62.29,-41.06
2026YTD,all,10,0.05-0.10,19,10,9,52.63,241.16,677.06,-435.9,1.553,12.69,67.71,-48.43
2026YTD,all,10,0.10-0.15,1,0,1,0.0,-49.59,0.0,-49.59,0.0,-49.59,0.0,-49.59
2026YTD,all,10,0.15-0.20,4,1,3,25.0,-76.51,75.14,-151.65,0.495,-19.13,75.14,-50.55
2026YTD,all,10,<0.05,37,18,19,48.65,489.88,1369.52,-879.64,1.557,13.24,76.08,-46.3
2026YTD,all,15,0.05-0.10,11,5,6,45.45,49.63,330.67,-281.04,1.177,4.51,66.13,-46.84
2026YTD,all,15,0.10-0.15,2,1,1,50.0,20.88,65.72,-44.84,1.466,10.44,65.72,-44.84
2026YTD,all,15,0.15-0.20,4,0,4,0.0,-196.02,0.0,-196.02,0.0,-49.01,0.0,-49.01
2026YTD,all,15,<0.05,26,11,15,42.31,165.92,810.29,-644.37,1.257,6.38,73.66,-42.96
2026YTD,all,5,0.05-0.10,25,14,11,56.0,372.4,982.29,-609.89,1.611,14.9,70.16,-55.44
2026YTD,all,5,0.10-0.15,5,1,4,20.0,-132.83,71.69,-204.52,0.351,-26.57,71.69,-51.13
2026YTD,all,5,0.15-0.20,7,3,4,42.86,37.53,238.64,-201.11,1.187,5.36,79.55,-50.28
2026YTD,all,5,<0.05,55,24,31,43.64,481.53,1879.37,-1397.84,1.344,8.76,78.31,-45.09
2026YTD,best,10,0.05-0.10,19,10,9,52.63,241.16,677.06,-435.9,1.553,12.69,67.71,-48.43
2026YTD,best,10,0.10-0.15,1,0,1,0.0,-49.59,0.0,-49.59,0.0,-49.59,0.0,-49.59
2026YTD,best,10,0.15-0.20,4,1,3,25.0,-76.51,75.14,-151.65,0.495,-19.13,75.14,-50.55
2026YTD,best,10,<0.05,37,18,19,48.65,489.88,1369.52,-879.64,1.557,13.24,76.08,-46.3
2026YTD,best,15,0.05-0.10,11,5,6,45.45,49.63,330.67,-281.04,1.177,4.51,66.13,-46.84
2026YTD,best,15,0.10-0.15,2,1,1,50.0,20.88,65.72,-44.84,1.466,10.44,65.72,-44.84
2026YTD,best,15,0.15-0.20,4,0,4,0.0,-196.02,0.0,-196.02,0.0,-49.01,0.0,-49.01
2026YTD,best,15,<0.05,26,11,15,42.31,165.92,810.29,-644.37,1.257,6.38,73.66,-42.96
2026YTD,best,5,0.05-0.10,25,14,11,56.0,358.43,982.29,-623.86,1.575,14.34,70.16,-56.71
2026YTD,best,5,0.10-0.15,4,1,3,25.0,-83.24,71.69,-154.93,0.463,-20.81,71.69,-51.64
2026YTD,best,5,0.15-0.20,6,2,4,33.33,-42.97,161.84,-204.81,0.79,-7.16,80.92,-51.2
2026YTD,best,5,<0.05,53,24,29,45.28,576.93,1879.37,-1302.44,1.443,10.89,78.31,-44.91
