cohort,router_decision,candidates,wins,losses,win_rate,net,PF,avg_R,avg_MFE_R,avg_MAE_R,reached_1R_pct,reached_2R_pct,false_return_pct,avg_h4_fib,avg_sl_atr,avg_touch_count,avg_close_strength,avg_close_distance_atr,avg_context_score_v0,feature,bucket
2025_10_removed_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-142.38,0.0,-1.0,0.891,1.17,33.33,0.0,100.0,41.87,1.7,5.67,0.313,0.197,4.0,session,server_16_23
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,1,0,1,0.0,-45.42,0.0,-1.0,0.004,1.01,0.0,0.0,100.0,43.85,1.66,3.0,0.78,0.3,6.0,session,server_00_07
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,2,0,2,0.0,-96.68,0.0,-1.0,0.741,1.522,50.0,0.0,100.0,44.09,1.76,5.0,0.77,0.43,6.0,session,server_08_15
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,283.73,,2.0,2.054,0.441,100.0,100.0,66.67,53.63,1.763,12.67,0.427,0.217,2.67,session,server_00_07
2025_10_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,289.91,,2.0,2.119,0.308,100.0,100.0,33.33,57.43,1.59,7.67,0.453,0.583,3.0,session,server_08_15
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,64.76,,2.0,2.298,0.776,100.0,100.0,0.0,60.43,2.07,9.0,0.96,0.06,3.0,session,server_16_23
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,99.6,,2.0,2.056,0.904,100.0,100.0,100.0,38.36,0.97,14.0,0.61,0.19,3.0,session,server_00_07
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,193.06,,2.0,2.172,0.395,100.0,100.0,50.0,51.73,1.055,7.0,0.605,0.38,5.0,session,server_08_15
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,1,1,0,100.0,100.9,,2.0,2.107,0.062,100.0,100.0,0.0,47.76,1.54,12.0,0.54,0.14,3.0,session,server_16_23
2026_q1_avoided_loser_dirty_weak,dirty_skipped,7,0,7,0.0,-336.85,0.0,-1.0,0.599,1.159,14.29,0.0,57.14,44.42,1.71,9.14,0.267,0.369,3.14,session,server_00_07
2026_q1_avoided_loser_dirty_weak,dirty_skipped,21,0,21,0.0,-927.54,0.0,-1.0,0.799,1.262,33.33,0.0,85.71,48.82,1.69,7.38,0.433,0.474,3.81,session,server_08_15
2026_q1_avoided_loser_dirty_weak,dirty_skipped,29,0,29,0.0,-1360.59,0.0,-1.0,0.939,1.169,44.83,0.0,58.62,51.79,1.804,8.48,0.443,0.368,3.72,session,server_16_23
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,9,0,9,0.0,-459.93,0.0,-1.0,0.701,1.253,33.33,0.0,55.56,48.76,1.618,8.0,0.794,0.344,4.89,session,server_00_07
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,11,0,11,0.0,-488.33,0.0,-1.0,0.698,1.333,27.27,0.0,100.0,50.83,1.546,8.09,0.802,0.292,4.55,session,server_08_15
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,5,0,5,0.0,-199.72,0.0,-1.0,1.224,1.463,60.0,0.0,40.0,55.23,1.69,10.2,0.844,0.46,5.4,session,server_16_23
2026_q1_removed_winner_dirty_weak,dirty_skipped,6,6,0,100.0,592.52,,2.0,2.059,0.683,100.0,100.0,33.33,53.08,1.525,6.5,0.222,0.688,4.0,session,server_00_07
2026_q1_removed_winner_dirty_weak,dirty_skipped,8,8,0,100.0,758.73,,2.0,2.194,0.589,100.0,100.0,75.0,49.22,1.633,8.62,0.389,0.231,3.5,session,server_08_15
2026_q1_removed_winner_dirty_weak,dirty_skipped,5,5,0,100.0,492.19,,2.0,2.447,0.473,100.0,100.0,20.0,49.45,1.756,12.6,0.542,0.52,3.0,session,server_16_23
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,5,5,0,100.0,484.59,,2.0,2.193,0.691,100.0,100.0,60.0,53.19,1.774,7.8,0.64,0.524,4.6,session,server_00_07
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,2,2,0,100.0,151.78,,2.0,2.008,0.492,100.0,50.0,50.0,51.4,1.44,8.0,0.72,0.21,5.5,session,server_08_15
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,3,3,0,100.0,289.57,,2.0,2.206,0.272,100.0,100.0,33.33,54.6,1.357,8.0,0.683,0.407,5.0,session,server_16_23
2025-02_other_dirty_weak,dirty_skipped,2,0,2,0.0,-92.61,0.0,-1.0,1.19,2.252,50.0,0.0,100.0,53.93,1.055,9.5,0.745,0.07,4.0,breakout_quality_reason,shallow_close_distance
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-47.11,0.0,-1.0,0.098,1.024,0.0,0.0,100.0,54.83,1.76,13.0,0.3,0.01,4.0,breakout_quality_reason,shallow_close_distance|weak_directional_close
2025-02_other_dirty_weak,dirty_skipped,4,2,2,50.0,100.67,2.049,0.5,2.14,0.544,50.0,50.0,25.0,52.89,1.468,6.5,0.315,0.062,2.25,breakout_quality_reason,shallow_close_distance|weak_directional_close|large_directional_wick
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-42.48,0.0,-1.0,0.28,1.094,0.0,0.0,100.0,51.2,2.03,12.0,0.34,0.06,1.0,breakout_quality_reason,shallow_close_distance|weak_directional_close|large_directional_wick|sl_too_wide_for_router
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-47.25,0.0,-1.0,0.062,1.351,0.0,0.0,100.0,60.79,2.05,8.0,0.0,0.09,2.0,breakout_quality_reason,shallow_close_distance|weak_directional_close|sl_too_wide_for_router
2025-02_other_dirty_weak,dirty_skipped,2,0,2,0.0,-94.4,0.0,-1.0,0.505,1.131,0.0,0.0,50.0,52.61,2.045,6.5,0.68,0.24,4.5,breakout_quality_reason,sl_too_wide_for_router
2025-02_other_dirty_weak,dirty_skipped,1,1,0,100.0,90.91,,2.0,2.135,0.055,100.0,100.0,0.0,52.03,2.2,10.0,0.77,1.18,3.0,breakout_quality_reason,sl_too_wide_for_router|breakout_bar_overextended
2025-02_other_dirty_weak,dirty_skipped,9,5,4,55.56,277.41,2.481,0.667,3.439,0.616,66.67,55.56,22.22,48.86,1.792,7.44,0.21,0.46,4.67,breakout_quality_reason,weak_directional_close
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-48.72,0.0,-1.0,0.31,1.04,0.0,0.0,100.0,59.18,1.55,10.0,0.23,0.53,3.0,breakout_quality_reason,weak_directional_close|breakout_bar_overextended
2025-02_other_dirty_weak,dirty_skipped,4,0,4,0.0,-186.09,0.0,-1.0,0.61,1.145,0.0,0.0,75.0,50.91,1.5,7.75,0.282,0.51,3.0,breakout_quality_reason,weak_directional_close|large_directional_wick
2025-02_other_dirty_weak,dirty_skipped,1,0,1,0.0,-48.9,0.0,-1.0,0.444,1.066,0.0,0.0,100.0,48.81,2.11,7.0,0.11,0.82,3.0,breakout_quality_reason,weak_directional_close|sl_too_wide_for_router
2025-02_other_dirty_weak,weak_routed_to_retest,11,5,6,45.45,185.85,1.649,0.364,2.571,0.772,45.45,45.45,54.55,48.81,1.762,8.18,0.805,0.678,5.0,breakout_quality_reason,route_to_retest_confirmation
2025-08_other_dirty_weak,dirty_skipped,1,1,0,100.0,92.52,,2.0,2.03,0.957,100.0,100.0,0.0,56.6,1.8,3.0,0.54,0.1,3.0,breakout_quality_reason,large_directional_wick
2025-08_other_dirty_weak,dirty_skipped,2,2,0,100.0,182.94,,2.0,2.117,0.636,100.0,100.0,0.0,55.61,1.74,7.0,0.905,0.03,4.5,breakout_quality_reason,shallow_close_distance
2025-08_other_dirty_weak,dirty_skipped,1,0,1,0.0,-45.08,0.0,-1.0,0.0,1.084,0.0,0.0,100.0,61.27,1.75,18.0,0.15,0.06,3.0,breakout_quality_reason,shallow_close_distance|weak_directional_close
2025-08_other_dirty_weak,dirty_skipped,1,1,0,100.0,90.42,,2.0,2.26,0.309,100.0,100.0,0.0,52.52,2.03,11.0,0.24,0.07,1.0,breakout_quality_reason,shallow_close_distance|weak_directional_close|large_directional_wick|sl_too_wide_for_router
2025-08_other_dirty_weak,dirty_skipped,2,0,2,0.0,-93.25,0.0,-1.0,0.105,1.94,0.0,0.0,100.0,43.55,2.12,9.0,0.865,0.955,3.5,breakout_quality_reason,sl_too_wide_for_router
2025-08_other_dirty_weak,dirty_skipped,3,1,2,33.33,0.7,1.008,0.0,1.008,0.961,33.33,33.33,100.0,43.48,1.73,6.67,0.173,0.31,4.0,breakout_quality_reason,weak_directional_close
2025-08_other_dirty_weak,dirty_skipped,2,2,0,100.0,188.44,,2.0,2.109,0.472,100.0,100.0,100.0,49.05,1.755,7.5,0.41,0.395,3.0,breakout_quality_reason,weak_directional_close|large_directional_wick
2025-08_other_dirty_weak,dirty_skipped,1,0,1,0.0,-44.49,0.0,-1.0,1.523,1.158,100.0,0.0,0.0,58.65,2.07,12.0,0.43,0.28,2.0,breakout_quality_reason,weak_directional_close|large_directional_wick|sl_too_wide_for_router
2025-08_other_dirty_weak,dirty_skipped,1,1,0,100.0,90.19,,2.0,2.051,0.764,100.0,100.0,100.0,41.49,2.1,5.0,0.39,0.31,3.0,breakout_quality_reason,weak_directional_close|sl_too_wide_for_router
2025-08_other_dirty_weak,weak_routed_to_retest,5,2,3,40.0,51.26,1.368,0.2,1.132,1.273,40.0,40.0,80.0,47.69,1.714,9.4,0.714,0.346,3.8,breakout_quality_reason,route_to_retest_confirmation
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-43.08,0.0,-1.0,1.667,1.174,100.0,0.0,100.0,45.97,0.76,5.0,0.0,0.04,4.0,breakout_quality_reason,shallow_close_distance|weak_directional_close
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-46.95,0.0,-1.0,1.875,1.106,100.0,0.0,0.0,56.0,1.73,9.0,0.25,0.03,2.0,breakout_quality_reason,shallow_close_distance|weak_directional_close|large_directional_wick
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.2,0.0,-1.0,0.367,1.022,0.0,0.0,100.0,40.27,2.14,11.0,0.04,0.06,2.0,breakout_quality_reason,shallow_close_distance|weak_directional_close|sl_too_wide_for_router
2025_10_removed_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-145.37,0.0,-1.0,0.515,1.274,0.0,0.0,100.0,44.0,2.17,7.0,0.707,0.253,3.67,breakout_quality_reason,sl_too_wide_for_router
2025_10_removed_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.04,0.0,-1.0,0.006,1.015,0.0,0.0,100.0,43.85,1.18,3.0,0.25,0.21,4.0,breakout_quality_reason,weak_directional_close|large_directional_wick
2025_10_removed_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-96.44,0.0,-1.0,0.487,1.293,0.0,0.0,50.0,43.11,2.13,5.0,0.135,0.34,4.5,breakout_quality_reason,weak_directional_close|sl_too_wide_for_router
2025_10_removed_loser_dirty_weak,weak_routed_to_retest,3,0,3,0.0,-142.1,0.0,-1.0,0.495,1.351,33.33,0.0,100.0,44.01,1.727,4.33,0.773,0.387,6.0,breakout_quality_reason,route_to_retest_confirmation
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,94.4,,2.0,2.093,0.107,100.0,100.0,0.0,56.0,1.43,8.0,0.95,0.06,5.0,breakout_quality_reason,shallow_close_distance
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,64.76,,2.0,2.298,0.776,100.0,100.0,0.0,60.43,2.07,9.0,0.96,0.06,3.0,breakout_quality_reason,shallow_close_distance|sl_too_wide_for_router
2025_10_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,190.32,,2.0,2.055,0.191,100.0,100.0,50.0,58.63,1.61,9.5,0.195,0.045,2.0,breakout_quality_reason,shallow_close_distance|weak_directional_close|large_directional_wick
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,92.67,,2.0,2.034,0.219,100.0,100.0,100.0,61.26,2.03,12.0,0.93,0.16,3.0,breakout_quality_reason,sl_too_wide_for_router
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,96.64,,2.0,2.05,0.925,100.0,100.0,100.0,38.36,1.3,14.0,0.1,0.43,4.0,breakout_quality_reason,weak_directional_close
2025_10_removed_winner_dirty_weak,dirty_skipped,1,1,0,100.0,99.61,,2.0,2.234,0.614,100.0,100.0,0.0,60.28,2.08,8.0,0.27,1.66,1.0,breakout_quality_reason,weak_directional_close|large_directional_wick|sl_too_wide_for_router
2025_10_removed_winner_dirty_weak,weak_routed_to_retest,4,4,0,100.0,393.56,,2.0,2.127,0.439,100.0,100.0,50.0,47.4,1.155,10.0,0.59,0.273,4.0,breakout_quality_reason,route_to_retest_confirmation
2026_q1_avoided_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-45.7,0.0,-1.0,1.61,1.036,100.0,0.0,0.0,54.98,1.76,7.0,0.53,0.6,5.0,breakout_quality_reason,large_directional_wick
2026_q1_avoided_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-98.0,0.0,-1.0,1.194,1.052,50.0,0.0,0.0,45.7,2.105,9.0,0.505,0.795,2.0,breakout_quality_reason,large_directional_wick|sl_too_wide_for_router
2026_q1_avoided_loser_dirty_weak,dirty_skipped,8,0,8,0.0,-370.18,0.0,-1.0,0.709,1.379,25.0,0.0,87.5,52.63,1.471,10.38,0.732,0.055,4.25,breakout_quality_reason,shallow_close_distance
2026_q1_avoided_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-49.03,0.0,-1.0,0.796,1.179,0.0,0.0,100.0,51.05,1.9,10.0,0.54,0.03,2.0,breakout_quality_reason,shallow_close_distance|large_directional_wick
2026_q1_avoided_loser_dirty_weak,dirty_skipped,2,0,2,0.0,-97.23,0.0,-1.0,0.248,1.208,0.0,0.0,100.0,46.76,2.125,8.5,0.795,0.075,4.0,breakout_quality_reason,shallow_close_distance|sl_too_wide_for_router
2026_q1_avoided_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-47.84,0.0,-1.0,0.072,1.077,0.0,0.0,100.0,39.25,2.1,3.0,0.93,0.01,4.0,breakout_quality_reason,shallow_close_distance|sl_too_wide_for_router|entry_far_from_neckline
2026_q1_avoided_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-146.27,0.0,-1.0,0.522,1.052,0.0,0.0,100.0,48.81,1.18,6.33,0.39,0.07,4.67,breakout_quality_reason,shallow_close_distance|weak_directional_close
2026_q1_avoided_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-144.37,0.0,-1.0,1.069,1.121,66.67,0.0,66.67,46.79,1.08,9.33,0.21,0.043,2.33,breakout_quality_reason,shallow_close_distance|weak_directional_close|large_directional_wick
2026_q1_avoided_loser_dirty_weak,dirty_skipped,7,0,7,0.0,-314.2,0.0,-1.0,1.01,1.107,57.14,0.0,57.14,53.94,2.084,6.57,0.816,0.819,4.14,breakout_quality_reason,sl_too_wide_for_router
2026_q1_avoided_loser_dirty_weak,dirty_skipped,12,0,12,0.0,-536.82,0.0,-1.0,0.733,1.172,25.0,0.0,75.0,47.01,1.643,7.17,0.231,0.372,4.75,breakout_quality_reason,weak_directional_close
2026_q1_avoided_loser_dirty_weak,dirty_skipped,8,0,8,0.0,-355.16,0.0,-1.0,0.714,1.278,12.5,0.0,87.5,51.71,1.663,9.12,0.169,0.344,2.38,breakout_quality_reason,weak_directional_close|large_directional_wick
2026_q1_avoided_loser_dirty_weak,dirty_skipped,3,0,3,0.0,-137.63,0.0,-1.0,0.948,1.259,66.67,0.0,66.67,53.97,2.147,9.0,0.133,0.757,2.67,breakout_quality_reason,weak_directional_close|large_directional_wick|sl_too_wide_for_router
2026_q1_avoided_loser_dirty_weak,dirty_skipped,5,0,5,0.0,-233.93,0.0,-1.0,1.593,1.238,100.0,0.0,0.0,48.91,2.162,7.6,0.23,0.612,3.4,breakout_quality_reason,weak_directional_close|sl_too_wide_for_router
2026_q1_avoided_loser_dirty_weak,dirty_skipped,1,0,1,0.0,-48.62,0.0,-1.0,0.0,1.133,0.0,0.0,100.0,38.35,2.15,10.0,0.18,1.76,2.0,breakout_quality_reason,weak_directional_close|sl_too_wide_for_router|entry_far_from_neckline
2026_q1_avoided_loser_dirty_weak,weak_routed_to_retest,25,0,25,0.0,-1147.98,0.0,-1.0,0.804,1.33,36.0,0.0,72.0,50.96,1.601,8.48,0.808,0.344,4.84,breakout_quality_reason,route_to_retest_confirmation
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,197.69,,2.0,2.107,0.498,100.0,100.0,0.0,47.88,1.86,8.5,0.495,0.605,3.0,breakout_quality_reason,large_directional_wick
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,197.42,,2.0,2.946,0.769,100.0,100.0,100.0,53.27,1.395,5.5,0.775,0.06,5.5,breakout_quality_reason,shallow_close_distance
2026_q1_removed_winner_dirty_weak,dirty_skipped,3,3,0,100.0,275.54,,2.0,2.359,0.342,100.0,100.0,33.33,49.99,1.04,14.0,0.147,0.047,1.33,breakout_quality_reason,shallow_close_distance|weak_directional_close|large_directional_wick
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,196.8,,2.0,2.058,0.804,100.0,100.0,50.0,55.6,2.115,10.5,0.875,0.58,5.0,breakout_quality_reason,sl_too_wide_for_router
2026_q1_removed_winner_dirty_weak,dirty_skipped,6,6,0,100.0,588.02,,2.0,2.071,0.703,100.0,100.0,50.0,50.2,1.537,7.17,0.158,0.592,4.0,breakout_quality_reason,weak_directional_close
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,196.9,,2.0,2.153,0.443,100.0,100.0,50.0,48.77,1.85,8.0,0.305,0.435,3.5,breakout_quality_reason,weak_directional_close|large_directional_wick
2026_q1_removed_winner_dirty_weak,dirty_skipped,2,2,0,100.0,191.07,,2.0,2.056,0.454,100.0,100.0,50.0,48.62,2.105,10.5,0.43,0.765,2.5,breakout_quality_reason,weak_directional_close|large_directional_wick|sl_too_wide_for_router
2026_q1_removed_winner_dirty_weak,weak_routed_to_retest,10,10,0,100.0,925.94,,2.0,2.16,0.526,100.0,90.0,50.0,53.25,1.582,7.9,0.669,0.426,4.9,breakout_quality_reason,route_to_retest_confirmation
