period,scenario,run,entry_selection_mode,candidate_index,time,month,hour,session,symbol,direction,fx_bucket,event,router_decision,breakout_quality_label,breakout_quality_reason,fail_reason,execution_block_reason,label,fib_zone,neckline_break_label,h4_trend_state,h1_counter_trend_state,h4_fib_retracement_pct,entry_price,sl,tp,volume,risk_r,rr,sl_atr,tp_atr,neckline_price,right_side_level,distance_neckline_to_entry_atr,breakout_close_distance_from_neckline_atr,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,hypothetical_exit_time,hypothetical_exit_price,hypothetical_outcome,hypothetical_result_R,hypothetical_net_profit,same_bar_ambiguous,bars_to_exit,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R,reached_3R,time_to_0_5R,time_to_1R,time_to_1_5R,time_to_2R,time_to_3R,false_break_return_inside_neckline,false_break_return_bars
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,34,2026.01.29 03:34:59,2026-01,03,server_00_07,USDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,47.54,153.221,153.433,152.797,0.36,0.212,2.0,1.32,2.64,153.313,153.413,0.57,0.3,0.13,0.12,0.93,0.32,0.56,10,2026.01.29 10:35:00,153.433,sl_hit,-1.0,-49.74,0,84,1.547,1.019,1,1,1,0,0,45.0,105.0,140.0,,,1,5
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,38,2026.01.29 04:49:59,2026-01,04,server_00_07,USDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,41.9,153.108,153.406,152.512,0.25,0.298,2.0,1.55,3.1,153.127,153.384,0.1,0.17,0.54,0.3,0.55,0.13,0.33,10,2026.01.29 09:40:00,153.406,sl_hit,-1.0,-48.56,0,58,0.721,1.027,1,0,0,0,0,50.0,,,,,1,2
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,39,2026.01.29 05:04:59,2026-01,05,server_00_07,USDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,41.9,153.13,153.405,152.58,0.27,0.275,2.0,1.55,3.09,153.127,153.384,0.02,0.12,0.14,0.06,0.43,0.55,0.31,11,2026.01.29 09:40:00,153.405,sl_hit,-1.0,-48.4,0,55,0.862,1.033,1,0,0,0,0,20.0,,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,40,2026.01.29 05:19:59,2026-01,05,server_00_07,USDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,41.9,153.057,153.404,152.363,0.22,0.347,2.0,1.99,3.98,153.127,153.384,0.4,0.37,0.33,0.25,0.76,0.17,0.83,12,2026.01.29 09:40:00,153.404,sl_hit,-1.0,-49.76,0,52,0.473,1.029,0,0,0,0,0,,,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,41,2026.01.29 05:34:59,2026-01,05,server_00_07,USDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,large_directional_wick|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,41.9,153.047,153.405,152.331,0.21,0.358,2.0,2.15,4.31,153.127,153.384,0.48,0.58,0.26,0.2,0.75,0.46,0.54,12,2026.01.29 09:40:00,153.405,sl_hit,-1.0,-49.01,0,49,0.43,1.025,0,0,0,0,0,,,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,42,2026.01.29 05:49:59,2026-01,05,server_00_07,USDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bearish_nwave,bullish_counter_nwave,41.9,152.977,153.194,152.543,0.35,0.217,2.0,1.33,2.66,153.023,153.173,0.28,0.34,0.42,0.38,0.9,0.18,0.82,9,2026.01.29 06:20:00,153.194,sl_hit,-1.0,-49.58,0,6,0.387,1.111,0,0,0,0,0,,,,,,1,4
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,43,2026.01.29 06:04:59,2026-01,06,server_00_07,USDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,41.9,152.928,153.193,152.398,0.28,0.265,2.0,1.72,3.44,153.023,153.173,0.62,0.68,0.48,0.31,0.63,0.25,0.75,10,2026.01.29 06:20:00,153.193,sl_hit,-1.0,-48.44,0,3,0.075,1.094,0,0,0,0,0,,,,,,1,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,44,2026.01.30 01:49:59,2026-01,01,server_00_07,XAUUSD,LONG,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,60.83,5443.19,5372.9,5583.77,0.01,70.29,2.0,1.9,3.8,5426.14,5374.75,0.46,0.33,0.67,0.59,0.87,0.02,0.98,3,2026.01.30 03:05:00,5372.9,sl_hit,-1.0,-70.29,0,15,0.11,1.095,0,0,0,0,0,,,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,47,2026.02.03 13:49:59,2026-02,13,server_08_15,XAUUSD,SHORT,XAUUSD,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,42.93,4906.75,4924.98,4870.29,0.02,18.23,2.0,0.92,1.85,4914.14,4923.99,0.37,0.24,0.4,0.42,1.06,0.13,0.47,13,2026.02.03 14:00:00,4924.98,sl_hit,-1.0,-36.46,0,2,0.433,1.593,0,0,0,0,0,,,,,,1,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,48,2026.02.03 14:50:00,2026-02,14,server_08_15,EURJPY,LONG,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,43.07,183.929,183.742,184.303,0.4,0.187,2.0,2.0,3.99,183.881,183.772,0.51,0.53,0.68,0.81,1.18,0.1,0.9,5,2026.02.03 17:00:00,183.742,sl_hit,-1.0,-46.71,0,26,0.096,1.118,0,0,0,0,0,,,,,,1,1
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,49,2026.02.03 15:19:59,2026-02,15,server_08_15,EURJPY,LONG,FX,blocked_candidate,dirty_skipped,dirty_breakout,sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_initial,bullish_nwave,bearish_counter_nwave,43.07,183.923,183.742,184.285,0.42,0.181,2.0,2.02,4.04,183.881,183.772,0.47,0.32,0.58,0.47,0.81,0.21,0.79,7,2026.02.03 17:00:00,183.742,sl_hit,-1.0,-47.47,0,20,0.133,1.122,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,51,2026.02.12 18:49:59,2026-02,18,server_16_23,USDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,41.84,152.728,153.076,152.032,0.21,0.348,2.0,1.45,2.89,152.828,153.055,0.42,0.41,0.77,1.25,1.62,0.02,0.21,4,2026.02.13 03:05:00,153.076,sl_hit,-1.0,-47.74,0,99,0.549,1.244,1,0,0,0,0,30.0,,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,55,2026.02.13 06:19:59,2026-02,06,server_00_07,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,42.48,108.412,108.617,108.002,0.36,0.205,2.0,1.48,2.96,108.461,108.589,0.35,0.77,0.29,0.16,0.56,0.69,0.03,6,2026.02.13 07:00:00,108.617,sl_hit,-1.0,-46.08,0,8,0.337,1.029,0,0,0,0,0,,,,,,1,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,56,2026.02.13 06:34:59,2026-02,06,server_00_07,AUDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,42.48,108.379,108.617,107.903,0.31,0.238,2.0,1.72,3.44,108.461,108.589,0.59,0.67,0.12,0.09,0.77,0.11,0.76,6,2026.02.13 07:00:00,108.617,sl_hit,-1.0,-46.07,0,5,0.021,1.025,0,0,0,0,0,,,,,,1,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,57,2026.02.13 06:49:59,2026-02,06,server_00_07,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,42.48,108.449,108.617,108.113,0.45,0.168,2.0,1.49,2.98,108.461,108.589,0.11,0.22,0.71,0.62,0.88,0.06,0.23,7,2026.02.13 07:00:00,108.617,sl_hit,-1.0,-47.2,0,2,0.065,1.036,0,0,0,0,0,,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,59,2026.02.13 16:49:59,2026-02,16,server_16_23,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick|sl_too_wide_for_router,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,54.98,181.551,181.89,180.873,0.22,0.339,2.0,2.15,4.3,181.674,181.86,0.78,0.96,0.23,0.47,2.02,0.69,0.08,6,2026.02.16 09:15:00,181.89,sl_hit,-1.0,-46.57,0,197,1.348,1.032,1,1,0,0,0,15.0,335.0,,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,60,2026.02.13 16:49:59,2026-02,16,server_16_23,GBPJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,56.11,208.53,208.811,207.968,0.26,0.281,2.0,1.34,2.67,208.452,208.773,0.37,0.11,0.02,0.06,2.63,0.71,0.29,4,2026.02.13 17:10:00,208.811,sl_hit,-1.0,-45.62,0,4,0.694,1.541,1,0,0,0,0,0.0,,,,,1,0
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,61,2026.02.13 17:19:59,2026-02,17,server_16_23,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,54.98,181.597,181.89,181.011,0.25,0.293,2.0,1.67,3.33,181.674,181.86,0.44,0.14,0.42,0.93,2.2,0.32,0.26,6,2026.02.16 09:15:00,181.89,sl_hit,-1.0,-45.73,0,191,1.717,1.038,1,1,1,0,0,20.0,25.0,395.0,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,62,2026.02.13 17:34:59,2026-02,17,server_16_23,EURJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,54.98,181.585,181.89,180.975,0.24,0.305,2.0,1.76,3.52,181.674,181.86,0.51,0.6,0.53,0.45,0.84,0.47,0.53,7,2026.02.16 09:15:00,181.89,sl_hit,-1.0,-45.7,0,188,1.61,1.036,1,1,1,0,0,5.0,245.0,3270.0,,,0,
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,63,2026.02.16 18:34:59,2026-02,18,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,52.99,108.555,108.706,108.253,0.5,0.151,2.0,1.89,3.77,108.596,108.678,0.51,0.44,0.6,0.65,1.07,0.37,0.02,10,2026.02.17 01:50:00,108.706,sl_hit,-1.0,-47.14,0,87,1.265,1.146,1,1,0,0,0,325.0,325.0,,,,1,6
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,64,2026.02.16 18:49:59,2026-02,18,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,dirty_skipped,dirty_breakout,weak_directional_close|large_directional_wick,dirty_breakout,,dirty_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,52.99,108.586,108.706,108.346,0.63,0.12,2.0,1.54,3.08,108.596,108.678,0.13,0.33,0.21,0.12,0.54,0.71,0.07,10,2026.02.17 01:50:00,108.706,sl_hit,-1.0,-47.2,0,84,1.85,1.183,1,1,1,0,0,310.0,310.0,310.0,,,1,3
2026-Q1,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,H,ALL_SCORE_PASSING,65,2026.02.16 19:04:59,2026-02,19,server_16_23,AUDJPY,SHORT,FX,blocked_candidate,weak_routed_to_retest,weak_breakout,route_to_retest_confirmation,weak_breakout_waiting_retest,,weak_breakout,valid_h4_pullback_zone,neckline_break_late,bearish_nwave,bullish_counter_nwave,52.99,108.565,108.706,108.283,0.53,0.141,2.0,1.8,3.61,108.596,108.678,0.4,0.63,0.36,0.29,0.82,0.12,0.88,10,2026.02.17 01:50:00,108.706,sl_hit,-1.0,-46.66,0,81,1.426,1.156,1,1,0,0,0,295.0,295.0,,,,1,0
