period,scenario,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2024,ThirdWave_regime_SHORT_ONLY,2024-07,8,5,3,62.5,230.47,372.59,-142.12,2.622,28.81,74.52,-47.37
2024,ThirdWave_regime_SHORT_ONLY,2024-08,4,2,2,50.0,52.79,152.11,-99.32,1.532,13.2,76.06,-49.66
2024,ThirdWave_regime_SHORT_ONLY,2024-09,5,1,4,20.0,-136.74,75.14,-211.88,0.355,-27.35,75.14,-52.97
2024,ThirdWave_regime_SHORT_ONLY,2024-10,5,1,4,20.0,-115.64,76.88,-192.52,0.399,-23.13,76.88,-48.13
2024,ThirdWave_regime_SHORT_ONLY,2024-11,12,6,6,50.0,159.08,442.53,-283.45,1.561,13.26,73.76,-47.24
2024,ThirdWave_regime_SHORT_ONLY,2024-12,4,1,3,25.0,-79.55,71.96,-151.51,0.475,-19.89,71.96,-50.5
2025,ThirdWave_original_BOTH,2025-01,32,16,16,50.0,332.81,1165.98,-833.17,1.399,10.4,72.87,-52.07
2025,ThirdWave_original_BOTH,2025-02,40,19,21,47.5,293.01,1404.76,-1111.75,1.264,7.33,73.93,-52.94
2025,ThirdWave_original_BOTH,2025-03,32,7,25,21.88,-745.32,493.24,-1238.56,0.398,-23.29,70.46,-49.54
2025,ThirdWave_original_BOTH,2025-04,62,22,40,35.48,-371.0,1484.89,-1855.89,0.8,-5.98,67.5,-46.4
2025,ThirdWave_original_BOTH,2025-05,39,12,27,30.77,-393.82,804.16,-1197.98,0.671,-10.1,67.01,-44.37
2025,ThirdWave_original_BOTH,2025-06,40,16,24,40.0,-44.11,1021.27,-1065.38,0.959,-1.1,63.83,-44.39
2025,ThirdWave_original_BOTH,2025-07,41,18,23,43.9,285.56,1313.02,-1027.46,1.278,6.96,72.95,-44.67
2025,ThirdWave_original_BOTH,2025-08,25,12,13,48.0,224.46,823.24,-598.78,1.375,8.98,68.6,-46.06
2025,ThirdWave_original_BOTH,2025-09,37,11,26,29.73,-441.2,708.09,-1149.29,0.616,-11.92,64.37,-44.2
2025,ThirdWave_original_BOTH,2025-10,33,16,17,48.48,278.63,946.39,-667.76,1.417,8.44,59.15,-39.28
2025,ThirdWave_original_BOTH,2025-11,39,19,20,48.72,338.12,1160.35,-822.23,1.411,8.67,61.07,-41.11
2025,ThirdWave_original_BOTH,2025-12,31,11,20,35.48,-221.55,675.21,-896.76,0.753,-7.15,61.38,-44.84
2025,ThirdWave_regime_BOTH,2025-01,17,8,9,47.06,64.22,528.23,-464.01,1.138,3.78,66.03,-51.56
2025,ThirdWave_regime_BOTH,2025-02,19,12,7,63.16,525.2,860.36,-335.16,2.567,27.64,71.7,-47.88
2025,ThirdWave_regime_BOTH,2025-03,21,3,18,14.29,-682.34,208.29,-890.63,0.234,-32.49,69.43,-49.48
2025,ThirdWave_regime_BOTH,2025-04,36,12,24,33.33,-286.87,810.66,-1097.53,0.739,-7.97,67.55,-45.73
2025,ThirdWave_regime_BOTH,2025-05,21,9,12,42.86,44.78,596.73,-551.95,1.081,2.13,66.3,-46.0
2025,ThirdWave_regime_BOTH,2025-06,17,7,10,41.18,17.68,495.88,-478.2,1.037,1.04,70.84,-47.82
2025,ThirdWave_regime_BOTH,2025-07,24,10,14,41.67,146.32,817.25,-670.93,1.218,6.1,81.72,-47.92
2025,ThirdWave_regime_BOTH,2025-08,11,4,7,36.36,-50.57,278.77,-329.34,0.846,-4.6,69.69,-47.05
2025,ThirdWave_regime_BOTH,2025-09,19,5,14,26.32,-327.04,318.9,-645.94,0.494,-17.21,63.78,-46.14
2025,ThirdWave_regime_BOTH,2025-10,20,9,11,45.0,133.01,589.25,-456.24,1.292,6.65,65.47,-41.48
2025,ThirdWave_regime_BOTH,2025-11,23,11,12,47.83,146.28,664.91,-518.63,1.282,6.36,60.45,-43.22
2025,ThirdWave_regime_BOTH,2025-12,19,5,14,26.32,-297.69,335.31,-633.0,0.53,-15.67,67.06,-45.21
2025,ThirdWave_regime_LONG_ONLY,2025-01,15,7,8,46.67,41.95,456.59,-414.64,1.101,2.8,65.23,-51.83
2025,ThirdWave_regime_LONG_ONLY,2025-02,10,6,4,60.0,238.09,430.79,-192.7,2.236,23.81,71.8,-48.17
2025,ThirdWave_regime_LONG_ONLY,2025-03,13,2,11,15.38,-413.66,121.74,-535.4,0.227,-31.82,60.87,-48.67
2025,ThirdWave_regime_LONG_ONLY,2025-04,23,9,14,39.13,-40.9,587.97,-628.87,0.935,-1.78,65.33,-44.92
2025,ThirdWave_regime_LONG_ONLY,2025-05,12,5,7,41.67,-7.05,347.93,-354.98,0.98,-0.59,69.59,-50.71
2025,ThirdWave_regime_LONG_ONLY,2025-06,5,1,4,20.0,-117.86,70.1,-187.96,0.373,-23.57,70.1,-46.99
2025,ThirdWave_regime_LONG_ONLY,2025-07,14,4,10,28.57,-211.05,272.66,-483.71,0.564,-15.07,68.17,-48.37
2025,ThirdWave_regime_LONG_ONLY,2025-08,6,2,4,33.33,-57.51,130.55,-188.06,0.694,-9.58,65.28,-47.01
2025,ThirdWave_regime_LONG_ONLY,2025-09,12,4,8,33.33,-130.18,238.76,-368.94,0.647,-10.85,59.69,-46.12
2025,ThirdWave_regime_LONG_ONLY,2025-10,17,8,9,47.06,132.93,498.51,-365.58,1.364,7.82,62.31,-40.62
2025,ThirdWave_regime_LONG_ONLY,2025-11,14,7,7,50.0,123.88,429.25,-305.37,1.406,8.85,61.32,-43.62
2025,ThirdWave_regime_LONG_ONLY,2025-12,15,4,11,26.67,-218.84,268.23,-487.07,0.551,-14.59,67.06,-44.28
2025,ThirdWave_regime_SHORT_ONLY,2025-01,3,1,2,33.33,-18.46,71.64,-90.1,0.795,-6.15,71.64,-45.05
2025,ThirdWave_regime_SHORT_ONLY,2025-02,9,6,3,66.67,288.11,430.57,-142.46,3.022,32.01,71.76,-47.49
2025,ThirdWave_regime_SHORT_ONLY,2025-03,8,1,7,12.5,-274.39,76.41,-350.8,0.218,-34.3,76.41,-50.11
2025,ThirdWave_regime_SHORT_ONLY,2025-04,19,6,13,31.58,-189.77,437.69,-627.46,0.698,-9.99,72.95,-48.27
2025,ThirdWave_regime_SHORT_ONLY,2025-05,11,3,8,27.27,-158.24,205.66,-363.9,0.565,-14.39,68.55,-45.49
2025,ThirdWave_regime_SHORT_ONLY,2025-06,12,6,6,50.0,124.61,425.78,-301.17,1.414,10.38,70.96,-50.2
2025,ThirdWave_regime_SHORT_ONLY,2025-07,12,6,6,50.0,278.6,554.9,-276.3,2.008,23.22,92.48,-46.05
2025,ThirdWave_regime_SHORT_ONLY,2025-08,5,2,3,40.0,5.58,149.17,-143.59,1.039,1.12,74.59,-47.86
2025,ThirdWave_regime_SHORT_ONLY,2025-09,7,1,6,14.29,-219.72,68.18,-287.9,0.237,-31.39,68.18,-47.98
2025,ThirdWave_regime_SHORT_ONLY,2025-10,5,3,2,60.0,111.65,195.52,-83.87,2.331,22.33,65.17,-41.94
2025,ThirdWave_regime_SHORT_ONLY,2025-11,9,4,5,44.44,31.04,253.82,-222.78,1.139,3.45,63.46,-44.56
2025,ThirdWave_regime_SHORT_ONLY,2025-12,4,1,3,25.0,-54.56,78.26,-132.82,0.589,-13.64,78.26,-44.27
2026YTD,ThirdWave_original_BOTH,2026-01,38,18,20,47.37,376.71,1339.4,-962.69,1.391,9.91,74.41,-48.13
2026YTD,ThirdWave_original_BOTH,2026-02,46,18,28,39.13,15.27,1283.65,-1268.38,1.012,0.33,71.31,-45.3
2026YTD,ThirdWave_original_BOTH,2026-03,41,19,22,46.34,419.88,1423.36,-1003.48,1.418,10.24,74.91,-45.61
2026YTD,ThirdWave_original_BOTH,2026-04,23,6,17,26.09,-372.47,428.11,-800.58,0.535,-16.19,71.35,-47.09
2026YTD,ThirdWave_original_BOTH,2026-05,38,20,18,52.63,437.32,1370.17,-932.85,1.469,11.51,68.51,-51.83
2026YTD,ThirdWave_original_BOTH,2026-06,3,1,2,33.33,-20.6,76.93,-97.53,0.789,-6.87,76.93,-48.77
2026YTD,ThirdWave_regime_BOTH,2026-01,20,10,10,50.0,292.96,755.48,-462.52,1.633,14.65,75.55,-46.25
2026YTD,ThirdWave_regime_BOTH,2026-02,15,6,9,40.0,147.88,534.72,-386.84,1.382,9.86,89.12,-42.98
2026YTD,ThirdWave_regime_BOTH,2026-03,21,10,11,47.62,233.86,761.33,-527.47,1.443,11.14,76.13,-47.95
2026YTD,ThirdWave_regime_BOTH,2026-04,10,4,6,40.0,4.12,290.69,-286.57,1.014,0.41,72.67,-47.76
2026YTD,ThirdWave_regime_BOTH,2026-05,21,11,10,52.38,185.77,752.97,-567.2,1.328,8.85,68.45,-56.72
2026YTD,ThirdWave_regime_BOTH,2026-06,1,0,1,0.0,-55.44,0.0,-55.44,0.0,-55.44,0.0,-55.44
2026YTD,ThirdWave_regime_LONG_ONLY,2026-01,15,7,8,46.67,152.74,513.29,-360.55,1.424,10.18,73.33,-45.07
2026YTD,ThirdWave_regime_LONG_ONLY,2026-02,9,3,6,33.33,-45.58,206.1,-251.68,0.819,-5.06,68.7,-41.95
2026YTD,ThirdWave_regime_LONG_ONLY,2026-03,5,2,3,40.0,-11.93,133.59,-145.52,0.918,-2.39,66.8,-48.51
2026YTD,ThirdWave_regime_LONG_ONLY,2026-04,4,2,2,50.0,46.6,142.29,-95.69,1.487,11.65,71.14,-47.84
2026YTD,ThirdWave_regime_LONG_ONLY,2026-05,4,2,2,50.0,-25.63,135.39,-161.02,0.841,-6.41,67.69,-80.51
2026YTD,ThirdWave_regime_SHORT_ONLY,2026-01,6,3,3,50.0,92.55,242.19,-149.64,1.618,15.42,80.73,-49.88
2026YTD,ThirdWave_regime_SHORT_ONLY,2026-02,6,3,3,50.0,193.46,328.62,-135.16,2.431,32.24,109.54,-45.05
2026YTD,ThirdWave_regime_SHORT_ONLY,2026-03,16,8,8,50.0,251.21,625.77,-374.56,1.671,15.7,78.22,-46.82
2026YTD,ThirdWave_regime_SHORT_ONLY,2026-04,6,2,4,33.33,-42.48,148.4,-190.88,0.777,-7.08,74.2,-47.72
2026YTD,ThirdWave_regime_SHORT_ONLY,2026-05,17,9,8,52.94,235.63,617.58,-381.95,1.617,13.86,68.62,-47.74
2026YTD,ThirdWave_regime_SHORT_ONLY,2026-06,1,0,1,0.0,-55.44,0.0,-55.44,0.0,-55.44,0.0,-55.44
