period,scenario,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2024,ThirdWave_regime_SHORT_ONLY,EURUSD,1,0,1,0.0,-49.92,0.0,-49.92,0.0,-49.92,0.0,-49.92
2024,ThirdWave_regime_SHORT_ONLY,GBPJPY,6,4,2,66.67,194.49,291.69,-97.2,3.001,32.41,72.92,-48.6
2024,ThirdWave_regime_SHORT_ONLY,GBPUSD,1,0,1,0.0,-49.32,0.0,-49.32,0.0,-49.32,0.0,-49.32
2024,ThirdWave_regime_SHORT_ONLY,USDJPY,10,6,4,60.0,243.96,446.16,-202.2,2.207,24.4,74.36,-50.55
2024,ThirdWave_regime_SHORT_ONLY,XAUUSD,42,17,25,40.48,46.28,1245.99,-1199.71,1.039,1.1,73.29,-47.99
2025,ThirdWave_original_BOTH,AUDJPY,1,1,0,100.0,69.22,69.22,0.0,,69.22,69.22,0.0
2025,ThirdWave_original_BOTH,EURJPY,12,6,6,50.0,154.73,444.39,-289.66,1.534,12.89,74.06,-48.28
2025,ThirdWave_original_BOTH,EURUSD,13,5,8,38.46,-30.86,355.76,-386.62,0.92,-2.37,71.15,-48.33
2025,ThirdWave_original_BOTH,GBPJPY,7,2,5,28.57,-89.54,146.68,-236.22,0.621,-12.79,73.34,-47.24
2025,ThirdWave_original_BOTH,GBPUSD,2,0,2,0.0,-98.44,0.0,-98.44,0.0,-49.22,0.0,-49.22
2025,ThirdWave_original_BOTH,USDJPY,59,23,36,38.98,-67.68,1654.94,-1722.62,0.961,-1.15,71.95,-47.85
2025,ThirdWave_original_BOTH,XAUUSD,357,142,215,39.78,-401.84,9329.61,-9731.45,0.959,-1.13,65.7,-45.26
2025,ThirdWave_regime_BOTH,AUDJPY,1,0,1,0.0,-50.85,0.0,-50.85,0.0,-50.85,0.0,-50.85
2025,ThirdWave_regime_BOTH,EURJPY,7,3,4,42.86,20.33,216.72,-196.39,1.104,2.9,72.24,-49.1
2025,ThirdWave_regime_BOTH,EURUSD,8,2,6,25.0,-145.93,141.93,-287.86,0.493,-18.24,70.97,-47.98
2025,ThirdWave_regime_BOTH,GBPJPY,1,0,1,0.0,-47.11,0.0,-47.11,0.0,-47.11,0.0,-47.11
2025,ThirdWave_regime_BOTH,GBPUSD,5,0,5,0.0,-244.4,0.0,-244.4,0.0,-48.88,0.0,-48.88
2025,ThirdWave_regime_BOTH,USDJPY,33,13,20,39.39,-14.04,949.72,-963.76,0.985,-0.43,73.06,-48.19
2025,ThirdWave_regime_BOTH,XAUUSD,192,77,115,40.1,-85.02,5196.17,-5281.19,0.984,-0.44,67.48,-45.92
2025,ThirdWave_regime_LONG_ONLY,EURJPY,5,2,3,40.0,-1.53,147.37,-148.9,0.99,-0.31,73.69,-49.63
2025,ThirdWave_regime_LONG_ONLY,EURUSD,8,3,5,37.5,-25.49,213.0,-238.49,0.893,-3.19,71.0,-47.7
2025,ThirdWave_regime_LONG_ONLY,GBPUSD,3,0,3,0.0,-145.37,0.0,-145.37,0.0,-48.46,0.0,-48.46
2025,ThirdWave_regime_LONG_ONLY,USDJPY,10,3,7,30.0,-119.48,210.9,-330.38,0.638,-11.95,70.3,-47.2
2025,ThirdWave_regime_LONG_ONLY,XAUUSD,130,51,79,39.23,-368.33,3281.81,-3650.14,0.899,-2.83,64.35,-46.2
2025,ThirdWave_regime_SHORT_ONLY,AUDJPY,1,0,1,0.0,-49.4,0.0,-49.4,0.0,-49.4,0.0,-49.4
2025,ThirdWave_regime_SHORT_ONLY,EURJPY,2,1,1,50.0,24.56,71.64,-47.08,1.522,12.28,71.64,-47.08
2025,ThirdWave_regime_SHORT_ONLY,EURUSD,1,0,1,0.0,-44.88,0.0,-44.88,0.0,-44.88,0.0,-44.88
2025,ThirdWave_regime_SHORT_ONLY,GBPJPY,1,0,1,0.0,-47.11,0.0,-47.11,0.0,-47.11,0.0,-47.11
2025,ThirdWave_regime_SHORT_ONLY,GBPUSD,2,0,2,0.0,-96.46,0.0,-96.46,0.0,-48.23,0.0,-48.23
2025,ThirdWave_regime_SHORT_ONLY,USDJPY,27,10,17,37.04,-96.77,739.69,-836.46,0.884,-3.58,73.97,-49.2
2025,ThirdWave_regime_SHORT_ONLY,XAUUSD,70,29,41,41.43,234.51,2136.27,-1901.76,1.123,3.35,73.66,-46.38
2026YTD,ThirdWave_original_BOTH,EURUSD,5,3,2,60.0,135.14,244.19,-109.05,2.239,27.03,81.4,-54.52
2026YTD,ThirdWave_original_BOTH,GBPJPY,1,0,1,0.0,-53.5,0.0,-53.5,0.0,-53.5,0.0,-53.5
2026YTD,ThirdWave_original_BOTH,GBPUSD,4,1,3,25.0,-74.23,76.56,-150.79,0.508,-18.56,76.56,-50.26
2026YTD,ThirdWave_original_BOTH,USDJPY,7,2,5,28.57,-103.85,148.58,-252.43,0.589,-14.84,74.29,-50.49
2026YTD,ThirdWave_original_BOTH,XAUUSD,172,76,96,44.19,952.55,5452.29,-4499.74,1.212,5.54,71.74,-46.87
2026YTD,ThirdWave_regime_BOTH,EURUSD,3,2,1,66.67,110.22,161.84,-51.62,3.135,36.74,80.92,-51.62
2026YTD,ThirdWave_regime_BOTH,GBPUSD,2,0,2,0.0,-101.79,0.0,-101.79,0.0,-50.89,0.0,-50.89
2026YTD,ThirdWave_regime_BOTH,USDJPY,3,1,2,33.33,-29.7,71.69,-101.39,0.707,-9.9,71.69,-50.7
2026YTD,ThirdWave_regime_BOTH,XAUUSD,80,38,42,47.5,830.42,2861.66,-2031.24,1.409,10.38,75.31,-48.36
2026YTD,ThirdWave_regime_LONG_ONLY,USDJPY,1,0,1,0.0,-49.77,0.0,-49.77,0.0,-49.77,0.0,-49.77
2026YTD,ThirdWave_regime_LONG_ONLY,XAUUSD,36,16,20,44.44,165.97,1130.66,-964.69,1.172,4.61,70.67,-48.23
2026YTD,ThirdWave_regime_SHORT_ONLY,EURUSD,3,2,1,66.67,108.25,159.87,-51.62,3.097,36.08,79.94,-51.62
2026YTD,ThirdWave_regime_SHORT_ONLY,GBPUSD,2,0,2,0.0,-101.79,0.0,-101.79,0.0,-50.89,0.0,-50.89
2026YTD,ThirdWave_regime_SHORT_ONLY,USDJPY,3,1,2,33.33,-27.6,71.69,-99.29,0.722,-9.2,71.69,-49.65
2026YTD,ThirdWave_regime_SHORT_ONLY,XAUUSD,44,22,22,50.0,696.07,1731.0,-1034.93,1.673,15.82,78.68,-47.04
