combination_id,enabled_conditions,condition_count,trades,trade_band,win_rate,PF,avg_R,net,maxDD,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,LONG PF,SHORT PF,symbols_count,symbol_distribution,max_symbol_share_pct,months_count,month_distribution,max_month_share_pct,sessions_count,session_distribution,cond_h4_ma_bias,cond_h4_fib_382_618,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_close_bos,cond_room_to_2r,cond_round_or_major_obstacle_clear,LONG net_delta,LONG avg_R_delta,LONG PF_delta,SHORT net_delta
10,cond_h4_ma_bias;cond_h1_counter_nwave,2,384,300-700_main,27.86,0.791,-0.239,-1126.1,1267.22,1.229,1.316,67.45,47.14,25.0,204,180,-111.99,-1014.11,-0.279,-0.193,0.945,0.699,6,AUDJPY:26;EURJPY:48;EURUSD:76;GBPJPY:46;GBPUSD:51;USDJPY:137,35.68,12,2025-01:53;2025-02:30;2025-03:51;2025-04:55;2025-05:41;2025-06:27;2025-07:22;2025-08:18;2025-09:14;2025-10:22;2025-11:35;2025-12:16,14.32,3,server_00_07:70;server_08_15:122;server_16_23:192,true,false,true,false,false,false,false,false,5575.02,-0.216,0.155,2526.5
44,cond_h4_ma_bias;cond_h1_counter_nwave;cond_true_bos_level,3,384,300-700_main,27.86,0.791,-0.239,-1126.1,1267.22,1.229,1.316,67.45,47.14,25.0,204,180,-111.99,-1014.11,-0.279,-0.193,0.945,0.699,6,AUDJPY:26;EURJPY:48;EURUSD:76;GBPJPY:46;GBPUSD:51;USDJPY:137,35.68,12,2025-01:53;2025-02:30;2025-03:51;2025-04:55;2025-05:41;2025-06:27;2025-07:22;2025-08:18;2025-09:14;2025-10:22;2025-11:35;2025-12:16,14.32,3,server_00_07:70;server_08_15:122;server_16_23:192,true,false,true,false,true,false,false,false,5575.02,-0.216,0.155,2526.5
2,cond_h4_fib_382_618,1,560,300-700_main,29.64,0.895,-0.145,-734.82,1297.56,1.333,1.334,68.21,48.75,27.68,273,287,-379.63,-355.19,-0.071,-0.214,0.886,0.904,6,AUDJPY:45;EURJPY:60;EURUSD:88;GBPJPY:56;GBPUSD:71;USDJPY:240,42.86,12,2025-01:71;2025-02:32;2025-03:61;2025-04:72;2025-05:82;2025-06:63;2025-07:34;2025-08:22;2025-09:32;2025-10:23;2025-11:35;2025-12:33,14.64,3,server_00_07:131;server_08_15:190;server_16_23:239,false,true,false,false,false,false,false,false,5307.38,-0.008,0.096,3185.42
18,cond_h4_fib_382_618;cond_true_bos_level,2,560,300-700_main,29.64,0.895,-0.145,-734.82,1297.56,1.333,1.334,68.21,48.75,27.68,273,287,-379.63,-355.19,-0.071,-0.214,0.886,0.904,6,AUDJPY:45;EURJPY:60;EURUSD:88;GBPJPY:56;GBPUSD:71;USDJPY:240,42.86,12,2025-01:71;2025-02:32;2025-03:61;2025-04:72;2025-05:82;2025-06:63;2025-07:34;2025-08:22;2025-09:32;2025-10:23;2025-11:35;2025-12:33,14.64,3,server_00_07:131;server_08_15:190;server_16_23:239,false,true,false,false,true,false,false,false,5307.38,-0.008,0.096,3185.42
17,cond_h4_fib_382_618;cond_h1_counter_wave_atr,2,491,300-700_main,29.33,0.911,-0.137,-562.82,1148.44,1.315,1.339,67.21,49.08,28.11,242,249,-378.9,-183.92,-0.082,-0.191,0.878,0.943,6,AUDJPY:38;EURJPY:53;EURUSD:82;GBPJPY:50;GBPUSD:61;USDJPY:207,42.16,12,2025-01:67;2025-02:30;2025-03:53;2025-04:65;2025-05:74;2025-06:50;2025-07:29;2025-08:19;2025-09:31;2025-10:18;2025-11:26;2025-12:29,15.07,3,server_00_07:106;server_08_15:169;server_16_23:216,false,true,false,true,false,false,false,false,5308.11,-0.019,0.088,3356.69
63,cond_h4_fib_382_618;cond_h1_counter_wave_atr;cond_true_bos_level,3,491,300-700_main,29.33,0.911,-0.137,-562.82,1148.44,1.315,1.339,67.21,49.08,28.11,242,249,-378.9,-183.92,-0.082,-0.191,0.878,0.943,6,AUDJPY:38;EURJPY:53;EURUSD:82;GBPJPY:50;GBPUSD:61;USDJPY:207,42.16,12,2025-01:67;2025-02:30;2025-03:53;2025-04:65;2025-05:74;2025-06:50;2025-07:29;2025-08:19;2025-09:31;2025-10:18;2025-11:26;2025-12:29,15.07,3,server_00_07:106;server_08_15:169;server_16_23:216,false,true,false,true,true,false,false,false,5308.11,-0.019,0.088,3356.69
1,cond_h4_ma_bias,1,1431,700-1500_large_reference,29.35,0.903,-0.184,-1804.76,2299.39,1.296,1.365,67.44,48.99,26.48,769,662,-1206.41,-598.35,-0.136,-0.239,0.857,0.941,6,AUDJPY:85;EURJPY:186;EURUSD:215;GBPJPY:184;GBPUSD:236;USDJPY:525,36.69,12,2025-01:159;2025-02:132;2025-03:176;2025-04:209;2025-05:150;2025-06:112;2025-07:84;2025-08:77;2025-09:78;2025-10:97;2025-11:86;2025-12:71,14.61,3,server_00_07:271;server_08_15:486;server_16_23:674,true,false,false,false,false,false,false,false,4480.6,-0.073,0.067,2942.26
12,cond_h4_ma_bias;cond_true_bos_level,2,1431,700-1500_large_reference,29.35,0.903,-0.184,-1804.76,2299.39,1.296,1.365,67.44,48.99,26.48,769,662,-1206.41,-598.35,-0.136,-0.239,0.857,0.941,6,AUDJPY:85;EURJPY:186;EURUSD:215;GBPJPY:184;GBPUSD:236;USDJPY:525,36.69,12,2025-01:159;2025-02:132;2025-03:176;2025-04:209;2025-05:150;2025-06:112;2025-07:84;2025-08:77;2025-09:78;2025-10:97;2025-11:86;2025-12:71,14.61,3,server_00_07:271;server_08_15:486;server_16_23:674,true,false,false,false,true,false,false,false,4480.6,-0.073,0.067,2942.26
11,cond_h4_ma_bias;cond_h1_counter_wave_atr,2,1226,700-1500_large_reference,28.96,0.876,-0.172,-1958.25,2249.04,1.31,1.364,68.27,50.08,27.08,659,567,-1163.69,-794.56,-0.154,-0.194,0.838,0.908,6,AUDJPY:78;EURJPY:161;EURUSD:197;GBPJPY:150;GBPUSD:192;USDJPY:448,36.54,12,2025-01:127;2025-02:113;2025-03:145;2025-04:191;2025-05:129;2025-06:101;2025-07:69;2025-08:68;2025-09:63;2025-10:85;2025-11:77;2025-12:58,15.58,3,server_00_07:223;server_08_15:430;server_16_23:573,true,false,false,true,false,false,false,false,4523.32,-0.091,0.048,2746.05
48,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_true_bos_level,3,1226,700-1500_large_reference,28.96,0.876,-0.172,-1958.25,2249.04,1.31,1.364,68.27,50.08,27.08,659,567,-1163.69,-794.56,-0.154,-0.194,0.838,0.908,6,AUDJPY:78;EURJPY:161;EURUSD:197;GBPJPY:150;GBPUSD:192;USDJPY:448,36.54,12,2025-01:127;2025-02:113;2025-03:145;2025-04:191;2025-05:129;2025-06:101;2025-07:69;2025-08:68;2025-09:63;2025-10:85;2025-11:77;2025-12:58,15.58,3,server_00_07:223;server_08_15:430;server_16_23:573,true,false,false,true,true,false,false,false,4523.32,-0.091,0.048,2746.05
50,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_room_to_2r,3,933,700-1500_large_reference,27.65,0.831,-0.228,-2103.44,2448.49,1.35,1.433,68.49,50.8,27.97,501,432,-986.84,-1116.6,-0.197,-0.263,0.823,0.838,6,AUDJPY:57;EURJPY:125;EURUSD:146;GBPJPY:112;GBPUSD:135;USDJPY:358,38.37,12,2025-01:95;2025-02:91;2025-03:116;2025-04:143;2025-05:108;2025-06:69;2025-07:50;2025-08:57;2025-09:48;2025-10:67;2025-11:49;2025-12:40,15.33,3,server_00_07:178;server_08_15:328;server_16_23:427,true,false,false,true,false,false,true,false,4700.17,-0.134,0.033,2424.01
119,cond_h4_ma_bias;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,4,933,700-1500_large_reference,27.65,0.831,-0.228,-2103.44,2448.49,1.35,1.433,68.49,50.8,27.97,501,432,-986.84,-1116.6,-0.197,-0.263,0.823,0.838,6,AUDJPY:57;EURJPY:125;EURUSD:146;GBPJPY:112;GBPUSD:135;USDJPY:358,38.37,12,2025-01:95;2025-02:91;2025-03:116;2025-04:143;2025-05:108;2025-06:69;2025-07:50;2025-08:57;2025-09:48;2025-10:67;2025-11:49;2025-12:40,15.33,3,server_00_07:178;server_08_15:328;server_16_23:427,true,false,false,true,true,false,true,false,4700.17,-0.134,0.033,2424.01
8,cond_round_or_major_obstacle_clear,1,1903,1500_plus_too_many,28.9,0.775,-0.128,-5551.92,6181.55,1.434,1.401,71.2,51.13,30.58,917,986,-2180.86,-3371.06,-0.084,-0.168,0.815,0.738,6,AUDJPY:86;EURJPY:201;EURUSD:313;GBPJPY:173;GBPUSD:342;USDJPY:788,41.41,12,2025-01:192;2025-02:174;2025-03:213;2025-04:235;2025-05:198;2025-06:153;2025-07:145;2025-08:140;2025-09:109;2025-10:147;2025-11:103;2025-12:94,12.35,3,server_00_07:432;server_08_15:675;server_16_23:796,false,false,false,false,false,false,false,true,3506.15,-0.021,0.025,169.55
33,cond_true_bos_level;cond_round_or_major_obstacle_clear,2,1903,1500_plus_too_many,28.9,0.775,-0.128,-5551.92,6181.55,1.434,1.401,71.2,51.13,30.58,917,986,-2180.86,-3371.06,-0.084,-0.168,0.815,0.738,6,AUDJPY:86;EURJPY:201;EURUSD:313;GBPJPY:173;GBPUSD:342;USDJPY:788,41.41,12,2025-01:192;2025-02:174;2025-03:213;2025-04:235;2025-05:198;2025-06:153;2025-07:145;2025-08:140;2025-09:109;2025-10:147;2025-11:103;2025-12:94,12.35,3,server_00_07:432;server_08_15:675;server_16_23:796,false,false,false,false,true,false,false,true,3506.15,-0.021,0.025,169.55
36,cond_room_to_2r;cond_round_or_major_obstacle_clear,2,1903,1500_plus_too_many,28.9,0.775,-0.128,-5551.92,6181.55,1.434,1.401,71.2,51.13,30.58,917,986,-2180.86,-3371.06,-0.084,-0.168,0.815,0.738,6,AUDJPY:86;EURJPY:201;EURUSD:313;GBPJPY:173;GBPUSD:342;USDJPY:788,41.41,12,2025-01:192;2025-02:174;2025-03:213;2025-04:235;2025-05:198;2025-06:153;2025-07:145;2025-08:140;2025-09:109;2025-10:147;2025-11:103;2025-12:94,12.35,3,server_00_07:432;server_08_15:675;server_16_23:796,false,false,false,false,false,false,true,true,3506.15,-0.021,0.025,169.55
91,cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,3,1903,1500_plus_too_many,28.9,0.775,-0.128,-5551.92,6181.55,1.434,1.401,71.2,51.13,30.58,917,986,-2180.86,-3371.06,-0.084,-0.168,0.815,0.738,6,AUDJPY:86;EURJPY:201;EURUSD:313;GBPJPY:173;GBPUSD:342;USDJPY:788,41.41,12,2025-01:192;2025-02:174;2025-03:213;2025-04:235;2025-05:198;2025-06:153;2025-07:145;2025-08:140;2025-09:109;2025-10:147;2025-11:103;2025-12:94,12.35,3,server_00_07:432;server_08_15:675;server_16_23:796,false,false,false,false,true,false,true,true,3506.15,-0.021,0.025,169.55
110,cond_h4_ma_bias;cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_room_to_2r,4,302,300-700_main,26.16,0.719,-0.297,-1298.25,1487.68,1.26,1.37,68.87,49.01,25.17,157,145,-327.97,-970.28,-0.327,-0.264,0.813,0.662,6,AUDJPY:21;EURJPY:38;EURUSD:58;GBPJPY:36;GBPUSD:37;USDJPY:112,37.09,12,2025-01:44;2025-02:24;2025-03:47;2025-04:47;2025-05:34;2025-06:11;2025-07:17;2025-08:15;2025-09:10;2025-10:17;2025-11:25;2025-12:11,15.56,3,server_00_07:57;server_08_15:99;server_16_23:146,true,false,true,true,false,false,true,false,5359.04,-0.264,0.023,2570.33
184,cond_h4_ma_bias;cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r,5,302,300-700_main,26.16,0.719,-0.297,-1298.25,1487.68,1.26,1.37,68.87,49.01,25.17,157,145,-327.97,-970.28,-0.327,-0.264,0.813,0.662,6,AUDJPY:21;EURJPY:38;EURUSD:58;GBPJPY:36;GBPUSD:37;USDJPY:112,37.09,12,2025-01:44;2025-02:24;2025-03:47;2025-04:47;2025-05:34;2025-06:11;2025-07:17;2025-08:15;2025-09:10;2025-10:17;2025-11:25;2025-12:11,15.56,3,server_00_07:57;server_08_15:99;server_16_23:146,true,false,true,true,true,false,true,false,5359.04,-0.264,0.023,2570.33
30,cond_h1_counter_wave_atr;cond_round_or_major_obstacle_clear,2,1729,1500_plus_too_many,28.4,0.75,-0.129,-5586.26,6149.63,1.435,1.391,71.37,51.53,30.48,830,899,-2001.89,-3584.37,-0.089,-0.165,0.809,0.698,6,AUDJPY:79;EURJPY:177;EURUSD:289;GBPJPY:158;GBPUSD:304;USDJPY:722,41.76,12,2025-01:171;2025-02:152;2025-03:192;2025-04:214;2025-05:182;2025-06:141;2025-07:129;2025-08:136;2025-09:94;2025-10:138;2025-11:93;2025-12:87,12.38,3,server_00_07:384;server_08_15:616;server_16_23:729,false,false,false,true,false,false,false,true,3685.12,-0.026,0.019,-43.76
85,cond_h1_counter_wave_atr;cond_true_bos_level;cond_round_or_major_obstacle_clear,3,1729,1500_plus_too_many,28.4,0.75,-0.129,-5586.26,6149.63,1.435,1.391,71.37,51.53,30.48,830,899,-2001.89,-3584.37,-0.089,-0.165,0.809,0.698,6,AUDJPY:79;EURJPY:177;EURUSD:289;GBPJPY:158;GBPUSD:304;USDJPY:722,41.76,12,2025-01:171;2025-02:152;2025-03:192;2025-04:214;2025-05:182;2025-06:141;2025-07:129;2025-08:136;2025-09:94;2025-10:138;2025-11:93;2025-12:87,12.38,3,server_00_07:384;server_08_15:616;server_16_23:729,false,false,false,true,true,false,false,true,3685.12,-0.026,0.019,-43.76
88,cond_h1_counter_wave_atr;cond_room_to_2r;cond_round_or_major_obstacle_clear,3,1729,1500_plus_too_many,28.4,0.75,-0.129,-5586.26,6149.63,1.435,1.391,71.37,51.53,30.48,830,899,-2001.89,-3584.37,-0.089,-0.165,0.809,0.698,6,AUDJPY:79;EURJPY:177;EURUSD:289;GBPJPY:158;GBPUSD:304;USDJPY:722,41.76,12,2025-01:171;2025-02:152;2025-03:192;2025-04:214;2025-05:182;2025-06:141;2025-07:129;2025-08:136;2025-09:94;2025-10:138;2025-11:93;2025-12:87,12.38,3,server_00_07:384;server_08_15:616;server_16_23:729,false,false,false,true,false,false,true,true,3685.12,-0.026,0.019,-43.76
160,cond_h1_counter_wave_atr;cond_true_bos_level;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,1729,1500_plus_too_many,28.4,0.75,-0.129,-5586.26,6149.63,1.435,1.391,71.37,51.53,30.48,830,899,-2001.89,-3584.37,-0.089,-0.165,0.809,0.698,6,AUDJPY:79;EURJPY:177;EURUSD:289;GBPJPY:158;GBPUSD:304;USDJPY:722,41.76,12,2025-01:171;2025-02:152;2025-03:192;2025-04:214;2025-05:182;2025-06:141;2025-07:129;2025-08:136;2025-09:94;2025-10:138;2025-11:93;2025-12:87,12.38,3,server_00_07:384;server_08_15:616;server_16_23:729,false,false,false,true,true,false,true,true,3685.12,-0.026,0.019,-43.76
14,cond_h4_ma_bias;cond_room_to_2r,2,1052,700-1500_large_reference,27.95,0.84,-0.241,-2286.72,2740.81,1.332,1.432,67.87,49.62,27.38,557,495,-1230.27,-1056.45,-0.185,-0.303,0.806,0.867,6,AUDJPY:60;EURJPY:141;EURUSD:155;GBPJPY:131;GBPUSD:165;USDJPY:400,38.02,12,2025-01:120;2025-02:102;2025-03:132;2025-04:149;2025-05:120;2025-06:74;2025-07:60;2025-08:62;2025-09:56;2025-10:74;2025-11:54;2025-12:49,14.16,3,server_00_07:209;server_08_15:357;server_16_23:486,true,false,false,false,false,false,true,false,4456.74,-0.122,0.016,2484.16
53,cond_h4_ma_bias;cond_true_bos_level;cond_room_to_2r,3,1052,700-1500_large_reference,27.95,0.84,-0.241,-2286.72,2740.81,1.332,1.432,67.87,49.62,27.38,557,495,-1230.27,-1056.45,-0.185,-0.303,0.806,0.867,6,AUDJPY:60;EURJPY:141;EURUSD:155;GBPJPY:131;GBPUSD:165;USDJPY:400,38.02,12,2025-01:120;2025-02:102;2025-03:132;2025-04:149;2025-05:120;2025-06:74;2025-07:60;2025-08:62;2025-09:56;2025-10:74;2025-11:54;2025-12:49,14.16,3,server_00_07:209;server_08_15:357;server_16_23:486,true,false,false,false,true,false,true,false,4456.74,-0.122,0.016,2484.16
46,cond_h4_ma_bias;cond_h1_counter_nwave;cond_room_to_2r,3,305,300-700_main,25.9,0.715,-0.304,-1321.65,1511.08,1.251,1.373,68.52,48.52,24.92,160,145,-351.37,-970.28,-0.34,-0.264,0.802,0.662,6,AUDJPY:21;EURJPY:38;EURUSD:58;GBPJPY:36;GBPUSD:38;USDJPY:114,37.38,12,2025-01:44;2025-02:24;2025-03:47;2025-04:47;2025-05:34;2025-06:13;2025-07:18;2025-08:15;2025-09:10;2025-10:17;2025-11:25;2025-12:11,15.41,3,server_00_07:57;server_08_15:102;server_16_23:146,true,false,true,false,false,false,true,false,5335.64,-0.277,0.012,2570.33
113,cond_h4_ma_bias;cond_h1_counter_nwave;cond_true_bos_level;cond_room_to_2r,4,305,300-700_main,25.9,0.715,-0.304,-1321.65,1511.08,1.251,1.373,68.52,48.52,24.92,160,145,-351.37,-970.28,-0.34,-0.264,0.802,0.662,6,AUDJPY:21;EURJPY:38;EURUSD:58;GBPJPY:36;GBPUSD:38;USDJPY:114,37.38,12,2025-01:44;2025-02:24;2025-03:47;2025-04:47;2025-05:34;2025-06:13;2025-07:18;2025-08:15;2025-09:10;2025-10:17;2025-11:25;2025-12:11,15.41,3,server_00_07:57;server_08_15:102;server_16_23:146,true,false,true,false,true,false,true,false,5335.64,-0.277,0.012,2570.33
76,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_round_or_major_obstacle_clear,3,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,false,false,false,true,4862.46,0.016,0.01,1117.38
150,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_true_bos_level;cond_round_or_major_obstacle_clear,4,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,true,false,false,true,4862.46,0.016,0.01,1117.38
153,cond_h1_counter_nwave;cond_h1_counter_wave_atr;cond_room_to_2r;cond_round_or_major_obstacle_clear,4,710,700-1500_large_reference,27.61,0.676,-0.113,-3247.78,3494.16,1.355,1.328,70.7,50.56,29.72,313,397,-824.55,-2423.23,-0.047,-0.165,0.8,0.588,6,AUDJPY:38;EURJPY:62;EURUSD:126;GBPJPY:65;GBPUSD:125;USDJPY:294,41.41,12,2025-01:80;2025-02:70;2025-03:92;2025-04:74;2025-05:69;2025-06:59;2025-07:57;2025-08:48;2025-09:31;2025-10:49;2025-11:44;2025-12:37,12.96,3,server_00_07:166;server_08_15:239;server_16_23:305,false,false,true,true,false,false,true,true,4862.46,0.016,0.01,1117.38
