period,from_date,to_date,context,scenario,series_name,run,prefix,time,event,symbol,direction,entry_price,sl,tp,result_R,profit,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,wave_audit_label,wave_audit_reason,strategy_name,close_time,close_comment
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.04 14:09:59,execution_block_candidate,USDJPY,LONG,155.348,155.123,155.686,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,155.063,155.516,154.820,155.399,HH_HL,4,0.063,0.266,PERIOD_M15,155.063,155.516,155.139,83.22,3.15,3,false,155.139,3.72,46.14,PERIOD_M5,155.328,155.384,1,0.64,36.0,unclear,100.00,4.00,0.225,1.50,0.2846,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.04 15:34:59,execution_block_candidate,USDJPY,LONG,155.365,155.213,155.593,,,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,155.063,155.516,154.820,155.399,HH_HL,5,0.062,0.265,PERIOD_M15,155.063,155.516,155.231,62.91,3.19,3,false,155.231,2.63,29.58,PERIOD_M5,155.341,155.367,1,0.04,2.0,early,100.00,2.98,0.152,1.50,0.3534,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.04 21:59:59,execution_block_candidate,GBPUSD,LONG,1.24831,1.24685,1.25050,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,1.23951,1.24922,1.23782,1.24360,HH_HL,7,0.00055,0.00211,PERIOD_M15,1.23951,1.24922,1.24705,22.35,2.58,9,false,1.24705,3.21,12.98,PERIOD_M5,1.24851,1.24852,1,0.53,21.0,acceptable,100.00,3.72,0.00146,1.50,0.5091,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.04 22:05:00,execution_block_candidate,AUDJPY,LONG,96.574,96.460,96.745,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,96.370,96.740,95.566,96.493,HH_HL,4,0.008,0.199,PERIOD_M15,96.370,96.740,96.488,68.11,3.41,3,false,96.488,2.81,23.24,PERIOD_M5,96.563,96.574,1,0.00,0.0,early,100.00,3.72,0.114,1.50,0.9138,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.04 23:04:59,execution_block_candidate,GBPUSD,LONG,1.24858,1.24718,1.25068,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,1.23951,1.24922,1.23782,1.24360,HH_HL,9,0.00061,0.00193,PERIOD_M15,1.23951,1.24922,1.24738,18.95,2.74,7,false,1.24738,3.35,12.36,PERIOD_M5,1.24855,1.24876,1,0.50,18.0,acceptable,100.00,3.90,0.00140,1.50,0.5578,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.04 23:57:59,execution_block_candidate,GBPUSD,LONG,1.24830,1.24716,1.25001,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,1.23951,1.24922,1.23782,1.24360,HH_HL,9,0.00061,0.00193,PERIOD_M15,1.23951,1.24922,1.24738,18.95,2.98,10,false,1.24738,3.43,9.47,PERIOD_M5,1.24811,1.24816,1,0.52,14.0,acceptable,100.00,4.24,0.00114,1.50,0.8191,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 10:49:59,final_entry_candidate,USDJPY,SHORT,153.027,153.357,152.532,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.74,65.20,PERIOD_M5,153.186,153.009,1,0.16,18.0,early,100.00,2.91,0.330,1.50,0.1674,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 10:49:59,order_attempt,USDJPY,SHORT,153.027,153.357,152.532,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.74,65.20,PERIOD_M5,153.186,153.009,1,0.16,18.0,early,100.00,2.91,0.330,1.50,0.1674,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 10:49:59,order_sent,USDJPY,SHORT,153.027,153.357,152.532,1.5061,74.94,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.74,65.20,PERIOD_M5,153.186,153.009,1,0.16,18.0,early,100.00,2.91,0.330,1.50,0.1674,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025.02.05 17:00:08,tp 152.532
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 11:00:00,final_entry_candidate,USDJPY,SHORT,153.045,153.356,152.579,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.73,61.43,PERIOD_M5,153.186,152.999,1,0.43,46.0,acceptable,100.00,2.90,0.311,1.50,0.1678,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 11:00:00,order_blocked,USDJPY,SHORT,153.045,153.356,152.579,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.73,61.43,PERIOD_M5,153.186,152.999,1,0.43,46.0,acceptable,100.00,2.90,0.311,1.50,0.1678,,existing_position,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 19:09:59,final_entry_candidate,XAUUSD,LONG,2875.11,2862.84,2893.52,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2858.55,2877.00,2839.74,2844.94,HH_HL,7,7.10,8.47,PERIOD_M15,2858.55,2877.00,2863.13,75.18,2.38,3,false,2863.13,3.62,64.93,PERIOD_M5,2871.53,2876.19,1,0.33,108.0,acceptable,100.00,3.70,12.27,1.50,0.0543,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 19:09:59,order_attempt,XAUUSD,LONG,2875.11,2862.84,2893.52,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2858.55,2877.00,2839.74,2844.94,HH_HL,7,7.10,8.47,PERIOD_M15,2858.55,2877.00,2863.13,75.18,2.38,3,false,2863.13,3.62,64.93,PERIOD_M5,2871.53,2876.19,1,0.33,108.0,acceptable,100.00,3.70,12.27,1.50,0.0543,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 19:09:59,order_sent,XAUUSD,LONG,2875.11,2862.84,2893.52,-1.0,-49.08,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2858.55,2877.00,2839.74,2844.94,HH_HL,7,7.10,8.47,PERIOD_M15,2858.55,2877.00,2863.13,75.18,2.38,3,false,2863.13,3.62,64.93,PERIOD_M5,2871.53,2876.19,1,0.33,108.0,acceptable,100.00,3.70,12.27,1.50,0.0543,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025.02.05 21:05:10,sl 2862.84
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 19:19:59,final_entry_candidate,XAUUSD,LONG,2874.01,2862.86,2890.74,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2858.55,2877.00,2839.74,2844.94,HH_HL,7,7.10,8.47,PERIOD_M15,2858.55,2877.00,2863.13,75.18,2.53,4,false,2863.13,3.43,58.97,PERIOD_M5,2871.53,2875.18,1,0.37,117.0,acceptable,100.00,3.51,11.15,1.50,0.0567,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.05 19:19:59,order_blocked,XAUUSD,LONG,2874.01,2862.86,2890.74,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2858.55,2877.00,2839.74,2844.94,HH_HL,7,7.10,8.47,PERIOD_M15,2858.55,2877.00,2863.13,75.18,2.53,4,false,2863.13,3.43,58.97,PERIOD_M5,2871.53,2875.18,1,0.37,117.0,acceptable,100.00,3.51,11.15,1.50,0.0567,,existing_position,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.06 01:09:59,execution_block_candidate,EURJPY,SHORT,158.653,158.763,158.488,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,158.488,158.915,158.836,159.589,LL_LH,8,-0.042,0.277,PERIOD_M15,158.915,158.488,158.731,56.91,2.75,3,false,158.731,1.45,18.27,PERIOD_M5,158.601,158.570,1,1.55,83.0,late,100.00,2.05,0.110,1.50,0.5957,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.06 05:44:59,execution_block_candidate,USDJPY,SHORT,152.152,152.307,151.920,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,152.107,152.744,152.545,152.760,LL_LH,12,-0.261,0.313,PERIOD_M15,152.744,152.107,152.291,28.89,1.06,3,false,152.291,2.17,21.82,PERIOD_M5,152.132,152.093,1,0.92,59.0,late,100.00,2.42,0.155,1.50,0.2494,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.06 10:34:59,execution_block_candidate,AUDJPY,SHORT,95.529,95.709,95.259,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,95.265,96.004,95.669,96.204,LL_LH,12,-0.075,0.177,PERIOD_M15,96.004,95.265,95.681,56.29,4.09,6,false,95.681,2.29,20.57,PERIOD_M5,95.565,95.495,1,0.51,34.0,acceptable,75.00,2.71,0.180,1.50,0.4211,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.06 14:24:59,execution_block_candidate,AUDJPY,SHORT,95.449,95.581,95.251,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,95.265,95.681,95.669,96.004,LL_LH,9,-0.073,0.182,PERIOD_M15,95.681,95.265,95.553,69.23,3.72,3,false,95.553,2.53,25.00,PERIOD_M5,95.475,95.454,1,0.12,5.0,early,75.00,3.21,0.132,1.50,0.6817,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.06 14:29:59,execution_block_candidate,AUDJPY,SHORT,95.461,95.581,95.281,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,95.265,95.681,95.669,96.004,LL_LH,9,-0.073,0.182,PERIOD_M15,95.681,95.265,95.553,69.23,3.72,3,false,95.553,2.22,22.12,PERIOD_M5,95.475,95.449,1,0.29,12.0,acceptable,100.00,2.90,0.120,1.50,0.6770,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.06 17:44:59,execution_block_candidate,AUDJPY,SHORT,95.257,95.373,95.083,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,95.265,95.681,95.669,96.004,LL_LH,12,-0.101,0.181,PERIOD_M15,95.681,95.265,95.345,19.23,0.92,5,false,95.345,1.26,21.15,PERIOD_M5,95.206,95.195,1,0.89,62.0,unclear,75.00,1.66,0.116,1.50,0.4016,,spread_guard,late_entry,entry_far_from_reclaim_or_pullback,DowFractal_ThirdWave_Regime,,
2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2025.02.06 18:04:59,execution_block_candidate,GBPJPY,SHORT,188.456,188.756,188.006,,,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,188.233,190.585,189.883,190.949,LL_LH,9,-0.426,0.445,PERIOD_M15,190.585,188.233,188.718,20.62,1.78,3,false,188.718,1.57,11.14,PERIOD_M5,188.350,188.290,1,0.99,166.0,late,100.00,1.80,0.300,1.50,0.2276,,spread_guard,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,,
