time,event,symbol,direction,session,order_retcode,order_comment,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,entry_price,sl,tp,volume,risk_r,rr,sl_points,sl_atr,tp_points,tp_atr,neckline_price,neckline_break_close_price,right_side_level,bars_since_right_side,distance_neckline_to_entry_atr,distance_right_side_to_entry_atr,spread_atr,spread_points,quality_score
2026.02.18 13:19:59,order_blocked,XAUUSD,SHORT,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,4916.88,4924.87,4900.90,0.06,7.99,2.00,799.0,1.13,1598.0,2.27,4916.26,4915.80,4924.52,4,0.09,1.09,0.0298,21.0,77.36
2026.02.18 13:34:59,order_blocked,XAUUSD,SHORT,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,4912.95,4924.86,4889.13,0.04,11.91,2.00,1191.0,1.75,2382.0,3.50,4916.26,4915.37,4924.52,5,0.49,1.70,0.0294,20.0,72.57
2026.02.18 13:49:59,order_blocked,XAUUSD,SHORT,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,4913.60,4924.86,4891.08,0.04,11.26,2.00,1126.0,1.65,2252.0,3.31,4916.26,4911.33,4924.52,6,0.39,1.60,0.0309,21.0,71.72
2026.02.23 17:34:59,order_attempt,EURUSD,LONG,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,1.18005,1.17924,1.18167,0.59,0.00081,2.00,81.0,1.11,162.0,2.22,1.18023,1.18027,1.17937,3,0.25,0.93,0.1784,13.0,72.47
2026.02.23 17:34:59,order_sent,EURUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,1.18005,1.17924,1.18167,0.59,0.00081,2.00,81.0,1.11,162.0,2.22,1.18023,1.18027,1.17937,3,0.25,0.93,0.1784,13.0,72.47
2026.02.26 09:34:59,order_attempt,USDJPY,LONG,server_08_15,0,,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,156.113,155.891,156.557,0.33,0.222,2.00,222.0,1.77,444.0,3.53,156.063,156.145,155.912,3,0.40,1.60,0.1670,21.0,69.51
2026.02.26 09:34:59,order_sent,USDJPY,LONG,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_late,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,156.113,155.891,156.557,0.33,0.222,2.00,222.0,1.77,444.0,3.53,156.063,156.145,155.912,3,0.40,1.60,0.1670,21.0,69.51
2026.02.26 09:49:59,order_blocked,USDJPY,LONG,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,156.097,155.891,156.509,0.36,0.206,2.00,206.0,1.69,412.0,3.38,156.063,156.101,155.912,4,0.28,1.52,0.1725,21.0,70.93
2026.02.26 10:34:59,order_blocked,USDJPY,LONG,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_initial,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,156.038,155.891,156.332,0.51,0.147,2.00,147.0,1.18,294.0,2.36,156.063,156.080,155.912,7,0.20,1.01,0.1688,21.0,97.87
2026.02.27 12:34:59,order_attempt,XAUUSD,SHORT,server_08_15,0,,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,5171.58,5183.00,5148.74,0.04,11.42,2.00,1142.0,1.66,2284.0,3.33,5174.29,5173.42,5182.66,3,0.39,1.61,0.0291,20.0,103.90
2026.02.27 12:34:59,order_sent,XAUUSD,SHORT,server_08_15,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,5171.58,5183.00,5148.74,0.04,11.42,2.00,1142.0,1.66,2284.0,3.33,5174.29,5173.42,5182.66,3,0.39,1.61,0.0291,20.0,103.90
2026.02.27 13:19:59,order_blocked,XAUUSD,SHORT,server_08_15,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_initial,existing_position,existing_position,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,5174.14,5182.97,5156.48,0.05,8.83,2.00,883.0,1.41,1766.0,2.82,5174.29,5173.98,5182.66,6,0.02,1.36,0.0319,20.0,106.35
2026.03.02 21:19:59,order_attempt,XAUUSD,LONG,server_16_23,0,,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,5325.62,5288.46,5399.94,0.01,37.16,2.00,3716.0,1.62,7432.0,3.24,5320.68,5330.61,5289.61,5,0.22,1.57,0.0091,21.0,104.35
2026.03.02 21:19:59,order_sent,XAUUSD,LONG,server_16_23,10009,order_sent,Nested_NWave_NecklineBreak,neckline_break_initial,,,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,5325.62,5288.46,5399.94,0.01,37.16,2.00,3716.0,1.62,7432.0,3.24,5320.68,5330.61,5289.61,5,0.22,1.57,0.0091,21.0,104.35
2026.03.02 21:34:59,order_blocked,XAUUSD,LONG,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,5330.84,5288.54,5415.44,0.01,42.30,2.00,4230.0,1.98,8460.0,3.96,5320.68,5330.90,5289.61,6,0.48,1.93,0.0094,20.0,69.23
2026.03.02 21:49:59,order_blocked,XAUUSD,LONG,server_16_23,0,existing_position,Nested_NWave_NecklineBreak,neckline_break_late,existing_position,existing_position,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,5328.38,5288.71,5407.72,0.01,39.67,2.00,3967.0,2.19,7934.0,4.39,5320.68,5325.20,5289.61,7,0.43,2.14,0.0111,20.0,67.82
2026.03.04 14:34:59,order_attempt,GBPUSD,SHORT,server_08_15,0,,Nested_NWave_NecklineBreak,clean_nested_nwave_entry,,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_nested_nwave_entry,1.33681,1.34042,1.32959,0.13,0.00361,2.00,361.0,2.12,722.0,4.25,1.33705,1.33644,1.34023,5,0.14,2.01,0.1117,19.0,122.22
