period,scenario,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2024,ThirdWave_regime_LONG_ONLY,XAUUSD:LONG,79,37,42,46.84,533.08,2714.45,-2181.37,1.244,6.75,73.36,-51.94
2024,ThirdWave_regime_SHORT_ONLY,AUDJPY:SHORT,1,0,1,0.0,-52.2,0.0,-52.2,0.0,-52.2,0.0,-52.2
2024,ThirdWave_regime_SHORT_ONLY,EURJPY:SHORT,4,1,3,25.0,-75.36,74.97,-150.33,0.499,-18.84,74.97,-50.11
2024,ThirdWave_regime_SHORT_ONLY,EURUSD:SHORT,1,0,1,0.0,-49.92,0.0,-49.92,0.0,-49.92,0.0,-49.92
2024,ThirdWave_regime_SHORT_ONLY,GBPJPY:SHORT,6,4,2,66.67,194.49,291.69,-97.2,3.001,32.41,72.92,-48.6
2024,ThirdWave_regime_SHORT_ONLY,GBPUSD:SHORT,1,0,1,0.0,-49.32,0.0,-49.32,0.0,-49.32,0.0,-49.32
2024,ThirdWave_regime_SHORT_ONLY,USDJPY:SHORT,10,6,4,60.0,243.96,446.16,-202.2,2.207,24.4,74.36,-50.55
2024,ThirdWave_regime_SHORT_ONLY,XAUUSD:SHORT,42,17,25,40.48,46.28,1245.99,-1199.71,1.039,1.1,73.29,-47.99
2025,ThirdWave_original_BOTH,AUDJPY:LONG,1,1,0,100.0,69.22,69.22,0.0,,69.22,69.22,0.0
2025,ThirdWave_original_BOTH,EURJPY:LONG,9,4,5,44.44,54.9,297.98,-243.08,1.226,6.1,74.5,-48.62
2025,ThirdWave_original_BOTH,EURJPY:SHORT,3,2,1,66.67,99.83,146.41,-46.58,3.143,33.28,73.2,-46.58
2025,ThirdWave_original_BOTH,EURUSD:LONG,7,3,4,42.86,26.59,216.81,-190.22,1.14,3.8,72.27,-47.56
2025,ThirdWave_original_BOTH,EURUSD:SHORT,6,2,4,33.33,-57.45,138.95,-196.4,0.707,-9.57,69.47,-49.1
2025,ThirdWave_original_BOTH,GBPJPY:LONG,3,1,2,33.33,-20.08,74.9,-94.98,0.789,-6.69,74.9,-47.49
2025,ThirdWave_original_BOTH,GBPJPY:SHORT,4,1,3,25.0,-69.46,71.78,-141.24,0.508,-17.37,71.78,-47.08
2025,ThirdWave_original_BOTH,GBPUSD:LONG,1,0,1,0.0,-48.84,0.0,-48.84,0.0,-48.84,0.0,-48.84
2025,ThirdWave_original_BOTH,GBPUSD:SHORT,1,0,1,0.0,-49.6,0.0,-49.6,0.0,-49.6,0.0,-49.6
2025,ThirdWave_original_BOTH,USDJPY:LONG,23,7,16,30.43,-273.9,495.41,-769.31,0.644,-11.91,70.77,-48.08
2025,ThirdWave_original_BOTH,USDJPY:SHORT,36,16,20,44.44,206.22,1159.53,-953.31,1.216,5.73,72.47,-47.67
2025,ThirdWave_original_BOTH,XAUUSD:LONG,218,83,135,38.07,-859.15,5342.14,-6201.29,0.861,-3.94,64.36,-45.94
2025,ThirdWave_original_BOTH,XAUUSD:SHORT,139,59,80,42.45,457.31,3987.47,-3530.16,1.13,3.29,67.58,-44.13
2025,ThirdWave_regime_BOTH,AUDJPY:SHORT,1,0,1,0.0,-50.85,0.0,-50.85,0.0,-50.85,0.0,-50.85
2025,ThirdWave_regime_BOTH,EURJPY:LONG,5,2,3,40.0,-4.23,145.08,-149.31,0.972,-0.85,72.54,-49.77
2025,ThirdWave_regime_BOTH,EURJPY:SHORT,2,1,1,50.0,24.56,71.64,-47.08,1.522,12.28,71.64,-47.08
2025,ThirdWave_regime_BOTH,EURUSD:LONG,7,2,5,28.57,-96.56,141.93,-238.49,0.595,-13.79,70.97,-47.7
2025,ThirdWave_regime_BOTH,EURUSD:SHORT,1,0,1,0.0,-49.37,0.0,-49.37,0.0,-49.37,0.0,-49.37
2025,ThirdWave_regime_BOTH,GBPJPY:SHORT,1,0,1,0.0,-47.11,0.0,-47.11,0.0,-47.11,0.0,-47.11
2025,ThirdWave_regime_BOTH,GBPUSD:LONG,3,0,3,0.0,-147.94,0.0,-147.94,0.0,-49.31,0.0,-49.31
2025,ThirdWave_regime_BOTH,GBPUSD:SHORT,2,0,2,0.0,-96.46,0.0,-96.46,0.0,-48.23,0.0,-48.23
2025,ThirdWave_regime_BOTH,USDJPY:LONG,10,3,7,30.0,-114.16,213.04,-327.2,0.651,-11.42,71.01,-46.74
2025,ThirdWave_regime_BOTH,USDJPY:SHORT,23,10,13,43.48,100.12,736.68,-636.56,1.157,4.35,73.67,-48.97
2025,ThirdWave_regime_BOTH,XAUUSD:LONG,126,49,77,38.89,-413.67,3154.2,-3567.87,0.884,-3.28,64.37,-46.34
2025,ThirdWave_regime_BOTH,XAUUSD:SHORT,66,28,38,42.42,328.65,2041.97,-1713.32,1.192,4.98,72.93,-45.09
2025,ThirdWave_regime_LONG_ONLY,EURJPY:LONG,5,2,3,40.0,-1.53,147.37,-148.9,0.99,-0.31,73.69,-49.63
2025,ThirdWave_regime_LONG_ONLY,EURUSD:LONG,8,3,5,37.5,-25.49,213.0,-238.49,0.893,-3.19,71.0,-47.7
2025,ThirdWave_regime_LONG_ONLY,GBPUSD:LONG,3,0,3,0.0,-145.37,0.0,-145.37,0.0,-48.46,0.0,-48.46
2025,ThirdWave_regime_LONG_ONLY,USDJPY:LONG,10,3,7,30.0,-119.48,210.9,-330.38,0.638,-11.95,70.3,-47.2
2025,ThirdWave_regime_LONG_ONLY,XAUUSD:LONG,130,51,79,39.23,-368.33,3281.81,-3650.14,0.899,-2.83,64.35,-46.2
2025,ThirdWave_regime_SHORT_ONLY,AUDJPY:SHORT,1,0,1,0.0,-49.4,0.0,-49.4,0.0,-49.4,0.0,-49.4
2025,ThirdWave_regime_SHORT_ONLY,EURJPY:SHORT,2,1,1,50.0,24.56,71.64,-47.08,1.522,12.28,71.64,-47.08
2025,ThirdWave_regime_SHORT_ONLY,EURUSD:SHORT,1,0,1,0.0,-44.88,0.0,-44.88,0.0,-44.88,0.0,-44.88
2025,ThirdWave_regime_SHORT_ONLY,GBPJPY:SHORT,1,0,1,0.0,-47.11,0.0,-47.11,0.0,-47.11,0.0,-47.11
2025,ThirdWave_regime_SHORT_ONLY,GBPUSD:SHORT,2,0,2,0.0,-96.46,0.0,-96.46,0.0,-48.23,0.0,-48.23
2025,ThirdWave_regime_SHORT_ONLY,USDJPY:SHORT,27,10,17,37.04,-96.77,739.69,-836.46,0.884,-3.58,73.97,-49.2
2025,ThirdWave_regime_SHORT_ONLY,XAUUSD:SHORT,70,29,41,41.43,234.51,2136.27,-1901.76,1.123,3.35,73.66,-46.38
2026YTD,ThirdWave_original_BOTH,EURUSD:LONG,1,0,1,0.0,-55.65,0.0,-55.65,0.0,-55.65,0.0,-55.65
2026YTD,ThirdWave_original_BOTH,EURUSD:SHORT,4,3,1,75.0,190.79,244.19,-53.4,4.573,47.7,81.4,-53.4
2026YTD,ThirdWave_original_BOTH,GBPJPY:LONG,1,0,1,0.0,-53.5,0.0,-53.5,0.0,-53.5,0.0,-53.5
2026YTD,ThirdWave_original_BOTH,GBPUSD:SHORT,4,1,3,25.0,-74.23,76.56,-150.79,0.508,-18.56,76.56,-50.26
2026YTD,ThirdWave_original_BOTH,USDJPY:LONG,2,0,2,0.0,-100.7,0.0,-100.7,0.0,-50.35,0.0,-50.35
2026YTD,ThirdWave_original_BOTH,USDJPY:SHORT,5,2,3,40.0,-3.15,148.58,-151.73,0.979,-0.63,74.29,-50.58
2026YTD,ThirdWave_original_BOTH,XAUUSD:LONG,88,39,49,44.32,338.36,2661.97,-2323.61,1.146,3.85,68.26,-47.42
2026YTD,ThirdWave_original_BOTH,XAUUSD:SHORT,84,37,47,44.05,614.19,2790.32,-2176.13,1.282,7.31,75.41,-46.3
2026YTD,ThirdWave_regime_BOTH,EURUSD:SHORT,3,2,1,66.67,110.22,161.84,-51.62,3.135,36.74,80.92,-51.62
2026YTD,ThirdWave_regime_BOTH,GBPUSD:SHORT,2,0,2,0.0,-101.79,0.0,-101.79,0.0,-50.89,0.0,-50.89
2026YTD,ThirdWave_regime_BOTH,USDJPY:LONG,1,0,1,0.0,-49.77,0.0,-49.77,0.0,-49.77,0.0,-49.77
2026YTD,ThirdWave_regime_BOTH,USDJPY:SHORT,2,1,1,50.0,20.07,71.69,-51.62,1.389,10.04,71.69,-51.62
2026YTD,ThirdWave_regime_BOTH,XAUUSD:LONG,36,16,20,44.44,153.77,1130.66,-976.89,1.157,4.27,70.67,-48.84
2026YTD,ThirdWave_regime_BOTH,XAUUSD:SHORT,44,22,22,50.0,676.65,1731.0,-1054.35,1.642,15.38,78.68,-47.93
2026YTD,ThirdWave_regime_LONG_ONLY,USDJPY:LONG,1,0,1,0.0,-49.77,0.0,-49.77,0.0,-49.77,0.0,-49.77
2026YTD,ThirdWave_regime_LONG_ONLY,XAUUSD:LONG,36,16,20,44.44,165.97,1130.66,-964.69,1.172,4.61,70.67,-48.23
2026YTD,ThirdWave_regime_SHORT_ONLY,EURUSD:SHORT,3,2,1,66.67,108.25,159.87,-51.62,3.097,36.08,79.94,-51.62
2026YTD,ThirdWave_regime_SHORT_ONLY,GBPUSD:SHORT,2,0,2,0.0,-101.79,0.0,-101.79,0.0,-50.89,0.0,-50.89
2026YTD,ThirdWave_regime_SHORT_ONLY,USDJPY:SHORT,3,1,2,33.33,-27.6,71.69,-99.29,0.722,-9.2,71.69,-49.65
2026YTD,ThirdWave_regime_SHORT_ONLY,XAUUSD:SHORT,44,22,22,50.0,696.07,1731.0,-1034.93,1.673,15.82,78.68,-47.04
