timeframe_set,scenario,period,year,symbol,direction,fx_bucket,fx_direction_bucket,time,close_time,month,session,entry_price,sl,tp,result_R,net_profit,scan_driver_symbol,execution_minutes,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_2R,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h4_fib_retracement_pct,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,h1_counter_wave_atr,bos_level_type,true_bos_level,m15_trigger_type,room_to_1r,room_to_2r,nearest_obstacle_type,nearest_obstacle_price,sl_atr,spread_atr,spread_points,distance_bos_to_entry_atr,distance_neckline_to_entry_atr,label,cond_h4_bias_ma,cond_h4_dow_bias,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_m15_close_bos,cond_room_to_1r,cond_room_to_2r,cond_sl_atr_ok,audit_h4_bias_ok,audit_h1_pullback_ok,audit_h1_clean_pullback_type,audit_m15_reversal_ok,audit_dow_structure_ok,audit_room_to_target_ok,audit_fractal_entry_quality,audit_failure_type
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,EURUSD,LONG,FX,FX LONG,2024.02.09 16:25:00,2024.02.12 15:50:33,2024-02,server_16_23,1.07782,1.07609,1.08128,-1.006,-50.61,USDJPY,5,1.561,1.023,true,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,0.95,weak_lower_high,1.0776,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,2.07,0.1677,14.0,0.0,0.26,fixed_room2r_lower_tf,true,false,false,true,false,false,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,USDJPY,SHORT,FX,FX SHORT,2024.02.15 15:50:00,2024.02.15 17:41:11,2024-02,server_08_15,149.888,150.11,149.444,-1.009,-47.75,USDJPY,5,0.523,1.095,true,false,false,none,ma_bias_fail,dow_bias_pass,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.14,last_higher_low,150.005,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,2.16,0.1653,17.0,0.0,1.14,fixed_room2r_lower_tf,false,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.02.26 03:40:00,2024.02.26 03:50:50,2024-02,server_00_07,2033.8,2032.77,2035.86,-1.019,-50.4,USDJPY,5,0.204,2.485,false,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,6.2,last_lower_high,2036.28,m15_prev_extreme_bos,7.29,3.65,h1_counter_high,2041.31,1.11,0.1947,18.0,0.0,2.68,fixed_room2r_lower_tf,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.03.04 15:40:00,2024.03.04 15:47:18,2024-03,server_08_15,2083.08,2081.63,2085.98,2.262,108.24,USDJPY,5,3.11,0.359,true,true,true,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.41,last_lower_high,2086.12,m15_prev_extreme_bos,3.55,1.78,h1_counter_high,2088.23,1.22,0.151,18.0,0.0,2.55,fixed_room2r_lower_tf,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.03.05 15:50:00,2024.03.06 16:31:02,2024-03,server_08_15,2127.56,2121.0,2140.68,2.006,86.61,USDJPY,5,2.712,0.793,true,true,true,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,1.61,last_lower_high,2127.15,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,2.02,0.0554,18.0,0.0,0.13,fixed_room2r_lower_tf,true,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,EURUSD,SHORT,FX,FX SHORT,2024.03.07 16:15:00,2024.03.07 16:27:31,2024-03,server_16_23,1.08863,1.09013,1.08563,-1.007,-49.83,USDJPY,5,0.233,1.12,false,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.45,last_higher_low,1.08918,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.8,0.1796,15.0,0.0,0.66,fixed_room2r_lower_tf,false,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.03.08 15:55:00,2024.03.08 16:08:26,2024-03,server_08_15,2173.79,2166.07,2189.23,-1.0,-46.32,USDJPY,5,0.13,1.135,false,false,false,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,1.2,last_lower_high,2169.62,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.84,0.043,18.0,0.0,1.0,fixed_room2r_lower_tf,true,true,true,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.03.11 17:05:00,2024.03.11 17:16:54,2024-03,server_16_23,2176.59,2174.63,2180.51,2.01,98.5,USDJPY,5,2.347,0.255,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.37,last_lower_high,2180.63,m15_true_bos_close,2.5,1.25,h1_counter_high,2181.49,0.88,0.0807,18.0,0.0,1.81,fixed_room2r_lower_tf,true,false,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,USDJPY,LONG,FX,FX LONG,2024.03.15 10:30:00,2024.03.15 11:35:01,2024-03,server_08_15,148.418,148.222,148.81,2.005,100.36,USDJPY,5,2.077,0.214,true,true,true,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,1.79,last_lower_high,148.37,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.94,0.1982,20.0,0.0,0.48,fixed_room2r_lower_tf,true,true,false,true,true,true,true,true,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,GBPJPY,SHORT,FX,FX SHORT,2024.03.19 10:40:00,2024.03.19 15:45:48,2024-03,server_08_15,190.827,191.215,190.051,-1.0,-49.53,USDJPY,5,0.58,1.021,true,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.5,last_higher_low,190.751,m15_true_bos_close,3.15,1.57,h1_counter_low,189.606,2.19,0.124,22.0,0.0,0.43,fixed_room2r_lower_tf,false,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,EURJPY,SHORT,FX,FX SHORT,2024.03.19 10:40:00,2024.03.19 16:16:52,2024-03,server_08_15,163.172,163.447,162.622,-1.004,-50.07,USDJPY,5,0.818,0.942,true,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.88,last_higher_low,163.108,m15_true_bos_close,4.3,2.15,h1_counter_low,161.99,1.84,0.1407,21.0,0.0,0.43,fixed_room2r_lower_tf,false,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,GBPJPY,LONG,FX,FX LONG,2024.03.20 22:10:00,2024.03.21 04:08:04,2024-03,server_16_23,192.88,192.508,193.624,-1.011,-48.23,USDJPY,5,1.734,1.212,true,true,false,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.22,weak_lower_high,192.838,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.87,0.1505,30.0,0.0,0.21,fixed_room2r_lower_tf,true,false,false,true,false,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.03.25 06:10:00,2024.03.25 09:13:45,2024-03,server_00_07,2173.89,2177.08,2167.51,2.034,97.35,USDJPY,5,2.273,0.138,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,4.65,weak_higher_low,2163.95,m15_prev_extreme_bos,3.12,1.56,h1_counter_low,2163.95,2.2,0.1378,20.0,0.0,6.85,fixed_room2r_lower_tf,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.04.05 23:25:00,2024.04.05 23:35:06,2024-04,server_16_23,2324.46,2323.39,2326.6,2.0,100.58,USDJPY,5,3.215,0.364,true,true,true,none,ma_bias_pass,dow_bias_pass,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,2.51,last_lower_high,2328.38,m15_prev_extreme_bos,5.61,2.8,h1_counter_high,2330.46,0.84,0.1413,18.0,0.0,3.08,fixed_room2r_lower_tf,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.04.10 13:45:00,2024.04.10 15:30:01,2024-04,server_08_15,2348.29,2344.73,2355.41,-1.256,-62.58,USDJPY,5,0.683,5.744,true,false,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,5.55,last_lower_high,2355.9,m15_prev_extreme_bos,2.04,1.02,h4_impulse_high,2355.56,1.79,0.0905,18.0,0.0,3.83,fixed_room2r_lower_tf,true,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.04.11 03:15:00,2024.04.11 04:06:20,2024-04,server_00_07,2334.89,2337.04,2330.59,-1.014,-50.14,USDJPY,5,0.447,2.195,false,false,false,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.04,last_higher_low,2326.16,m15_prev_extreme_bos,4.22,2.11,h1_counter_low,2325.82,1.81,0.1514,18.0,0.0,7.34,fixed_room2r_lower_tf,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.04.18 08:45:00,2024.04.18 08:53:53,2024-04,server_08_15,2376.01,2377.13,2373.77,-1.08,-53.24,USDJPY,5,0.536,0.991,true,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.31,last_higher_low,2373.09,m15_prev_extreme_bos,3.25,1.63,h1_counter_low,2372.37,0.93,0.166,20.0,0.0,2.42,fixed_room2r_lower_tf,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.04.26 04:40:00,2024.04.26 05:09:21,2024-04,server_00_07,2331.21,2329.92,2333.79,2.016,98.8,USDJPY,5,3.209,0.76,true,true,true,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.02,last_lower_high,2333.77,m15_prev_extreme_bos,4.05,2.03,h1_counter_high,2336.44,0.88,0.1223,18.0,0.0,1.74,fixed_room2r_lower_tf,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.05.31 19:25:00,2024.05.31 20:24:15,2024-05,server_16_23,2332.31,2327.51,2341.91,-1.035,-49.7,USDJPY,5,0.917,1.719,true,false,false,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,2.74,weak_lower_high,2359.67,m15_prev_extreme_bos,3.08,1.54,h4_impulse_high,2347.07,1.59,0.0597,18.0,0.0,9.08,fixed_room2r_lower_tf,false,true,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.06.10 10:15:00,2024.06.10 11:07:41,2024-06,server_08_15,2291.73,2297.48,2280.23,-1.005,-46.24,USDJPY,5,0.033,1.007,false,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,1.55,weak_higher_low,2292.14,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,2.18,0.0683,18.0,0.0,0.16,fixed_room2r_lower_tf,true,false,false,true,false,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.06.10 20:35:00,2024.06.11 04:02:42,2024-06,server_16_23,2311.24,2313.93,2305.86,2.078,105.5,USDJPY,5,2.9,0.788,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.86,last_higher_low,2301.34,m15_prev_extreme_bos,4.04,2.02,h1_counter_low,2300.37,1.65,0.1103,18.0,0.0,6.07,fixed_room2r_lower_tf,true,false,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.06.11 04:40:00,2024.06.11 05:09:11,2024-06,server_00_07,2308.46,2312.12,2301.14,2.0,95.16,USDJPY,5,2.454,0.003,true,true,true,none,ma_bias_pass,dow_bias_fail,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,1.95,last_higher_low,2308.76,m15_true_bos_close,0.0,0.0,no_known_obstacle,0.0,1.83,0.0898,18.0,0.0,0.15,fixed_room2r_lower_tf,true,false,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,SHORT,XAUUSD,XAUUSD SHORT,2024.06.14 10:30:00,2024.06.14 10:39:11,2024-06,server_08_15,2311.64,2313.52,2307.88,-1.0,-50.76,USDJPY,5,0.362,1.298,false,false,false,none,ma_bias_pass,dow_bias_fail,too_shallow_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,1.99,weak_higher_low,2303.52,m15_prev_extreme_bos,4.32,2.16,h1_counter_low,2303.52,1.41,0.1353,18.0,0.0,6.1,fixed_room2r_lower_tf,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,GBPJPY,SHORT,FX,FX SHORT,2024.06.14 10:10:00,2024.06.14 11:07:15,2024-06,server_08_15,201.234,201.639,200.424,2.0,97.96,USDJPY,5,2.509,0.257,true,true,true,none,ma_bias_fail,dow_bias_pass,too_deep_pullback,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,7.02,last_higher_low,201.201,m15_true_bos_close,2.88,1.44,h1_counter_low,200.066,1.93,0.1814,38.0,0.0,0.16,fixed_room2r_lower_tf,false,true,false,true,true,true,true,false,true,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.06.17 04:30:00,2024.06.17 05:01:49,2024-06,server_00_07,2326.61,2325.05,2329.73,-1.032,-51.52,USDJPY,5,1.212,1.372,true,true,false,none,ma_bias_fail,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_pass,4.24,last_lower_high,2329.65,m15_prev_extreme_bos,3.99,2.0,h1_counter_high,2332.84,1.01,0.1171,18.0,0.0,1.98,fixed_room2r_lower_tf,false,true,false,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,other
H1-M15-M5,Nested_Fixed_Room2R_LOWER_TF_BOTH_all_H1_M15_M5_2R,2024,2024,XAUUSD,LONG,XAUUSD,XAUUSD LONG,2024.06.17 10:40:00,2024.06.17 16:11:16,2024-06,server_08_15,2318.09,2315.29,2323.69,2.004,100.98,USDJPY,5,2.918,0.904,true,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,4.23,weak_lower_high,2326.2,m15_prev_extreme_bos,2.9,1.45,h1_counter_high,2326.2,1.86,0.1198,18.0,0.0,5.4,fixed_room2r_lower_tf,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
