period,selection_mode,scan_minutes,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2024,all,15,2024-11,14,7,7,50.0,93.14,422.45,-329.31,1.283,6.65,60.35,-47.04
2024,all,15,2024-12,7,2,5,28.57,-82.93,153.11,-236.04,0.649,-11.85,76.56,-47.21
2024,all,5,2024-01,30,11,19,36.67,-138.0,825.11,-963.11,0.857,-4.6,75.01,-50.69
2024,all,5,2024-02,5,2,3,40.0,7.01,146.74,-139.73,1.05,1.4,73.37,-46.58
2024,all,5,2024-03,15,9,6,60.0,327.9,666.79,-338.89,1.968,21.86,74.09,-56.48
2024,all,5,2024-04,12,7,5,58.33,275.97,515.94,-239.97,2.15,23.0,73.71,-47.99
2024,all,5,2024-05,6,3,3,50.0,61.24,228.43,-167.19,1.366,10.21,76.14,-55.73
2024,all,5,2024-06,12,4,8,33.33,-7.04,412.15,-419.19,0.983,-0.59,103.04,-52.4
2024,all,5,2024-07,19,10,9,52.63,301.21,776.55,-475.34,1.634,15.85,77.66,-52.82
2024,all,5,2024-08,19,5,14,26.32,-373.16,348.19,-721.35,0.483,-19.64,69.64,-51.52
2024,all,5,2024-09,11,4,7,36.36,-84.24,285.37,-369.61,0.772,-7.66,71.34,-52.8
2024,all,5,2024-10,19,7,12,36.84,-93.47,504.45,-597.92,0.844,-4.92,72.06,-49.83
2024,all,5,2024-11,21,13,8,61.9,521.73,918.18,-396.45,2.316,24.84,70.63,-49.56
2024,all,5,2024-12,9,3,6,33.33,-84.9,231.04,-315.94,0.731,-9.43,77.01,-52.66
2024,best,10,2024-01,19,7,12,36.84,-70.12,531.2,-601.32,0.883,-3.69,75.89,-50.11
2024,best,10,2024-02,3,2,1,66.67,103.0,146.74,-43.74,3.355,34.33,73.37,-43.74
2024,best,10,2024-03,7,5,2,71.43,240.73,347.41,-106.68,3.257,34.39,69.48,-53.34
2024,best,10,2024-04,7,4,3,57.14,147.73,300.47,-152.74,1.967,21.1,75.12,-50.91
2024,best,10,2024-05,6,3,3,50.0,69.1,228.43,-159.33,1.434,11.52,76.14,-53.11
2024,best,10,2024-06,8,3,5,37.5,-33.34,223.86,-257.2,0.87,-4.17,74.62,-51.44
2024,best,10,2024-07,13,7,6,53.85,221.39,539.28,-317.89,1.696,17.03,77.04,-52.98
2024,best,10,2024-08,13,4,9,30.77,-164.78,285.04,-449.82,0.634,-12.68,71.26,-49.98
2024,best,10,2024-09,10,3,7,30.0,-153.92,221.94,-375.86,0.59,-15.39,73.98,-53.69
2024,best,10,2024-10,13,6,7,46.15,90.2,430.74,-340.54,1.265,6.94,71.79,-48.65
2024,best,10,2024-11,15,8,7,53.33,166.43,533.5,-367.07,1.453,11.1,66.69,-52.44
2024,best,10,2024-12,8,3,5,37.5,-31.74,229.43,-261.17,0.878,-3.97,76.48,-52.23
2024,best,15,2024-01,16,5,11,31.25,-188.11,374.79,-562.9,0.666,-11.76,74.96,-51.17
2024,best,15,2024-02,3,1,2,33.33,-23.12,73.96,-97.08,0.762,-7.71,73.96,-48.54
2024,best,15,2024-03,8,3,5,37.5,-93.95,197.65,-291.6,0.678,-11.74,65.88,-58.32
2024,best,15,2024-04,3,3,0,100.0,185.23,185.23,0.0,,61.74,61.74,0.0
2024,best,15,2024-05,3,0,3,0.0,-143.9,0.0,-143.9,0.0,-47.97,0.0,-47.97
2024,best,15,2024-06,5,2,3,40.0,-2.4,144.0,-146.4,0.984,-0.48,72.0,-48.8
2024,best,15,2024-07,9,5,4,55.56,147.86,347.7,-199.84,1.74,16.43,69.54,-49.96
2024,best,15,2024-08,11,4,7,36.36,-97.51,250.84,-348.35,0.72,-8.86,62.71,-49.76
2024,best,15,2024-09,5,1,4,20.0,-140.8,66.19,-206.99,0.32,-28.16,66.19,-51.75
2024,best,15,2024-10,9,4,5,44.44,28.71,259.08,-230.37,1.125,3.19,64.77,-46.07
2024,best,15,2024-11,13,7,6,53.85,145.88,422.45,-276.57,1.527,11.22,60.35,-46.09
2024,best,15,2024-12,7,2,5,28.57,-82.93,153.11,-236.04,0.649,-11.85,76.56,-47.21
2024,best,5,2024-01,25,9,16,36.0,-138.23,669.29,-807.52,0.829,-5.53,74.37,-50.47
2024,best,5,2024-02,5,2,3,40.0,7.01,146.74,-139.73,1.05,1.4,73.37,-46.58
2024,best,5,2024-03,12,8,4,66.67,384.98,591.36,-206.38,2.865,32.08,73.92,-51.59
2024,best,5,2024-04,12,7,5,58.33,290.83,530.8,-239.97,2.212,24.24,75.83,-47.99
2024,best,5,2024-05,6,3,3,50.0,61.24,228.43,-167.19,1.366,10.21,76.14,-55.73
2024,best,5,2024-06,12,4,8,33.33,-12.28,412.15,-424.43,0.971,-1.02,103.04,-53.05
2024,best,5,2024-07,15,8,7,53.33,254.44,624.16,-369.72,1.688,16.96,78.02,-52.82
2024,best,5,2024-08,15,5,10,33.33,-158.65,364.05,-522.7,0.696,-10.58,72.81,-52.27
2024,best,5,2024-09,11,4,7,36.36,-88.95,285.37,-374.32,0.762,-8.09,71.34,-53.47
2024,best,5,2024-10,19,7,12,36.84,-103.96,510.98,-614.94,0.831,-5.47,73.0,-51.25
2024,best,5,2024-11,18,11,7,61.11,420.88,777.73,-356.85,2.179,23.38,70.7,-50.98
2024,best,5,2024-12,9,3,6,33.33,-84.9,231.04,-315.94,0.731,-9.43,77.01,-52.66
2025,all,10,2025-01,15,7,8,46.67,44.21,460.96,-416.75,1.106,2.95,65.85,-52.09
2025,all,10,2025-02,16,10,6,62.5,446.39,731.31,-284.92,2.567,27.9,73.13,-47.49
2025,all,10,2025-03,14,3,11,21.43,-330.39,221.23,-551.62,0.401,-23.6,73.74,-50.15
2025,all,10,2025-04,37,12,25,32.43,-380.64,794.13,-1174.77,0.676,-10.29,66.18,-46.99
2025,all,10,2025-05,16,5,11,31.25,-155.98,341.88,-497.86,0.687,-9.75,68.38,-45.26
2025,all,10,2025-06,15,7,8,46.67,115.92,474.29,-358.37,1.323,7.73,67.76,-44.8
2025,all,10,2025-07,19,5,14,26.32,-138.47,526.76,-665.23,0.792,-7.29,105.35,-47.52
2025,all,10,2025-08,9,3,6,33.33,-73.0,200.79,-273.79,0.733,-8.11,66.93,-45.63
2025,all,10,2025-09,13,5,8,38.46,-41.04,310.44,-351.48,0.883,-3.16,62.09,-43.93
2025,all,10,2025-10,13,6,7,46.15,90.45,366.12,-275.67,1.328,6.96,61.02,-39.38
2025,all,10,2025-11,19,8,11,42.11,28.33,484.37,-456.04,1.062,1.49,60.55,-41.46
2025,all,10,2025-12,16,3,13,18.75,-368.41,204.64,-573.05,0.357,-23.03,68.21,-44.08
2025,all,15,2025-01,7,4,3,57.14,100.33,276.56,-176.23,1.569,14.33,69.14,-58.74
2025,all,15,2025-02,8,5,3,62.5,217.31,362.35,-145.04,2.498,27.16,72.47,-48.35
2025,all,15,2025-03,13,2,11,15.38,-391.93,144.01,-535.94,0.269,-30.15,72.0,-48.72
2025,all,15,2025-04,28,13,15,46.43,195.82,903.32,-707.5,1.277,6.99,69.49,-47.17
2025,all,15,2025-05,13,4,9,30.77,-183.74,284.76,-468.5,0.608,-14.13,71.19,-52.06
2025,all,15,2025-06,14,7,7,50.0,131.51,482.34,-350.83,1.375,9.39,68.91,-50.12
2025,all,15,2025-07,10,2,8,20.0,-250.27,137.47,-387.74,0.355,-25.03,68.74,-48.47
2025,all,15,2025-08,5,2,3,40.0,1.6,143.19,-141.59,1.011,0.32,71.59,-47.2
2025,all,15,2025-09,10,5,5,50.0,85.48,329.08,-243.6,1.351,8.55,65.82,-48.72
2025,all,15,2025-10,11,6,5,54.55,152.52,376.65,-224.13,1.68,13.87,62.77,-44.83
2025,all,15,2025-11,15,9,6,60.0,310.97,586.35,-275.38,2.129,20.73,65.15,-45.9
2025,all,15,2025-12,13,1,12,7.69,-488.51,78.26,-566.77,0.138,-37.58,78.26,-47.23
2025,all,5,2025-01,20,9,11,45.0,38.47,602.81,-564.34,1.068,1.92,66.98,-51.3
2025,all,5,2025-02,19,12,7,63.16,525.2,860.36,-335.16,2.567,27.64,71.7,-47.88
2025,all,5,2025-03,22,4,18,18.18,-586.58,306.65,-893.23,0.343,-26.66,76.66,-49.62
2025,all,5,2025-04,48,20,28,41.67,20.57,1352.49,-1331.92,1.015,0.43,67.62,-47.57
2025,all,5,2025-05,23,8,15,34.78,-192.03,553.59,-745.62,0.742,-8.35,69.2,-49.71
2025,all,5,2025-06,17,7,10,41.18,13.84,495.88,-482.04,1.029,0.81,70.84,-48.2
2025,all,5,2025-07,26,10,16,38.46,43.46,819.39,-775.93,1.056,1.67,81.94,-48.5
2025,all,5,2025-08,11,4,7,36.36,-50.57,278.77,-329.34,0.846,-4.6,69.69,-47.05
2025,all,5,2025-09,19,5,14,26.32,-327.04,318.9,-645.94,0.494,-17.21,63.78,-46.14
2025,all,5,2025-10,22,11,11,50.0,237.79,694.03,-456.24,1.521,10.81,63.09,-41.48
2025,all,5,2025-11,23,11,12,47.83,142.6,684.67,-542.07,1.263,6.2,62.24,-45.17
2025,all,5,2025-12,19,5,14,26.32,-297.69,335.31,-633.0,0.53,-15.67,67.06,-45.21
2025,best,10,2025-01,15,7,8,46.67,44.21,460.96,-416.75,1.106,2.95,65.85,-52.09
2025,best,10,2025-02,16,10,6,62.5,446.39,731.31,-284.92,2.567,27.9,73.13,-47.49
2025,best,10,2025-03,14,3,11,21.43,-330.39,221.23,-551.62,0.401,-23.6,73.74,-50.15
2025,best,10,2025-04,30,9,21,30.0,-398.76,570.02,-968.78,0.588,-13.29,63.34,-46.13
2025,best,10,2025-05,15,5,10,33.33,-123.35,341.88,-465.23,0.735,-8.22,68.38,-46.52
2025,best,10,2025-06,15,7,8,46.67,115.92,474.29,-358.37,1.323,7.73,67.76,-44.8
2025,best,10,2025-07,18,5,13,27.78,-94.2,526.76,-620.96,0.848,-5.23,105.35,-47.77
2025,best,10,2025-08,9,3,6,33.33,-72.05,201.74,-273.79,0.737,-8.01,67.25,-45.63
2025,best,10,2025-09,13,5,8,38.46,-46.56,310.44,-357.0,0.87,-3.58,62.09,-44.62
2025,best,10,2025-10,13,6,7,46.15,90.45,366.12,-275.67,1.328,6.96,61.02,-39.38
2025,best,10,2025-11,19,8,11,42.11,28.33,484.37,-456.04,1.062,1.49,60.55,-41.46
2025,best,10,2025-12,16,3,13,18.75,-368.41,204.64,-573.05,0.357,-23.03,68.21,-44.08
2025,best,15,2025-01,7,4,3,57.14,100.33,276.56,-176.23,1.569,14.33,69.14,-58.74
2025,best,15,2025-02,8,5,3,62.5,217.31,362.35,-145.04,2.498,27.16,72.47,-48.35
2025,best,15,2025-03,13,2,11,15.38,-391.93,144.01,-535.94,0.269,-30.15,72.0,-48.72
2025,best,15,2025-04,25,11,14,44.0,105.7,765.48,-659.78,1.16,4.23,69.59,-47.13
2025,best,15,2025-05,12,4,8,33.33,-116.2,284.76,-400.96,0.71,-9.68,71.19,-50.12
2025,best,15,2025-06,14,7,7,50.0,131.51,482.34,-350.83,1.375,9.39,68.91,-50.12
2025,best,15,2025-07,10,2,8,20.0,-250.27,137.47,-387.74,0.355,-25.03,68.74,-48.47
2025,best,15,2025-08,5,2,3,40.0,1.6,143.19,-141.59,1.011,0.32,71.59,-47.2
2025,best,15,2025-09,10,5,5,50.0,85.48,329.08,-243.6,1.351,8.55,65.82,-48.72
2025,best,15,2025-10,10,5,5,50.0,78.48,302.61,-224.13,1.35,7.85,60.52,-44.83
2025,best,15,2025-11,15,9,6,60.0,310.97,586.35,-275.38,2.129,20.73,65.15,-45.9
2025,best,15,2025-12,13,1,12,7.69,-493.22,67.08,-560.3,0.12,-37.94,67.08,-46.69
2025,best,5,2025-01,17,8,9,47.06,64.22,528.23,-464.01,1.138,3.78,66.03,-51.56
2025,best,5,2025-02,19,12,7,63.16,525.2,860.36,-335.16,2.567,27.64,71.7,-47.88
2025,best,5,2025-03,21,3,18,14.29,-682.34,208.29,-890.63,0.234,-32.49,69.43,-49.48
2025,best,5,2025-04,36,12,24,33.33,-286.87,810.66,-1097.53,0.739,-7.97,67.55,-45.73
2025,best,5,2025-05,21,9,12,42.86,44.78,596.73,-551.95,1.081,2.13,66.3,-46.0
2025,best,5,2025-06,17,7,10,41.18,17.68,495.88,-478.2,1.037,1.04,70.84,-47.82
2025,best,5,2025-07,24,10,14,41.67,146.32,817.25,-670.93,1.218,6.1,81.72,-47.92
2025,best,5,2025-08,11,4,7,36.36,-50.57,278.77,-329.34,0.846,-4.6,69.69,-47.05
2025,best,5,2025-09,19,5,14,26.32,-327.04,318.9,-645.94,0.494,-17.21,63.78,-46.14
2025,best,5,2025-10,20,9,11,45.0,133.01,589.25,-456.24,1.292,6.65,65.47,-41.48
2025,best,5,2025-11,23,11,12,47.83,146.28,664.91,-518.63,1.282,6.36,60.45,-43.22
2025,best,5,2025-12,19,5,14,26.32,-297.69,335.31,-633.0,0.53,-15.67,67.06,-45.21
2026YTD,all,10,2026-01,13,6,7,46.15,21.45,374.86,-353.41,1.061,1.65,62.48,-50.49
2026YTD,all,10,2026-02,14,5,9,35.71,94.1,476.02,-381.92,1.246,6.72,95.2,-42.44
2026YTD,all,10,2026-03,12,5,7,41.67,79.38,426.29,-346.91,1.229,6.62,85.26,-49.56
2026YTD,all,10,2026-04,8,4,4,50.0,55.56,242.06,-186.5,1.298,6.95,60.52,-46.62
2026YTD,all,10,2026-05,14,9,5,64.29,354.45,602.49,-248.04,2.429,25.32,66.94,-49.61
2026YTD,all,15,2026-01,13,5,8,38.46,24.23,382.5,-358.27,1.068,1.86,76.5,-44.78
2026YTD,all,15,2026-02,8,3,5,37.5,-5.7,218.84,-224.54,0.975,-0.71,72.95,-44.91
2026YTD,all,15,2026-03,7,2,5,28.57,-73.29,142.13,-215.42,0.66,-10.47,71.06,-43.08
2026YTD,all,15,2026-04,5,1,4,20.0,-115.71,70.4,-186.11,0.378,-23.14,70.4,-46.53
2026YTD,all,15,2026-05,9,6,3,66.67,258.4,392.81,-134.41,2.922,28.71,65.47,-44.8
2026YTD,all,15,2026-06,1,0,1,0.0,-47.52,0.0,-47.52,0.0,-47.52,0.0,-47.52
2026YTD,all,5,2026-01,21,10,11,47.62,243.37,755.48,-512.11,1.475,11.59,75.55,-46.56
2026YTD,all,5,2026-02,18,7,11,38.89,129.28,611.52,-482.24,1.268,7.18,87.36,-43.84
2026YTD,all,5,2026-03,21,10,11,47.62,237.56,761.33,-523.77,1.454,11.31,76.13,-47.62
2026YTD,all,5,2026-04,10,4,6,40.0,4.12,290.69,-286.57,1.014,0.41,72.67,-47.76
2026YTD,all,5,2026-05,21,11,10,52.38,199.74,752.97,-553.23,1.361,9.51,68.45,-55.32
2026YTD,all,5,2026-06,1,0,1,0.0,-55.44,0.0,-55.44,0.0,-55.44,0.0,-55.44
2026YTD,best,10,2026-01,13,6,7,46.15,21.45,374.86,-353.41,1.061,1.65,62.48,-50.49
2026YTD,best,10,2026-02,14,5,9,35.71,94.1,476.02,-381.92,1.246,6.72,95.2,-42.44
2026YTD,best,10,2026-03,12,5,7,41.67,79.38,426.29,-346.91,1.229,6.62,85.26,-49.56
2026YTD,best,10,2026-04,8,4,4,50.0,55.56,242.06,-186.5,1.298,6.95,60.52,-46.62
2026YTD,best,10,2026-05,14,9,5,64.29,354.45,602.49,-248.04,2.429,25.32,66.94,-49.61
2026YTD,best,15,2026-01,13,5,8,38.46,24.23,382.5,-358.27,1.068,1.86,76.5,-44.78
2026YTD,best,15,2026-02,8,3,5,37.5,-5.7,218.84,-224.54,0.975,-0.71,72.95,-44.91
2026YTD,best,15,2026-03,7,2,5,28.57,-73.29,142.13,-215.42,0.66,-10.47,71.06,-43.08
2026YTD,best,15,2026-04,5,1,4,20.0,-115.71,70.4,-186.11,0.378,-23.14,70.4,-46.53
2026YTD,best,15,2026-05,9,6,3,66.67,258.4,392.81,-134.41,2.922,28.71,65.47,-44.8
2026YTD,best,15,2026-06,1,0,1,0.0,-47.52,0.0,-47.52,0.0,-47.52,0.0,-47.52
2026YTD,best,5,2026-01,20,10,10,50.0,292.96,755.48,-462.52,1.633,14.65,75.55,-46.25
2026YTD,best,5,2026-02,15,6,9,40.0,147.88,534.72,-386.84,1.382,9.86,89.12,-42.98
2026YTD,best,5,2026-03,21,10,11,47.62,233.86,761.33,-527.47,1.443,11.14,76.13,-47.95
2026YTD,best,5,2026-04,10,4,6,40.0,4.12,290.69,-286.57,1.014,0.41,72.67,-47.76
2026YTD,best,5,2026-05,21,11,10,52.38,185.77,752.97,-567.2,1.328,8.85,68.45,-56.72
2026YTD,best,5,2026-06,1,0,1,0.0,-55.44,0.0,-55.44,0.0,-55.44,0.0,-55.44
