period,selection_mode,scan_minutes,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2025,best,10,XAUUSD,159,64,95,40.25,101.45,4380.73,-4279.28,1.024,0.64,68.45,-45.05
2025,best,15,AUDJPY,1,0,1,0.0,-50.85,0.0,-50.85,0.0,-50.85,0.0,-50.85
2025,best,15,EURJPY,5,1,4,20.0,-128.16,69.9,-198.06,0.353,-25.63,69.9,-49.52
2025,best,15,EURUSD,4,3,1,75.0,169.94,219.99,-50.05,4.395,42.48,73.33,-50.05
2025,best,15,GBPUSD,2,0,2,0.0,-98.43,0.0,-98.43,0.0,-49.22,0.0,-49.22
2025,best,15,USDJPY,20,6,14,30.0,-249.04,450.66,-699.7,0.644,-12.45,75.11,-49.98
2025,best,15,XAUUSD,110,47,63,42.73,136.3,3140.73,-3004.43,1.045,1.24,66.82,-47.69
2025,best,5,AUDJPY,1,0,1,0.0,-50.85,0.0,-50.85,0.0,-50.85,0.0,-50.85
2025,best,5,EURJPY,7,3,4,42.86,20.33,216.72,-196.39,1.104,2.9,72.24,-49.1
2025,best,5,EURUSD,8,2,6,25.0,-145.93,141.93,-287.86,0.493,-18.24,70.97,-47.98
2025,best,5,GBPJPY,1,0,1,0.0,-47.11,0.0,-47.11,0.0,-47.11,0.0,-47.11
2025,best,5,GBPUSD,5,0,5,0.0,-244.4,0.0,-244.4,0.0,-48.88,0.0,-48.88
2025,best,5,USDJPY,33,13,20,39.39,-14.04,949.72,-963.76,0.985,-0.43,73.06,-48.19
2025,best,5,XAUUSD,192,77,115,40.1,-85.02,5196.17,-5281.19,0.984,-0.44,67.48,-45.92
2026YTD,all,10,EURUSD,2,1,1,50.0,25.3,75.14,-49.84,1.508,12.65,75.14,-49.84
2026YTD,all,10,GBPUSD,1,0,1,0.0,-50.19,0.0,-50.19,0.0,-50.19,0.0,-50.19
2026YTD,all,10,USDJPY,2,0,2,0.0,-101.21,0.0,-101.21,0.0,-50.61,0.0,-50.61
2026YTD,all,10,XAUUSD,56,28,28,50.0,731.04,2046.58,-1315.54,1.556,13.05,73.09,-46.98
2026YTD,all,15,GBPUSD,1,0,1,0.0,-47.8,0.0,-47.8,0.0,-47.8,0.0,-47.8
2026YTD,all,15,USDJPY,4,1,3,25.0,-82.5,65.72,-148.22,0.443,-20.63,65.72,-49.41
2026YTD,all,15,XAUUSD,38,16,22,42.11,170.71,1140.96,-970.25,1.176,4.49,71.31,-44.1
2026YTD,all,5,EURUSD,3,2,1,66.67,110.22,161.84,-51.62,3.135,36.74,80.92,-51.62
2026YTD,all,5,GBPUSD,3,1,2,33.33,-21.29,76.8,-98.09,0.783,-7.1,76.8,-49.05
2026YTD,all,5,USDJPY,4,1,3,25.0,-79.29,71.69,-150.98,0.475,-19.82,71.69,-50.33
2026YTD,all,5,XAUUSD,82,38,44,46.34,748.99,2861.66,-2112.67,1.355,9.13,75.31,-48.02
2026YTD,best,10,EURUSD,2,1,1,50.0,25.3,75.14,-49.84,1.508,12.65,75.14,-49.84
2026YTD,best,10,GBPUSD,1,0,1,0.0,-50.19,0.0,-50.19,0.0,-50.19,0.0,-50.19
2026YTD,best,10,USDJPY,2,0,2,0.0,-101.21,0.0,-101.21,0.0,-50.61,0.0,-50.61
2026YTD,best,10,XAUUSD,56,28,28,50.0,731.04,2046.58,-1315.54,1.556,13.05,73.09,-46.98
2026YTD,best,15,GBPUSD,1,0,1,0.0,-47.8,0.0,-47.8,0.0,-47.8,0.0,-47.8
2026YTD,best,15,USDJPY,4,1,3,25.0,-82.5,65.72,-148.22,0.443,-20.63,65.72,-49.41
2026YTD,best,15,XAUUSD,38,16,22,42.11,170.71,1140.96,-970.25,1.176,4.49,71.31,-44.1
2026YTD,best,5,EURUSD,3,2,1,66.67,110.22,161.84,-51.62,3.135,36.74,80.92,-51.62
2026YTD,best,5,GBPUSD,2,0,2,0.0,-101.79,0.0,-101.79,0.0,-50.89,0.0,-50.89
2026YTD,best,5,USDJPY,3,1,2,33.33,-29.7,71.69,-101.39,0.707,-9.9,71.69,-50.7
2026YTD,best,5,XAUUSD,80,38,42,47.5,830.42,2861.66,-2031.24,1.409,10.38,75.31,-48.36
