period,run_id,scenario,source,symbol,direction,time,close_time,entry_price,sl,tp,result_R,net_profit,fx_bucket,session,month,scan_driver_symbol,max_favorable_r,max_adverse_r,reached_1R,reached_2R,h4_bias_state,h4_ma_state,h4_dow_state,h4_fib_zone,h4_fib_retracement_pct,h1_pullback_type,h1_prev_extreme_break_state,h1_counter_nwave_state,h1_counter_wave_atr,bos_level_type,true_bos_level,m15_trigger_type,room_to_1r,room_to_2r,nearest_obstacle_type,nearest_obstacle_price,sl_atr,distance_bos_to_entry_atr,distance_neckline_to_entry_atr,label,cond_h4_bias_ma,cond_h4_dow_bias,cond_h4_fib_382_618,cond_h1_prev_extreme_break,cond_h1_counter_nwave,cond_h1_counter_wave_atr,cond_true_bos_level,cond_m15_prev_extreme_bos,cond_m15_close_bos,cond_room_to_1r,cond_room_to_2r,cond_sl_atr_ok,audit_h4_bias_ok,audit_h1_pullback_ok,audit_h1_clean_pullback_type,audit_m15_reversal_ok,audit_dow_structure_ok,audit_room_to_target_ok,audit_fractal_entry_quality,audit_failure_type
2025-02,E,Nested_Fixed_H4Fib_Room2R_BOTH_all_H4_H1_M15_2R,fixed_condition,USDJPY,SHORT,2025.02.24 16:50:00,2025.02.24 17:06:13,149.423,149.506,149.257,2.0,100.1,FX,server_16_23,2025-02,USDJPY,2.434,1.133,true,true,none,ma_bias_pass,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.5,last_higher_low,149.226,m15_prev_extreme_bos,2.04,1.02,h4_impulse_low,149.254,0.61,0.0,1.45,fixed_h4fib_room2r,true,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2025-02,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.02.06 22:50:00,2025.02.07 03:23:02,2854.64,2850.22,2863.48,2.0,88.58,XAUUSD,server_16_23,2025-02,USDJPY,2.701,0.172,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.93,0.0,0.43,weak_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.02.12 01:50:00,2025.02.12 02:04:30,2900.55,2896.77,2908.11,-1.0,-49.14,XAUUSD,server_00_07,2025-02,USDJPY,0.037,1.447,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.69,0.0,0.38,weak_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,EURJPY,SHORT,2025.02.21 06:20:00,2025.02.21 09:31:12,157.77,158.112,157.086,-1.003,-50.1,FX,server_00_07,2025-02,USDJPY,0.249,1.12,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.61,0.0,0.5,strong_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,SHORT,2025.02.24 01:05:00,2025.02.24 02:53:53,2939.54,2943.01,2932.6,2.009,97.58,XAUUSD,server_00_07,2025-02,USDJPY,4.729,0.28,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.16,0.0,0.6,strong_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,USDJPY,SHORT,2025.02.24 19:05:00,2025.02.25 01:10:07,149.631,149.885,149.123,-1.0,-52.56,FX,server_16_23,2025-02,USDJPY,0.996,1.079,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.43,0.0,0.17,weak_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,H,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,comparison,AUDJPY,SHORT,2025.02.24 19:05:00,2025.02.25 17:00:06,95.151,95.466,94.521,2.025,95.86,FX,server_16_23,2025-02,USDJPY,3.454,0.476,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.93,0.0,0.77,weak_breakout_clean_context,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,EURJPY,SHORT,2025.02.04 08:05:00,2025.02.04 09:37:57,159.853,160.161,159.237,-1.01,-50.05,FX,server_08_15,2025-02,USDJPY,0.399,1.068,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.83,0.0,0.97,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,EURUSD,SHORT,2025.02.04 19:35:00,2025.02.04 23:02:30,1.03715,1.03885,1.03375,-1.0,-49.3,FX,server_16_23,2025-02,USDJPY,0.388,0.9,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.37,0.0,0.09,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.02.06 22:35:00,2025.02.07 03:40:03,2854.89,2850.22,2864.23,2.0,85.52,XAUUSD,server_16_23,2025-02,USDJPY,2.801,0.216,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.91,0.0,0.51,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.02.11 18:05:00,2025.02.12 02:52:31,2904.63,2890.47,2932.95,-1.002,-44.93,XAUUSD,server_16_23,2025-02,USDJPY,0.28,1.094,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,2.03,0.0,0.04,neckline_break_initial,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,GBPJPY,LONG,2025.02.13 20:20:00,2025.02.13 20:40:58,191.835,191.637,192.231,-1.035,-50.82,FX,server_16_23,2025-02,USDJPY,0.581,2.934,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,0.78,0.0,0.26,clean_nested_nwave_entry,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,GBPJPY,LONG,2025.02.14 11:50:00,2025.02.14 18:20:48,192.058,191.641,192.892,-1.0,-49.37,FX,server_08_15,2025-02,USDJPY,1.024,1.053,true,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.92,0.0,0.4,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,EURJPY,SHORT,2025.02.21 06:05:00,2025.02.21 09:31:12,157.827,158.112,157.257,-1.004,-47.47,FX,server_00_07,2025-02,USDJPY,0.498,1.144,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.33,0.0,0.23,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,EURJPY,SHORT,2025.02.21 10:35:00,2025.02.21 16:47:32,157.819,158.183,157.091,2.003,97.32,FX,server_08_15,2025-02,USDJPY,3.063,0.055,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,2.2,0.0,0.35,neckline_break_initial,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,SHORT,2025.02.24 01:05:00,2025.02.24 02:53:53,2939.54,2943.01,2932.6,2.009,97.58,XAUUSD,server_00_07,2025-02,USDJPY,4.729,0.28,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.16,0.0,0.6,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,USDJPY,SHORT,2025.02.24 18:20:00,2025.02.25 01:10:06,149.533,149.882,148.835,-1.0,-51.38,FX,server_16_23,2025-02,USDJPY,0.444,1.066,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,2.11,0.0,0.41,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,AUDJPY,SHORT,2025.02.24 18:35:00,2025.02.25 10:00:12,95.173,95.466,94.587,2.0,95.53,FX,server_16_23,2025-02,USDJPY,2.201,0.437,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.8,0.0,0.63,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,GBPJPY,LONG,2025.02.25 13:05:00,2025.02.25 17:00:11,189.106,188.758,189.802,-1.0,-48.76,FX,server_08_15,2025-02,USDJPY,1.799,2.207,true,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.33,0.0,0.21,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,I,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,comparison,EURUSD,LONG,2025.02.26 19:50:00,2025.02.27 02:58:37,1.04942,1.04768,1.0529,-1.006,-54.67,FX,server_16_23,2025-02,USDJPY,0.31,1.264,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.55,0.0,0.2,neckline_break_late,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,J,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,comparison,EURJPY,SHORT,2025.02.04 08:50:00,2025.02.04 09:37:57,159.824,160.161,159.15,-1.009,-50.34,FX,server_08_15,2025-02,USDJPY,0.279,1.062,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.86,0.0,1.06,retest_confirmation_entry,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,J,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,comparison,EURUSD,SHORT,2025.02.04 19:35:00,2025.02.04 23:02:30,1.03715,1.03885,1.03375,-1.0,-49.3,FX,server_16_23,2025-02,USDJPY,0.388,0.9,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.37,0.0,0.09,retest_confirmation_entry,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,J,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,LONG,2025.02.06 22:50:00,2025.02.07 03:23:02,2854.64,2850.22,2863.48,2.0,88.58,XAUUSD,server_16_23,2025-02,USDJPY,2.701,0.172,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.93,0.0,0.43,retest_confirmation_entry,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-02,J,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,comparison,GBPJPY,LONG,2025.02.13 20:20:00,2025.02.13 20:40:58,191.835,191.637,192.231,-1.035,-50.82,FX,server_16_23,2025-02,USDJPY,0.581,2.934,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,0.78,0.0,0.26,retest_then_go_after_return_inside,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,J,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,comparison,EURJPY,SHORT,2025.02.21 06:20:00,2025.02.21 09:31:12,157.77,158.112,157.086,-1.003,-47.83,FX,server_00_07,2025-02,USDJPY,0.249,1.12,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.61,0.0,0.5,retest_confirmation_entry,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,K,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,comparison,EURJPY,SHORT,2025.02.21 06:20:00,2025.02.21 09:31:12,157.77,158.112,157.086,-1.003,-47.83,FX,server_00_07,2025-02,USDJPY,0.249,1.12,false,false,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.61,0.0,0.5,strong_breakout,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,bad_h4_bias
2025-02,K,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,comparison,XAUUSD,SHORT,2025.02.24 01:05:00,2025.02.24 02:53:53,2939.54,2943.01,2932.6,2.009,97.58,XAUUSD,server_00_07,2025-02,USDJPY,4.729,0.28,true,true,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,0.0,1.16,0.0,0.6,strong_breakout,false,false,false,false,false,false,false,false,false,false,false,false,false,false,unclear,false,false,false,unclear,
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,GBPUSD,SHORT,2025.08.04 18:35:00,2025.08.05 19:30:05,1.32859,1.3315,1.32277,-1.0,-49.68,FX,server_16_23,2025-08,USDJPY,0.924,1.017,false,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.84,last_higher_low,1.32636,m15_prev_extreme_bos,1.14,0.57,h1_counter_low,1.32526,1.91,0.0,1.46,condition_factorial_candidate,true,false,false,true,true,true,true,true,false,true,false,true,true,true,prev_extreme_break,true,true,false,chasing,target_blocked
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2025.08.12 15:35:00,2025.08.12 17:15:21,3350.6,3358.35,3335.1,2.039,94.8,XAUUSD,server_08_15,2025-08,USDJPY,2.521,0.956,true,true,none,ma_bias_fail,dow_bias_pass,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,1.45,weak_higher_low,3342.25,m15_true_bos_close,1.08,0.54,h1_counter_low,3342.25,1.74,0.0,1.87,condition_factorial_candidate,false,true,false,true,false,true,true,false,true,true,false,true,true,true,prev_extreme_break,true,true,false,chasing,
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2025.08.15 11:35:00,2025.08.18 02:17:57,3340.81,3348.93,3324.57,2.039,100.99,XAUUSD,server_08_15,2025-08,USDJPY,2.131,0.631,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,3.84,last_higher_low,3332.19,m15_prev_extreme_bos,1.35,0.68,h1_counter_low,3329.82,2.14,0.0,2.27,condition_factorial_candidate,true,false,false,true,true,true,true,true,false,true,false,true,true,true,prev_extreme_break,true,true,false,chasing,
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,GBPUSD,LONG,2025.08.15 18:50:00,2025.08.18 09:28:20,1.35658,1.35426,1.36122,-1.0,-48.91,FX,server_16_23,2025-08,USDJPY,0.0,1.129,false,false,none,ma_bias_pass,dow_bias_pass,too_shallow_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,0.0,weak_lower_high,1.35594,m15_true_bos_close,1.22,0.61,h4_impulse_high,1.35941,2.14,0.0,0.59,condition_factorial_candidate,true,true,false,true,false,false,true,false,true,true,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,LONG,2025.08.19 12:35:00,2025.08.19 13:24:00,147.783,147.599,148.151,-1.0,-49.86,FX,server_08_15,2025-08,USDJPY,0.011,1.033,false,false,none,ma_bias_pass,dow_bias_pass,too_deep_pullback,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.83,weak_lower_high,148.105,m15_prev_extreme_bos,0.93,0.46,h4_impulse_high,147.954,2.19,0.0,3.84,condition_factorial_candidate,true,true,false,true,false,true,true,true,false,false,false,true,true,true,prev_extreme_break,true,true,false,chasing,target_blocked
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2025.08.19 15:20:00,2025.08.19 16:07:49,3338.77,3341.92,3332.47,2.003,94.65,XAUUSD,server_08_15,2025-08,USDJPY,4.108,0.4,true,true,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_fail,2.11,weak_higher_low,3326.04,m15_prev_extreme_bos,4.04,2.02,h1_counter_low,3326.04,1.33,0.0,5.38,condition_factorial_candidate,true,false,false,true,false,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,acceptable_fractal,
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,LONG,2025.08.20 11:05:00,2025.08.20 13:15:48,147.583,147.403,147.943,-1.017,-50.9,FX,server_08_15,2025-08,USDJPY,0.311,1.233,false,false,none,ma_bias_pass,dow_bias_fail,valid_h4_pullback_zone,0.0,pullback_down,prev_extreme_break,counter_nwave_fail,1.39,weak_lower_high,147.811,m15_prev_extreme_bos,1.27,0.63,h1_counter_high,147.811,1.7,0.0,2.16,condition_factorial_candidate,true,false,true,true,false,true,true,true,false,true,false,true,true,true,prev_extreme_break,true,true,false,chasing,target_blocked
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,XAUUSD,SHORT,2025.08.21 02:50:00,2025.08.21 07:28:20,3346.58,3350.37,3339.0,2.0,98.54,XAUUSD,server_00_07,2025-08,USDJPY,2.116,0.348,true,true,none,ma_bias_fail,dow_bias_pass,valid_h4_pullback_zone,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,6.54,last_higher_low,3320.9,m15_prev_extreme_bos,5.42,2.71,h4_impulse_low,3326.04,2.14,0.0,14.5,condition_factorial_candidate,false,true,true,true,true,true,true,true,false,true,true,true,true,true,prev_extreme_break,true,true,true,clean_fractal,
2025-08,A,Nested_ConditionFactorial_Candidates_BOTH_all_H4_H1_M15_2R,condition_factorial,USDJPY,SHORT,2025.08.26 05:50:00,2025.08.27 07:20:10,147.571,147.947,146.819,-1.0,-50.57,FX,server_00_07,2025-08,USDJPY,1.277,0.989,true,false,none,ma_bias_pass,dow_bias_fail,unknown,0.0,pullback_up,prev_extreme_break,counter_nwave_pass,2.76,last_higher_low,147.633,m15_true_bos_close,0.77,0.39,h1_counter_low,147.281,2.19,0.0,0.36,condition_factorial_candidate,true,false,false,true,true,true,true,false,true,false,false,true,true,true,prev_extreme_break,true,true,false,unclear,target_blocked
