period,month,run,scenario,trade_index,open_time,close_time,symbol,fx_vs_xauusd,direction,net_profit,result_R,session,label,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,structural_bos_state,m15_confirmation_type,h1_bos_level,true_bos_level,bos_level_source_pivot,distance_bos_to_entry_atr,bars_since_bos,sl_atr,h4_pivot_sequence,h1_pivot_sequence,h4_impulse_atr,h1_counter_wave_atr,h4_correction_depth,room_to_1r,room_to_2r,room_to_target_label,breakout_quality_label,context_quality_label,scan_driver_symbol,max_favorable_r,max_adverse_r,reached_0_5R,reached_1R,reached_1_5R,reached_2R
2025-02,2025-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,1,2025.02.06 22:50:00,2025.02.07 03:23:02,XAUUSD,XAUUSD,LONG,88.58,2.0,server_16_23,weak_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.93,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,2.701,0.172,True,True,True,True
2025-02,2025-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,2,2025.02.12 01:50:00,2025.02.12 02:04:30,XAUUSD,XAUUSD,LONG,-49.14,-1.0,server_00_07,weak_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.69,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,0.037,1.447,False,False,False,False
2025-02,2025-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,3,2025.02.21 06:20:00,2025.02.21 09:31:12,EURJPY,FX,SHORT,-50.1,-1.003,server_00_07,strong_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.61,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,0.249,1.12,False,False,False,False
2025-02,2025-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,4,2025.02.24 01:05:00,2025.02.24 02:53:53,XAUUSD,XAUUSD,SHORT,97.58,2.009,server_00_07,strong_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.16,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,4.729,0.28,True,True,True,True
2025-02,2025-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,5,2025.02.24 19:05:00,2025.02.25 01:10:07,USDJPY,FX,SHORT,-52.56,-1.0,server_16_23,weak_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.43,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,0.996,1.079,True,False,False,False
2025-02,2025-02,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,6,2025.02.24 19:05:00,2025.02.25 17:00:06,AUDJPY,FX,SHORT,95.86,2.025,server_16_23,weak_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.93,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,3.454,0.476,True,True,True,True
2025-02,2025-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,1,2025.02.03 01:50:00,2025.02.03 02:02:16,EURJPY,FX,SHORT,-49.3,-1.017,server_00_07,chasing_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,h1_bos_confirmed,m15_bos_confirmed,160.193,0.0,,2.41,7,0.67,,,0.0,0.0,0.0,0.0,0.0,,dirty_breakout,not_evaluated,USDJPY,0.776,1.71,True,False,False,False
2025-02,2025-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,2,2025.02.03 01:50:00,2025.02.03 02:08:16,AUDJPY,FX,SHORT,-48.24,-1.0,server_00_07,chasing_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,h1_bos_confirmed,m15_bos_confirmed,96.094,0.0,,2.82,7,1.09,,,0.0,0.0,0.0,0.0,0.0,,dirty_breakout,not_evaluated,USDJPY,0.549,1.011,True,False,False,False
2025-02,2025-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,3,2025.02.03 02:50:00,2025.02.03 03:26:20,EURJPY,FX,SHORT,-48.85,-1.006,server_00_07,late_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,late_entry,h1_bos_confirmed,m15_bos_confirmed,160.193,0.0,,1.8,11,0.72,,,0.0,0.0,0.0,0.0,0.0,,dirty_breakout,not_evaluated,USDJPY,0.814,1.078,True,False,False,False
2025-02,2025-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,4,2025.02.03 02:20:00,2025.02.03 04:12:24,AUDJPY,FX,SHORT,97.9,2.0,server_00_07,chasing_entry,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_entry,h1_bos_confirmed,m15_bos_confirmed,96.094,0.0,,2.49,9,0.91,,,0.0,0.0,0.0,0.0,0.0,,dirty_breakout,not_evaluated,USDJPY,2.329,0.683,True,True,True,True
2025-02,2025-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,5,2025.02.04 08:05:00,2025.02.04 09:37:57,EURJPY,FX,SHORT,-50.05,-1.01,server_08_15,clean_structural_bos,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,clean_structural_bos,h1_bos_confirmed,m15_retest_reclaim,159.995,0.0,,0.84,4,1.83,,,0.0,0.0,0.0,0.0,0.0,,dirty_breakout,not_evaluated,USDJPY,0.399,1.068,False,False,False,False
2025-02,2025-02,E,Nested_NWave_StructuralBOS_BOTH_all_H4_H1_M15_2R,6,2025.02.25 15:50:00,2025.02.25 16:12:55,GBPJPY,FX,LONG,-48.4,-1.008,server_08_15,clean_structural_bos,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_structural_bos,h1_bos_confirmed,m15_retest_reclaim,189.28,0.0,,0.46,5,1.17,,,0.0,0.0,0.0,0.0,0.0,,dirty_breakout,not_evaluated,USDJPY,0.389,1.351,False,False,False,False
2025-08,2025-08,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,1,2025.08.06 16:35:00,2025.08.07 04:43:19,XAUUSD,XAUUSD,LONG,80.9,2.009,server_16_23,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.8,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.254,0.247,True,True,True,True
2025-08,2025-08,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,2,2025.08.21 17:20:00,2025.08.22 03:56:41,GBPJPY,FX,SHORT,-52.72,-1.006,server_16_23,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.74,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.616,0.991,True,False,False,False
2025-08,2025-08,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,1,2025.08.06 16:35:00,2025.08.07 04:43:19,XAUUSD,XAUUSD,LONG,80.9,2.009,server_16_23,retest_confirmation_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.8,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.254,0.247,True,True,True,True
2025-10,2025-10,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,1,2025.10.02 06:00:00,2025.10.02 11:49:35,XAUUSD,XAUUSD,LONG,99.6,2.0,server_00_07,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,0.97,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.484,0.904,True,True,True,True
2025-10,2025-10,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,2,2025.10.10 15:05:00,2025.10.10 18:05:47,XAUUSD,XAUUSD,SHORT,-49.4,-1.001,server_08_15,neckline_break_initial,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.62,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.412,2.596,True,True,False,False
2025-10,2025-10,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,3,2025.10.16 16:35:00,2025.10.16 17:33:39,USDJPY,FX,SHORT,98.56,2.0,server_16_23,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.54,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.627,0.136,True,True,True,True
2025-10,2025-10,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,4,2025.10.20 09:20:00,2025.10.20 12:08:20,USDJPY,FX,SHORT,100.87,2.025,server_08_15,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.08,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.234,0.614,True,True,True,True
2025-10,2025-10,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,5,2025.10.17 23:35:00,2025.10.20 15:35:45,XAUUSD,XAUUSD,LONG,63.98,2.0,server_16_23,neckline_break_initial,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_initial,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.07,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.566,0.776,True,True,True,True
2025-10,2025-10,B,Nested_NWave_RetestConfirmation_BOTH_all_H4_H1_M15_2R,1,2025.10.02 06:00:00,2025.10.02 11:49:35,XAUUSD,XAUUSD,LONG,99.6,2.0,server_00_07,retest_then_go_after_return_inside,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,retest_confirmed,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,0.97,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.484,0.904,True,True,True,True
2025-10,2025-10,C,Nested_NWave_BreakoutQualityRouter_BOTH_all_H4_H1_M15_2R,1,2025.10.02 06:15:00,2025.10.02 14:18:32,XAUUSD,XAUUSD,LONG,93.96,2.0,server_00_07,strong_breakout,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,router_strong_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.63,,,0.0,0.0,0.0,0.0,0.0,,strong_breakout,clean_context,USDJPY,2.125,0.941,True,True,True,True
2025-10,2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,1,2025.10.02 06:00:00,2025.10.02 11:49:35,XAUUSD,XAUUSD,LONG,99.6,2.0,server_00_07,weak_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,0.97,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,2.484,0.904,True,True,True,True
2025-10,2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,2,2025.10.10 15:05:00,2025.10.10 18:05:47,XAUUSD,XAUUSD,SHORT,-49.4,-1.001,server_08_15,weak_breakout_clean_context,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.62,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,1.412,2.596,True,True,False,False
2025-10,2025-10,D,Nested_NWave_ContextQualityRouterV2_BOTH_all_H4_H1_M15_2R,3,2025.10.20 01:50:00,2025.10.20 02:49:23,XAUUSD,XAUUSD,LONG,-45.44,-1.0,server_00_07,weak_breakout_clean_context,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,context_router_weak_clean_instant,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.66,,,0.0,0.0,0.0,0.0,0.0,,weak_breakout,clean_context,USDJPY,0.004,1.65,False,False,False,False
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,1,2026.01.14 20:05:00,2026.01.16 04:40:12,USDJPY,FX,LONG,-43.42,-1.004,server_16_23,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.2,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.914,1.5,True,True,True,False
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,2,2026.01.16 15:35:00,2026.01.16 17:39:05,GBPUSD,FX,SHORT,99.94,2.039,server_08_15,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.67,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.69,0.566,True,True,True,True
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,3,2026.01.16 18:05:00,2026.01.19 01:43:29,GBPUSD,FX,SHORT,-48.89,-1.005,server_16_23,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.17,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.864,1.077,True,True,True,False
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,4,2026.01.21 16:05:00,2026.01.21 21:31:09,GBPUSD,FX,LONG,-47.96,-1.0,server_16_23,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,2.16,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.22,1.055,True,True,False,False
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,5,2026.01.28 13:05:00,2026.01.28 13:08:17,GBPUSD,FX,LONG,-49.28,-1.0,server_08_15,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,0.62,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,1.416,1.519,True,True,False,False
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,6,2026.01.28 20:05:00,2026.01.28 20:38:13,GBPUSD,FX,LONG,-48.0,-1.0,server_16_23,clean_nested_nwave_entry,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,clean_nested_nwave_entry,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.02,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,0.146,1.354,False,False,False,False
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,7,2026.01.29 01:05:00,2026.01.29 09:03:55,EURUSD,FX,LONG,98.55,2.017,server_00_07,neckline_break_late,valid_h4_pullback_zone,bullish_nwave,bearish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.79,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.149,0.304,True,True,True,True
2026-Q1,2026-01,A,Nested_NWave_NecklineBreak_BOTH_all_H4_H1_M15_2R,8,2026.01.29 03:05:00,2026.01.29 09:41:04,USDJPY,FX,SHORT,-50.76,-1.006,server_00_07,neckline_break_late,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,not_evaluated,not_evaluated,0.0,0.0,,0.0,0,1.23,,,0.0,0.0,0.0,0.0,0.0,,unclassified,not_evaluated,USDJPY,2.068,0.892,True,True,True,True
