period,selection_mode,scan_minutes,group,trades,wins,losses,win_rate,net_profit,gross_profit,gross_loss,profit_factor,expected_payoff,avg_win,avg_loss
2026YTD,all,15,0.75-1.00,1,0,1,0.0,-44.34,0.0,-44.34,0.0,-44.34,0.0,-44.34
2026YTD,all,15,1.00-1.25,1,0,1,0.0,-48.78,0.0,-48.78,0.0,-48.78,0.0,-48.78
2026YTD,all,15,1.25-1.50,3,3,0,100.0,213.42,213.42,0.0,,71.14,71.14,0.0
2026YTD,all,15,1.50-2.00,3,0,3,0.0,-132.19,0.0,-132.19,0.0,-44.06,0.0,-44.06
2026YTD,all,15,2.00+,35,14,21,40.0,52.3,993.26,-940.96,1.056,1.49,70.95,-44.81
2026YTD,all,5,0.75-1.00,1,0,1,0.0,-51.73,0.0,-51.73,0.0,-51.73,0.0,-51.73
2026YTD,all,5,1.00-1.25,1,0,1,0.0,-48.78,0.0,-48.78,0.0,-48.78,0.0,-48.78
2026YTD,all,5,1.25-1.50,4,2,2,50.0,24.68,137.96,-113.28,1.218,6.17,68.98,-56.64
2026YTD,all,5,1.50-2.00,14,6,8,42.86,58.66,449.09,-390.43,1.15,4.19,74.85,-48.8
2026YTD,all,5,2.00+,72,34,38,47.22,775.8,2584.94,-1809.14,1.429,10.77,76.03,-47.61
2026YTD,best,10,1.00-1.25,1,0,1,0.0,-46.08,0.0,-46.08,0.0,-46.08,0.0,-46.08
2026YTD,best,10,1.25-1.50,5,2,3,40.0,-7.57,143.22,-150.79,0.95,-1.51,71.61,-50.26
2026YTD,best,10,1.50-2.00,7,2,5,28.57,-114.95,127.41,-242.36,0.526,-16.42,63.7,-48.47
2026YTD,best,10,2.00+,48,25,23,52.08,773.54,1851.09,-1077.55,1.718,16.12,74.04,-46.85
2026YTD,best,15,0.75-1.00,1,0,1,0.0,-44.34,0.0,-44.34,0.0,-44.34,0.0,-44.34
2026YTD,best,15,1.00-1.25,1,0,1,0.0,-48.78,0.0,-48.78,0.0,-48.78,0.0,-48.78
2026YTD,best,15,1.25-1.50,3,3,0,100.0,213.42,213.42,0.0,,71.14,71.14,0.0
2026YTD,best,15,1.50-2.00,3,0,3,0.0,-132.19,0.0,-132.19,0.0,-44.06,0.0,-44.06
2026YTD,best,15,2.00+,35,14,21,40.0,52.3,993.26,-940.96,1.056,1.49,70.95,-44.81
2026YTD,best,5,0.75-1.00,1,0,1,0.0,-51.73,0.0,-51.73,0.0,-51.73,0.0,-51.73
2026YTD,best,5,1.00-1.25,1,0,1,0.0,-48.78,0.0,-48.78,0.0,-48.78,0.0,-48.78
2026YTD,best,5,1.25-1.50,4,2,2,50.0,24.68,137.96,-113.28,1.218,6.17,68.98,-56.64
2026YTD,best,5,1.50-2.00,12,5,7,41.67,19.2,372.29,-353.09,1.054,1.6,74.46,-50.44
2026YTD,best,5,2.00+,70,34,36,48.57,865.78,2584.94,-1719.16,1.504,12.37,76.03,-47.75
