run_id,period_id,variant,symbol,stage,count
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,child_anchor_created,672
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,child_anchor_updated,717
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,child_countertrend_confirmed,1388
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,child_flip_detected,538
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,expired,508
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,fresh_first_flip_signal,538
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,parent_flips_detected,779
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,parent_invalidated,13
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,parent_wave1_confirmed,779
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,parent_wave2_pending,775
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,EURUSD,parent_wave2_started_first_close,1447
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,child_anchor_created,683
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,child_anchor_updated,762
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,child_countertrend_confirmed,1445
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,child_flip_detected,567
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,expired,537
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,fresh_first_flip_signal,567
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,parent_flips_detected,768
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,parent_invalidated,15
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,parent_wave1_confirmed,768
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,parent_wave2_pending,766
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPJPY,parent_wave2_started_first_close,1442
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,child_anchor_created,659
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,child_anchor_updated,668
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,child_countertrend_confirmed,1327
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,child_flip_detected,519
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,expired,495
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,fresh_first_flip_signal,518
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,parent_flips_detected,791
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,parent_invalidated,14
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,parent_wave1_confirmed,791
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,parent_wave2_pending,787
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,GBPUSD,parent_wave2_started_first_close,1444
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,child_anchor_created,618
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,child_anchor_updated,642
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,child_countertrend_confirmed,1260
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,child_flip_detected,510
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,expired,486
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,fresh_first_flip_signal,507
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,parent_flips_detected,706
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,parent_invalidated,11
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,parent_wave1_confirmed,706
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,parent_wave2_pending,699
full2025_b_wave2_start_first_close,full2025_validation,b_wave2_start_first_close,USDJPY,parent_wave2_started_first_close,1321
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,child_anchor_created,629
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,child_anchor_updated,725
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,child_countertrend_confirmed,1354
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,child_flip_detected,511
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,expired,489
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,fresh_first_flip_signal,494
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,parent_flips_detected,732
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,parent_invalidated,23
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,parent_wave1_confirmed,732
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,parent_wave2_pending,732
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,AUDJPY,parent_wave2_started_confirmed_pivot,1337
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,child_anchor_created,660
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,child_anchor_updated,713
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,child_countertrend_confirmed,1373
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,child_flip_detected,540
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,expired,520
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,fresh_first_flip_signal,524
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,parent_flips_detected,740
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,parent_invalidated,23
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,parent_wave1_confirmed,740
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,parent_wave2_pending,740
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURJPY,parent_wave2_started_confirmed_pivot,1377
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,child_anchor_created,663
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,child_anchor_updated,709
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,child_countertrend_confirmed,1372
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,child_flip_detected,533
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,expired,503
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,fresh_first_flip_signal,517
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,parent_flips_detected,767
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,parent_invalidated,23
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,parent_wave1_confirmed,767
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,parent_wave2_pending,767
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,EURUSD,parent_wave2_started_confirmed_pivot,1407
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,child_anchor_created,676
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,child_anchor_updated,755
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,child_countertrend_confirmed,1431
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,child_flip_detected,560
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,expired,531
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,fresh_first_flip_signal,547
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,parent_flips_detected,761
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,parent_invalidated,29
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,parent_wave1_confirmed,761
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,parent_wave2_pending,761
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPJPY,parent_wave2_started_confirmed_pivot,1408
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,child_anchor_created,650
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,child_anchor_updated,655
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,child_countertrend_confirmed,1305
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,child_flip_detected,514
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,expired,490
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,fresh_first_flip_signal,499
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,parent_flips_detected,776
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,parent_invalidated,28
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,parent_wave1_confirmed,776
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,parent_wave2_pending,775
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,GBPUSD,parent_wave2_started_confirmed_pivot,1397
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,child_anchor_created,612
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,child_anchor_updated,637
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,child_countertrend_confirmed,1249
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,child_flip_detected,506
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,expired,482
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,fresh_first_flip_signal,491
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,parent_flips_detected,694
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,parent_invalidated,23
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,parent_wave1_confirmed,694
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,parent_wave2_pending,694
full2025_c_wave2_start_confirmed_pivot,full2025_validation,c_wave2_start_confirmed_pivot,USDJPY,parent_wave2_started_confirmed_pivot,1283
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,child_anchor_created,642
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,child_anchor_updated,719
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,child_countertrend_confirmed,1361
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,child_flip_detected,506
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,expired,485
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,fresh_first_flip_signal,506
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,parent_flips_detected,725
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,parent_invalidated,83
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,parent_wave1_confirmed,725
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,parent_wave2_pending,725
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,AUDJPY,parent_wave2_started_child_trend,1284
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,child_anchor_created,667
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,child_anchor_updated,714
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,child_countertrend_confirmed,1381
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,child_flip_detected,537
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,expired,517
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,fresh_first_flip_signal,537
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,parent_flips_detected,740
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,parent_invalidated,73
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,parent_wave1_confirmed,740
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,parent_wave2_pending,738
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURJPY,parent_wave2_started_child_trend,1334
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,child_anchor_created,684
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,child_anchor_updated,708
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,child_countertrend_confirmed,1391
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,child_flip_detected,534
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,expired,505
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,fresh_first_flip_signal,534
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,parent_flips_detected,763
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,parent_invalidated,85
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,parent_wave1_confirmed,763
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,parent_wave2_pending,762
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,EURUSD,parent_wave2_started_child_trend,1366
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,child_anchor_created,685
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,child_anchor_updated,752
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,child_countertrend_confirmed,1437
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,child_flip_detected,559
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,expired,530
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,fresh_first_flip_signal,558
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,parent_flips_detected,757
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,parent_invalidated,72
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,parent_wave1_confirmed,757
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,parent_wave2_pending,756
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPJPY,parent_wave2_started_child_trend,1370
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPUSD,child_anchor_created,664
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPUSD,child_anchor_updated,633
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPUSD,child_countertrend_confirmed,1297
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPUSD,child_flip_detected,505
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPUSD,expired,482
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPUSD,fresh_first_flip_signal,505
full2025_d_wave2_start_child_countertrend,full2025_validation,d_wave2_start_child_countertrend,GBPUSD,parent_flips_detected,772
