event_id,market_cluster_id,response_episode_id,server_time_msc,server_time,utc,jst,timezone_status,symbol,direction,severity,candidate_time_msc,confirmed_time_msc,cluster_breadth,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15,13,7,1741013614250,2025-03-03 14:53:34.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741013614000,1741013614250,3,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614500_16,13,7,1741013614500,2025-03-03 14:53:34.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741013614250,1741013614500,3,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614750_17,13,7,1741013614750,2025-03-03 14:53:34.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741013614500,1741013614750,3,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013930500_18,14,8,1741013930500,2025-03-03 14:58:50.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741013930250,1741013930500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013937500_19,15,8,1741013937500,2025-03-03 14:58:57.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741013937250,1741013937500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014178500_20,16,9,1741014178500,2025-03-03 15:02:58.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741014178250,1741014178500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014453500_21,17,10,1741014453500,2025-03-03 15:07:33.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741014453250,1741014453500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22,18,11,1741014606000,2025-03-03 15:10:06.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741014605750,1741014606000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714500_24,19,11,1741014714500,2025-03-03 15:11:54.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741014714250,1741014714500,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014714250_23,19,11,1741014714250,2025-03-03 15:11:54.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741014714000,1741014714250,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014782000_25,20,11,1741014782000,2025-03-03 15:13:02.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741014781750,1741014782000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014791750_26,21,11,1741014791750,2025-03-03 15:13:11.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741014791500,1741014791750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014870250_27,22,11,1741014870250,2025-03-03 15:14:30.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741014870000,1741014870250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015012750_28,23,12,1741015012750,2025-03-03 15:16:52.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741015012500,1741015012750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015032750_29,24,12,1741015032750,2025-03-03 15:17:12.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741015032500,1741015032750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137500_30,25,12,1741015137500,2025-03-03 15:18:57.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741015137250,1741015137500,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015137750_31,25,12,1741015137750,2025-03-03 15:18:57.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741015137500,1741015137750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015143750_32,26,12,1741015143750,2025-03-03 15:19:03.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741015143500,1741015143750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015188250_33,27,12,1741015188250,2025-03-03 15:19:48.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741015188000,1741015188250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205000_34,28,12,1741015205000,2025-03-03 15:20:05.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741015204750,1741015205000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015205250_35,28,12,1741015205250,2025-03-03 15:20:05.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741015205000,1741015205250,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015247250_36,29,12,1741015247250,2025-03-03 15:20:47.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741015247000,1741015247250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015356500_37,30,12,1741015356500,2025-03-03 15:22:36.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741015356250,1741015356500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015358750_38,31,12,1741015358750,2025-03-03 15:22:38.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741015358500,1741015358750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39,32,13,1741015603500,2025-03-03 15:26:43.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741015603250,1741015603500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015656750_40,33,13,1741015656750,2025-03-03 15:27:36.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741015656500,1741015656750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016050750_41,34,14,1741016050750,2025-03-03 15:34:10.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741016050500,1741016050750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741016051000_42,34,14,1741016051000,2025-03-03 15:34:11.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741016050750,1741016051000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016191500_43,35,15,1741016191500,2025-03-03 15:36:31.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741016191250,1741016191500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016211500_44,36,15,1741016211500,2025-03-03 15:36:51.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741016211250,1741016211500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016313250_45,37,15,1741016313250,2025-03-03 15:38:33.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741016313000,1741016313250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016524750_46,38,16,1741016524750,2025-03-03 15:42:04.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741016524500,1741016524750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016712500_47,39,17,1741016712500,2025-03-03 15:45:12.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741016712250,1741016712500,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741016712750_48,39,17,1741016712750,2025-03-03 15:45:12.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741016712500,1741016712750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016960750_49,40,18,1741016960750,2025-03-03 15:49:20.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741016960500,1741016960750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017127000_50,41,19,1741017127000,2025-03-03 15:52:07.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741017126750,1741017127000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017467750_51,42,20,1741017467750,2025-03-03 15:57:47.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741017467500,1741017467750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017484500_52,43,20,1741017484500,2025-03-03 15:58:04.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741017484250,1741017484500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741017545000_53,44,20,1741017545000,2025-03-03 15:59:05.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741017544750,1741017545000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741017545250_54,44,20,1741017545250,2025-03-03 15:59:05.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741017545000,1741017545250,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022591750_55,45,21,1741022591750,2025-03-03 17:23:11.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741022591500,1741022591750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022677000_56,46,21,1741022677000,2025-03-03 17:24:37.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741022676750,1741022677000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022774500_57,47,21,1741022774500,2025-03-03 17:26:14.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741022774250,1741022774500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022820750_58,48,21,1741022820750,2025-03-03 17:27:00.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741022820500,1741022820750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022821000_59,48,21,1741022821000,2025-03-03 17:27:01.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741022820750,1741022821000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022862500_60,49,21,1741022862500,2025-03-03 17:27:42.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741022862250,1741022862500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022963000_61,50,21,1741022963000,2025-03-03 17:29:23.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741022962750,1741022963000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023002750_62,51,21,1741023002750,2025-03-03 17:30:02.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741023002500,1741023002750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023005000_63,52,21,1741023005000,2025-03-03 17:30:05.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741023004750,1741023005000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023010500_64,53,21,1741023010500,2025-03-03 17:30:10.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741023010250,1741023010500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023015750_65,54,21,1741023015750,2025-03-03 17:30:15.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741023015500,1741023015750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023017250_66,54,21,1741023017250,2025-03-03 17:30:17.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741023017000,1741023017250,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023050250_67,55,21,1741023050250,2025-03-03 17:30:50.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741023050000,1741023050250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023164500_68,56,21,1741023164500,2025-03-03 17:32:44.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741023164250,1741023164500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023190250_69,57,21,1741023190250,2025-03-03 17:33:10.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741023190000,1741023190250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023266750_70,58,21,1741023266750,2025-03-03 17:34:26.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741023266500,1741023266750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023267000_71,58,21,1741023267000,2025-03-03 17:34:27.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741023266750,1741023267000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023279500_72,59,21,1741023279500,2025-03-03 17:34:39.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741023279250,1741023279500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023283250_73,60,21,1741023283250,2025-03-03 17:34:43.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741023283000,1741023283250,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023294500_74,61,21,1741023294500,2025-03-03 17:34:54.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741023294250,1741023294500,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023294750_75,61,21,1741023294750,2025-03-03 17:34:54.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741023294500,1741023294750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023431500_76,62,22,1741023431500,2025-03-03 17:37:11.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741023431250,1741023431500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023435750_77,63,22,1741023435750,2025-03-03 17:37:15.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741023435500,1741023435750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741023436000_78,63,22,1741023436000,2025-03-03 17:37:16.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741023435750,1741023436000,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024235000_79,64,23,1741024235000,2025-03-03 17:50:35.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741024234750,1741024235000,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024329500_80,65,23,1741024329500,2025-03-03 17:52:09.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741024329250,1741024329500,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024399500_81,66,23,1741024399500,2025-03-03 17:53:19.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741024399250,1741024399500,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741024399750_82,66,23,1741024399750,2025-03-03 17:53:19.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741024399500,1741024399750,2,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024665750_83,67,24,1741024665750,2025-03-03 17:57:45.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1741024665500,1741024665750,1,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024838250_84,68,25,1741024838250,2025-03-03 18:00:38.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741024838000,1741024838250,3,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024838500_85,68,25,1741024838500,2025-03-03 18:00:38.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741024838250,1741024838500,3,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024838750_86,68,25,1741024838750,2025-03-03 18:00:38.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741024838500,1741024838750,3,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741024879000_88,69,25,1741024879000,2025-03-03 18:01:19.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741024878750,1741024879000,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024878750_87,69,25,1741024878750,2025-03-03 18:01:18.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741024878500,1741024878750,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024879250_89,69,25,1741024879250,2025-03-03 18:01:19.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P995,1741024879000,1741024879250,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741024879500_90,69,25,1741024879500,2025-03-03 18:01:19.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1741024879250,1741024879500,4,DISCOVERY
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024981250_91,70,25,1741024981250,2025-03-03 18:03:01.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1741024981000,1741024981250,1,DISCOVERY
