period_id,variant,h1_context_fib_room_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,score_fibroom,over_786,151,35,0.23178807947019867,-580.2300000000002,808.8999999999999,-1389.1300000000003,0.5823069115201599,-25.643799999999988,-0.16982649006622508,0.5833426758629656,650.4600000000002,6.504600000000002,-0.8920302555114844,19,0.12582781456953643,25,0.16556291390728478,107,0.7086092715231788,0,0.0,0.6066456953642384,0.5750125827814572
full2025_validation,score_fibroom,room_382_618,47,8,0.1702127659574468,-280.24,184.85,-465.09,0.39744995592250965,-12.4273,-0.26441063829787237,0.3992323199118233,308.32,3.0831999999999997,-0.9089257913855735,6,0.1276595744680851,5,0.10638297872340426,36,0.7659574468085106,0,0.0,0.5454425531914894,0.6213893617021278
full2025_validation,score_fibroom,room_under_382,57,13,0.22807017543859648,-294.08000000000004,189.94000000000003,-484.02,0.3924218007520351,-12.981399999999997,-0.22774385964912275,0.3982459230690783,295.90000000000003,2.959,-0.9938492734031767,4,0.07017543859649122,5,0.08771929824561403,48,0.8421052631578947,0,0.0,0.5627824561403508,0.5712000000000002
q1_quick,base,none,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,diag,deep_618_786,9,2,0.2222222222222222,-71.19,18.48,-89.67,0.20608899297423888,-2.9783,-0.33092222222222223,0.21416886543535618,88.75,0.8875,-0.8021408450704225,1,0.1111111111111111,0,0.0,8,0.8888888888888888,0,0.0,0.3848444444444444,0.5248111111111111
q1_quick,diag,outside_beyond_impulse,11,1,0.09090909090909091,-116.46,3.7,-120.16,0.03079227696404794,-4.9327,-0.4484272727272727,0.030903732809430255,116.46,1.1646,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0,0.0,0.3085636363636364,0.6741181818181817
q1_quick,diag,over_786,65,18,0.27692307692307694,-240.26000000000005,378.85,-619.11,0.6119267981457254,-10.149500000000005,-0.15614615384615393,0.6183221895471539,289.30000000000007,2.8930000000000007,-0.8304873833390943,10,0.15384615384615385,11,0.16923076923076924,44,0.676923076923077,0,0.0,0.6412184615384614,0.5726169230769235
q1_quick,diag,room_382_618,9,3,0.3333333333333333,-23.48,62.49,-85.97,0.7268814702803303,-0.9404999999999999,-0.10449999999999998,0.7424275620310018,53.16,0.5316,-0.4416854778028593,2,0.2222222222222222,2,0.2222222222222222,5,0.5555555555555556,0,0.0,0.7504444444444444,0.6071111111111112
q1_quick,diag,room_under_382,13,2,0.15384615384615385,-110.51,8.53,-119.04,0.07165658602150536,-4.7216,-0.36319999999999997,0.06991037131882204,112.33,1.1233,-0.9837977388053059,1,0.07692307692307693,0,0.0,12,0.9230769230769231,0,0.0,0.41665384615384615,0.5120307692307693
q1_quick,req_fibroom,deep_618_786,9,2,0.2222222222222222,-72.37,18.32,-90.69,0.20200683647590695,-2.9783,-0.33092222222222223,0.21416886543535618,89.77,0.8976999999999999,-0.80617132672385,1,0.1111111111111111,0,0.0,8,0.8888888888888888,0,0.0,0.3848444444444444,0.5248111111111111
q1_quick,req_fibroom,outside_beyond_impulse,13,2,0.15384615384615385,-115.99,18.05,-134.04,0.13466129513578037,-4.9337,-0.3795153846153846,0.1346056024276017,123.75999999999999,1.2376,-0.9372171945701357,2,0.15384615384615385,0,0.0,11,0.8461538461538461,0,0.0,0.33860769230769233,0.6368230769230769
q1_quick,req_fibroom,room_382_618,9,3,0.3333333333333333,-23.150000000000002,62.82,-85.97,0.7307200186111434,-0.9404999999999999,-0.10449999999999998,0.7424275620310018,53.16,0.5316,-0.4354778028592928,2,0.2222222222222222,2,0.2222222222222222,5,0.5555555555555556,0,0.0,0.7504444444444444,0.6071111111111112
q1_quick,req_fibroom,room_under_382,16,2,0.125,-139.09,8.53,-147.61999999999998,0.057783498170979546,-5.857899999999999,-0.36611874999999994,0.057124002060262684,140.91,1.4091,-0.9870839542970691,1,0.0625,0,0.0,15,0.9375,0,0.0,0.43266875000000005,0.5204375
q1_quick,req_m5inv,deep_618_786,5,1,0.2,-19.07,17.56,-36.63,0.47938847938847934,-0.7583,-0.15166,0.5042818853369941,27.0,0.27,-0.7062962962962963,0,0.0,0,0.0,5,1.0,0,0.0,0.47691999999999996,0.4756600000000001
q1_quick,req_m5inv,outside_beyond_impulse,5,1,0.2,-47.14999999999999,3.7,-50.849999999999994,0.07276302851524091,-1.9644,-0.39288,0.07413866239336382,47.14999999999999,0.4715,-1.0,1,0.2,0,0.0,4,0.8,0,0.0,0.38605999999999996,0.71056
q1_quick,req_m5inv,over_786,14,5,0.35714285714285715,-75.58000000000001,41.239999999999995,-116.82000000000001,0.35302174285225124,-3.1528999999999994,-0.2252071428571428,0.35822748737990556,88.67000000000002,0.8867000000000002,-0.8523739709033494,0,0.0,0,0.0,14,1.0,0,0.0,0.5250142857142858,0.5016357142857143
q1_quick,req_m5inv,room_382_618,3,1,0.3333333333333333,-47.47,1.95,-49.42,0.039457709429380816,-1.9485,-0.6495,0.03986399921158963,49.42,0.49420000000000003,-0.9605422905706191,2,0.6666666666666666,0,0.0,1,0.3333333333333333,0,0.0,0.7589333333333333,0.7293
q1_quick,req_m5inv,room_under_382,6,1,0.16666666666666666,-22.5,31.21,-53.71,0.5810835970955129,-0.9109999999999999,-0.15183333333333332,0.591589706805344,33.82,0.3382,-0.6652868125369604,0,0.0,1,0.16666666666666666,5,0.8333333333333334,0,0.0,0.42495,0.5151
q1_quick,score,deep_618_786,9,2,0.2222222222222222,-71.19,18.48,-89.67,0.20608899297423888,-2.9783,-0.33092222222222223,0.21416886543535618,88.75,0.8875,-0.8021408450704225,1,0.1111111111111111,0,0.0,8,0.8888888888888888,0,0.0,0.3848444444444444,0.5248111111111111
q1_quick,score,outside_beyond_impulse,11,1,0.09090909090909091,-116.46,3.7,-120.16,0.03079227696404794,-4.9327,-0.4484272727272727,0.030903732809430255,116.46,1.1646,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0,0.0,0.3085636363636364,0.6741181818181817
q1_quick,score,over_786,65,18,0.27692307692307694,-240.26000000000005,378.85,-619.11,0.6119267981457254,-10.149500000000005,-0.15614615384615393,0.6183221895471539,289.30000000000007,2.8930000000000007,-0.8304873833390943,10,0.15384615384615385,11,0.16923076923076924,44,0.676923076923077,0,0.0,0.6412184615384614,0.5726169230769235
q1_quick,score,room_382_618,9,3,0.3333333333333333,-23.48,62.49,-85.97,0.7268814702803303,-0.9404999999999999,-0.10449999999999998,0.7424275620310018,53.16,0.5316,-0.4416854778028593,2,0.2222222222222222,2,0.2222222222222222,5,0.5555555555555556,0,0.0,0.7504444444444444,0.6071111111111112
q1_quick,score,room_under_382,13,2,0.15384615384615385,-110.51,8.53,-119.04,0.07165658602150536,-4.7216,-0.36319999999999997,0.06991037131882204,112.33,1.1233,-0.9837977388053059,1,0.07692307692307693,0,0.0,12,0.9230769230769231,0,0.0,0.41665384615384615,0.5120307692307693
q1_quick,score_fibroom,deep_618_786,9,2,0.2222222222222222,-71.19,18.48,-89.67,0.20608899297423888,-2.9783,-0.33092222222222223,0.21416886543535618,88.75,0.8875,-0.8021408450704225,1,0.1111111111111111,0,0.0,8,0.8888888888888888,0,0.0,0.3848444444444444,0.5248111111111111
q1_quick,score_fibroom,outside_beyond_impulse,11,1,0.09090909090909091,-116.46,3.7,-120.16,0.03079227696404794,-4.9327,-0.4484272727272727,0.030903732809430255,116.46,1.1646,-1.0,2,0.18181818181818182,0,0.0,9,0.8181818181818182,0,0.0,0.3085636363636364,0.6741181818181817
q1_quick,score_fibroom,over_786,65,18,0.27692307692307694,-240.26000000000005,378.85,-619.11,0.6119267981457254,-10.149500000000005,-0.15614615384615393,0.6183221895471539,289.30000000000007,2.8930000000000007,-0.8304873833390943,10,0.15384615384615385,11,0.16923076923076924,44,0.676923076923077,0,0.0,0.6412184615384614,0.5726169230769235
q1_quick,score_fibroom,room_382_618,9,3,0.3333333333333333,-23.48,62.49,-85.97,0.7268814702803303,-0.9404999999999999,-0.10449999999999998,0.7424275620310018,53.16,0.5316,-0.4416854778028593,2,0.2222222222222222,2,0.2222222222222222,5,0.5555555555555556,0,0.0,0.7504444444444444,0.6071111111111112
q1_quick,score_fibroom,room_under_382,13,2,0.15384615384615385,-110.51,8.53,-119.04,0.07165658602150536,-4.7216,-0.36319999999999997,0.06991037131882204,112.33,1.1233,-0.9837977388053059,1,0.07692307692307693,0,0.0,12,0.9230769230769231,0,0.0,0.41665384615384615,0.5120307692307693
