run_id,period_id,variant,scenario_key,scenario_mode,scenario_name,from_date,to_date,preset,tester_ini,log_folder,note,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSecondaryEntryTF,InpRequireStructureTFConfirmation,InpRequireH4H1Wave3Alignment,InpRequireFibPullbackZone,InpRequireRetestCloseBeyondNeckline,InpRequireM15Wave1Candidate,InpRequireM15Wave2Pullback,InpRequireM5CorrectiveWave,InpRequireM5CorrectiveInvalidation,InpRequirePostBreakAcceptance,InpUseContextFibRoom,InpRequireContextFibRoom,InpUseM15Wave2FibZone,InpRequireM15Wave2FibZone,InpUseSma75GranvilleDiagnostic,InpUseSma75GranvilleScore,InpRequireSma75Granville,InpUseNestedThirdWaveLaunch,InpNestedThirdWaveMode
full2025_all_req_m5inv,full2025_validation,req_m5inv,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_all_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3
full2025_all_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_all_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3
full2025_all_score_fibroom,full2025_validation,score_fibroom,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_all_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2
full2025_all_req_fibroom,full2025_validation,req_fibroom,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_all_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_all_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3
full2025_one_base,full2025_validation,base,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_base.ini,fx_session_reversal_nested_launch_full2025_one_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0
full2025_one_diag,full2025_validation,diag,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_diag.ini,fx_session_reversal_nested_launch_full2025_one_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1
full2025_one_score,full2025_validation,score,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_score.ini,fx_session_reversal_nested_launch_full2025_one_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2
full2025_one_req_m5inv,full2025_validation,req_m5inv,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_one_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3
full2025_one_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_one_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3
full2025_one_score_fibroom,full2025_validation,score_fibroom,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_one_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2
full2025_one_req_fibroom,full2025_validation,req_fibroom,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_one_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3
full2025_ldn_base,full2025_validation,base,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_base.ini,fx_session_reversal_nested_launch_full2025_ldn_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0
full2025_ldn_diag,full2025_validation,diag,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_diag.ini,fx_session_reversal_nested_launch_full2025_ldn_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1
full2025_ldn_score,full2025_validation,score,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score.ini,fx_session_reversal_nested_launch_full2025_ldn_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2
full2025_ldn_req_m5inv,full2025_validation,req_m5inv,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_ldn_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3
full2025_ldn_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_ldn_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3
full2025_ldn_score_fibroom,full2025_validation,score_fibroom,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_ldn_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2
full2025_ldn_req_fibroom,full2025_validation,req_fibroom,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_ldn_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3
full2025_tky_base,full2025_validation,base,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_base.ini,fx_session_reversal_nested_launch_full2025_tky_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0
full2025_tky_diag,full2025_validation,diag,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_diag.ini,fx_session_reversal_nested_launch_full2025_tky_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1
full2025_tky_score,full2025_validation,score,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score.ini,fx_session_reversal_nested_launch_full2025_tky_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2
full2025_tky_req_m5inv,full2025_validation,req_m5inv,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_tky_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3
full2025_tky_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_tky_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3
full2025_tky_score_fibroom,full2025_validation,score_fibroom,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_tky_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2
full2025_tky_req_fibroom,full2025_validation,req_fibroom,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_tky_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3
full2025_ny_base,full2025_validation,base,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_base.ini,fx_session_reversal_nested_launch_full2025_ny_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0
full2025_ny_diag,full2025_validation,diag,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_diag.ini,fx_session_reversal_nested_launch_full2025_ny_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1
full2025_ny_score,full2025_validation,score,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score.ini,fx_session_reversal_nested_launch_full2025_ny_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2
full2025_ny_req_m5inv,full2025_validation,req_m5inv,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_ny_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3
full2025_ny_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_ny_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3
full2025_ny_score_fibroom,full2025_validation,score_fibroom,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_ny_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2
full2025_ny_req_fibroom,full2025_validation,req_fibroom,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_ny_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3
full2025_clean_base,full2025_validation,base,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_base.ini,fx_session_reversal_nested_launch_full2025_clean_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0
full2025_clean_diag,full2025_validation,diag,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_diag.ini,fx_session_reversal_nested_launch_full2025_clean_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1
full2025_clean_score,full2025_validation,score,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_score.ini,fx_session_reversal_nested_launch_full2025_clean_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2
full2025_clean_req_m5inv,full2025_validation,req_m5inv,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_clean_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3
full2025_clean_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_clean_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3
full2025_clean_score_fibroom,full2025_validation,score_fibroom,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_clean_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2
full2025_clean_req_fibroom,full2025_validation,req_fibroom,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_clean_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3
