run_id,period_id,variant,scenario_key,scenario_mode,scenario_name,from_date,to_date,preset,tester_ini,log_folder,note,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSecondaryEntryTF,InpRequireStructureTFConfirmation,InpRequireH4H1Wave3Alignment,InpRequireFibPullbackZone,InpRequireRetestCloseBeyondNeckline,InpRequireM15Wave1Candidate,InpRequireM15Wave2Pullback,InpRequireM5CorrectiveWave,InpRequireM5CorrectiveInvalidation,InpRequirePostBreakAcceptance,InpUseContextFibRoom,InpRequireContextFibRoom,InpUseM15Wave2FibZone,InpRequireM15Wave2FibZone,InpUseSma75GranvilleDiagnostic,InpUseSma75GranvilleScore,InpRequireSma75Granville,InpUseNestedThirdWaveLaunch,InpNestedThirdWaveMode,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r,daily_or_dd_stopped,passed_2025_gate
full2025_one_req_m5inv,full2025_validation,req_m5inv,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_one_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_one_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_one_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_one_score_fibroom,full2025_validation,score_fibroom,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_one_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_one_req_fibroom,full2025_validation,req_fibroom,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_one_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ldn_base,full2025_validation,base,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_base.ini,fx_session_reversal_nested_launch_full2025_ldn_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0,21,8,0.38095238095238093,33.55,228.39999999999998,-194.85,1.172183731075186,1.3567999999999998,0.0646095238095238,1.1669003862523677,50.769999999999996,0.5077,0.6608233208587748,1,0.047619047619047616,6,0.2857142857142857,14,0.6666666666666666,0,0.0,0.6254333333333333,0.6212333333333334,False,False
full2025_ldn_diag,full2025_validation,diag,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_diag.ini,fx_session_reversal_nested_launch_full2025_ldn_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ldn_score,full2025_validation,score,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score.ini,fx_session_reversal_nested_launch_full2025_ldn_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ldn_req_m5inv,full2025_validation,req_m5inv,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_ldn_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ldn_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_ldn_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ldn_score_fibroom,full2025_validation,score_fibroom,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_ldn_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ldn_req_fibroom,full2025_validation,req_fibroom,ldn,6,london_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ldn_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_ldn_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_tky_base,full2025_validation,base,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_base.ini,fx_session_reversal_nested_launch_full2025_tky_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0,17,8,0.47058823529411764,101.50999999999998,196.82,-95.31,2.0650508865806314,4.188300000000001,0.24637058823529417,2.0661592505854802,43.92,0.43920000000000003,2.3112477231329684,1,0.058823529411764705,6,0.35294117647058826,10,0.5882352941176471,0,0.0,0.8590823529411765,0.5354647058823531,False,False
full2025_tky_diag,full2025_validation,diag,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_diag.ini,fx_session_reversal_nested_launch_full2025_tky_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_tky_score,full2025_validation,score,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score.ini,fx_session_reversal_nested_launch_full2025_tky_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_tky_req_m5inv,full2025_validation,req_m5inv,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_tky_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_tky_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_tky_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_tky_score_fibroom,full2025_validation,score_fibroom,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_tky_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_tky_req_fibroom,full2025_validation,req_fibroom,tky,5,tokyo_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_tky_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_tky_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ny_base,full2025_validation,base,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_base.ini,fx_session_reversal_nested_launch_full2025_ny_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0,27,7,0.25925925925925924,-27.959999999999994,167.24,-195.2,0.8567622950819673,-1.1770999999999998,-0.04359629629629629,0.8582558643610617,68.02,0.6802,-0.41105557189062036,2,0.07407407407407407,5,0.18518518518518517,20,0.7407407407407407,0,0.0,0.5340555555555555,0.4572740740740741,False,False
full2025_ny_diag,full2025_validation,diag,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_diag.ini,fx_session_reversal_nested_launch_full2025_ny_diag,Detect nested third-wave launch but do not use it for entry.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ny_score,full2025_validation,score,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score.ini,fx_session_reversal_nested_launch_full2025_ny_score,Add nested structure score without required gates.,16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ny_req_m5inv,full2025_validation,req_m5inv,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m5inv.ini,fx_session_reversal_nested_launch_full2025_ny_req_m5inv,Require M5 corrective wave and its invalidation; keep M15 diagnostics soft.,16385,15,5,5,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ny_req_m15w2_m5inv,full2025_validation,req_m15w2_m5inv,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m15w2_m5inv.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_m15w2_m5inv.ini,fx_session_reversal_nested_launch_full2025_ny_req_m15w2_m5inv,"Require M15 wave2 candidate, M5 invalidation, and post-break acceptance.",16385,15,5,5,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ny_score_fibroom,full2025_validation,score_fibroom,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_score_fibroom.ini,fx_session_reversal_nested_launch_full2025_ny_score_fibroom,Score nested structure plus H1 context fib room.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_ny_req_fibroom,full2025_validation,req_fibroom,ny,7,newyork_first120_reference,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_fibroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_ny_req_fibroom.ini,fx_session_reversal_nested_launch_full2025_ny_req_fibroom,Restrictive fib-room diagnostic; not promotable if trade count dies.,16385,15,5,5,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,False,False
full2025_clean_base,full2025_validation,base,clean,3,session_reversal_pullback_clean_target_path_first120,2025.01.01,2025.12.31,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_clean_base.ini,fx_session_reversal_nested_launch_full2025_clean_base,"Previous c10 baseline: transcript context, relaxed retest, M5 failure exit.",16385,15,5,5,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,0,9,3,0.3333333333333333,38.33,94.74000000000001,-56.41,1.6794894522247832,1.4902,0.16557777777777777,1.6148958118423768,30.27,0.30269999999999997,1.2662702345556656,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0,0.0,0.7069777777777778,0.5425222222222222,False,False
