period_id,variant,m15_wave2_fib_zone,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,req_m5inv,room_under_382,22,6,0.2727272727272727,-52.85000000000001,166.43,-219.27999999999994,0.7589839474644292,-2.3861999999999997,-0.10846363636363635,0.7467174746048764,88.03,0.8803,-0.6003635124389414,3,0.13636363636363635,5,0.22727272727272727,14,0.6363636363636364,0,0.0,0.6945818181818182,0.5844772727272727
full2025_validation,score,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
full2025_validation,score,none,51,12,0.23529411764705882,-213.14000000000001,203.35000000000002,-416.49000000000007,0.4882470167350957,-9.2952,-0.18225882352941175,0.49434791596400945,213.14000000000001,2.1314,-1.0,5,0.09803921568627451,6,0.11764705882352941,40,0.7843137254901961,0,0.0,0.5247333333333333,0.5516490196078432
full2025_validation,score,outside_beyond_impulse,213,50,0.2347417840375587,-824.4300000000003,1081.4099999999996,-1905.84,0.5674190907946101,-36.235999999999954,-0.1701220657276993,0.5717665633782174,859.5000000000002,8.595000000000002,-0.9591972076788832,23,0.107981220657277,33,0.15492957746478872,157,0.7370892018779343,0,0.0,0.6043112676056336,0.5770441314553991
full2025_validation,score,over_786,6,3,0.5,2.3599999999999977,39.78,-37.42,1.063067878140032,0.1493,0.02488333333333333,1.0879010891963496,17.800000000000004,0.17800000000000005,0.1325842696629212,0,0.0,0,0.0,6,1.0,0,0.0,0.6333,0.537
full2025_validation,score,room_382_618,9,5,0.5555555555555556,89.96000000000001,132.21,-42.25,3.1292307692307695,4.0012,0.44457777777777774,3.167497291440953,42.25,0.4225,2.1292307692307695,0,0.0,4,0.4444444444444444,5,0.5555555555555556,0,0.0,0.8823333333333332,0.49997777777777785
full2025_validation,score,room_under_382,38,7,0.18421052631578946,-194.86000000000007,190.68,-385.54,0.49457903200705505,-8.726899999999999,-0.2296552631578947,0.4893802513633066,194.86000000000007,1.9486000000000008,-1.0,5,0.13157894736842105,6,0.15789473684210525,27,0.7105263157894737,0,0.0,0.5912368421052633,0.5839552631578948
full2025_validation,score_fibroom,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
full2025_validation,score_fibroom,none,51,12,0.23529411764705882,-213.14000000000001,203.35000000000002,-416.49000000000007,0.4882470167350957,-9.2952,-0.18225882352941175,0.49434791596400945,213.14000000000001,2.1314,-1.0,5,0.09803921568627451,6,0.11764705882352941,40,0.7843137254901961,0,0.0,0.5247333333333333,0.5516490196078432
full2025_validation,score_fibroom,outside_beyond_impulse,213,50,0.2347417840375587,-824.4300000000003,1081.4099999999996,-1905.84,0.5674190907946101,-36.235999999999954,-0.1701220657276993,0.5717665633782174,859.5000000000002,8.595000000000002,-0.9591972076788832,23,0.107981220657277,33,0.15492957746478872,157,0.7370892018779343,0,0.0,0.6043112676056336,0.5770441314553991
full2025_validation,score_fibroom,over_786,6,3,0.5,2.3599999999999977,39.78,-37.42,1.063067878140032,0.1493,0.02488333333333333,1.0879010891963496,17.800000000000004,0.17800000000000005,0.1325842696629212,0,0.0,0,0.0,6,1.0,0,0.0,0.6333,0.537
full2025_validation,score_fibroom,room_382_618,9,5,0.5555555555555556,89.96000000000001,132.21,-42.25,3.1292307692307695,4.0012,0.44457777777777774,3.167497291440953,42.25,0.4225,2.1292307692307695,0,0.0,4,0.4444444444444444,5,0.5555555555555556,0,0.0,0.8823333333333332,0.49997777777777785
full2025_validation,score_fibroom,room_under_382,38,7,0.18421052631578946,-194.86000000000007,190.68,-385.54,0.49457903200705505,-8.726899999999999,-0.2296552631578947,0.4893802513633066,194.86000000000007,1.9486000000000008,-1.0,5,0.13157894736842105,6,0.15789473684210525,27,0.7105263157894737,0,0.0,0.5912368421052633,0.5839552631578948
q1_quick,base,none,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,diag,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
q1_quick,diag,none,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.0,0.37329999999999997,0.6276
q1_quick,diag,outside_beyond_impulse,68,16,0.23529411764705882,-375.67999999999995,298.36,-674.0400000000001,0.44264435345083375,-15.913699999999999,-0.23402499999999998,0.4491242038216561,397.36,3.9736000000000002,-0.9454399033621903,10,0.14705882352941177,9,0.1323529411764706,49,0.7205882352941176,0,0.0,0.6049529411764707,0.5639632352941178
q1_quick,diag,over_786,4,2,0.5,2.9899999999999984,26.53,-23.540000000000003,1.127017841971113,0.1995,0.049875,1.1921780175320296,17.17,0.17170000000000002,0.1741409435061152,0,0.0,0,0.0,4,1.0,0,0.0,0.58055,0.502225
q1_quick,diag,room_382_618,4,2,0.5,39.63,62.0,-22.369999999999997,2.7715690657130088,1.6581,0.414525,2.7327829449263246,22.369999999999997,0.22369999999999998,1.7715690657130088,0,0.0,2,0.5,2,0.5,0,0.0,0.918375,0.6291
q1_quick,diag,room_under_382,14,3,0.21428571428571427,-74.57000000000004,72.93,-147.50000000000003,0.49444067796610164,-3.1129999999999995,-0.22235714285714284,0.5019996800511918,99.10000000000002,0.9910000000000002,-0.7524722502522706,3,0.21428571428571427,2,0.14285714285714285,9,0.6428571428571429,0,0.0,0.52995,0.5925928571428571
q1_quick,req_fibroom,none,17,4,0.23529411764705882,-130.47,26.58,-157.04999999999998,0.16924546322827125,-5.478399999999999,-0.3222588235294117,0.17002742133410098,144.82,1.4482,-0.9009114763154261,3,0.17647058823529413,0,0.0,14,0.8235294117647058,0,0.0,0.4397176470588235,0.5963117647058822
q1_quick,req_fibroom,outside_beyond_impulse,19,3,0.15789473684210525,-172.90999999999997,33.53,-206.44,0.16242007362914165,-7.3006,-0.3842421052631579,0.16466240259963155,174.83999999999997,1.7483999999999995,-0.9889613360787005,2,0.10526315789473684,1,0.05263157894736842,16,0.8421052631578947,0,0.0,0.4663421052631579,0.5519894736842105
q1_quick,req_fibroom,over_786,2,1,0.5,11.029999999999998,17.4,-6.37,2.7315541601255884,0.4865,0.24325,2.7076167076167077,6.37,0.06369999999999999,1.7315541601255884,0,0.0,0,0.0,2,1.0,0,0.0,0.7233499999999999,0.38815
q1_quick,req_fibroom,room_382_618,2,1,0.5,17.21,30.21,-13.0,2.323846153846154,0.7642,0.3821,2.3947800693557215,13.0,0.13,1.323846153846154,0,0.0,1,0.5,1,0.5,0,0.0,1.05765,0.58435
q1_quick,req_fibroom,room_under_382,7,0,0.0,-75.46,0,-75.46,0.0,-3.1821,-0.4545857142857143,0.0,75.46,0.7545999999999999,-1.0,1,0.14285714285714285,0,0.0,6,0.8571428571428571,0,0.0,0.23492857142857143,0.6032714285714286
q1_quick,req_m5inv,none,5,1,0.2,-36.14,3.7,-39.839999999999996,0.09287148594377512,-1.4779,-0.29558,0.09619618395303328,36.14,0.3614,-1.0,1,0.2,0,0.0,4,0.8,0,0.0,0.5236000000000001,0.66464
q1_quick,req_m5inv,outside_beyond_impulse,16,4,0.25,-118.15,20.11,-138.26,0.145450600318241,-4.890600000000001,-0.30566250000000006,0.15050980528391028,133.19,1.3318999999999999,-0.8870786095052182,0,0.0,0,0.0,16,1.0,0,0.0,0.46274375,0.45930625
q1_quick,req_m5inv,over_786,3,2,0.6666666666666666,10.82,28.77,-17.95,1.6027855153203343,0.48440000000000005,0.16146666666666668,1.6431226765799258,17.95,0.1795,0.6027855153203343,0,0.0,0,0.0,3,1.0,0,0.0,0.6108666666666666,0.5489666666666667
q1_quick,req_m5inv,room_382_618,1,0,0.0,-9.38,0,-9.38,0.0,-0.409,-0.409,0.0,9.38,0.09380000000000001,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.2553,0.5248
q1_quick,req_m5inv,room_under_382,8,2,0.25,-58.92000000000001,43.08,-102.0,0.4223529411764706,-2.4419999999999997,-0.30524999999999997,0.42806286155936013,68.39,0.6839000000000001,-0.8615294633718381,2,0.25,1,0.125,5,0.625,0,0.0,0.547725,0.6735874999999999
q1_quick,score,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
q1_quick,score,none,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.0,0.37329999999999997,0.6276
q1_quick,score,outside_beyond_impulse,68,16,0.23529411764705882,-375.67999999999995,298.36,-674.0400000000001,0.44264435345083375,-15.913699999999999,-0.23402499999999998,0.4491242038216561,397.36,3.9736000000000002,-0.9454399033621903,10,0.14705882352941177,9,0.1323529411764706,49,0.7205882352941176,0,0.0,0.6049529411764707,0.5639632352941178
q1_quick,score,over_786,4,2,0.5,2.9899999999999984,26.53,-23.540000000000003,1.127017841971113,0.1995,0.049875,1.1921780175320296,17.17,0.17170000000000002,0.1741409435061152,0,0.0,0,0.0,4,1.0,0,0.0,0.58055,0.502225
q1_quick,score,room_382_618,4,2,0.5,39.63,62.0,-22.369999999999997,2.7715690657130088,1.6581,0.414525,2.7327829449263246,22.369999999999997,0.22369999999999998,1.7715690657130088,0,0.0,2,0.5,2,0.5,0,0.0,0.918375,0.6291
q1_quick,score,room_under_382,14,3,0.21428571428571427,-74.57000000000004,72.93,-147.50000000000003,0.49444067796610164,-3.1129999999999995,-0.22235714285714284,0.5019996800511918,99.10000000000002,0.9910000000000002,-0.7524722502522706,3,0.21428571428571427,2,0.14285714285714285,9,0.6428571428571429,0,0.0,0.52995,0.5925928571428571
q1_quick,score_fibroom,deep_618_786,1,0,0.0,-4.78,0,-4.78,0.0,-0.2131,-0.2131,0.0,4.78,0.0478,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1829,0.2664
q1_quick,score_fibroom,none,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.0,0.37329999999999997,0.6276
q1_quick,score_fibroom,outside_beyond_impulse,68,16,0.23529411764705882,-375.67999999999995,298.36,-674.0400000000001,0.44264435345083375,-15.913699999999999,-0.23402499999999998,0.4491242038216561,397.36,3.9736000000000002,-0.9454399033621903,10,0.14705882352941177,9,0.1323529411764706,49,0.7205882352941176,0,0.0,0.6049529411764707,0.5639632352941178
q1_quick,score_fibroom,over_786,4,2,0.5,2.9899999999999984,26.53,-23.540000000000003,1.127017841971113,0.1995,0.049875,1.1921780175320296,17.17,0.17170000000000002,0.1741409435061152,0,0.0,0,0.0,4,1.0,0,0.0,0.58055,0.502225
q1_quick,score_fibroom,room_382_618,4,2,0.5,39.63,62.0,-22.369999999999997,2.7715690657130088,1.6581,0.414525,2.7327829449263246,22.369999999999997,0.22369999999999998,1.7715690657130088,0,0.0,2,0.5,2,0.5,0,0.0,0.918375,0.6291
q1_quick,score_fibroom,room_under_382,14,3,0.21428571428571427,-74.57000000000004,72.93,-147.50000000000003,0.49444067796610164,-3.1129999999999995,-0.22235714285714284,0.5019996800511918,99.10000000000002,0.9910000000000002,-0.7524722502522706,3,0.21428571428571427,2,0.14285714285714285,9,0.6428571428571429,0,0.0,0.52995,0.5925928571428571
