period_id,variant,m5_corrective_wave_detected,m5_corrective_123_detected,m5_corrective_invalidation,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
full2025_validation,score_fibroom,true,true,true,61,15,0.2459016393442623,-288.96,231.41000000000003,-520.37,0.44470280761765674,-12.804099999999998,-0.20990327868852457,0.44855075584650506,288.96,2.8895999999999997,-1.0,6,0.09836065573770492,5,0.08196721311475409,50,0.819672131147541,0,0.0,0.5799934426229509,0.5675836065573773
q1_quick,base,false,false,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,diag,false,false,false,2,0,0.0,-36.65,0,-36.65,0.0,-1.5591000000000002,-0.7795500000000001,0.0,36.65,0.3665,-1.0,1,0.5,0,0.0,1,0.5,0,0.0,0.6151,0.7795500000000001
q1_quick,diag,false,false,true,81,18,0.2222222222222222,-409.5299999999999,410.19,-819.7200000000001,0.5004025764895329,-17.333199999999998,-0.2139901234567901,0.5053423437821054,440.16999999999996,4.401699999999999,-0.930390530931231,13,0.16049382716049382,13,0.16049382716049382,55,0.6790123456790124,0,0.0,0.5785271604938271,0.5921913580246915
q1_quick,diag,true,true,false,1,0,0.0,-6.58,0,-6.58,0.0,-0.2834,-0.2834,0.0,6.58,0.06580000000000001,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1959,0.4631
q1_quick,diag,true,true,true,23,8,0.34782608695652173,-109.14,61.86,-171.0,0.3617543859649123,-4.546900000000001,-0.1976913043478261,0.3785331583839047,135.59,1.3558999999999999,-0.804926617007154,2,0.08695652173913043,0,0.0,21,0.9130434782608695,0,0.0,0.5400304347826086,0.49953913043478265
q1_quick,req_fibroom,false,false,false,1,0,0.0,-13.0,0,-13.0,0.0,-0.5479,-0.5479,0.0,13.0,0.13,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.8032,0.5479
q1_quick,req_fibroom,false,false,true,32,6,0.1875,-245.45000000000002,84.69,-330.14000000000004,0.2565275337735506,-10.340200000000001,-0.32313125000000004,0.26011949483023866,259.8,2.598,-0.9447652040030793,4,0.125,2,0.0625,26,0.8125,0,0.0,0.43707499999999994,0.5877687500000002
q1_quick,req_fibroom,true,true,false,1,0,0.0,-6.58,0,-6.58,0.0,-0.2834,-0.2834,0.0,6.58,0.06580000000000001,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1959,0.4631
q1_quick,req_fibroom,true,true,true,13,3,0.23076923076923078,-85.57,23.029999999999998,-108.60000000000001,0.2120626151012891,-3.5389000000000004,-0.27222307692307696,0.22196328459931847,104.80000000000001,1.048,-0.8165076335877861,2,0.15384615384615385,0,0.0,11,0.8461538461538461,0,0.0,0.5043615384615384,0.5364153846153846
q1_quick,req_m5inv,true,true,true,33,9,0.2727272727272727,-211.76999999999995,95.66000000000001,-307.43,0.31116026412516673,-8.735100000000001,-0.26470000000000005,0.318858096411472,230.39,2.3038999999999996,-0.9191805199878466,3,0.09090909090909091,1,0.030303030303030304,29,0.8787878787878788,0,0.0,0.4997454545454545,0.5525000000000001
q1_quick,score,false,false,false,2,0,0.0,-36.65,0,-36.65,0.0,-1.5591000000000002,-0.7795500000000001,0.0,36.65,0.3665,-1.0,1,0.5,0,0.0,1,0.5,0,0.0,0.6151,0.7795500000000001
q1_quick,score,false,false,true,81,18,0.2222222222222222,-409.5299999999999,410.19,-819.7200000000001,0.5004025764895329,-17.333199999999998,-0.2139901234567901,0.5053423437821054,440.16999999999996,4.401699999999999,-0.930390530931231,13,0.16049382716049382,13,0.16049382716049382,55,0.6790123456790124,0,0.0,0.5785271604938271,0.5921913580246915
q1_quick,score,true,true,false,1,0,0.0,-6.58,0,-6.58,0.0,-0.2834,-0.2834,0.0,6.58,0.06580000000000001,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1959,0.4631
q1_quick,score,true,true,true,23,8,0.34782608695652173,-109.14,61.86,-171.0,0.3617543859649123,-4.546900000000001,-0.1976913043478261,0.3785331583839047,135.59,1.3558999999999999,-0.804926617007154,2,0.08695652173913043,0,0.0,21,0.9130434782608695,0,0.0,0.5400304347826086,0.49953913043478265
q1_quick,score_fibroom,false,false,false,2,0,0.0,-36.65,0,-36.65,0.0,-1.5591000000000002,-0.7795500000000001,0.0,36.65,0.3665,-1.0,1,0.5,0,0.0,1,0.5,0,0.0,0.6151,0.7795500000000001
q1_quick,score_fibroom,false,false,true,81,18,0.2222222222222222,-409.5299999999999,410.19,-819.7200000000001,0.5004025764895329,-17.333199999999998,-0.2139901234567901,0.5053423437821054,440.16999999999996,4.401699999999999,-0.930390530931231,13,0.16049382716049382,13,0.16049382716049382,55,0.6790123456790124,0,0.0,0.5785271604938271,0.5921913580246915
q1_quick,score_fibroom,true,true,false,1,0,0.0,-6.58,0,-6.58,0.0,-0.2834,-0.2834,0.0,6.58,0.06580000000000001,-1.0,0,0.0,0,0.0,1,1.0,0,0.0,0.1959,0.4631
q1_quick,score_fibroom,true,true,true,23,8,0.34782608695652173,-109.14,61.86,-171.0,0.3617543859649123,-4.546900000000001,-0.1976913043478261,0.3785331583839047,135.59,1.3558999999999999,-0.804926617007154,2,0.08695652173913043,0,0.0,21,0.9130434782608695,0,0.0,0.5400304347826086,0.49953913043478265
