period_id,variant,m15_wave1_candidate,m15_wave2_candidate,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,failure_exits,failure_exit_rate,avg_mfe_r,avg_mae_r
q1_quick,base,false,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0,0.0,0.5673598130841122,0.574571028037383
q1_quick,diag,false,false,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.0,0.37329999999999997,0.6276
q1_quick,diag,true,false,84,20,0.23809523809523808,-445.7599999999999,388.85,-834.6100000000002,0.46590623165310735,-18.852199999999993,-0.2244309523809523,0.47245766861895183,459.6399999999999,4.596399999999998,-0.9698024540945087,13,0.15476190476190477,11,0.13095238095238096,60,0.7142857142857143,0,0.0,0.5940178571428572,0.5691916666666667
q1_quick,diag,true,true,7,3,0.42857142857142855,33.35,70.97,-37.62,1.8864965443912813,1.4700000000000002,0.21000000000000002,1.9123634558093348,28.65,0.2865,1.1640488656195465,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0,0.0,0.6910285714285714,0.5179142857142857
q1_quick,req_fibroom,false,false,17,4,0.23529411764705882,-130.47,26.58,-157.04999999999998,0.16924546322827125,-5.478399999999999,-0.3222588235294117,0.17002742133410098,144.82,1.4482,-0.9009114763154261,3,0.17647058823529413,0,0.0,14,0.8235294117647058,0,0.0,0.4397176470588235,0.5963117647058822
q1_quick,req_fibroom,true,false,28,4,0.14285714285714285,-237.34,50.93,-288.27,0.1766746452978111,-9.996200000000002,-0.3570071428571429,0.181089074033113,239.27,2.3927,-0.9919337986375224,3,0.10714285714285714,1,0.03571428571428571,24,0.8571428571428571,0,0.0,0.42684642857142857,0.5531071428571429
q1_quick,req_fibroom,true,true,2,1,0.5,17.21,30.21,-13.0,2.323846153846154,0.7642,0.3821,2.3947800693557215,13.0,0.13,1.323846153846154,0,0.0,1,0.5,1,0.5,0,0.0,1.05765,0.58435
q1_quick,req_m5inv,false,false,5,1,0.2,-36.14,3.7,-39.839999999999996,0.09287148594377512,-1.4779,-0.29558,0.09619618395303328,36.14,0.3614,-1.0,1,0.2,0,0.0,4,0.8,0,0.0,0.5236000000000001,0.66464
q1_quick,req_m5inv,true,false,25,7,0.28,-157.21,80.75,-237.96,0.33934274668011427,-6.4436,-0.257744,0.34973559924110936,174.10000000000002,1.741,-0.9029867892016082,2,0.08,1,0.04,22,0.88,0,0.0,0.4988079999999999,0.5233080000000001
q1_quick,req_m5inv,true,true,3,1,0.3333333333333333,-18.42,11.21,-29.630000000000003,0.3783327708403645,-0.8136,-0.2712,0.36427566807313644,20.25,0.20249999999999999,-0.9096296296296297,0,0.0,0,0.0,3,1.0,0,0.0,0.4678,0.6088666666666667
q1_quick,score,false,false,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.0,0.37329999999999997,0.6276
q1_quick,score,true,false,84,20,0.23809523809523808,-445.7599999999999,388.85,-834.6100000000002,0.46590623165310735,-18.852199999999993,-0.2244309523809523,0.47245766861895183,459.6399999999999,4.596399999999998,-0.9698024540945087,13,0.15476190476190477,11,0.13095238095238096,60,0.7142857142857143,0,0.0,0.5940178571428572,0.5691916666666667
q1_quick,score,true,true,7,3,0.42857142857142855,33.35,70.97,-37.62,1.8864965443912813,1.4700000000000002,0.21000000000000002,1.9123634558093348,28.65,0.2865,1.1640488656195465,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0,0.0,0.6910285714285714,0.5179142857142857
q1_quick,score_fibroom,false,false,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0,0.0,0.37329999999999997,0.6276
q1_quick,score_fibroom,true,false,84,20,0.23809523809523808,-445.7599999999999,388.85,-834.6100000000002,0.46590623165310735,-18.852199999999993,-0.2244309523809523,0.47245766861895183,459.6399999999999,4.596399999999998,-0.9698024540945087,13,0.15476190476190477,11,0.13095238095238096,60,0.7142857142857143,0,0.0,0.5940178571428572,0.5691916666666667
q1_quick,score_fibroom,true,true,7,3,0.42857142857142855,33.35,70.97,-37.62,1.8864965443912813,1.4700000000000002,0.21000000000000002,1.9123634558093348,28.65,0.2865,1.1640488656195465,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0,0.0,0.6910285714285714,0.5179142857142857
