run_id,period_id,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,run_mode,stop_mode,portfolio_mode,parent_tf,child_tf,top_context_tf,target_r,max_hold_bars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,avg_r,max_dd_profit,max_dd_pct,recovery_factor,avg_mfe_r,avg_mae_r,mfe_ge_0_5r_rate,mfe_ge_0_8r_rate,mfe_ge_1_0r_rate,mfe_ge_1_3r_rate,tp_rate,full_sl_rate,time_exit_rate,avg_hold_bars,avg_parent_wave2_age,avg_child_flip_signal_age,daily_or_dd_stopped,passed_research_continuation,passed_2025_gate,max_symbol_positive_profit_share,max_session_positive_profit_share
full2025_a_parent_flip,full2025_validation,2025.01.01,2025.12.31,a_parent_flip,parent_flip_only_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_a_parent_flip.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_a_parent_flip.ini,fractal_wave2_transition_full2025_a_parent_flip,0,0,0,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0
full2025_b_parent_wave2,full2025_validation,2025.01.01,2025.12.31,b_parent_wave2,parent_wave1_wave2_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_b_parent_wave2.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_b_parent_wave2.ini,fractal_wave2_transition_full2025_b_parent_wave2,1,0,0,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0
full2025_c_child_countertrend,full2025_validation,2025.01.01,2025.12.31,c_child_countertrend,child_countertrend_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_c_child_countertrend.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_c_child_countertrend.ini,fractal_wave2_transition_full2025_c_child_countertrend,2,0,0,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0
full2025_d_child_flip,full2025_validation,2025.01.01,2025.12.31,d_child_flip,child_flip_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_d_child_flip.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_d_child_flip.ini,fractal_wave2_transition_full2025_d_child_flip,3,0,0,15,5,16385,1.30,30,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0
full2025_e_base_first_child_flip,full2025_validation,2025.01.01,2025.12.31,e_base_first_child_flip,base_first_child_flip,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_e_base_first_child_flip.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_e_base_first_child_flip.ini,fractal_wave2_transition_full2025_e_base_first_child_flip,4,0,0,15,5,16385,1.30,30,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0,False,False,False,0.651417455539438,0.35969244442953807
full2025_f_child_stop,full2025_validation,2025.01.01,2025.12.31,f_child_stop,child_flip_stop_child_extreme,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_f_child_stop.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_f_child_stop.ini,fractal_wave2_transition_full2025_f_child_stop,4,0,0,15,5,16385,1.30,30,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0,False,False,False,0.651417455539438,0.35969244442953807
full2025_g_parent_stop,full2025_validation,2025.01.01,2025.12.31,g_parent_stop,child_flip_stop_parent_extreme,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_g_parent_stop.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_g_parent_stop.ini,fractal_wave2_transition_full2025_g_parent_stop,4,1,0,15,5,16385,1.30,30,100,47,0.47,33.829999999999984,1122.3900000000003,-1088.56,1.0310777540971563,0.01272111999999996,203.79,2.0378999999999996,0.1660042200304234,0.6583461200000003,-0.6804445899999998,0.53,0.4,0.36,0.0,0.27,0.42,0.31,16.64,1.66,0.0,False,False,False,0.6405438394853838,0.4110781457425672
full2025_h_one_symbol,full2025_validation,2025.01.01,2025.12.31,h_one_symbol,one_symbol_first_child_flip,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_h_one_symbol.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_h_one_symbol.ini,fractal_wave2_transition_full2025_h_one_symbol,4,0,1,15,5,16385,1.30,30,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0,False,False,False,0.651417455539438,0.35969244442953807
full2025_i_h1_diag,full2025_validation,2025.01.01,2025.12.31,i_h1_diag,all_symbols_h1_alignment_diag,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_i_h1_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_i_h1_diag.ini,fractal_wave2_transition_full2025_i_h1_diag,4,0,0,15,5,16385,1.30,30,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0,False,False,False,0.651417455539438,0.35969244442953807
full2025_j_full_fractal_diag,full2025_validation,2025.01.01,2025.12.31,j_full_fractal_diag,all_symbols_full_fractal_diag,reports/presets/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_j_full_fractal_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FractalWave2TransitionTrader_fw2t_full2025_j_full_fractal_diag.ini,fractal_wave2_transition_full2025_j_full_fractal_diag,4,0,0,15,5,16385,1.30,30,154,69,0.44805194805194803,-365.54,1192.6299999999997,-1558.1700000000003,0.7654042883639137,-0.09721131818181823,417.10999999999996,4.1711,-0.8763635491836688,0.5701201818181816,-0.6562628051948053,0.487012987012987,0.3246753246753247,0.23376623376623376,0.0,0.16233766233766234,0.36363636363636365,0.474025974025974,21.11038961038961,1.7662337662337662,0.0,False,False,False,0.651417455539438,0.35969244442953807
