"scenario_mode","symbol","trades","win_rate","net_profit","gross_profit","gross_loss","profit_factor_from_trades","sum_r","avg_r","r_profit_factor"
"tokyo_only_reference","EURJPY","58","0.362068965517241","-223.96","500.69","-724.65","0.690940454012282","-9.7366","-0.167872413793103","0.692932134488446"
"tokyo_only_reference","EURUSD","59","0.338983050847458","-348.7","374.83","-723.53","0.518057302392437","-15.888","-0.26928813559322","0.514597514328661"
"tokyo_only_reference","USDJPY","65","0.276923076923077","-510.03","419.74","-929.77","0.451444981016811","-21.7673","-0.334881538461538","0.46073158344585"
"tokyo_only_reference","AUDJPY","36","0.444444444444444","-21.71","342.6","-364.31","0.940407894375669","-1.0873","-0.0302027777777778","0.932201381787344"
"tokyo_only_reference","GBPJPY","64","0.390625","-261.62","508.91","-770.53","0.660467470442423","-11.277","-0.176203125","0.673434282884621"
"london_newyork_overlap_reference","AUDJPY","47","0.361702127659574","-204.31","341.26","-545.57","0.625510933519072","-8.56639999999999","-0.182263829787234","0.639127137922319"
"london_newyork_overlap_reference","GBPUSD","32","0.375","-117.74","230.66","-348.4","0.662055109070034","-4.7828","-0.1494625","0.685862911488847"
"london_newyork_overlap_reference","GBPJPY","36","0.333333333333333","-205.29","196.17","-401.46","0.488641458675833","-8.8176","-0.244933333333333","0.509844686315275"
"london_newyork_overlap_reference","USDJPY","44","0.454545454545455","-3.18000000000002","487.36","-490.54","0.993517348228483","0.136200000000001","0.00309545454545456","1.00629957679055"
"london_newyork_overlap_reference","EURUSD","32","0.375","-109.38","235.05","-344.43","0.682431843916035","-4.1725","-0.130390625","0.724578368923067"
"london_newyork_overlap_reference","EURJPY","35","0.257142857142857","-379.89","83.47","-463.36","0.180140711325967","-16.5472","-0.472777142857143","0.192094367627529"
"symbol_best_session","EURJPY","43","0.441860465116279","-82.46","410.09","-492.55","0.832585524312252","-4.1175","-0.0957558139534884","0.814115904997088"
"symbol_best_session","EURUSD","43","0.348837209302326","-217.17","298.16","-515.33","0.578580715269827","-9.2118","-0.214227906976744","0.591309594583803"
"symbol_best_session","AUDJPY","34","0.235294117647059","-294.9","218.27","-513.17","0.425336633084553","-13.3342","-0.392182352941176","0.417588273319706"
"symbol_best_session","GBPJPY","44","0.409090909090909","-125.68","336.71","-462.39","0.728194813901685","-5.6184","-0.127690909090909","0.730785448690918"
"symbol_best_session","GBPUSD","52","0.326923076923077","-288.17","518.82","-806.99","0.642907594889652","-12.7509","-0.245209615384615","0.63487381843485"
"symbol_best_session","USDJPY","52","0.346153846153846","-300.84","351.79","-652.63","0.539034368631537","-12.3561","-0.237617307692308","0.566135986965926"
"symbol_best_session_with_dow_alignment","EURUSD","56","0.357142857142857","-260.34","375.86","-636.2","0.590789060044011","-11.7054","-0.209025","0.601890995663634"
"symbol_best_session_with_dow_alignment","AUDJPY","40","0.375","-118.18","340.06","-458.24","0.742100209497207","-5.2678","-0.131695","0.746416089807157"
"symbol_best_session_with_dow_alignment","GBPJPY","39","0.333333333333333","-255.08","227.57","-482.65","0.471501087744742","-12.0388","-0.308687179487179","0.472447535286874"
"symbol_best_session_with_dow_alignment","GBPUSD","51","0.294117647058824","-389.11","356.39","-745.5","0.478054996646546","-18.4776","-0.362305882352941","0.457190950832386"
"symbol_best_session_with_dow_alignment","USDJPY","57","0.368421052631579","-262.22","498.84","-761.06","0.655454234882927","-10.4191","-0.182791228070175","0.695191984202443"
"symbol_best_session_with_dow_alignment","EURJPY","45","0.355555555555556","-200.27","380.05","-580.32","0.65489729804246","-9.1577","-0.203504444444444","0.652629263093211"
"symbol_best_session_with_wave3_confirmed","EURUSD","26","0.461538461538462","-33.12","201.29","-234.41","0.85870909944115","-1.0707","-0.0411807692307692","0.892466530747522"
"symbol_best_session_with_wave3_confirmed","GBPJPY","18","0.444444444444444","-8.02","148.81","-156.83","0.948861824905949","-0.7517","-0.0417611111111111","0.895243669607146"
"symbol_best_session_with_wave3_confirmed","GBPUSD","33","0.363636363636364","-147.41","284.26","-431.67","0.65851228948039","-6.1515","-0.186409090909091","0.661602019990868"
"symbol_best_session_with_wave3_confirmed","AUDJPY","28","0.392857142857143","-53.14","229.86","-283","0.812226148409894","-2.0809","-0.0743178571428571","0.826617674015564"
"symbol_best_session_with_wave3_confirmed","EURJPY","16","0.5","70.87","188.19","-117.32","1.60407432662803","3.1882","0.1992625","1.6523838755883"
"symbol_best_session_with_wave3_confirmed","USDJPY","26","0.461538461538462","5","275.58","-270.58","1.01847882326853","0.5747","0.0221038461538461","1.05059201549364"
