decision_seconds,horizon_seconds,fold,feature_set,action,model_family,feature_id,coefficient
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F01,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F02,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F03,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F04,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F05,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F06,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F07,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F08,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F09,0.10803066815140794
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F10,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F11,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F12,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F13,-0.043723380048311895
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F14,-0.05855014967943168
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F15,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F16,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F17,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F18,0.013308360343911103
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F19,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F20,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F21,0.007448258251936657
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F22,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F23,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F24,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F25,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F26,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F27,-0.19988731575132013
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F28,0.1822267859030064
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F29,0.0
60,300,0,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,F36,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F01,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F02,0.03969592637022211
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F03,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F04,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F05,-0.15630750321478434
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F06,-0.2941284260835074
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F07,0.061417521816524566
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F08,-0.2845171423514351
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F09,-0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F10,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F11,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F12,-0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F13,0.3895418970760209
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F14,0.3716816354200791
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F15,-0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F16,-0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F17,-0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F18,-0.16828878806416464
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F19,0.02357522989192879
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F20,-0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F21,-0.3498523640555828
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F22,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F23,0.13988600900266634
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F24,-0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F25,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F26,-0.20655084260343326
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F27,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F28,-0.46716547168619466
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F29,-0.24475046433947906
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,F36,0.15230951450875704
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F01,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F02,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F03,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F04,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F05,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F06,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F07,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F08,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F09,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F10,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F11,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F12,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F13,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F14,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F15,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F16,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F17,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F18,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F19,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F20,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F21,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F22,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F23,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F24,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F25,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F26,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F27,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F28,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F29,0.0
60,300,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,F36,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F01,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F02,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F03,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F04,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F05,0.15566718630126516
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F06,0.26149828965808514
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F07,-0.0012786141507761368
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F08,0.20900883534818107
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F09,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F10,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F11,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F12,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F13,-0.380690236674741
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F14,-0.3907907914466795
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F15,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F16,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F17,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F18,0.32538511214500165
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F19,-0.04397572557396388
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F20,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F21,0.291433579347386
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F22,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F23,-0.09857735641760598
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F24,0.00810703832213393
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F25,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F26,0.18001044335923835
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F27,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F28,0.441250194184859
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F29,0.1826427939388234
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F30,-0.4875991929289394
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F31,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F32,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F33,-0.026444025419970665
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F34,-0.07318734646127999
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F35,0.00908294380479971
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,F36,-0.12614015161430797
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F01,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F02,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F03,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F04,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F05,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F06,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F07,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F08,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F09,0.10831031481440424
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F10,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F11,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F12,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F13,-0.04137787607049792
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F14,-0.05722704990386392
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F15,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F16,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F17,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F18,0.014908956589654817
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F19,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F20,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F21,0.006790028713862886
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F22,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F23,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F24,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F25,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F26,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F27,-0.20031406385782913
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F28,0.18211706491439533
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F29,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F30,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F31,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F32,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F33,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F34,-0.01085501436911235
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F35,0.0
60,300,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,F36,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F01,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F02,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F03,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F04,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F05,-0.16208447474200322
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F06,-0.25658729496559346
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F07,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F08,-0.20605566077362356
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F09,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F10,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F11,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F12,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F13,0.38451938361077914
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F14,0.36581546174605284
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F15,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F16,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F17,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F18,-0.2831050417089675
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F19,0.020403771888098828
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F20,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F21,-0.25902652627906536
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F22,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F23,0.09319403574620021
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F24,-0.01661715895277482
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F25,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F26,-0.13065206665479595
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F27,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F28,-0.42473835770827
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F29,-0.1789789189200772
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F30,0.48806562293905703
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F31,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F32,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F33,0.06283134681245699
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F34,0.062202697179667664
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F35,-0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,F36,0.1340922322139508
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F01,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F02,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F03,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F04,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F05,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F06,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F07,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F08,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F09,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F10,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F11,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F12,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F13,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F14,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F15,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F16,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F17,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F18,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F19,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F20,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F21,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F22,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F23,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F24,0.0
60,300,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,F25,0.0
