decision_seconds,horizon_seconds,feature_set,model_family,action,bin,rows,predicted_probability,observed_positive
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,2,106,0.3010460987509597,0.3584905660377358
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,3,105,0.34448695467595736,0.3619047619047619
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,4,106,0.43551146340314334,0.4339622641509434
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,0,106,0.25490776531911336,0.3113207547169811
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,1,105,0.3596385217542818,0.38095238095238093
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,2,106,0.39967952311453797,0.4056603773584906
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,3,105,0.43186015033327807,0.37142857142857144
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,4,106,0.5364989458556396,0.42452830188679247
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,0,104,0.2086366759973085,0.34615384615384615
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,1,104,0.2896572816085762,0.33653846153846156
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,2,103,0.3434873306232925,0.4077669902912621
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,3,104,0.40822548563712235,0.375
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,4,104,0.5350774843263346,0.3942307692307692
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,0,104,0.23639693933607833,0.3269230769230769
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,1,104,0.35528804642194,0.34615384615384615
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,2,103,0.4198785220283077,0.36893203883495146
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,3,104,0.4668323920471891,0.4230769230769231
60,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,4,104,0.5577037051686221,0.40384615384615385
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,0,104,0.1821274609328588,0.36538461538461536
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,1,104,0.28145950609783754,0.3076923076923077
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,2,103,0.33482989571790195,0.4077669902912621
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,3,104,0.40262302735660277,0.3942307692307692
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,4,104,0.5532145556859507,0.38461538461538464
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,0,104,0.18958935425333728,0.3942307692307692
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,1,104,0.34664503279129466,0.33653846153846156
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,2,103,0.41666634320923585,0.3592233009708738
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,3,104,0.479996423639835,0.34615384615384615
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,4,104,0.6584366210027981,0.4326923076923077
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,0,104,0.11104200742525007,0.16346153846153846
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,1,104,0.17315094340935222,0.23076923076923078
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,2,104,0.2234467316484302,0.21153846153846154
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,3,104,0.2697414605798806,0.2980769230769231
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,4,104,0.35147209284547937,0.375
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,0,104,0.11039900391254043,0.19230769230769232
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,1,104,0.21486030816263982,0.17307692307692307
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,2,104,0.27471572225669777,0.28846153846153844
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,3,104,0.33754354686439264,0.3269230769230769
120,300,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,4,104,0.47696048072033526,0.36538461538461536
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,0,104,0.10487841518872495,0.14423076923076922
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,1,104,0.17358278284834433,0.2403846153846154
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,2,104,0.22516123113643513,0.2403846153846154
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,3,104,0.27197479439792455,0.28846153846153844
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,4,104,0.35870075999029827,0.36538461538461536
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,0,104,0.1158037045592276,0.18269230769230768
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,1,104,0.21666011771975593,0.20192307692307693
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,2,104,0.2709583797217531,0.27884615384615385
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,3,104,0.33480431005551764,0.3557692307692308
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,4,104,0.4579930926394053,0.3269230769230769
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,0,102,0.27002422231636153,0.2647058823529412
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,1,101,0.3304659095204564,0.38613861386138615
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,2,101,0.377901142294586,0.39603960396039606
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,3,101,0.4113370294622459,0.33663366336633666
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,4,102,0.45944101933186254,0.47058823529411764
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,0,102,0.17003940946027082,0.24509803921568626
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,1,101,0.261065543559447,0.33663366336633666
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,2,101,0.31336158488954585,0.26732673267326734
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,3,101,0.35860135185572983,0.2871287128712871
120,600,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,4,102,0.43068595018398775,0.35294117647058826
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,0,102,0.26884783730476036,0.28431372549019607
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,1,101,0.32990924551932815,0.3564356435643564
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,2,101,0.37783910000676413,0.40594059405940597
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,3,101,0.41254048407191424,0.33663366336633666
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,4,102,0.463345789434092,0.47058823529411764
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,0,102,0.18401215979308078,0.20588235294117646
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,1,101,0.26691273375939867,0.39603960396039606
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,2,101,0.317654592983442,0.24752475247524752
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,3,101,0.3597641844170399,0.2871287128712871
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,4,102,0.42058616567034174,0.35294117647058826
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,0,103,0.2772479126187183,0.34951456310679613
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,1,102,0.33804703208476833,0.3627450980392157
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,2,103,0.36218678127295617,0.3592233009708738
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,3,102,0.3983395167170882,0.47058823529411764
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,CONTINUATION,4,103,0.49359225355630354,0.36893203883495146
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,0,103,0.14548950053126128,0.3883495145631068
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,1,102,0.3050510320042695,0.29411764705882354
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,2,103,0.35548794347112017,0.32038834951456313
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,3,102,0.40056369962451555,0.38235294117647056
120,900,CONTEXT_ONLY,ELASTIC_NET_LOGISTIC,REVERSAL,4,103,0.5702828898804622,0.4077669902912621
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,0,103,0.26547694763478213,0.39805825242718446
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,1,102,0.33584508622329423,0.35294117647058826
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,2,103,0.3627608794809888,0.3300970873786408
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,3,102,0.3969743715434305,0.4411764705882353
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,CONTINUATION,4,103,0.5007065777669094,0.3883495145631068
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,0,103,0.22314887665551902,0.3592233009708738
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,1,102,0.31288811883175704,0.3333333333333333
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,2,103,0.35570419335699804,0.30097087378640774
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,3,102,0.39583935316541663,0.4019607843137255
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_LOGISTIC,REVERSAL,4,103,0.48147707816386376,0.39805825242718446
