fold,episode_id,market_cluster_id,anchor_msc,server_day,role,train_cutoff_msc,purge_ms,embargo_ms
0,ts15f_context_r3_202503_USDJPY_mh_37,278,1741072582000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_41,297,1741077437500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_42,301,1741078812750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_43,306,1741079789250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_44,318,1741080787250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_45,329,1741081811000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_46,344,1741082810250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_47,358,1741083902500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_48,373,1741084885500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_49,385,1741086001250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_50,394,1741087001500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_53,418,1741090081750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_54,428,1741091153750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_56,434,1741094174000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_57,443,1741095305500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_58,456,1741096391500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_59,463,1741097448000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_60,470,1741098663500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_61,483,1741099711500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_62,491,1741100762750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_63,498,1741101876500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_64,515,1741102975250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_65,518,1741104088250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_66,531,1741105090750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_67,539,1741106205250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_3,542,1741106496500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_1,543,1741106515750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_68,558,1741107269750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_2,562,1741107601250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_1,575,1741108397750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_3,583,1741108677000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_70,600,1741109407750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_2,602,1741109474750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_4,607,1741109914500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_4,609,1741110002250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_71,619,1741110503500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_3,622,1741110931500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_5,623,1741110972500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_5,642,1741112413500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_6,642,1741112413750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_73,647,1741112711750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_7,660,1741113517750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_75,665,1741116089000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_6,666,1741116272000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_7,670,1741117254750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_8,671,1741117258500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_76,671,1741117258750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_8,687,1741118653750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_77,688,1741118724250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_9,693,1741121891750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_9,694,1741122115750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_79,697,1741122127750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_10,710,1741124119250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_80,711,1741124818750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_11,715,1741125263500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_81,716,1741126451000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_12,717,1741127052750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_82,720,1741127611000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_83,727,1741128601000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_13,727,1741128601250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_10,727,1741128601250,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_14,734,1741129758500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_11,734,1741129758500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_84,758,1741129940750,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_15,806,1741130804500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_85,811,1741131065500,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_86,819,1741132377000,2025-03-04,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_87,822,1741134972750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_89,825,1741137454000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_91,833,1741139782500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_92,845,1741141112250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_93,857,1741142348500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_94,862,1741143563000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_95,866,1741144735250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_96,884,1741145821500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_97,888,1741146805250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_98,892,1741147771250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_99,895,1741148775000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_100,904,1741150042250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_102,910,1741152610250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_103,916,1741153659250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_104,924,1741155536250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_105,926,1741156576500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_106,930,1741157628250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_107,931,1741158845750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_109,938,1741161812000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_110,940,1741163561750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_17,942,1741164006750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_13,941,1741164007000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_111,945,1741164905000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_18,947,1741165179500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_14,950,1741165221500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_19,969,1741166491750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_15,974,1741166797000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_113,987,1741167574750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_20,988,1741167602750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_16,991,1741167911750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_114,996,1741168644750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_21,998,1741168704500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_17,1004,1741169082250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_115,1014,1741169923000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_22,1017,1741170056250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_116,1033,1741171144000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_19,1035,1741171198750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_23,1034,1741171199000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_24,1046,1741172181000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_20,1048,1741172281000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_117,1049,1741172492000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_5,1060,1741173396750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_25,1061,1741173423000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_21,1061,1741173423000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_1,1068,1741173920500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_118,1069,1741173989750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_22,1082,1741174834000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_26,1083,1741174861750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_2,1084,1741174912500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_119,1086,1741175060250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_27,1091,1741175840500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_121,1094,1741177548250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_28,1095,1741177642750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_122,1099,1741179125750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_123,1101,1741180203250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_124,1102,1741181378750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_125,1109,1741182379750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_30,1117,1741182874000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_26,1138,1741185152500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_32,1143,1741185933500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_128,1144,1741185961250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_27,1152,1741186342250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_33,1165,1741186963000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_6,1172,1741187017500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_129,1179,1741187035500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_28,1204,1741187347250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_130,1227,1741188001000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_29,1230,1741188335750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_7,1235,1741188843250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_131,1238,1741188975000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_30,1251,1741189752500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_34,1251,1741189752500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_132,1261,1741190052250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_8,1263,1741190205250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_3,1271,1741190714250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_35,1274,1741190737750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_133,1286,1741191247000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_31,1288,1741191366500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_9,1294,1741191921750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_4,1295,1741192035500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_134,1308,1741192313250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_32,1319,1741192774750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_10,1326,1741192896250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_36,1328,1741192942250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_5,1333,1741193073000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_135,1355,1741193590250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_11,1363,1741193860500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_37,1365,1741193996250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_33,1366,1741194000750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_6,1401,1741194186750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_136,1412,1741194598000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_7,1422,1741195176250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_34,1422,1741195176250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_12,1424,1741195215750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_38,1432,1741195483500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_137,1438,1741195773500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_138,1450,1741196934250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_35,1453,1741197065500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_8,1453,1741197065500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_13,1457,1741197363500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_39,1462,1741197404500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_139,1468,1741197933000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_40,1474,1741198460250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_36,1476,1741198502250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_9,1483,1741198861500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_140,1484,1741198902000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_37,1490,1741199537500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_41,1493,1741199840000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_141,1495,1741200359750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_10,1506,1741201070250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_142,1552,1741201646250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_15,1553,1741201682000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_11,1559,1741202719750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_43,1563,1741204914500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_144,1565,1741205200250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_12,1566,1741205248750,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_145,1583,1741206618000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_40,1584,1741206836000,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_13,1584,1741206836250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCAD_mh_44,1584,1741206836250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_146,1589,1741207775250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_147,1593,1741209059500,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_148,1595,1741213565250,2025-03-05,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_153,1604,1741227717250,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_154,1606,1741229196500,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_156,1610,1741232385000,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_158,1620,1741237340750,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_159,1623,1741239417000,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_162,1639,1741244623500,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_163,1642,1741245899000,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_17,1648,1741248036750,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_43,1650,1741248121250,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_165,1653,1741248458000,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_18,1662,1741249433000,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDJPY_mh_166,1663,1741249949750,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_USDCHF_mh_19,1680,1741251878250,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_EURUSD_mh_14,1685,1741252197500,2025-03-06,TRAIN,1741277101250,900000,900000
0,ts15f_context_r3_202503_AUDUSD_mh_46,1685,1741252199000,2025-03-06,TRAIN,1741277101250,900000,900000
