episode_id,market_cluster_id,server_day,symbol,fold,chosen_action,chosen_actual,chosen_actual_125x,decision_seconds,horizon_seconds,feature_set,model_family
ts15f_context_r3_202503_AUDUSD_mh_165,4345,2025-03-11,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_170,4445,2025-03-11,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_177,4549,2025-03-12,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_178,4578,2025-03-12,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_182,4703,2025-03-12,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_183,4805,2025-03-12,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_184,4826,2025-03-12,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_185,4840,2025-03-12,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_186,4872,2025-03-12,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_191,4958,2025-03-12,AUDUSD,1,REVERSAL,-1.1428571428570673,-1.398809523809357,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_206,5152,2025-03-13,AUDUSD,1,REVERSAL,-1.5238095238099518,-1.7738095238095553,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_208,5172,2025-03-13,AUDUSD,1,REVERSAL,2.6923076923070024,2.461538461537575,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_209,5203,2025-03-13,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_212,5238,2025-03-13,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_214,5268,2025-03-13,AUDUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_223,5396,2025-03-14,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_230,5513,2025-03-14,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_234,5570,2025-03-14,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_235,5613,2025-03-14,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_251,5859,2025-03-17,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_269,6127,2025-03-18,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_270,6144,2025-03-18,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_273,6205,2025-03-18,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_276,6232,2025-03-18,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_287,6621,2025-03-19,AUDUSD,2,REVERSAL,-0.1818181818178607,-0.43181818181798687,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_288,6629,2025-03-19,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_289,6670,2025-03-19,AUDUSD,2,CONTINUATION,-1.0,-1.2554347826081265,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_290,6764,2025-03-19,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_291,6825,2025-03-19,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_292,6866,2025-03-19,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_295,6935,2025-03-20,AUDUSD,2,CONTINUATION,-3.5384615384622284,-3.7740384615392664,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_298,6991,2025-03-20,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_300,7002,2025-03-20,AUDUSD,2,CONTINUATION,-0.8695652173909686,-1.1141304347826009,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_308,7049,2025-03-20,AUDUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_312,7092,2025-03-20,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_314,7166,2025-03-20,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_316,7190,2025-03-20,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_320,7273,2025-03-20,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_321,7288,2025-03-20,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_324,7305,2025-03-20,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_345,7509,2025-03-21,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_346,7532,2025-03-21,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_377,7964,2025-03-25,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_403,8301,2025-03-26,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_406,8349,2025-03-26,AUDUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_412,8463,2025-03-26,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_413,8474,2025-03-26,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_414,8490,2025-03-26,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_415,8511,2025-03-26,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_418,8565,2025-03-26,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_419,8580,2025-03-26,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_421,8613,2025-03-26,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_435,8805,2025-03-27,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_440,8900,2025-03-27,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_445,8985,2025-03-27,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_447,9031,2025-03-27,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_450,9103,2025-03-27,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_455,9160,2025-03-28,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_490,9803,2025-03-31,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_493,9839,2025-03-31,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_496,9927,2025-03-31,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_497,9956,2025-03-31,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_504,10105,2025-03-31,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_505,10146,2025-03-31,AUDUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_60,2196,2025-03-06,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_61,2226,2025-03-06,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_62,2263,2025-03-06,AUDUSD,0,CONTINUATION,-3.4761904761897964,-3.732142857141951,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_63,2323,2025-03-06,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_64,2346,2025-03-06,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_67,2466,2025-03-07,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_77,2651,2025-03-07,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_78,2668,2025-03-07,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_85,2771,2025-03-07,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_88,2938,2025-03-07,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_91,3006,2025-03-07,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_AUDUSD_mh_93,3117,2025-03-07,AUDUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_100,5101,2025-03-13,EURUSD,1,REVERSAL,4.0,3.7625000000000832,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_102,5131,2025-03-13,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_103,5146,2025-03-13,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_105,5156,2025-03-13,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_106,5172,2025-03-13,EURUSD,1,REVERSAL,5.500000000004935,5.250000000004317,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_107,5203,2025-03-13,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_112,5273,2025-03-13,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_113,5291,2025-03-13,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_120,5513,2025-03-14,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_123,5563,2025-03-14,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_124,5573,2025-03-14,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_129,5859,2025-03-17,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_133,6056,2025-03-18,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_138,6170,2025-03-18,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_146,6517,2025-03-19,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_149,6620,2025-03-19,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_153,6670,2025-03-19,EURUSD,2,CONTINUATION,-3.850000000000111,-4.10625000000043,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_154,6797,2025-03-19,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_155,6862,2025-03-19,EURUSD,2,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_160,7096,2025-03-20,EURUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_162,7161,2025-03-20,EURUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_168,7306,2025-03-20,EURUSD,3,REVERSAL,-1.1666666666664611,-1.4166666666643024,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_172,7501,2025-03-21,EURUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_179,7710,2025-03-24,EURUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_187,7844,2025-03-24,EURUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_191,7993,2025-03-25,EURUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_196,8269,2025-03-26,EURUSD,3,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_203,8545,2025-03-26,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_207,8844,2025-03-27,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_217,9017,2025-03-27,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_228,9483,2025-03-28,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_230,9524,2025-03-28,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_237,9850,2025-03-31,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_241,9990,2025-03-31,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_245,10104,2025-03-31,EURUSD,4,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_246,10150,2025-03-31,EURUSD,4,CONTINUATION,0.2222222222226334,-0.027777777776749793,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_31,2220,2025-03-06,EURUSD,0,CONTINUATION,0.2222222222223593,-0.02777777777671553,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_32,2267,2025-03-06,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_35,2346,2025-03-06,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_42,2597,2025-03-07,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_45,2670,2025-03-07,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_46,2690,2025-03-07,EURUSD,0,REVERSAL,0.6111111111111797,0.3611111111121048,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_49,2768,2025-03-07,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_51,2941,2025-03-07,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_52,2976,2025-03-07,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_53,3005,2025-03-07,EURUSD,0,REVERSAL,-1.0555555555558982,-1.305555555554973,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_57,3142,2025-03-07,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_61,3399,2025-03-10,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_64,3477,2025-03-10,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_66,3513,2025-03-10,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_69,3653,2025-03-10,EURUSD,0,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_75,3962,2025-03-11,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_85,4445,2025-03-11,EURUSD,1,NO_TRADE,0.0,0.0,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
ts15f_context_r3_202503_EURUSD_mh_87,4635,2025-03-12,EURUSD,1,REVERSAL,1.2222222222211256,0.9722222222220509,60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION
