decision_seconds,horizon_seconds,feature_set,model_family,omitted_server_day,episodes,mean,sign_positive
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-13,487,-0.1937212703253614,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-14,503,-0.2082416300766694,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-17,510,-0.20395351655038788,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-18,507,-0.2060142872431324,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-19,500,-0.196130146196196,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-20,496,-0.2040574862353046,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-21,511,-0.20498148714004835,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-24,511,-0.20498148714004835,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-25,514,-0.20378509713728543,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-26,498,-0.21151897393468602,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-27,501,-0.2090729339891511,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-28,518,-0.20221146704356122,False
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-31,502,-0.209099127790413,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-06,503,-0.12797211622919,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-07,473,-0.09015805027992164,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-10,481,-0.14092058551306996,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-11,484,-0.08862080846891525,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-12,494,-0.12654349502141077,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-13,487,-0.12204537505479779,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-14,503,-0.13264182057042712,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-17,510,-0.13924016968740416,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-18,507,-0.13213800398827816,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-19,500,-0.11968930606617476,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-20,496,-0.1390002227262105,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-21,511,-0.13168349181673905,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-24,511,-0.13168349181673902,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-25,514,-0.13091491112520162,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-26,498,-0.1351210126874571,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-27,501,-0.13431190482705319,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-28,518,-0.12942135968794138,False
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-31,502,-0.13404435123178016,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-06,499,-0.3032932681772348,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-07,472,-0.2642038779839439,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-10,490,-0.3077565474342951,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-11,478,-0.2724272996310666,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-12,491,-0.33595501457670857,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-13,484,-0.28115980484240516,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-14,500,-0.3379750628165376,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-17,503,-0.31260336841986824,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-18,513,-0.28444835859132783,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-19,502,-0.27963359757640566,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-20,506,-0.2876791419646282,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-21,511,-0.2968554337502421,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-24,502,-0.3256197021169777,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-25,520,-0.3030601438356124,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-26,498,-0.2830164684613881,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-27,500,-0.30299379365188495,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-28,511,-0.32422950057635264,False
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-31,496,-0.3260912798276568,False
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-06,499,0.07150225527368106,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-07,472,0.08602503823545056,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-10,490,0.07207955609119752,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-11,478,0.04530949566164564,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-12,491,0.04280519731510869,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-13,484,0.06854389797224435,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-14,500,0.04323938212603183,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-17,503,0.0653812079388169,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-18,513,0.06090969822611166,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-19,502,0.07569986767945791,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-20,506,0.06328159034349057,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-21,511,0.0655243423214461,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-24,502,0.042613794863482914,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-25,520,0.06379855118955051,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-26,498,0.06661696108145834,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-27,500,0.0663504932371325,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-28,511,0.06492220473300639,True
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-31,496,0.06688557786001263,True
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-06,499,-0.4696863673504808,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-07,472,-0.3062887165428099,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-10,490,-0.4839834517201009,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-11,478,-0.43195506285111374,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-12,491,-0.45284606569851016,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-13,484,-0.4387388242845929,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-14,500,-0.49669410595018293,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-17,503,-0.4715947900592035,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-18,513,-0.44396124319583724,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-19,502,-0.45460175396452684,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-20,506,-0.4486569278580301,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-21,511,-0.4525341602847457,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-24,502,-0.46257288739672403,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-25,520,-0.4556746083871944,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-26,498,-0.44098276138210074,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-27,500,-0.4606049462863316,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-28,511,-0.46702345106818627,False
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-31,496,-0.49019817814787403,False
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-06,499,0.034332621137458566,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-07,472,0.046503047171709694,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-10,490,0.030169536981786368,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-11,478,0.0036934391340703817,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-12,491,0.0022909915713592625,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-13,484,0.02744374297187043,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-14,500,0.0034544320856698825,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-17,503,0.026407100593211302,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-18,513,0.02589234229704734,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-19,502,0.0360734234161492,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-20,506,0.036068628682202473,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-21,511,0.02442143404103214,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-24,502,0.021100362212865393,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-25,520,0.025543791535356318,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-26,498,0.029948495071794274,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-27,500,0.02656554319677057,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-28,511,0.025993682188620918,True
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-31,496,0.026779781448357434,True
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-06,495,-0.38364266172108724,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-07,463,-0.42812308047807257,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-10,480,-0.3938552255912556,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-11,465,-0.18804306112382232,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-12,481,-0.24539423935606552,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-13,478,-0.29260615632571857,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-14,490,-0.34804848667935534,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-17,498,-0.3403687120088636,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-18,497,-0.360712396246839,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-19,493,-0.31325015346019164,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-20,492,-0.3467759927114227,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-21,495,-0.3690667272153745,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-24,495,-0.3114023825360206,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-25,509,-0.3366859371065479,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-26,494,-0.3161387613823302,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-27,498,-0.31343796114169936,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-28,503,-0.3605135580437124,False
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-31,497,-0.3617944093761161,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-06,495,-0.21493126688160394,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-07,463,-0.23368402284649495,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-10,480,-0.21892632994902647,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-11,465,-0.14691916490609935,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-12,481,-0.16262246585302287,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-13,478,-0.2178066084169975,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-14,490,-0.23887337910183765,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-17,498,-0.23503605574277203,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-18,497,-0.23550896531167095,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-19,493,-0.23168295109601428,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-20,492,-0.23244663665362722,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-21,495,-0.23646051668666762,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-24,495,-0.27257162779779154,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-25,509,-0.22995669108035457,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-26,494,-0.2369391817002034,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-27,498,-0.23503605574277203,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-28,503,-0.23778034058739347,False
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-31,497,-0.23550896531167098,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-06,495,-0.5086885507447333,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-07,463,-0.5882523087276628,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-10,480,-0.5627036708212597,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-11,465,-0.34687102549961596,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-12,481,-0.3867741928768464,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-13,478,-0.4340845971341632,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-14,490,-0.49534487342419287,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-17,498,-0.4872791517131886,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-18,497,-0.5115631981635175,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-19,493,-0.46532489697457136,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-20,492,-0.49105195695602266,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-21,495,-0.49145470181210826,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-24,495,-0.45819241676508904,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-25,509,-0.4802475256185093,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-26,494,-0.46763243960626383,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-27,498,-0.44881405149719406,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-28,503,-0.4975371138142584,False
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,2025-03-31,497,-0.49098573059909917,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-06,495,-0.18218534068661818,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-07,463,-0.19867487929030067,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-10,480,-0.2007208190506484,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-11,465,-0.11206059831143708,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-12,481,-0.13413744099110445,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-13,478,-0.1634951702298485,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-14,490,-0.20579331080282146,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-17,498,-0.20248739416341874,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-18,497,-0.2028948134675705,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-19,493,-0.1988041813870529,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-20,492,-0.2132138664499617,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-21,495,-0.2037145904916819,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-24,495,-0.22818051409553627,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-25,509,-0.1981114386903389,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-26,494,-0.20412696820522777,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-27,498,-0.2024873941634187,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-28,503,-0.20555522435177126,False
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,2025-03-31,497,-0.23307589998670422,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-06,494,-0.003072294978149043,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-07,470,0.0013452899591352993,True
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-10,467,-0.024556132161057925,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-11,478,0.03609439249816248,True
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-12,486,-0.013233562847733813,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-13,483,-0.016542310437735075,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-14,493,-0.0003125301330008162,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-17,501,-0.0030293687010092356,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-18,504,-0.0030113367444556094,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-19,489,-0.0031037090372303213,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-20,492,-0.00676267790392326,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-21,505,-0.0030053737013972797,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-24,500,-0.0019445183475016953,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-25,506,-0.002999434227679105,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-26,494,-0.003072294978149043,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-27,492,-0.0030847839821252585,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-28,501,-0.0030293687010092356,False
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,2025-03-31,485,0.0006507620909875079,True
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-06,494,-0.004082480874825739,False
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-07,470,0.01820905201667632,True
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,2025-03-10,467,-0.004318512959665775,False
