decision_seconds,horizon_seconds,fold,feature_set,action,model_family,inner_score,parameters,train_rows,test_rows
120,900,0,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,20.267775444117206,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100}",145,127
120,900,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,18.64742374719387,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",145,127
120,900,0,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.5346403835853949,"{""C"": 10.0, ""l1_ratio"": 0.9}",145,127
120,900,0,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,20.679086515356797,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",145,127
120,900,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,21.99609359800779,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",145,127
120,900,0,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6096518865688075,"{""C"": 0.1, ""l1_ratio"": 0.1}",145,127
120,900,0,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,20.16844911795686,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 50}",145,127
120,900,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,21.941620505774694,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",145,127
120,900,0,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6551056277914555,"{""C"": 0.1, ""l1_ratio"": 0.1}",145,127
120,900,0,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,20.679086515356797,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 50}",145,127
120,900,1,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,33.31927795375947,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",273,126
120,900,1,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.7165583467114269,"{""C"": 0.1, ""l1_ratio"": 0.9}",273,126
120,900,1,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,28.11071446640867,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 100}",273,126
120,900,1,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,33.23733307864081,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",273,126
120,900,1,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.655568292151284,"{""C"": 0.1, ""l1_ratio"": 0.5}",273,126
120,900,1,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,27.543623137111727,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 100}",273,126
120,900,1,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,35.662368308218426,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",273,126
120,900,1,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.7165590403017535,"{""C"": 0.1, ""l1_ratio"": 0.9}",273,126
120,900,1,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,27.743271562664127,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 100}",273,126
120,900,1,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,35.586414505898965,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",273,126
120,900,1,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6555680157869196,"{""C"": 0.1, ""l1_ratio"": 0.5}",273,126
120,900,1,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,27.619851346336468,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 100}",273,126
120,900,2,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,20.336511086324748,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6710248518591566,"{""C"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.32481207580102,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",399,95
120,900,2,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,20.295237216649582,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.682254635590577,"{""C"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.349147190745814,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",399,95
120,900,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,20.573680272465957,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6692626500282656,"{""C"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,16.32502584765145,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",399,95
120,900,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,20.532103892420903,"{""alpha"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6821307549735612,"{""C"": 0.1, ""l1_ratio"": 0.9}",399,95
120,900,2,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,16.371332410779694,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",399,95
120,900,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,32.74457988691268,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",494,87
120,900,3,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6989481233699685,"{""C"": 0.1, ""l1_ratio"": 0.9}",494,87
120,900,3,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,29.86655316861917,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",494,87
120,900,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,32.57375655856476,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",494,87
120,900,3,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.6164247682515255,"{""C"": 0.1, ""l1_ratio"": 0.5}",494,87
120,900,3,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,29.67594836172384,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",494,87
120,900,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,32.588658772419706,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",494,87
120,900,3,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.6963129681946252,"{""C"": 0.1, ""l1_ratio"": 0.5}",494,87
120,900,3,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,29.753644065171006,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100}",494,87
120,900,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,32.42167557732106,"{""alpha"": 0.1, ""l1_ratio"": 0.1}",494,87
120,900,3,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6250614739182992,"{""C"": 0.1, ""l1_ratio"": 0.5}",494,87
120,900,3,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,29.524490158413908,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100}",494,87
120,900,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_REGRESSION,23.80545284914069,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_ONLY,CONTINUATION,ELASTIC_NET_LOGISTIC,0.706168009228919,"{""C"": 0.1, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_ONLY,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,22.964467329856483,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",580,78
120,900,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_REGRESSION,23.7407771073127,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_ONLY,REVERSAL,ELASTIC_NET_LOGISTIC,0.6313121788179809,"{""C"": 0.1, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_ONLY,REVERSAL,SHALLOW_GRADIENT_BOOSTING,22.976195520487188,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 50}",580,78
120,900,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_REGRESSION,24.717268918802148,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_PLUS_SHOCK,CONTINUATION,ELASTIC_NET_LOGISTIC,0.7066598907917772,"{""C"": 0.1, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_PLUS_SHOCK,CONTINUATION,SHALLOW_GRADIENT_BOOSTING,22.75593183827256,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 50}",580,78
120,900,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_REGRESSION,24.664371739335625,"{""alpha"": 0.01, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_PLUS_SHOCK,REVERSAL,ELASTIC_NET_LOGISTIC,0.6313126923613175,"{""C"": 0.1, ""l1_ratio"": 0.9}",580,78
120,900,4,CONTEXT_PLUS_SHOCK,REVERSAL,SHALLOW_GRADIENT_BOOSTING,22.823244094240078,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100}",580,78
