detector_id,severity,outcome,replicates,mean_block_clusters,seed,mean_difference,ci_lower,ci_upper,raw_p,holm_p,bh_q,status
STRICT_V0,P995,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P995,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P995,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
STRICT_V0,P999,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P990,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P995,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_RAW,P999,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P990,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P995,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_NOISE_ROBUST,P999,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P990,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P995,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,abs_return_1s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,abs_return_3s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,realized_volatility_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,abs_return_10s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,abs_return_30s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,abs_return_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,mfe_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,mae_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,spread_change_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,tick_activity_120s,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
TAIL_V1_PERSISTENT,P999,quote_reversion_ratio,10000,4,20260826,,,,,,,NOT_ESTIMABLE_MISSING_MATCHED_CONTROLS
