family,month,geometry,variant,scope,feature,fit_quantile,feature_value,direction,subsample_rows,mean_predicted_ev,mean_raw_prediction
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.1,-0.35936721646,1,256,-0.12797883759738,-0.12797883759738
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.1,-0.35936721646,-1,256,0.012037504915024,0.012037504915024
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.3,-0.179133213378,1,256,-0.0691937624845,-0.0691937624845
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.3,-0.179133213378,-1,256,-0.029730814859039,-0.029730814859039
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.5,-0.0800472304135,1,256,-0.03687590430237,-0.03687590430237
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.5,-0.0800472304135,-1,256,-0.052693490884748,-0.052693490884748
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.7,0.061051798467,1,256,0.0091449179024224,0.0091449179024224
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.7,0.061051798467,-1,256,-0.085392478075358,-0.085392478075358
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.9,0.236331277142,1,256,0.066314026635854,0.066314026635854
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma50_slope3_atr,0.9,0.236331277142,-1,256,-0.12601261184555,-0.12601261184555
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.1,0.630514857509,1,256,0.019106629126093,0.019106629126093
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.1,0.630514857509,-1,256,-0.096966945998213,-0.096966945998213
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.3,0.6907430700415,1,256,-0.0039800539226698,-0.0039800539226698
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.3,0.6907430700415,-1,256,-0.078260020752711,-0.078260020752711
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.5,0.745245892297,1,256,-0.024872079931192,-0.024872079931192
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.5,0.745245892297,-1,256,-0.061331405760985,-0.061331405760985
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.7,0.8017685314995,1,256,-0.046538342326802,-0.046538342326802
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.7,0.8017685314995,-1,256,-0.043775434202489,-0.043775434202489
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.9,0.958240710338,1,256,-0.10651726992397,-0.10651726992397
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.9,0.958240710338,-1,256,0.0048249347849387,0.0048249347849387
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.1,-0.1110037843695,1,256,0.066872490805271,0.066872490805271
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.1,-0.1110037843695,-1,256,-0.13528278605625,-0.13528278605625
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.3,-0.0406596726595,1,256,0.0021283757122611,0.0021283757122611
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.3,-0.0406596726595,-1,256,-0.083092097578736,-0.083092097578736
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.5,-0.0081290590225,1,256,-0.027812521146925,-0.027812521146925
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.5,-0.0081290590225,-1,256,-0.058956529141814,-0.058956529141814
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.7,0.0163373499075,1,256,-0.050331193387851,-0.050331193387851
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.7,0.0163373499075,-1,256,-0.040804068394376,-0.040804068394376
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.9,0.055984169709,1,256,-0.086821785164493,-0.086821785164493
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi14_x_adx14,0.9,0.055984169709,-1,256,-0.011388744622646,-0.011388744622646
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.1,0.0625,1,256,-0.0971400009794,-0.0971400009794
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.1,0.0625,-1,256,0.0030562618982264,0.0030562618982264
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.3,0.25,1,256,-0.066784013892,-0.066784013892
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.3,0.25,-1,256,-0.024027190650522,-0.024027190650522
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.5,0.46875,1,256,-0.031368695623367,-0.031368695623367
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.5,0.46875,-1,256,-0.055624551957395,-0.055624551957395
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.7,0.6875,1,256,0.0040466226452667,0.0040466226452667
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.7,0.6875,-1,256,-0.087221913264268,-0.087221913264268
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.9,0.921875,1,256,0.041991606504517,0.041991606504517
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_sma10_gap_pct64,0.9,0.921875,-1,256,-0.1210762289502,-0.1210762289502
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.1,1.4921771209175,1,256,0.033877471411104,0.033877471411104
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.1,1.4921771209175,-1,256,-0.10280672113904,-0.10280672113904
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.3,1.888316634364,1,256,0.0074798624745645,0.0074798624745645
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.3,1.888316634364,-1,256,-0.084120621125957,-0.084120621125957
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.5,2.2478121740055,1,256,-0.016475896412811,-0.016475896412811
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.5,2.2478121740055,-1,256,-0.067163035780446,-0.067163035780446
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.7,2.7551507421685,1,256,-0.050283493651149,-0.050283493651149
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.7,2.7551507421685,-1,256,-0.04323162044975,-0.04323162044975
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.9,3.576956226271,1,256,-0.10504627053877,-0.10504627053877
ELASTICNET,202502,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_range5_width_atr,0.9,3.576956226271,-1,256,-0.0044666425922367,-0.0044666425922367
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.1,0.6267546278534,1,256,-0.0033682368136512,-0.0033682368136512
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.1,0.6267546278534,-1,256,-0.085900140242106,-0.085900140242106
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.3,0.6847444190116,1,256,-0.019419484394913,-0.019419484394913
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.3,0.6847444190116,-1,256,-0.070096759862528,-0.070096759862528
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.5,0.735338373538,1,256,-0.033423606051479,-0.033423606051479
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.5,0.735338373538,-1,256,-0.056308893199815,-0.056308893199815
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.7,0.7932285598342,1,256,-0.049447283567936,-0.049447283567936
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.7,0.7932285598342,-1,256,-0.040532657141511,-0.040532657141511
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.9,0.9133880250776,1,256,-0.082706746782627,-0.082706746782627
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_realized_vol60_atr,0.9,0.9133880250776,-1,256,-0.0077867945073834,-0.0077867945073834
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.1,0.1560643574026,1,256,-0.0074639664661633,-0.0074639664661633
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.1,0.1560643574026,-1,256,-0.10748118559405,-0.10748118559405
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.3,0.2029667155134,1,256,-0.019269302610263,-0.019269302610263
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.3,0.2029667155134,-1,256,-0.081676468360207,-0.081676468360207
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.5,0.235373899683,1,256,-0.02742619957698,-0.02742619957698
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.5,0.235373899683,-1,256,-0.063846699079396,-0.063846699079396
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.7,0.2754124070652,1,256,-0.03750390264765,-0.03750390264765
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.7,0.2754124070652,-1,256,-0.04181833199768,-0.04181833199768
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.9,0.349290903185,1,256,-0.056099139979949,-0.056099139979949
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m1_m15_atr_ratio,0.9,0.349290903185,-1,256,-0.0011718958946315,-0.0011718958946315
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.1,-0.2503459030152,1,256,0.0087808340254016,0.0087808340254016
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.1,-0.2503459030152,-1,256,-0.1014137874215,-0.1014137874215
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.3,-0.1027577641616,1,256,-0.012537212356205,-0.012537212356205
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.3,-0.1027577641616,-1,256,-0.078409158667543,-0.078409158667543
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.5,0.003385280473,1,256,-0.027868812620165,-0.027868812620165
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.5,0.003385280473,-1,256,-0.061864595157223,-0.061864595157223
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.7,0.101025814779,1,256,-0.041972286349344,-0.041972286349344
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.7,0.101025814779,-1,256,-0.046645321708188,-0.046645321708188
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.9,0.2562191784386,1,256,-0.064388852818107,-0.064388852818107
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema5_sma_gap_atr,0.9,0.2562191784386,-1,256,-0.022455263185885,-0.022455263185885
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.1,-1,1,256,0.0015582816959252,0.0015582816959252
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.1,-1,-1,256,-0.096281117054008,-0.096281117054008
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.3,-1,1,256,0.0015582816959252,0.0015582816959252
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.3,-1,-1,256,-0.096281117054008,-0.096281117054008
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.5,0,1,256,-0.028667507981092,-0.028667507981092
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.5,0,-1,256,-0.061013066057586,-0.061013066057586
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.7,0,1,256,-0.028667507981092,-0.028667507981092
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.7,0,-1,256,-0.061013066057586,-0.061013066057586
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.9,1,1,256,-0.058893297658109,-0.058893297658109
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_ema_alignment,0.9,1,-1,256,-0.025745015061165,-0.025745015061165
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.1,-19.79570020648,1,256,0.0050541475515726,0.0050541475515726
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.1,-19.79570020648,-1,256,-0.087996483876745,-0.087996483876745
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.3,-8.197399896813,1,256,-0.014724955967713,-0.014724955967713
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.3,-8.197399896813,-1,256,-0.072144324957792,-0.072144324957792
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.5,-0.058454299823,1,256,-0.028604666201334,-0.028604666201334
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.5,-0.058454299823,-1,256,-0.061020293367692,-0.061020293367692
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.7,8.0534779169192,1,256,-0.042438309301836,-0.042438309301836
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.7,8.0534779169192,-1,256,-0.04993318273887,-0.04993318273887
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.9,19.432126292656,1,256,-0.061842830492382,-0.061842830492382
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m15_rsi7_slope3,0.9,19.432126292656,-1,256,-0.034381236546829,-0.034381236546829
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.1,0.0150998196322,1,256,-0.044040105098231,-0.044040105098231
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.1,0.0150998196322,-1,256,-0.043866823943473,-0.043866823943473
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.3,0.0910488827764,1,256,-0.038920153181816,-0.038920153181816
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.3,0.0910488827764,-1,256,-0.049575462251366,-0.049575462251366
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.5,0.188172242769,1,256,-0.032372779026869,-0.032372779026869
ELASTICNET,202503,5,FULL486,MODEL_RESPONSE_ONLY_CORRELATED_FEATURE_COMBINATIONS_MAY_BE_UNREALISTIC,m5_upper_wick_atr,0.5,0.188172242769,-1,256,-0.056875646223252,-0.056875646223252
