episode_id,direction,score,long_score,short_score,symbol,market_cluster_id,t0_msc,signal_processing_msc,distance_index,distance_atr,atr14_m5,entry_msc,entry_bid,entry_ask,entry_price,entry_spread,pip_size,tick_size,stops_distance,distance,sl,tp,status,exit_msc,exit_price,gross_pips,gross_r,mfe_60,mae_60,mfe_300,mae_300,mfe_900,mae_900,tp_touch_seconds,sl_touch_seconds,entry_eligible_msc,source_quote_msc,month,calendar_segment
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_40,-1,0.17791960265576,-0.45743128707232,0.17791960265576,USDJPY,tstech_real_202501_202506_20260910_202502:207,1738718046250,1738718047369,5,2,0.040545181693,1738718047484,154.381,154.388,154.381,0.007,0.01,0.001,0,0.082,154.463,154.299,SL,1738718760235,154.464,-8.3,-1.012195121951,0,0.04,0,0.063,0,0.085,,712.751,1738718047369,1738718046094,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_41,-1,0.12850067584813,-0.46476502454591,0.12850067584813,USDJPY,tstech_real_202501_202506_20260910_202502:208,1738719011500,1738719014821,5,2,0.039874503684,1738719014821,154.38,154.387,154.38,0.007,0.01,0.001,0,0.08,154.46,154.3,TP,1738719211181,154.3,8.000000000001,1,0.003,0.011,0.132,0.011,0.264,0.011,196.36,,1738719014821,1738719011196,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_42,-1,0.17568714969723,-0.30226621227675,0.17568714969723,USDJPY,tstech_real_202501_202506_20260910_202502:214,1738720018750,1738720019080,5,2,0.05870236322,1738720019124,154.034,154.041,154.034,0.007,0.01,0.001,0,0.118,154.152,153.916,SL,1738720187539,154.153,-11.9,-1.008474576271,0,0.078,0,0.125,0,0.165,,168.415,1738720019080,1738720018621,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_43,-1,0.20272331914813,-0.31836885664738,0.20272331914813,USDJPY,tstech_real_202501_202506_20260910_202502:221,1738721426250,1738721429540,5,2,0.074830975415,1738721430153,154.322,154.329,154.322,0.007,0.01,0.001,0,0.15,154.472,154.172,TIME,1738722331098,154.34,-1.8,-0.12,0.03,0.006,0.032,0.026,0.077,0.042,,,1738721429540,1738721426078,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_44,-1,0.22372381626889,-0.32547279494927,0.22372381626889,USDJPY,tstech_real_202501_202506_20260910_202502:226,1738722417250,1738722418626,5,2,0.076097905563,1738722418831,154.298,154.305,154.298,0.007,0.01,0.001,0,0.153,154.451,154.145,TP,1738722678867,154.145,15.299999999999,1,0.087,0.009,0.199,0.009,0.401,0.009,260.036,,1738722418626,1738722417120,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_45,-1,0.14563757799032,-0.23636143821692,0.14563757799032,USDJPY,tstech_real_202501_202506_20260910_202502:240,1738723984000,1738723984051,5,2,0.108138113273,1738723984138,153.929,153.936,153.929,0.007,0.01,0.001,0,0.217,154.146,153.712,TP,1738724631653,153.712,21.700000000001,1,0.004,0.037,0.021,0.099,0.385,0.099,647.515,,1738723984051,1738723983737,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_46,-1,0.13106069177008,-0.16387104688344,0.13106069177008,USDJPY,tstech_real_202501_202506_20260910_202502:265,1738725320500,1738725321139,5,2,0.124873862973,1738725321173,153.55,153.557,153.55,0.007,0.01,0.001,0,0.25,153.8,153.3,TIME,1738726221219,153.489,6.100000000001,0.244,0.064,0.007,0.064,0.121,0.079,0.13,,,1738725321139,1738725320369,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_49,-1,0.16907988809185,-0.236660109566,0.16907988809185,USDJPY,tstech_real_202501_202506_20260910_202502:293,1738728899750,1738728900042,5,2,0.132727939023,1738728900636,153.341,153.348,153.341,0.007,0.01,0.001,0,0.266,153.607,153.075,TIME,1738729800833,153.226,11.500000000001,0.432330827068,0.003,0.052,0.02,0.089,0.172,0.089,,,1738728900042,1738728899726,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_53,1,0.15920359913402,0.15920359913402,-0.2254431079263,USDJPY,tstech_real_202501_202506_20260910_202502:318,1738734054000,1738734054759,5,2,0.098068809193,1738734054759,153.19,153.193,153.193,0.003,0.01,0.001,0,0.197,152.996,153.39,TIME,1738734954886,153.236,4.299999999998,0.218274111675,0.005,0.085,0.005,0.105,0.119,0.105,,,1738734054759,1738734053852,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_54,1,0.19550531746315,0.19550531746315,-0.22676420962416,USDJPY,tstech_real_202501_202506_20260910_202502:323,1738735081250,1738735082079,5,2,0.104528853438,1738735082079,153.234,153.236,153.236,0.002,0.01,0.001,0,0.21,153.026,153.446,TIME,1738735982142,153.25,1.400000000001,0.066666666667,0.01,0.009,0.01,0.122,0.05,0.122,,,1738735082079,1738735080975,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_62,1,0.19210491372536,0.19210491372536,-0.22903378780629,USDJPY,tstech_real_202501_202506_20260910_202502:352,1738744853250,1738744853718,5,2,0.079959311913,1738744854120,153.204,153.211,153.211,0.007,0.01,0.001,0,0.16,153.051,153.371,TIME,1738745755902,153.225,1.399999999998,0.0875,0.006,0.017,0.02,0.044,0.02,0.05,,,1738744853718,1738744852812,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_63,1,0.15733380308434,0.15733380308434,-0.3248252386883,USDJPY,tstech_real_202501_202506_20260910_202502:354,1738745822500,1738745822670,5,2,0.07330925948,1738745822746,153.218,153.225,153.225,0.007,0.01,0.001,0,0.147,153.078,153.372,TIME,1738746727168,153.302,7.7,0.52380952381,0.012,0.047,0.016,0.073,0.08,0.073,,,1738745822670,1738745822242,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_81,-1,0.37045416383687,-0.50728175122513,0.37045416383687,USDJPY,tstech_real_202501_202506_20260910_202502:516,1738769192000,1738769192880,5,2,0.089898748468,1738769192881,152.967,152.97,152.967,0.003,0.01,0.001,0,0.18,153.147,152.787,TIME,1738770093149,153.016,-4.899999999998,-0.272222222222,0.041,0.007,0.136,0.02,0.136,0.074,,,1738769192880,1738769191773,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_82,-1,0.15868578467806,-0.23223455463216,0.15868578467806,USDJPY,tstech_real_202501_202506_20260910_202502:545,1738770208750,1738770209058,5,2,0.094113174352,1738770209519,153.003,153.006,153.003,0.003,0.01,0.001,0,0.189,153.192,152.814,TIME,1738771109905,153.053,-5.000000000001,-0.26455026455,0.01,0.034,0.022,0.059,0.025,0.108,,,1738770209058,1738770208714,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_83,-1,0.17972075415551,-0.30804872139204,0.17972075415551,USDJPY,tstech_real_202501_202506_20260910_202502:550,1738771202250,1738771203410,5,2,0.092002430749,1738771203411,153.024,153.027,153.024,0.003,0.01,0.001,0,0.185,153.209,152.839,SL,1738771717905,153.209,-18.5,-1,0.005,0.142,0.005,0.176,0.005,0.185,,514.494,1738771203410,1738771202099,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_86,-1,0.1887396154979,-0.14009533665556,0.1887396154979,USDJPY,tstech_real_202501_202506_20260910_202502:571,1738775766500,1738775768352,5,2,0.129097450015,1738775768425,152.283,152.285,152.283,0.002,0.01,0.001,0,0.259,152.542,152.024,TIME,1738776668499,152.162,12.099999999998,0.467181467181,0.123,0.008,0.141,0.008,0.141,0.075,,,1738775768352,1738775766434,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_93,-1,0.29899967577686,-0.49821284124166,0.29899967577686,USDJPY,tstech_real_202501_202506_20260910_202502:591,1738793940750,1738793941620,5,2,0.054352677004,1738793941686,152.706,152.71,152.706,0.004,0.01,0.001,0,0.109,152.815,152.597,TIME,1738794841976,152.701,0.5,0.045871559633,0.015,0.027,0.016,0.027,0.054,0.027,,,1738793941620,1738793940656,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_94,-1,0.30452990806414,-0.54817126170624,0.30452990806414,USDJPY,tstech_real_202501_202506_20260910_202502:592,1738795691750,1738795693448,5,2,0.053756550572,1738795693544,152.763,152.766,152.763,0.003,0.01,0.001,0,0.108,152.871,152.655,TIME,1738796594010,152.684,7.900000000001,0.731481481482,0.006,0.008,0.043,0.008,0.089,0.008,,,1738795693448,1738795691630,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_98,-1,0.3346770199688,-0.60403228994072,0.3346770199688,USDJPY,tstech_real_202501_202506_20260910_202502:600,1738805908250,1738805914111,5,2,0.052146340564,1738805915059,152.716,152.723,152.716,0.007,0.01,0.001,0,0.105,152.821,152.611,TP,1738806669169,152.611,10.499999999999,1,0.022,0.007,0.051,0.007,0.113,0.007,754.11,,1738805914111,1738805908118,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_100,-1,0.16055235268487,-0.19608284201723,0.16055235268487,USDJPY,tstech_real_202501_202506_20260910_202502:607,1738808585250,1738808586369,5,2,0.074732539688,1738808586597,152.636,152.641,152.636,0.005,0.01,0.001,0,0.15,152.786,152.486,TIME,1738809491078,152.532,10.399999999998,0.693333333333,0.049,0.013,0.095,0.013,0.128,0.013,,,1738808586369,1738808585085,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_116,1,0.25113678682323,0.25113678682323,-0.16672121806772,USDJPY,tstech_real_202501_202506_20260910_202502:697,1738835618250,1738835618742,5,2,0.082478296659,1738835618913,152.53,152.531,152.531,0.001,0.01,0.001,0,0.165,152.366,152.696,TIME,1738836520330,152.468,-6.300000000002,-0.381818181818,0.017,0.01,0.074,0.042,0.085,0.065,,,1738835618742,1738835618248,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_117,1,0.19804650537706,0.19804650537706,-0.12939394936831,USDJPY,tstech_real_202501_202506_20260910_202502:706,1738836585750,1738836586514,5,2,0.085532367991,1738836586515,152.513,152.519,152.519,0.006,0.01,0.001,0,0.172,152.347,152.691,TIME,1738837486530,152.61,9.100000000001,0.529069767442,0.015,0.029,0.074,0.029,0.114,0.029,,,1738836586514,1738836585608,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_118,1,0.20834254889456,0.20834254889456,-0.15736150652627,USDJPY,tstech_real_202501_202506_20260910_202502:712,1738837743250,1738837743367,5,2,0.083172062641,1738837743387,152.645,152.646,152.646,0.001,0.01,0.001,0,0.167,152.479,152.813,TIME,1738838646031,152.662,1.600000000002,0.095808383234,0.039,0.005,0.055,0.005,0.055,0.031,,,1738837743367,1738837743227,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_120,-1,0.18330616218717,-0.22263071670889,0.18330616218717,USDJPY,tstech_real_202501_202506_20260910_202502:720,1738840443000,1738840443390,5,2,0.080368988988,1738840443949,152.762,152.768,152.762,0.006,0.01,0.001,0,0.161,152.923,152.601,TIME,1738841345822,152.789,-2.699999999999,-0.167701863354,0.016,0.019,0.022,0.118,0.022,0.136,,,1738840443390,1738840442787,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_125,1,0.13361662958695,0.13361662958695,-0.24020890944711,USDJPY,tstech_real_202501_202506_20260910_202502:743,1738848601750,1738848604562,5,2,0.064167813464,1738848605946,152.448,152.454,152.454,0.006,0.01,0.001,0,0.129,152.325,152.583,TIME,1738849506014,152.407,-4.7,-0.364341085271,0.013,0.022,0.031,0.022,0.031,0.068,,,1738848604562,1738848601519,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_127,1,0.13406752720076,0.13406752720076,-0.31015024285055,USDJPY,tstech_real_202501_202506_20260910_202502:752,1738851434500,1738851434632,5,2,0.067041191126,1738851434997,152.33,152.333,152.333,0.003,0.01,0.001,0,0.135,152.198,152.468,TIME,1738852335233,152.331,-0.200000000001,-0.014814814815,0.033,0.007,0.091,0.007,0.102,0.029,,,1738851434632,1738851434394,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_129,1,0.11113634769444,0.11113634769444,-0.20621198273043,USDJPY,tstech_real_202501_202506_20260910_202502:762,1738853653000,1738853653401,5,2,0.069257156691,1738853653945,152.345,152.349,152.349,0.004,0.01,0.001,0,0.139,152.21,152.488,TP,1738854091087,152.488,13.900000000001,1,0.048,0.02,0.048,0.02,0.178,0.02,437.142,,1738853653401,1738853652735,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_137,1,0.22425896584006,0.22425896584006,-0.20248677304654,USDJPY,tstech_real_202501_202506_20260910_202502:819,1738865352500,1738865352579,5,2,0.116514144629,1738865352622,151.832,151.835,151.835,0.003,0.01,0.001,0,0.234,151.601,152.069,TIME,1738866252716,151.843,0.799999999998,0.034188034188,0.027,0.013,0.027,0.054,0.066,0.054,,,1738865352579,1738865352424,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_138,1,0.13805622891754,0.13805622891754,-0.16286568222109,USDJPY,tstech_real_202501_202506_20260910_202502:821,1738866345250,1738866346751,5,2,0.113940532153,1738866346842,151.832,151.834,151.834,0.002,0.01,0.001,0,0.228,151.606,152.062,TIME,1738867247057,151.964,13,0.570175438596,0.001,0.04,0.027,0.04,0.148,0.04,,,1738866346751,1738866345130,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_141,1,0.11200723973413,0.11200723973413,-0.22979877786491,USDJPY,tstech_real_202501_202506_20260910_202502:831,1738872583250,1738872583532,5,2,0.072457408931,1738872583532,151.833,151.839,151.839,0.006,0.01,0.001,0,0.145,151.694,151.984,SL,1738872914164,151.694,-14.500000000001,-1,0.033,0.041,0.033,0.108,0.033,0.207,,330.632,1738872583532,1738872583228,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_146,1,0.12700205605402,0.12700205605402,-0.21595108987431,USDJPY,tstech_real_202501_202506_20260910_202502:866,1738879161250,1738879162358,5,2,0.091352870508,1738879163071,151.409,151.413,151.413,0.004,0.01,0.001,0,0.183,151.23,151.596,TIME,1738880064901,151.389,-2.4,-0.131147540984,0,0.031,0.021,0.035,0.021,0.058,,,1738879162358,1738879161154,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_154,1,0.15904932021561,0.15904932021561,-0.11976836567444,USDJPY,tstech_real_202501_202506_20260910_202502:895,1738895840750,1738895843829,5,2,0.088496778766,1738895843976,151.076,151.08,151.08,0.004,0.01,0.001,0,0.177,150.903,151.257,TIME,1738896745277,151.175,9.5,0.536723163842,0.013,0.034,0.041,0.034,0.14,0.041,,,1738895843829,1738895840738,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_155,-1,0.12312651450896,-0.26540101939245,0.12312651450896,USDJPY,tstech_real_202501_202506_20260910_202502:902,1738897250500,1738897251111,5,2,0.091251062507,1738897251211,151.273,151.28,151.273,0.007,0.01,0.001,0,0.183,151.456,151.09,SL,1738897779837,151.456,-18.299999999999,-1,0.038,0.027,0.038,0.149,0.038,0.266,,528.626,1738897251111,1738897250003,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_156,-1,0.33217822541376,-0.52449232927429,0.33217822541376,USDJPY,tstech_real_202501_202506_20260910_202502:909,1738898391250,1738898394064,5,2,0.1047024724,1738898394064,151.506,151.513,151.506,0.007,0.01,0.001,0,0.21,151.716,151.296,TIME,1738899294200,151.548,-4.2,-0.2,0.046,0.016,0.047,0.057,0.047,0.152,,,1738898394064,1738898391242,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_158,-1,0.12476932658708,-0.16643130567686,0.12476932658708,USDJPY,tstech_real_202501_202506_20260910_202502:923,1738902313000,1738902313252,5,2,0.09799335981,1738902314941,151.692,151.696,151.692,0.004,0.01,0.001,0,0.196,151.888,151.496,TIME,1738903215332,151.582,11.000000000001,0.561224489796,0,0.031,0.04,0.032,0.121,0.032,,,1738902313252,1738902312876,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_178,1,0.13646335702015,0.13646335702015,-0.2738818445697,USDJPY,tstech_real_202501_202506_20260910_202502:997,1738938999750,1738939000132,5,2,0.054525160637,1738939000354,152.101,152.105,152.105,0.004,0.01,0.001,0,0.11,151.995,152.215,TIME,1738939900658,152.042,-6.299999999999,-0.572727272727,0,0.017,0,0.051,0,0.09,,,1738939000132,1738938999444,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_179,1,0.1500667306205,0.1500667306205,-0.20033296845859,USDJPY,tstech_real_202501_202506_20260910_202502:998,1738940427750,1738940429146,5,2,0.056825328342,1738940429148,152.059,152.064,152.064,0.005,0.01,0.001,0,0.114,151.95,152.178,TIME,1738941330067,152.033,-3.100000000001,-0.271929824561,0,0.035,0.007,0.035,0.042,0.076,,,1738940429146,1738940427436,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_181,-1,0.94251589313175,-0.84078410994753,0.94251589313175,USDJPY,tstech_real_202501_202506_20260910_202502:1042,1738942532500,1738942532758,5,2,0.143092001235,1738942532759,151.996,152.002,151.996,0.006,0.01,0.001,0,0.287,152.283,151.709,TP,1738942746502,151.709,28.700000000001,1,0.056,0.06,0.329,0.06,0.345,0.06,213.743,,1738942532758,1738942532458,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_183,-1,0.11266042186923,-0.0176185107035,0.11266042186923,USDJPY,tstech_real_202501_202506_20260910_202502:1063,1738945034250,1738945034397,5,2,0.17059509318,1738945034701,151.838,151.84,151.838,0.002,0.01,0.001,0,0.342,152.18,151.496,TIME,1738945934955,151.786,5.199999999999,0.152046783626,0.041,0.016,0.041,0.147,0.101,0.147,,,1738945034397,1738945034198,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_184,1,0.16633509414014,0.16633509414014,-0.12890984948529,USDJPY,tstech_real_202501_202506_20260910_202502:1067,1738946158000,1738946158910,5,2,0.16100277106,1738946158946,151.718,151.721,151.721,0.003,0.01,0.001,0,0.323,151.398,152.044,TIME,1738947059404,151.542,-17.9,-0.554179566563,0.038,0.007,0.038,0.176,0.038,0.217,,,1738946158910,1738946157737,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_185,1,0.31394322139974,0.31394322139974,-0.24101839783128,USDJPY,tstech_real_202501_202506_20260910_202502:1075,1738947313750,1738947314033,5,2,0.155042408051,1738947314067,151.546,151.549,151.549,0.003,0.01,0.001,0,0.311,151.238,151.86,TIME,1738948214301,151.377,-17.2,-0.553054662379,0.011,0.023,0.087,0.052,0.103,0.269,,,1738947314033,1738947313663,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_187,1,0.27266098485304,0.27266098485304,-0.23031580358134,USDJPY,tstech_real_202501_202506_20260910_202502:1100,1738949741250,1738949742759,5,2,0.158929506806,1738949742759,151.585,151.588,151.588,0.003,0.01,0.001,0,0.318,151.27,151.906,TIME,1738950643016,151.474,-11.4,-0.358490566038,0.029,0.038,0.174,0.038,0.174,0.114,,,1738949742759,1738949741247,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_189,1,0.35382330984328,0.35382330984328,-0.26146305100472,USDJPY,tstech_real_202501_202506_20260910_202502:1148,1738952042000,1738952042890,5,2,0.178640719323,1738952042892,151.452,151.453,151.453,0.001,0.01,0.001,0,0.358,151.095,151.811,TIME,1738952943051,151.212,-24.100000000001,-0.673184357542,0.001,0.087,0.001,0.153,0.001,0.241,,,1738952042890,1738952041984,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_190,1,0.32110801020147,0.32110801020147,-0.23821555676033,USDJPY,tstech_real_202501_202506_20260910_202502:1160,1738953107250,1738953109086,5,2,0.165999468461,1738953109356,151.204,151.205,151.205,0.001,0.01,0.001,0,0.332,150.873,151.537,TIME,1738954009414,151.038,-16.7,-0.503012048193,0.001,0.044,0.001,0.12,0.001,0.277,,,1738953109086,1738953106939,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_191,1,0.27528040807845,0.27528040807845,-0.26626135907693,USDJPY,tstech_real_202501_202506_20260910_202502:1161,1738954700750,1738954700852,5,2,0.155849401524,1738954700929,151.37,151.373,151.373,0.003,0.01,0.001,0,0.312,151.061,151.685,TIME,1738955600936,151.39,1.7,0.054487179487,0.012,0.06,0.036,0.084,0.063,0.11,,,1738954700852,1738954700729,202502,1
tstech_real_202501_202506_20260910_202502:tstech_real_202501_202506_20260910_202502_USDJPY_mh_192,1,0.33943842843768,0.33943842843768,-0.35474016694611,USDJPY,tstech_real_202501_202506_20260910_202502:1181,1738955683750,1738955684026,5,2,0.157515355367,1738955684936,151.358,151.363,151.363,0.005,0.01,0.001,0,0.316,151.047,151.679,TP,1738955790954,151.679,31.6,1,0.02,0.02,0.493,0.02,0.493,0.02,106.018,,1738955684026,1738955683624,202502,1
